Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8738,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,12/12/2023,435.00,6410-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8739,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,12/12/2023,655.00,6410-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8740,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,19/12/2023,670.00,6410-Grounds Maintenance,PREMISES,GROUNDS MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8741,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,19/12/2023,"1,005.00",6410-Grounds Maintenance,PREMISES,GROUNDS MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8742,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,21/12/2023,290.00,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8743,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,21/12/2023,440.00,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8744,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",T CLARKE & SON BUILDING LTD,21/12/2023,660.00,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8745,31.12.2023,CHILDRENS,T JUNCTION CHILDRENS SERVICES LTD,22/12/2023,"29,970.00",6223-External Residential Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8746,31.12.2023,ADULT SOCIAL CARE,T2 TECHNOLOGY LTD,29/12/2023,400.00,6543-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8747,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,01/12/2023,"1,000.00",1220-Transport Other-Assistance to Students,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8748,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,275.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8749,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,853.25",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8750,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,372.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8751,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"3,000.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8752,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,478.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8753,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,280.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8754,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,875.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8755,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,526.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8756,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,557.50",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8757,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,617.50",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8758,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,840.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8759,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,800.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8760,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,460.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8761,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,800.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8762,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,625.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8763,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,235.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8764,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,650.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8765,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8766,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,160.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8767,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,918.50",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8768,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,779.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8769,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,850.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8770,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,990.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8771,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,458.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8772,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,250.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8773,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,207.50",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8774,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8775,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,810.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8776,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8777,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,640.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8778,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,594.62",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8779,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,875.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8780,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,725.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8781,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,980.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8782,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8783,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,260.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8784,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8785,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,500.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8786,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,050.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8787,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,130.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8788,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,434.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8789,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,040.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8790,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"5,145.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8791,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,170.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8792,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,976.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8793,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,443.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8794,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,400.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8795,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,592.50",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8796,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,221.75",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8797,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,325.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8798,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,200.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8799,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,339.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8800,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,950.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8801,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,080.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8802,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,288.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8803,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,591.80",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8804,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"2,226.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8805,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,206.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8806,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,350.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8807,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,"1,106.00",6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8808,31.12.2023,CHILDRENS,TABBO'S PRIVATE HIRE LTD,04/12/2023,920.00,6241-Hire of Vehicle with Driver,TRANSPORT,DIRECT TRANSPORT COSTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8809,31.12.2023,CHILDRENS,TACT,22/12/2023,"3,676.44",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8810,31.12.2023,CHILDRENS,TACT,22/12/2023,"3,497.12",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8811,31.12.2023,CHILDRENS,TACT,22/12/2023,"2,462.96",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8812,31.12.2023,CHILDRENS,TACT,22/12/2023,"2,615.48",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8813,31.12.2023,CHILDRENS,TACT,22/12/2023,"2,476.24",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8814,31.12.2023,CHILDRENS,TACT,22/12/2023,"2,585.80",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8815,31.12.2023,CHILDRENS,TACT,22/12/2023,"1,683.72",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8816,31.12.2023,CHILDRENS,TACT,22/12/2023,"13,611.89",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8817,31.12.2023,CHILDRENS,TACT,22/12/2023,"3,136.20",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8818,31.12.2023,CHILDRENS,TACT,22/12/2023,"1,683.72",6223-Independent Foster Care-Oth Agency Provision,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8819,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,14/12/2023,"1,100.00",1220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8820,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,14/12/2023,660.00,1220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8821,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,14/12/2023,440.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8822,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,15/12/2023,770.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8823,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,12/12/2023,715.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8824,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,15/12/2023,990.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8825,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,15/12/2023,660.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8826,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,15/12/2023,330.00,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8827,31.12.2023,CHILDRENS,TARGETED PROVISION LTD,12/12/2023,508.75,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8828,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,14/12/2023,"295,000.00",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8829,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,04/12/2023,939.83,7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8830,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,15/12/2023,"37,357.29",6411-PSE's-Priv Contractor Fees,THIRD PARTY PAYMENTS,INDEPENDENT UNIT WITHIN COUNCIL,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8831,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"7,287.69",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8832,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,06/12/2023,"16,184.58",6411-School Only Payments - Catering,THIRD PARTY PAYMENTS,INDEPENDENT UNIT WITHIN COUNCIL,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8833,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"3,635.05",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8834,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"39,044.60",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8835,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"77,762.92",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
