Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2008,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,891.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2009,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,598.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2010,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"2,106.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2011,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,008.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2012,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,053.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2013,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,567.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2014,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,687.50",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2015,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,765.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2016,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,14/12/2023,481.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2017,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,486.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2018,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"2,376.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2019,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,486.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2020,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,864.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2021,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,364.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2022,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,864.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2023,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,972.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2024,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,588.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2025,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,252.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2026,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,850.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2027,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,386.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2028,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,945.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2029,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,370.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2030,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,337.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2031,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,445.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2032,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,567.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2033,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,360.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2034,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,486.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2035,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,030.50",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2036,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,432.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2037,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,288.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2038,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,737.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2039,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,585.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2040,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,405.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2041,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,188.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2042,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,800.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2043,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,540.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2044,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"2,259.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2045,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,445.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2046,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,296.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2047,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,261.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2048,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,"1,728.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2049,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,13/12/2023,864.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2050,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,342.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2051,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2052,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2053,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2054,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,642.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2055,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2056,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2057,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2058,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2059,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2060,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2061,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2062,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2063,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2064,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2065,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2066,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,346.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2067,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,306.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2068,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2069,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,639.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2070,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2071,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2072,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,420.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2073,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2074,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2075,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,"1,053.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2076,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2077,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2078,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2079,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2080,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,319.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2081,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2082,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2083,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2084,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,297.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-2085,31.12.2023,ADULT SOCIAL CARE,CARING CARE LIMITED,19/12/2023,444.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
