Body,Division of Service,Purpose of Expenditure,Merchant Category,Department,Payment Date,Transaction Code,Net Amount,Supplier Name
City of London,Cemetery and Crematorium,Premises,Repairs and Maintenance,City Surveyors,45022,RT2537012,7964.21,Wates Property Services Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Barbican Centre,45022,RT2538752,20000,AECOM Ltd 
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45022,RT2538837,520,Skills for Justice (Enterprises) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45022,RT2541053,5000,Frankham Consulting Group Limited
City of London,Supervision and Management -General,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Housing,45022,RT2541398,1664.8,Banner Group Limited
City of London,Supervision and Management -General,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Housing,45022,RT2541398,46.32,Banner Group Limited
City of London,Supervision and Management -General,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Housing,45022,RT2541398,25,Banner Group Limited
City of London,Supervision and Management -General,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",DCCS Housing,45022,RT2541398,12.12,Banner Group Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2541834,597,Sepura Limited 
City of London,Animal Health Services,Premises,Cleaning and Domestic Supplies,Markets & Consumer Ptn,45022,RT2541941,675.2,Veolia ES (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2541977,843.25,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2541977,6.93,Park Lane Limited 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,3176.88,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,2528.24,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,841.68,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,315.9,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,270.72,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,237.6,Phoenix Software Ltd
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542126,175.89,Phoenix Software Ltd
City of London,Economic Crime Directorate (CF),Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2542287,2242,Vodafone Corporate Ltd
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45022,RT2542328,1333.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45022,RT2542328,87.16,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45022,RT2542330,1333.33,Veolia ES (UK) Limited 
City of London,Waste Disposal,Third Party Payments,Private Contractors,Built Environment,45022,RT2542330,-425.07,Veolia ES (UK) Limited 
City of London,Walbrook Wharf,Supplies  and  Services,Fees  and  Services,City Surveyors,45022,RT2542429,452.77,Veolia ES (UK) Limited 
City of London,Walbrook Wharf,Supplies  and  Services,Fees  and  Services,City Surveyors,45022,RT2542429,301.85,Veolia ES (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542431,16529.21,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542435,16529.21,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542438,16529.21,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542441,16529.21,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542447,16529.21,Park Lane Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2542449,16529.21,Park Lane Limited 
City of London,Transport Organisation,Transport,Direct Transport Costs,Built Environment,45022,RT2542502,1166.67,Veolia ES (UK) Limited 
City of London,Transport Organisation,Transport,Direct Transport Costs,Built Environment,45022,RT2542502,-532.26,Veolia ES (UK) Limited 
City of London,Specialist Operations,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2542685,7998.82,Softcat Plc 
City of London,CO&FO Division,Supplies  and  Services,Communications  and  Computing,Barbican Centre,45022,RT2542766,4348.83,Phoenix Software Ltd
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2542771,642.13,Phoenix Software Ltd
City of London,Waste Collection,Third Party Payments,Private Contractors,Built Environment,45022,RT2542777,10368.3,Veolia ES (UK) Limited 
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45022,RT2543996,626.4,Travis Perkins Trading Company Ltd
City of London,Cemetery and Crematorium,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45022,RT2543996,83,Travis Perkins Trading Company Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2543998,356.8,Warehouse Express Ltd 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2543998,2693,Warehouse Express Ltd 
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2543998,293.4,Warehouse Express Ltd 
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,4341.61,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,2324.04,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,1756.06,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,1754.98,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,700.47,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,652.69,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,646.17,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,514.76,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,376.73,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,296.53,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,286.54,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,238.92,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,238.92,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,141.18,Skanska Construction UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Repairs and Maintenance,City Surveyors,45022,RT2544219,130.32,Skanska Construction UK Ltd
City of London,Road Safety,Third Party Payments,Private Contractors,Built Environment,45022,RT2544427,11708.85,F M Conway Ltd
City of London,Road Safety,Premises,Repairs and Maintenance,Built Environment,45022,RT2544427,10000,F M Conway Ltd
City of London,Road Safety,Premises,Repairs and Maintenance,Built Environment,45022,RT2544427,2000,F M Conway Ltd
City of London,Road Safety,Premises,Repairs and Maintenance,Built Environment,45022,RT2544429,17922.23,F M Conway Ltd
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45022,RT2544499,10257.83,F M Conway Ltd
City of London,Road Safety,Premises,Repairs and Maintenance,Built Environment,45022,RT2544502,7816.01,F M Conway Ltd
City of London,Local Policing,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2544577,521.15,Allied Publicity Services (Manchester) Limited 
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2544577,30,Allied Publicity Services (Manchester) Limited 
City of London,Early Years and Primary Education,Supplies  and  Services,Expenses,DCCS Fam & Young People,45022,RT2544584,1744.6,Allied Publicity Services (Manchester) Limited 
City of London,Audience's Division,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Barbican Centre,45022,RT2544590,521.51,Allied Publicity Services (Manchester) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45022,RT2544631,1080,Avison Young (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45022,RT2544634,1920,Avison Young (UK) Limited 
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City Surveyors,45022,RT2544634,60,Avison Young (UK) Limited 
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45022,RT2544738,875,John Wiley & Sons Ltd 
City of London,Cost Of Collection,Supplies  and  Services,Communications  and  Computing,Chamberlains,45022,RT2544742,139441.83,Capita Business Services Ltd 
City of London,Cost Of Collection,Supplies  and  Services,Communications  and  Computing,Chamberlains,45022,RT2544742,92961.23,Capita Business Services Ltd 
City of London,Cost Of Collection,Supplies  and  Services,Communications  and  Computing,Chamberlains,45022,RT2544742,0.01,Capita Business Services Ltd 
City of London,Innovation & Growth,Premises,Repairs and Maintenance,Innovation & Growth,45022,RT2544780,2479.46,Herman Miller Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2544915,8920,Sepura Limited 
City of London,National Lead Force,Third Party Payments,Private Contractors,City of London Police,45022,RT2544928,3097.51,Reed Specialist Recruitment Ltd
City of London,Barbican and Community Libraries,Supplies  and  Services,Books,DCCS Libraries,45022,RT2544936,986.11,Askews & Holts Library Services Ltd
City of London,Director of Env Serv (COS),Premises,Repairs and Maintenance,Built Environment,45022,RT2545001,2071,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45022,RT2545029,20315.73,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45022,RT2545029,20315.73,F M Conway Ltd
City of London,Highways,Premises,Repairs and Maintenance,Built Environment,45022,RT2545029,13545.18,F M Conway Ltd
City of London,Director of Env Serv (COS),Premises,Repairs and Maintenance,Built Environment,45022,RT2545029,4878.04,F M Conway Ltd
City of London,Director of Env Serv (COS),Premises,Repairs and Maintenance,Built Environment,45022,RT2545029,4063.6,F M Conway Ltd
City of London,Corporate Services,Employees,Direct Employee Expenses,City of London Police,45022,RT2545165,3127.5,Allen Lane Ltd 
City of London,Barbican Own Events,Transport,Public Transport,Barbican Centre,45022,RT2545202,239.46,Addison Lee Limited
City of London,Barbican Own Events,Transport,Public Transport,Barbican Centre,45022,RT2545202,171.7,Addison Lee Limited
City of London,Barbican Own Events,Transport,Public Transport,Barbican Centre,45022,RT2545202,111.65,Addison Lee Limited
City of London,Barbican Own Events,Transport,Public Transport,Barbican Centre,45022,RT2545202,44.13,Addison Lee Limited
City of London,Economic Crime Directorate (CF),Supplies  and  Services,Fees  and  Services,Comp & City Solicitor,45022,RT2545395,5505.5,Bevan Brittan Llp
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45022,RT2545418,524547.38,Ingeus UK Ltd
City of London,Off Street Parking,Premises,Rents,Built Environment,45022,RT2545421,1991.16,CBRE Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2545429,2.5,Bechtle Direct Ltd
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2545429,2473.11,Bechtle Direct Ltd
City of London,Rechargeable Works (Planning/ENV),Premises,Repairs and Maintenance,Built Environment,45022,RT2545483,966,F M Conway Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45022,RT2545491,3531,Boutinot Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45022,RT2545662,52866,Ingeus UK Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45022,RT2545666,29150.55,Ingeus UK Ltd
City of London,CL and BHE(City Fund) Estate,Premises,Energy costs,City Surveyors,45022,RT2545670,1715.98,British Gas Business
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45022,RT2545672,30893.25,Ingeus UK Ltd
City of London,Innovation & Growth,Supplies  and  Services,Fees  and  Services,Innovation & Growth,45022,RT2545676,253324.65,Ingeus UK Ltd
City of London,CO&FO Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45022,RT2546182,864,MJ Colyer Phillips Limited
City of London,Audience's Division,Supplies  and  Services,Advertising/Miscellaneous expenses,Barbican Centre,45022,RT2546182,719.95,MJ Colyer Phillips Limited
City of London,Schools Delegated Budget,Employees,Direct Employee Expenses,DCCS The Aldgate School,45022,RT2546487,650,Master Class Education Ltd
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45022,RT2546778,1750,G2V Recruitment Group Limited
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45022,RT2546780,1750,G2V Recruitment Group Limited
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45022,RT2546783,1750,G2V Recruitment Group Limited
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45022,RT2546784,1750,G2V Recruitment Group Limited
City of London,Community Safety Team,Supplies  and  Services,Fees  and  Services,DCCS Fam & Young People,45022,RT2546785,1750,G2V Recruitment Group Limited
City of London,Mayors And City Of London Court,Premises,Repairs and Maintenance,City Surveyors,45022,RT2546977,650,ARC Height Safety Consulting
City of London,On Street Parking,Third Party Payments,Private Contractors,Built Environment,45022,RT2547224,819.9,Marston (Holdings) Limited
City of London,Traffic Management,Premises,Repairs and Maintenance,Built Environment,45022,RT2547226,1212.36,Marston (Holdings) Limited
City of London,City Open Spaces,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45022,RT2547336,1301.04,Jubilee Seeds & Turf Limited
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,DCCS Housing,45022,RT2547583,44913.42,Etec Contract Services Limited
City of London,National Lead Force,Supplies  and  Services,Fees  and  Services,City of London Police,45022,RT2547665,1036.45,Gentiumuk Limited 
City of London,Transportation Planning,Supplies  and  Services,Fees  and  Services,Built Environment,45022,RT2547751,6750,Sturdy Europe Limited
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2547887,1747.85,Vohkus Limited
City of London,LMA Projects,Supplies  and  Services,"Equipment, Furniture  and  Materials","LMA, SBREC & Guildhall Library",45022,RT2547945,760,Mr Paul D Coleman
City of London,National Lead Force,Employees,Indirect Employee Expenses,City of London Police,45022,RT2547952,900,Vestigo Consulting Limited
City of London,Local Policing,Employees,Indirect Employee Expenses,City of London Police,45022,RT2547968,15700,Traffic Management & Safety Limited T/A TMS Consultancy
City of London,Schools Delegated Budget,Premises,Rents,DCCS The Aldgate School,45022,RT2548028,540,Fusion Lifestyle
City of London,Schools Delegated Budget,Premises,Rents,DCCS The Aldgate School,45022,RT2548028,60,Fusion Lifestyle
City of London,Schools Delegated Budget,Premises,Rents,DCCS The Aldgate School,45022,RT2548032,540,Fusion Lifestyle
City of London,Schools Delegated Budget,Premises,Rents,DCCS The Aldgate School,45022,RT2548037,720,Fusion Lifestyle
City of London,Schools Delegated Budget,Premises,Rents,DCCS The Aldgate School,45022,RT2548037,-60,Fusion Lifestyle
City of London,Local Policing,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548097,1828.48,Teqex Ltd
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,490.69,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,339.9,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,319.13,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,305.49,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,272.26,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,258.09,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,254.83,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,242.05,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,237.15,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,195.06,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,171.21,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,170.93,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,166.07,Wates Property Services Limited 
City of London,Dron House,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,161.17,Wates Property Services Limited 
City of London,Isledon House Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,160.3,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,147.19,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,145.9,Wates Property Services Limited 
City of London,Middlesex Street Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,132.47,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,127.93,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,125.78,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,107.25,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,100,Wates Property Services Limited 
City of London,York Way Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,100,Wates Property Services Limited 
City of London,Golden Lane Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,95.54,Wates Property Services Limited 
City of London,Holloway Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,95.54,Wates Property Services Limited 
City of London,Sydenham Hill Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,89.2,Wates Property Services Limited 
City of London,William Blake Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,87.55,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,64.72,Wates Property Services Limited 
City of London,Windsor House,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,50,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,50,Wates Property Services Limited 
City of London,Avondale Square Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,50,Wates Property Services Limited 
City of London,Southwark Estate,Premises,Repairs and Maintenance,DCCS Housing,45022,RT2548111,50,Wates Property Services Limited 
City of London,City Open Spaces,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45022,RT2548186,2163,Palmstead Nurseries Ltd
City of London,City Open Spaces,Supplies  and  Services,"Equipment, Furniture  and  Materials",Open Spaces,45022,RT2548186,165,Palmstead Nurseries Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2548191,18.39,Versapak (International) Ltd
City of London,Specialist Operations,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2548191,1450,Versapak (International) Ltd
City of London,Corporate Services,Third Party Payments,Government Departments,City of London Police,45022,RT2548194,7765.94,Police and Crime Commissioner for Avon and Somerset
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45022,RT2548216,156956.16,Police and Crime Commissioner For West Midlands
City of London,National Lead Force,Third Party Payments,Other Establishments,City of London Police,45022,RT2548216,180015.49,Police and Crime Commissioner For West Midlands
City of London,Creative Learning Division,Supplies  and  Services,Fees  and  Services,Barbican Centre,45022,RT2548232,1000,Miss Ourania P Samartzi
City of London,Corporate Services,Transport,Direct Transport Costs,City of London Police,45022,RT2548268,3674.86,Cedars Assist Ltd
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548355,5,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2548355,301.6,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548355,103.8,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548355,1482,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548356,10.44,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548356,25.06,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548356,508.12,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548356,5.49,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548356,17.48,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2548356,14.57,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,"Equipment, Furniture  and  Materials",City of London Police,45022,RT2548357,1195,Vohkus Limited
City of London,National Lead Force,Supplies  and  Services,Communications  and  Computing,City of London Police,45022,RT2548357,5,Vohkus Limited
City of London,Walbrook Wharf,Premises,Repairs and Maintenance,City Surveyors,45022,RT2548394,6160,Avian Environmental Consultants Ltd
City of London,Barbican Own Events,Employees,Indirect Employee Expenses,Barbican Centre,45022,RT2548408,856,The Production House BBK Ltd
City of London,Barbican Own Events,Employees,Indirect Employee Expenses,Barbican Centre,45022,RT2548408,88,The Production House BBK Ltd
City of London,Barbican Own Events,Employees,Direct Employee Expenses,Barbican Centre,45022,RT2548447,528,The Production House BBK Ltd
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45022,RT2548448,945.06,Enotria Winecellars Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2548452,796.6,Vehicle Developments
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,City of London Police,45022,RT2548452,36064.4,Vehicle Developments
City of London,CO&FO Division,Supplies  and  Services,"Equipment, Furniture  and  Materials",Barbican Centre,45022,RT2548466,3324.6,Brixton Brewery Limited
City of London,Animal Health Services,Premises,Cleaning and Domestic Supplies,Markets & Consumer Ptn,45022,RT2548472,3044.4,Evans Vanodine International Plc
City of London,Animal Health Services,Premises,Cleaning and Domestic Supplies,Markets & Consumer Ptn,45022,RT2548472,2739.6,Evans Vanodine International Plc
City of London,City Records Services,Supplies  and  Services,"Equipment, Furniture  and  Materials","LMA, SBREC & Guildhall Library",45022,RT2548486,2580,G Ryder & Co Ltd
City of London,Innovation & Growth,Supplies  and  Services,"Equipment, Furniture  and  Materials",Innovation & Growth,45022,RT2548501,715,Meridian Audio Visual Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Built Environment,45022,RT2548511,7858.42,Macleod Simmonds Limited
City of London,Programming Division,Supplies  and  Services,Grants  and  Subscriptions,Barbican Centre,45022,RT2548517,164583.33,London Symphony Orchestra Ltd
City of London,Landlords Services,Premises,Repairs and Maintenance,DCCS Barbican Estate,45022,RT2548527,2220,Martech Technical Services Limited
City of London,CO&FO Division,Employees,Direct Employee Expenses,Barbican Centre,45022,RT2548547,1200,Offtowork.co.uk T/A Navolio Ltd
City of London,Corporate Services,Supplies  and  Services,Fees  and  Services,City of London Police,45022,RT2548607,1200,Purple Pitch Communications Limited
City of London,Buildings Division,Premises,Repairs and Maintenance,Barbican Centre,45022,RT2548616,2584.9,Signaserv Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45022,RT2548620,929.95,CBW Staffing Solutions Ltd
City of London,Buildings Division,Employees,Direct Employee Expenses,Barbican Centre,45022,RT2548622,557.97,CBW Staffing Solutions Ltd
City of London,Local Policing,Supplies  and  Services,Livestock,City of London Police,45022,RT2548640,9000,REDACTED PERSONAL DATA
City of London,City Records Services,Supplies  and  Services,"Printing, Stationery  and  General Office Exps","LMA, SBREC & Guildhall Library",45022,RT2548641,4661.38,PMT Digital Limited
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45022,RT2548643,39191.17,The Aldgate Business Partnership Ltd
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45022,RT2548643,34803.04,The Aldgate Business Partnership Ltd
City of London,COL Business Improvement Districts,Supplies  and  Services,"Printing, Stationery  and  General Office Exps",Built Environment,45022,RT2548643,25925.71,The Aldgate Business Partnership Ltd
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45022,RT2548643,20748.39,The Aldgate Business Partnership Ltd
City of London,COL Business Improvement Districts,Supplies  and  Services,Fees  and  Services,Built Environment,45022,RT2548643,19447.75,The Aldgate Business Partnership Ltd
City of London,London Metropolitan Archives,Premises,Repairs and Maintenance,City Surveyors,45022,RT2548644,30000,Sykes & Son Ltd
City of London,Street Cleansing,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45022,RT2548647,3550,SmartStreets Ltd
City of London,Street Cleansing,Supplies  and  Services,"Equipment, Furniture  and  Materials",Built Environment,45022,RT2548647,25,SmartStreets Ltd
City of London,Service Charge Account,Supplies  and  Services,Fees  and  Services,DCCS Barbican Estate,45022,RT2548649,2576.4,Paolo Cossu Architects Ltd
City of London,Small Business Research and Enterprise Centre,Supplies  and  Services,"Equipment, Furniture  and  Materials","LMA, SBREC & Guildhall Library",45022,RT2548654,4489.29,Verco Office Furniture Limited
City of London,Innovation & Growth,Employees,Indirect Employee Expenses,Innovation & Growth,45022,RT2548729,2250,Pagster Limited
City of London,Road Safety,Supplies  and  Services,Expenses,Built Environment,45022,RT2548732,6578.9,Social Pantry Ltd
City of London,Central Balance Sheet,Tangible Fixed Asset,Capital Outlay,Open Spaces,45022,RT2548751,6700,Bourne Amenity Ltd
