Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,S W Security Ltd ,1235300,,,,11/03/2024,2200379773,"1,119.00",,Security Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Siteeye Timelapse Limited,1283674,,,,04/01/2024,2200365298,825,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Siteeye Timelapse Limited,1283674,,,,31/01/2024,2200370937,825,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Siteeye Timelapse Limited,1283674,,,,04/03/2024,2200378117,825,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,17/01/2024,2200367893,548,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,17/01/2024,2200367899,617.43,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,31/01/2024,2200370980,"1,266.00",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,31/01/2024,2200370981,"1,266.00",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,05/02/2024,2200371846,690.24,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,06/02/2024,2200372281,670.4,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,06/02/2024,2200372292,545,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,06/02/2024,2200372315,548,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,07/02/2024,2200372652,560,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,07/02/2024,2200372726,"1,404.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,15/02/2024,2200374674,720,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,15/02/2024,2200374679,"1,087.50",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,21/02/2024,2200375967,520.25,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,27/02/2024,2200377140,"1,486.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,28/02/2024,2200377250,810.42,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,29/02/2024,2200377620,"1,100.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,29/02/2024,2200377693,838,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,29/02/2024,2200377706,838,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,07/03/2024,2200378992,560,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,18/03/2024,2200381398,535.02,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Tersus Consultancy Limited,1299175,,,,26/02/2024,2200376903,"1,500.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,The Chartered Institute of Building,1319035,,,,27/02/2024,2200377166,783,,Subscriptions,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Total Teamwear LTD ,1253957,,,,18/01/2024,2200368176,"1,146.42",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374421,865.2,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374422,"1,165.36",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374423,"3,424.60",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374424,"1,814.45",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374425,"2,998.00",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374426,688,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,21/03/2024,2200382299,715,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,05/01/2024,2200365536,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,06/02/2024,2200372218,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,07/03/2024,2200379005,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,BLUEVILLE DESIGN,1278757,,,,21/03/2024,2200382319,"1,940.00",,"Publicity, Promotions and Advertisement",,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Contour Direct Ltd ,1257919,,,,22/01/2024,2200368869,745,,"Publicity, Promotions and Advertisement",,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Focus Furnishing ,1234438,,,,24/01/2024,2200369424,963.3,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Hilton London Kensington ,1234729,,,,01/03/2024,2200377868,541.66,,Non:Staff Subsistence and Expenses,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Removal Remedy Limited,1309498,,,,16/01/2024,2200367393,"2,490.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Basis Ltd ,1232709,,,,09/01/2024,2200365993,895,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Contour Direct Ltd ,1257919,,,,07/03/2024,2200379225,884,,"Publicity, Promotions and Advertisement",,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,DPJ Sprinklers Limited,1308421,,,,18/01/2024,2200368010,"33,400.00",,Materials,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,First Choice Drainage Solutions Ltd,1285977,,,,08/03/2024,2200379391,850,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,First Choice Drainage Solutions Ltd,1285977,,,,08/03/2024,2200379392,850,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,G & S  Waste Management Ltd,1292086,,,,15/03/2024,2200380946,"1,088.00",,General Refuse Collection and Disposal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Redacted,D000000023,,,,11/01/2024,3110614371,612.5,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Koreo Ltd ,1254132,,,,24/01/2024,2200369316,"18,372.00",,Recruitment Advertising,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,LSE Enterprise Ltd,1281979,,,,27/03/2024,2200383891,"1,720.00",,Printing,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Links Training Group Limited,1306862,,,,08/01/2024,2200365891,"3,200.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Links Training Group Limited,1306862,,,,18/01/2024,2200368179,"3,200.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Links Training Group Limited,1306862,,,,26/01/2024,2200369932,"2,998.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Links Training Group Limited,1306862,,,,05/02/2024,2200371761,"3,875.00",,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,NEO Media Signage Limited,1300847,,,,01/03/2024,2200377891,576,,Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Nova New Opportunities ,1235082,,,,25/01/2024,2200369559,"15,000.00",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Removal Remedy Limited,1309498,,,,16/01/2024,2200367394,"2,195.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,S W Security Ltd ,1235300,,,,09/01/2024,2200365997,"1,110.00",,Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,S W Security Ltd ,1235300,,,,10/01/2024,2200366236,"4,865.00",,Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,SAFETY BUYER UK LTD,1280740,,,,18/03/2024,2200381395,"1,377.35",,Fixtures and Fittings,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Siteeye Timelapse Limited,1283674,,,,31/01/2024,2200370970,"1,095.00",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Syco Intergrated Systems Ltd,1294135,,,,11/03/2024,2200379782,940,,Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TPAS,1260813,,,,12/01/2024,2200366743,500,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TPAS,1260813,,,,12/02/2024,2200373802,500,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,17/01/2024,2200367874,765.8,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,07/02/2024,2200372725,"2,839.20",,Reactive repairs and maintenance : Other,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,TRAVIS PERKINS,1256072,,,,01/03/2024,2200377875,765.8,,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,The Retrofit Academy CIC,1276964,,,,03/01/2024,2200365156,695,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,The Retrofit Academy CIC,1276964,,,,13/02/2024,2200373921,500,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,The Retrofit Academy CIC,1276964,,,,28/03/2024,2200384165,695,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,15/02/2024,2200374644,"44,912.36",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,VIKFIX LTD,1258701,,,,21/03/2024,2200382298,"14,386.44",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,05/01/2024,2200365534,776,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,05/01/2024,2200365535,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,06/02/2024,2200372216,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,06/02/2024,2200372217,776,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,07/03/2024,2200379003,776,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Vic Young (South Shields) limited,1286291,,,,07/03/2024,2200379004,699,,Vehicle : Hire Charges,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,09/01/2024,3110613930,"1,500.00",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,11/01/2024,3110614361,589.58,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,18/01/2024,3110617005,"2,300.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,19/01/2024,3110617040,"1,600.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,19/01/2024,3110617047,"1,500.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,23/01/2024,3110617707,"4,036.19",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,31/01/2024,3110620390,996,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,31/01/2024,3110620397,"1,000.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,09/02/2024,3110622665,"4,814.98",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,14/02/2024,3110624608,653.02,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,14/02/2024,3110624614,"1,176.08",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,14/02/2024,3110624616,607.38,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,14/02/2024,3110624620,679.81,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,15/02/2024,3110624762,"2,006.90",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,16/02/2024,3110625186,"1,367.15",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,29/02/2024,3110628736,959.51,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,01/03/2024,3110628814,"6,319.65",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629938,514.11,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629939,771.29,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629942,571.77,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629943,641.23,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629944,571.77,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629946,"2,233.57",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629947,"1,187.94",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,06/03/2024,3110629948,"1,323.77",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,08/03/2024,3110630193,"4,359.33",,Contingency,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,12/03/2024,3110631975,"1,000.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,12/03/2024,3110631986,959.51,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,13/03/2024,3110632150,"1,908.02",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,15/03/2024,3110632737,500,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,15/03/2024,3110632777,708.67,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,15/03/2024,3110632779,568.65,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,20/03/2024,3110633643,"1,000.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,20/03/2024,3110633644,"1,200.00",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,20/03/2024,3110633651,658,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,20/03/2024,3110633677,"1,096.70",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,22/03/2024,3110633890,"1,962.59",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,28/03/2024,3110637124,564.36,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,28/03/2024,3110637137,500,,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Finance,,Redacted,D000000023,,,,28/03/2024,3110637143,"1,019.67",,Compensation Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,R & Ma Stewart Ltd ,1235232,,,,30/01/2024,2200370683,"1,820.00",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,R & Ma Stewart Ltd ,1235232,,,,27/02/2024,2200377170,"4,025.00",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,R & Ma Stewart Ltd ,1235232,,,,06/03/2024,2200378650,"3,080.00",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,R & Ma Stewart Ltd ,1235232,,,,06/03/2024,2200378652,"11,617.15",,Planned repairs and maintenance : Buildi,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367792,"2,052.92",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367921,688.8,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367923,"1,439.64",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,17/01/2024,2200367924,"1,279.68",,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368383,688.8,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Property Services,,Allied Protection Ltd ,1231167,,,,19/01/2024,2200368387,688.8,,Reactive repairs and maintenance : Build,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,19/01/2024,2200368535,"7,000.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,24/01/2024,2200369458,"1,175.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,31/01/2024,2200371012,"2,645.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,31/01/2024,2200371013,"1,015.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,31/01/2024,2200371022,675,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,12/02/2024,2200373789,600,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,26/02/2024,2200376754,875,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,26/02/2024,2200376781,"4,415.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,26/02/2024,2200376785,"1,030.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,26/02/2024,2200376873,700,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,26/02/2024,2200376878,825,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,11/03/2024,2200379648,"1,230.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,11/03/2024,2200379659,525,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,13/03/2024,2200380347,"7,655.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,13/03/2024,2200380564,"5,590.00",,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Chris Edge Tree Care Ltd ,1233369,,,,21/03/2024,2200382300,650,,Planned Repairs : Grounds Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Tree Wise Men S.E. Ltd ,1231880,,,,19/01/2024,2200368468,775,,Planned Repairs : Grounds Maintenance,,,,,,No
