Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Legal Costs,,Dwf Llp ,1234046,,,,28/03/2024,2200384172,"21,289.75",,Legal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310494,,,,09/01/2024,3500044564,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310494,,,,06/02/2024,3500045432,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310494,,,,05/03/2024,3500046228,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310489,,,,09/01/2024,3500044561,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310489,,,,06/02/2024,3500045429,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310489,,,,05/03/2024,3500046225,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310512,,,,09/01/2024,3500044570,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310512,,,,06/02/2024,3500045438,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310512,,,,05/03/2024,3500046233,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Central Moves Uk Limited ,1233324,,,,28/02/2024,2200377292,"1,050.00",,Removal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Central Moves Uk Limited ,1233324,,,,20/03/2024,2200382100,840,,Removal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Central Moves Uk Limited ,1233324,,,,20/03/2024,2200382101,760,,Removal Costs,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,London Serviced Apartments Ltd,D000000023,,,,15/01/2024,3110614598,"9,148.50",,Hire of Accommodation and Facilities,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,D000000023,,,,16/02/2024,3110625200,"2,839.98",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Westminster City Council,D000000023,,,,15/03/2024,3110632744,"8,826.03",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Westminster City Council,D000000023,,,,15/03/2024,3110632745,"4,655.20",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,London Serviced Apartments,D000000023,,,,20/03/2024,3110633673,"9,148.50",,Hire of Accommodation and Facilities,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310511,,,,09/01/2024,3500044569,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310511,,,,06/02/2024,3500045437,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310511,,,,05/03/2024,3500046232,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310515,,,,09/01/2024,3500044571,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310515,,,,06/02/2024,3500045439,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310515,,,,05/03/2024,3500046234,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310502,,,,09/01/2024,3500044565,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310502,,,,06/02/2024,3500045433,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310502,,,,05/03/2024,3500046229,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,09/01/2024,3500044567,"4,800.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,23/01/2024,3500044972,"4,800.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,06/02/2024,3500045435,"4,800.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,28/02/2024,3500046003,500,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,05/03/2024,3500046230,"4,800.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310506,,,,26/03/2024,3500046820,500,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310493,,,,09/01/2024,3500044563,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310493,,,,06/02/2024,3500045431,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310493,,,,05/03/2024,3500046227,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310510,,,,09/01/2024,3500044568,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310510,,,,06/02/2024,3500045436,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310510,,,,05/03/2024,3500046231,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310503,,,,09/01/2024,3500044566,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310503,,,,06/02/2024,3500045434,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310503,,,,07/03/2024,3500046380,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310520,,,,09/01/2024,3500044572,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310520,,,,06/02/2024,3500045440,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310520,,,,05/03/2024,3500046235,"1,200.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,15/01/2024,2200367008,"8,990.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,15/01/2024,2200367251,"4,616.80",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,15/01/2024,2200367254,"1,154.20",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,15/01/2024,2200367272,"4,083.20",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,15/01/2024,2200367273,"1,020.80",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,29/01/2024,2200370365,"7,040.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,29/01/2024,2200370367,"1,760.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,05/03/2024,2200378389,"11,160.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,07/03/2024,2200379210,"5,731.20",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,07/03/2024,2200379211,"1,432.80",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,07/03/2024,2200379213,"7,164.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,07/03/2024,2200379214,"1,791.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,11/03/2024,2200379694,"13,950.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,26/03/2024,2200383497,"4,776.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Silverdoor Ltd,1261764,,,,26/03/2024,2200383500,"1,194.00",,Premises Rent,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Westminster Community Homes Ltd ,1235645,,,,13/02/2024,2200374060,"1,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310491,,,,09/01/2024,3500044562,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310491,,,,06/02/2024,3500045430,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Redacted,1310491,,,,05/03/2024,3500046226,"2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Assemble Design Ltd,1295958,,,,05/02/2024,2200372005,"7,500.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Hope Gardens W10,1306493,,,,24/01/2024,2200369305,"22,500.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Optimum Sports Academy CIC,1298222,,,,17/01/2024,2200367842,"17,500.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Optimum Sports Academy CIC,1298222,,,,24/01/2024,2200369304,"21,500.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Our Power Hub CIC,1277209,,,,26/02/2024,2200376799,"6,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Our Power Hub CIC,1277209,,,,11/03/2024,2200379619,"6,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Grove Think Tank CIC,1290476,,,,22/01/2024,2200368705,"22,500.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Grove Think Tank CIC,1290476,,,,22/01/2024,2200368706,"6,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Grove Think Tank CIC,1290476,,,,22/01/2024,2200368707,"3,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Grove Think Tank CIC,1290476,,,,22/01/2024,2200368708,"3,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Trimenco CIC,1292246,,,,17/01/2024,2200367844,"5,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Walk and Cycle London CIC,1299298,,,,26/02/2024,2200376797,"18,333.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Youth Action Alliance ,1232142,,,,26/02/2024,2200376798,"14,000.00",,Grant Aid and Donations,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Beta Distribution (South) Ltd,1234938,,,,24/01/2024,2200369391,523.95,,Postage and Delivery,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Beta Distribution (South) Ltd,1234938,,,,13/02/2024,2200373887,523.95,,Postage and Delivery,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Beta Distribution (South) Ltd,1234938,,,,12/03/2024,2200379989,523.95,,Postage and Delivery,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,DA Languages Ltd ,1233749,,,,21/02/2024,2200376049,582.62,,"Publicity, Promotions and Advertisement",,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Grove Studios London Ltd,D000000023,,,,10/01/2024,3110613986,669.17,,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,THE COLLABORATE I CIC,1311834,,,,29/01/2024,2200370266,"42,814.75",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,THE COLLABORATE I CIC,1311834,,,,08/03/2024,2200379402,"42,814.75",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,THE COLLABORATE I CIC,1311834,,,,18/03/2024,2200381371,"99,812.41",,Fees,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Association For Cultural Advancement Through Visual Art (ACA,1232644,,,,04/01/2024,2200365210,"5,146.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Baraka Community Association ,1232691,,,,28/02/2024,2200377256,"5,146.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Caravan Theatre CIC,1289587,,,,22/02/2024,2200376360,"5,146.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Kids On The Green ,1234851,,,,22/01/2024,2200368856,"5,040.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Kids On The Green ,1234851,,,,26/02/2024,2200376802,"5,040.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,03/01/2024,2200365016,"4,887.27",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,03/01/2024,2200365024,"10,080.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,07/02/2024,2200372823,"10,080.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,07/02/2024,2200372824,"4,887.27",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,04/03/2024,2200378193,"10,080.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Latimer Community Art Therapy CIC ,1230576,,,,15/03/2024,2200381113,"4,887.27",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,T/A P3,1231014,,,,26/03/2024,2200383306,"5,602.25",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,The Clement James Centre ,1235487,,,,06/02/2024,2200372548,"4,117.50",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Youth Action Alliance ,1232142,,,,14/02/2024,2200374265,"4,751.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Youth Action Alliance ,1232142,,,,14/02/2024,2200374267,"4,751.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Wider Community,,Youth Action Alliance ,1232142,,,,14/02/2024,2200374268,"4,751.75",,Hired and Contracted Services,,,,,,No
