Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832735,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21144.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832742,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21144.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EMBS COMMUNITY COLLEGE,3111846756,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,21280
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Oxford Nursery (Summertown),3111838776,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,21293.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FCC Environment (UK) Ltd,2201304436,OCC/5526,Payments to Private,LANDFILL IMPROVEMENT,10/01/2025,21308.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EPIC Media Services,2201309099,OCC/1362,Creditors GR/IR -,FOSTER CARE RECRUIT,23/01/2025,21318.78
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Milestone Infrastructure Limited,2201308241,OCC/8102,Pymnts to main cont.,9020/Not assigned,21/01/2025,21320.81
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abi-Support Ltd,2201302443,OCC/5699,Home Support – Home,Reablement,02/01/2025,21366.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Freeland House,3111833572,OCC/5687,Nursing Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,21444.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Culham After School Club,3111838719,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,21484.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Woodlands Ltd,3111839136,OCC/5558,On-Contract,Mainstream Res,15/01/2025,21607.93
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Milestone Infrastructure Limited,2201308291,OCC/8102,Pymnts to main cont.,9020/Not assigned,21/01/2025,21704.95
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,People Place & Participation LTD,3111838707,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,21751.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CONDUENT PUBLIC SECTOR UK LIMITED,2201311068,OCC/1362,Creditors GR/IR -,Cherwell On Street PCN Income,28/01/2025,21831.18
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet The Triangle Day Nurser,3111839001,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,21849.65
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832724,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832725,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832730,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832732,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832733,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832737,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832739,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832741,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,21871.44
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111842610,OCC/5899,Direct Payments ASC,Support at Home 65+ Learning Disability,28/01/2025,21938.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cygnet Learning Disabilities Midlan,3111833718,OCC/5686,Residential Home Bed,Care Homes - Under 65 Leaning Disability,10/01/2025,21940.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Carterton Nursery,3111839060,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,21986.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,R2P UK Systems Ltd,2201309439,OCC/8102,Pymnts to main cont.,9020/Not assigned,23/01/2025,22046
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEEABILITY,3111835917,OCC/5688,Supported Living,LD Continuing Care - Sup at Home - U65,10/01/2025,22069.39
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Nara Horton,3111839022,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,22119.69
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Acre Ltd,3111845630,OCC/5558,On-Contract,Mainstream Res,29/01/2025,22160.56
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Graven Hill Primary School,3111838977,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,22212.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Autism Family Support,3500110743,OCC/4861,Hired and Contracted,SHORT BREAK ACTIVITIES,03/01/2025,22220
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BBC CARE SERVICE LIMITED,3111839403,OCC/5699,Home Support – Home,Reablement,16/01/2025,22276.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Homes 2 Inspire Limited,3111845476,OCC/5558,On-Contract,Homes2Inspire Block,29/01/2025,22288.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Homes 2 Inspire Limited,3111845480,OCC/5558,On-Contract,Homes2Inspire Block,29/01/2025,22288.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Homes 2 Inspire Limited,3111845482,OCC/5558,On-Contract,Homes2Inspire Block,29/01/2025,22288.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Sires Hill Primary Academy,3111838751,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,22323.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,St Thomas More Primary School - Aca,3111838765,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,22323.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Royal National College for the,3111846632,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,22351.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEEABILITY,3111835919,OCC/5688,Supported Living,LD Continuing Care - Sup at Home - U65,10/01/2025,22425.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Brandon Trust,3111835191,OCC/5688,Supported Living,LD Continuing Care - Sup at Home - U65,10/01/2025,22469.63
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832731,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,22484.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832738,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,22484.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832740,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,22484.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832745,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,22484.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832748,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,22484.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Aspire Oxfordshire,2201303056,OCC/5520,Payments to Vol bod,HOMELESS PEOPLE,07/01/2025,22508
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Stagecoach Services Ltd,3500110848,OCC/5781,Payts to Trans Ops,BSIP Bicester to Brackley,10/01/2025,22790
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Vodafone,2201307756,OCC/1362,Creditors GR/IR -,9020/Not assigned,20/01/2025,22814
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843835,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,22816.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Madley Park Nursery,3111839061,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,22832.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Autism at Kingwood Limited,3111836198,OCC/5688,Supported Living,Continuing Care - Support at Home - U65,10/01/2025,22917.42
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Busy Bees Bicester Kingsmere,3111838945,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,23057.78
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832728,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832736,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832749,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832750,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832751,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832754,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23072.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cygnet Learning Disabilities Midlan,3111833714,OCC/5686,Residential Home Bed,Care Homes - Under 65 Leaning Disability,10/01/2025,23081.76
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEEABILITY,3111835960,OCC/5688,Supported Living,Continuing Care - Support at Home - U65,10/01/2025,23111.39
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet Jack Straws Lane Day Nu,3111838879,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,23176.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford City Council,2201308943,OCC/1362,Creditors GR/IR -,9020/Not assigned,22/01/2025,23207.54
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Folly View Primary School,3111838708,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,23468.4
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FCC Environment (UK) Ltd,2201306691,OCC/5526,Payments to Private,CONTRACT MANAGEMENT,16/01/2025,23496.87
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Elidyr Communities Trust Ltd,3111839774,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,17/01/2025,23522.65
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Day and Nightcare Assistance,3111843826,OCC/5699,Home Support – Home,Discharge 2 Assess,28/01/2025,23546.7
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Oxford Nursery (Summertown),3111838932,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,23640.34
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ROC NORTHWEST LIMITED,3111841719,OCC/5558,On-Contract,Mainstream Res,23/01/2025,23692.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ROC NORTHWEST LIMITED,3111841721,OCC/5558,On-Contract,Mainstream Res,23/01/2025,23692.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Stagecoach Services Ltd,3500110844,OCC/5781,Payts to Trans Ops,BUS SUBSIDY,10/01/2025,23696.78
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Priors Court Services Ltd,3111832700,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,23727.4
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Dalton Pre-School Nurser,3111838701,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,23773.68
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,National Star Foundation,3111846742,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,31/01/2025,23841.48
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Florinee Homes Ltd,3111839123,OCC/5558,On-Contract,Mainstream Res,15/01/2025,23914.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Florinee Homes Ltd,3111839124,OCC/5558,On-Contract,Mainstream Res,15/01/2025,23914.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,W&S RECYCLING,2201302529,OCC/5227,Other Transport Arra,CONTRACT MANAGEMENT,03/01/2025,23919.81
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hagbourne Pre-School,3111838712,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,23926.32
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Childcare Ltd,3111832120,OCC/5558,On-Contract,Mainstream Res,08/01/2025,23954.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Keys PCE Limited,3111832133,OCC/5560,Children's Homes SCF,AGENCY RESID - DISAB,08/01/2025,24013.93
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Carterton Nursery,3111838769,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,24040.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839816,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,24216.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Healthwatch Oxfordshire,2201303355,OCC/1362,Creditors GR/IR -,Healthwatch,07/01/2025,24236.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Quest for Learning,2201305127,OCC/2640,Supply Teachers - Ag,CALC-SCHOOL DEVELOPM,01/01/2025,24331
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Autism Services,3111839819,OCC/5537,Payments to Other Es,High Cost INMSS Placements,17/01/2025,24335.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Benson Children & Family Services,3111838922,OCC/5537,Payments to Other Es,2YR OLD WORKING PARENTS,17/01/2025,24335.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Key Support Services Ltd,2201303482,OCC/1362,Creditors GR/IR -,GOVERNANCE,08/01/2025,24336
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Harmony Childcare Residential Homes,3111845642,OCC/5558,On-Contract,Mainstream Res,29/01/2025,24357.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832726,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,24380.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832752,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,24380.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832753,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,24380.64
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,"NHS Buckinghamshire, Oxfordshire an",2201310412,OCC/5526,Payments to Private,Disabilities Children in Need,27/01/2025,24397
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Blessed George Napier C School,3111839348,OCC/5537,Payments to Other Es,HN Sec School  Bonus Top Up,16/01/2025,24496.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Collaborative Care Services,3111836317,OCC/5688,Supported Living,Support at Home U65 Autism /Abated,13/01/2025,24552
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Direct Services Trading Ltd,2201302695,OCC/1362,Creditors GR/IR -,Parking Rd Markings & Signage,06/01/2025,24558
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Darnells Ltd,2201303442,OCC/8102,Pymnts to main cont.,9020/Not assigned,08/01/2025,24569.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,INCLUSION INDEPENDENCE LIMITED,3111834366,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,24688.4
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OCC One Time Vendor,3111846491,OCC/5039,IT Services,IT Operations & Maintenance,31/01/2025,24723.36
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Little Pippins Pre-Schoo,3111838733,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,24727.68
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet Jack Straws Lane Day Nu,3111838721,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,24732.26
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Camel Pre-School (PFSU),3111838695,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,24765.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Phoenix Learning & Care,3111845816,OCC/5537,Payments to Other Es,High Cost INMSS Placements,30/01/2025,24784.97
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843860,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,24809.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ATKINSREALIS PPS LIMITED,2201308698,OCC/1362,Creditors GR/IR -,9020/Not assigned,22/01/2025,24881
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Greene's Tutorial College,3111832547,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,09/01/2025,24893
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,NJF Shopfitting & Construction Ltd,2201310647,OCC/8102,Pymnts to main cont.,9020/Not assigned,27/01/2025,24900
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Halliwell Homes Limited,3111845641,OCC/5558,On-Contract,Mainstream Res,29/01/2025,24939.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Thames Travel (Wallingford) Ltd,3500110863,OCC/5781,Payts to Trans Ops,BUS SUBSIDY,10/01/2025,24958.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reducing the Risk of Domestic Abuse,2201302677,OCC/4940,Other Services,DA GRANT 23-24,06/01/2025,24971.9
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BETTERPOINTS LIMITED,2201311432,OCC/1362,Creditors GR/IR -,TRAVEL PLANNING,29/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,"Broadspire, by Crawford and Company",3500111147,OCC/3071,Insur Ad Hold Acc-EP,OTHER,28/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201305056,OCC/4859,Medical and Counsell,STOP SMOKING SERVICE,10/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201305070,OCC/4859,Medical and Counsell,STOP SMOKING SERVICE,10/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201305071,OCC/4859,Medical and Counsell,STOP SMOKING SERVICE,10/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford University,2201308799,OCC/1362,Creditors GR/IR -,HFU Employment and Skills Programme,22/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford University,2201308791,OCC/1362,Creditors GR/IR -,HFU Employment and Skills Programme,22/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford University,2201308796,OCC/1362,Creditors GR/IR -,HFU Employment and Skills Programme,22/01/2025,25000
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kids Planet Witney,3111839002,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,25012.34
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837455,OCC/5899,Direct Payments ASC,Personal Health Budgets  - U65,14/01/2025,25018.76
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fitzroy Support,3111836200,OCC/5688,Supported Living,Support at Home U65 HFA,10/01/2025,25022.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Activate Learning,3111832560,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,09/01/2025,25040.85
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Co-Op Madley Park Nursery,3111838770,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,25185.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Witherslack Group Ltd,3111841037,OCC/5537,Payments to Other Es,Teachers Pension Grant,15/01/2025,25241.65
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Happy Group UK Limited,3111832128,OCC/5558,On-Contract,Mainstream Res,08/01/2025,25242.86
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,My Life My Choice,2201309457,OCC/5195,Grant Aid and Donati,"Community Grants, Support & Services",23/01/2025,25250
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Parasol Projects,3500110742,OCC/4861,Hired and Contracted,SHORT BREAK ACTIVITIES,03/01/2025,25250
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Treehouse Educare LTD,3111830412,OCC/5537,Payments to Other Es,High Cost INMSS Placements,03/01/2025,25306.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Treehouse Educare LTD,3111832701,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,25306.67
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,NEC Software Solutions UK Limited,2201308978,OCC/4861,Hired and Contracted,Household Support Fund 3,22/01/2025,25363.25
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Vale of White Horse District Counci,2201308754,OCC/1362,Creditors GR/IR -,Children's Housing Occupational Therapis,22/01/2025,25365.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Medirite24 Ltd,3111834512,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,25452.35
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834335,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,25485.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Hopscotch Care Ltd,3111839128,OCC/5558,On-Contract,Mainstream Res,15/01/2025,25594.53
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SENSE Learning,3111846687,OCC/4861,Hired and Contracted,SEN Alternative Provision,31/01/2025,25645.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,THE MULBERRY BUSH ORGANISATION,3111836289,OCC/5537,Payments to Other Es,SEND EARLY INTERVENTION GRANT (DBV),13/01/2025,25650
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Grimsbury Manor Nursery,3111838711,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,25712.59
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,STEER DAVIES & GLEAVE LTD,2201308937,OCC/1362,Creditors GR/IR -,9020/Not assigned,22/01/2025,25737.32
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Witherslack Group Ltd,3111841005,OCC/5537,Payments to Other Es,Core schools Budget Grant,15/01/2025,25878
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Swalcliffe Park school,3111832744,OCC/5537,Payments to Other Es,High Cost INMSS Placements,10/01/2025,25879.68
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Stepping Stones (Glos),3111835611,OCC/5686,Residential Home Bed,Care Homes - Under 65 Leaning Disability,10/01/2025,25892.75
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Childcare Ltd,3111832121,OCC/5558,On-Contract,Mainstream Res,08/01/2025,25907.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ladygrove Day Nursery and Nursery S,3111839005,OCC/5537,Payments to Other Es,2 YEAR OLD FUNDING - DISADVANTAGED,17/01/2025,25932.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,DISABILITY CORNWALL AND THE ISLES O,3111837194,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,26088.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HAZEL HOUSE CARES LTD,3111839131,OCC/5558,On-Contract,PARENT & BABY,15/01/2025,26128.57
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BRISTOL UNIFORMS LTD,2201307649,OCC/4685,Clothing & Uniforms,PROCUREMENT,20/01/2025,26196
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201306121,OCC/4859,Medical and Counsell,Local Stop Smoking Services and Support,15/01/2025,26258.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201306255,OCC/4859,Medical and Counsell,Local Stop Smoking Services and Support,15/01/2025,26258.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ICE Creates Ltd,2201306256,OCC/4859,Medical and Counsell,Local Stop Smoking Services and Support,15/01/2025,26258.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cambian Childcare Ltd,3111832119,OCC/5558,On-Contract,Mainstream Res,08/01/2025,26350
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Infocus Charity,3111839766,OCC/5537,Payments to Other Es,Support at Home U65 Learning Disability,17/01/2025,26351.04
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Nara Horton,3111838738,OCC/5537,Payments to Other Es,NURSERY ED FUND,17/01/2025,26368.18
