Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57724880,12/11/2024,13/11/2024,"77,071.58",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55586305,03/10/2024,14/11/2024,"72,257.31",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,55588576,15/11/2024,28/11/2024,"77,469.78",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57726186,25/11/2024,26/11/2024,534.72,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,UNITED RESPONSE,57726186,25/11/2024,26/11/2024,"73,931.76",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VALORUM CARE GROUP LTD,57724794,11/11/2024,12/11/2024,"7,200.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VALORUM CARE GROUP LTD,57724794,11/11/2024,12/11/2024,"4,928.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"23,400.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"47,008.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"1,782.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"9,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"33,105.72",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"7,840.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,891.43,Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VENTRESS HALL,57724827,11/11/2024,12/11/2024,"3,120.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57726187,25/11/2024,26/11/2024,"3,643.06",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,VOYAGE CARE,57724793,11/11/2024,12/11/2024,"8,519.24",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WE CARE BESPOKE LTD,57726088,01/11/2024,26/11/2024,917.1,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"3,157.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"8,700.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724832,11/11/2024,12/11/2024,"4,160.36",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"9,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"48,994.30",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"4,204.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"16,040.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"3,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57724829,11/11/2024,12/11/2024,"3,950.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,YOUNG FOUNDATION LTD,57724822,11/11/2024,12/11/2024,"8,100.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ZOE'S PLACE TRUST,55589406,31/10/2024,29/11/2024,"1,170.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57723997,04/11/2024,05/11/2024,"18,513.55",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57723997,04/11/2024,05/11/2024,"22,807.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE (UK) LIMITED,57723998,04/11/2024,05/11/2024,"15,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE NE - FOSTERING,57723999,04/11/2024,05/11/2024,"5,304.00",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN HOUSE ( FOSTERING SERVICES) LTD,57724000,04/11/2024,05/11/2024,"4,367.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55585670,03/10/2024,26/11/2024,619.75,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AR CURAM LTD,57724044,04/11/2024,05/11/2024,"7,892.86",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57724001,04/11/2024,05/11/2024,"41,660.40",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57724002,04/11/2024,05/11/2024,"20,760.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ASPIRE PSYCHOLOGICAL SERVICES LTD,55588409,31/10/2024,28/11/2024,520,Adoption Allowance,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,ASPIRE PSYCHOLOGICAL SERVICES LTD,55588410,31/10/2024,28/11/2024,520,Adoption Allowance,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,ASPIRE PSYCHOLOGICAL SERVICES LTD,55588411,31/10/2024,28/11/2024,"3,027.50",Adoption Allowance,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,BANYA FAMILY PLACEMENT AGENCY LIMITED,57724003,04/11/2024,05/11/2024,"2,439.69",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57724004,04/11/2024,05/11/2024,"7,707.59",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57724004,04/11/2024,05/11/2024,"11,058.64",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57724016,04/11/2024,05/11/2024,"14,298.09",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57724016,04/11/2024,05/11/2024,"11,268.30",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BRITANNIA FOSTERING AGENCY LIMITED,57724007,04/11/2024,05/11/2024,"3,800.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CAMBIAN CHILDCARE LTD,57724008,04/11/2024,05/11/2024,"25,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHANGING FUTURES NORTH EAST,55586649,30/09/2024,05/11/2024,"1,239.68",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724009,04/11/2024,05/11/2024,"1,491.48",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724010,04/11/2024,05/11/2024,"7,252.74",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724011,04/11/2024,05/11/2024,"10,966.25",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724012,04/11/2024,05/11/2024,"3,477.20",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724011,04/11/2024,05/11/2024,"7,474.11",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57724012,04/11/2024,05/11/2024,"8,715.33",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57724014,04/11/2024,05/11/2024,"3,765.72",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586347,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586354,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586348,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586349,10/10/2024,05/11/2024,"1,230.76",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586352,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586345,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55586346,10/10/2024,05/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55588224,31/10/2024,19/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55588225,31/10/2024,19/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55588226,31/10/2024,19/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55588222,31/10/2024,19/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55588223,31/10/2024,19/11/2024,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DAWN EASOM,55586145,29/10/2024,12/11/2024,600,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DESTINI LTD,57723996,04/11/2024,05/11/2024,"17,400.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DOVE ADOLESCENT SERVICES LTD,57724015,04/11/2024,05/11/2024,"22,945.72",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DURHAM COUNTY COUNCIL,55585605,01/10/2024,01/11/2024,"46,240.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55586904,16/10/2024,13/11/2024,594.88,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55587455,23/10/2024,20/11/2024,619.36,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,FAIRFIELD HOUSE,57724046,04/11/2024,05/11/2024,"53,505.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FAMILY FIRST FOSTERING,57724017,04/11/2024,05/11/2024,"4,000.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57724018,04/11/2024,05/11/2024,"4,147.60",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57724019,04/11/2024,05/11/2024,"4,574.28",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57724020,04/11/2024,05/11/2024,"4,032.48",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57724021,04/11/2024,05/11/2024,"8,809.25",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57724022,04/11/2024,05/11/2024,"2,496.01",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57724023,04/11/2024,05/11/2024,"3,827.21",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57724023,04/11/2024,05/11/2024,"12,192.56",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57724023,04/11/2024,05/11/2024,"1,084.63",Maintenance Fee - Respite IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55589401,08/10/2024,29/11/2024,"1,800.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55589402,08/10/2024,29/11/2024,"1,026.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55589403,08/10/2024,29/11/2024,"1,518.10",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,HALLIWELL HOMES,57724024,04/11/2024,05/11/2024,"28,701.24",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,HAREWOOD LODGE (petty cash acc),55588759,15/11/2024,22/11/2024,535.28,Catering Provisions,SUPPLIES & SERVICES,CATERING
Children and Adults Services,Childrens Services,HEXAGON CARE SERVICES LTD,57724005,04/11/2024,05/11/2024,"54,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,HTSTG T/A SCHOOL TRANSPORT GROUP LTD,55588167,28/10/2024,29/11/2024,"2,660.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,IAN NOTMAN,55587046,19/10/2024,15/11/2024,912,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,INVESTED CHILDCARE,57724030,04/11/2024,05/11/2024,"22,760.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,KEYS PCE LIMITED,55587659,25/10/2024,22/11/2024,"14,583.33",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,KIDS PLANET HIGH BANK,55589149,01/10/2024,27/11/2024,"1,294.79",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,KIDS PLANET HIGH BANK,55589150,01/10/2024,27/11/2024,"1,094.40",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,KIDS PLANET HIGH BANK,55589172,01/11/2024,27/11/2024,"1,294.79",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,KOVVURI & CO LTD,55587467,25/10/2024,22/11/2024,960,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,441.59",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,864.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,441.59",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,075.97",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,705.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,175.37",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,915.87,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,337.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,802.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,175.37",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,175.37",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,337.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,809.8,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,809.8,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MARTIN GRAY FOOTBALL ACADEMY LTD,55588044,30/08/2024,19/11/2024,"1,375.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,MOONRISE 24HR RECRUITMENT,55588865,04/11/2024,27/11/2024,"2,275.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55588076,30/10/2024,27/11/2024,"1,275.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55587010,18/10/2024,15/11/2024,"1,217.55",Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,PADDOCK HOUSE LTD,57724029,04/11/2024,05/11/2024,"15,600.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57724025,04/11/2024,05/11/2024,"23,174.36",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57724031,04/11/2024,05/11/2024,"23,174.36",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PHOENIX COMMUNITY CARE LTD,57724032,04/11/2024,05/11/2024,"3,222.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PLAY HUT DAY NURSERY & KIDS CLUB,55587851,02/09/2024,14/11/2024,901.75,Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,PLAY HUT DAY NURSERY & KIDS CLUB,55587974,01/07/2024,15/11/2024,749.8,Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,PLAY HUT DAY NURSERY & KIDS CLUB,55587975,01/07/2024,15/11/2024,728.5,Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,PREFER HOMES,55587439,12/10/2024,12/11/2024,"1,469.32",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57724034,04/11/2024,05/11/2024,"17,235.56",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57724033,04/11/2024,05/11/2024,"7,463.00",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57724034,04/11/2024,05/11/2024,"3,304.04",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REAL CARE SUPPORT,57724036,04/11/2024,05/11/2024,"27,560.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REGIONAL FOSTERING SERVICES LTD,57724035,04/11/2024,05/11/2024,"3,440.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RIGHT TRAK,57723995,04/11/2024,05/11/2024,"26,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ROC FAMILY SUPPORT LTD,57724045,04/11/2024,05/11/2024,"27,175.16",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SAFE FAMILIES FOR CHILDREN,55587277,21/10/2024,15/11/2024,"14,025.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,SPRING BY ACTION FOR CHILDREN (NURSERY),55588779,01/11/2024,29/11/2024,973.2,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,ST CUTHBERTS CARE,57724037,04/11/2024,05/11/2024,"53,706.74",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,STOCKTON ON TEES BOROUGH COUNCIL,55586680,14/10/2024,08/11/2024,"84,000.00",Adoption Allowance,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,SUZY KITCHING,55587485,25/10/2024,22/11/2024,"6,032.70",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
