Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"18,314.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"3,587.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"3,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"12,880.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736786,03/03/2025,04/03/2025,"4,160.36",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"3,160.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"7,448.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,WILLOW GREEN CARE HOME,57736783,03/03/2025,04/03/2025,"1,580.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,YOUNG FOUNDATION LTD,57740121,31/03/2025,01/04/2025,"8,100.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,YOUNG FOUNDATION LTD,57736776,03/03/2025,04/03/2025,"8,100.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ZOE'S PLACE TRUST,55599947,01/03/2025,28/03/2025,"1,170.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,360 CHILDREN'S RESIDENTIAL SERVICES LIMITED,57739282,24/03/2025,25/03/2025,"2,042.85",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A WILDERNESS WAY GROUP LIMITED,57739299,24/03/2025,25/03/2025,"57,078.57",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57739253,24/03/2025,25/03/2025,"18,513.55",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,A1 FOSTER CARE,57739253,24/03/2025,25/03/2025,"22,807.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN CARE (UK) LIMITED,57739254,24/03/2025,25/03/2025,"15,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ACORN HOUSE ( FOSTERING SERVICES) LTD,57739255,24/03/2025,25/03/2025,"4,544.98",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,AP & D CONSULTANCY,55598688,22/02/2025,21/03/2025,832.5,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,AR CURAM LTD,57739301,24/03/2025,25/03/2025,"17,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ARRONBETH LTD,57739256,24/03/2025,25/03/2025,"58,828.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ASPIRE PSYCHOLOGICAL SERVICES LTD,55599372,28/02/2025,28/03/2025,550,Adoption Allowance,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,BANYA FAMILY PLACEMENT AGENCY LIMITED,57739257,24/03/2025,25/03/2025,"4,211.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57739258,24/03/2025,25/03/2025,"7,707.59",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BARNARDO'S,57739258,24/03/2025,25/03/2025,"11,157.11",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57739268,24/03/2025,25/03/2025,"11,268.30",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BETA NORTH LIMITED (TRADING AS EVOLVE FOSTERING),57739268,24/03/2025,25/03/2025,"7,935.12",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,BRITANNIA FOSTERING AGENCY LIMITED,57739260,24/03/2025,25/03/2025,"3,800.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CAMBIAN CHILDCARE LTD,57739261,24/03/2025,25/03/2025,"25,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHANGING FUTURES NORTH EAST,55598777,17/12/2024,11/03/2025,"3,547.50",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739266,24/03/2025,25/03/2025,"3,477.20",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739265,24/03/2025,25/03/2025,"1,376.90",Maintenance Fee - Respite IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739265,24/03/2025,25/03/2025,"6,806.53",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739264,24/03/2025,25/03/2025,"7,252.74",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739265,24/03/2025,25/03/2025,"7,474.11",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739266,24/03/2025,25/03/2025,"8,715.33",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,CHILDRENS FAMILY TRUST,57739263,24/03/2025,25/03/2025,"1,491.48",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,CHOICES & VOICES,55600416,07/03/2025,21/03/2025,755,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,CHOICES & VOICES,55598499,24/02/2025,21/03/2025,"2,349.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,CHOICES & VOICES,55593002,17/12/2024,28/03/2025,"1,719.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57739267,24/03/2025,25/03/2025,"3,882.57",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600067,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600068,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600288,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600213,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600214,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DARLINGTON YMCA FOYER,55600393,10/03/2025,20/03/2025,"1,325.44",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DESTINI LTD,57739252,24/03/2025,25/03/2025,"23,200.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DOLMANBURY LIMITED,55601164,22/01/2025,01/04/2025,910,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DURHAM COUNTY COUNCIL,55599545,03/03/2025,18/03/2025,"4,608.06",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,ENHANCED YOUNG PERSONS CARE LTD,57739280,24/03/2025,25/03/2025,"27,142.86",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55599560,03/03/2025,28/03/2025,604.24,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55599610,30/01/2025,19/03/2025,604.24,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55598907,25/02/2025,25/03/2025,679.84,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,ENTERPRISE RENT-A-CAR,55599037,27/02/2025,27/03/2025,604.24,Vehicle Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,FAIRFIELD HOUSE,57739302,24/03/2025,25/03/2025,"53,505.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FAMILY FIRST FOSTERING,57739269,24/03/2025,25/03/2025,"4,000.00",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57739271,24/03/2025,25/03/2025,"4,168.44",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57739272,24/03/2025,25/03/2025,"4,574.28",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57739270,24/03/2025,25/03/2025,"2,029.84",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57739273,24/03/2025,25/03/2025,"4,032.48",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57739274,24/03/2025,25/03/2025,"13,849.17",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57739275,24/03/2025,25/03/2025,"8,388.96",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57739275,24/03/2025,25/03/2025,"3,827.21",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FRONTLINE TAXIS,55597407,07/02/2025,20/03/2025,"1,800.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,HEXAGON CARE SERVICES LTD,57739259,24/03/2025,25/03/2025,"54,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,HTSTG T/A SCHOOL TRANSPORT GROUP LTD,55598773,31/01/2025,11/03/2025,"2,800.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,IAN NOTMAN,55599201,17/02/2025,14/03/2025,"1,080.00",Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,INVESTED CHILDCARE,57739283,24/03/2025,25/03/2025,"22,760.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,JULIE HATFIELD,55598500,24/02/2025,21/03/2025,819,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,KIDS PLANET HIGH BANK,55599497,01/03/2025,28/03/2025,"1,065.43",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,KOVVURI & CO LTD,55598403,26/01/2025,07/03/2025,"1,320.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,337.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,526.45",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,864.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,441.59",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,153.27",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,705.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,337.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,802.72,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,120.67",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,070.29",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,MAGNIT GLOBAL GRI LTD,11166354,02/03/2025,28/03/2025,"1,175.37",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55599104,28/02/2025,28/03/2025,"1,275.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55598375,19/02/2025,19/03/2025,765,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55598378,19/02/2025,19/03/2025,606.75,Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,NORTH EAST REGIONAL EMPLOYERS ORG,55599555,03/03/2025,28/03/2025,"1,485.00","Recruitment, Retention & Training",THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PADDOCK HOUSE LTD,57739281,24/03/2025,25/03/2025,"15,600.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57739284,24/03/2025,25/03/2025,"23,174.36",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57739276,24/03/2025,25/03/2025,"23,174.36",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PHOENIX COMMUNITY CARE LTD,57739285,24/03/2025,25/03/2025,"3,359.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PROGRESSIVE CARE,57739262,24/03/2025,25/03/2025,"13,775.00",Maintenance Fee - Parent & Child,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57739287,24/03/2025,25/03/2025,"17,451.04",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57739287,24/03/2025,25/03/2025,"3,500.00",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57739286,24/03/2025,25/03/2025,"7,463.00",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REAL CARE SUPPORT,57739290,24/03/2025,25/03/2025,"27,560.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REGIONAL FOSTERING SERVICES LTD,57739288,24/03/2025,25/03/2025,"3,440.20",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RIGHT TRAK,57739250,24/03/2025,25/03/2025,"26,000.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RITE DIRECTIONS,57739300,24/03/2025,25/03/2025,"23,180.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ROC FAMILY SUPPORT LTD,57739289,24/03/2025,25/03/2025,"19,800.00",Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SHIRELAND TECHNOLOGY PRIMARY SCHOOL,55597354,07/02/2025,07/03/2025,"2,223.00",Connected Persons Ad-Hoc Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,SPRING BY ACTION FOR CHILDREN (NURSERY),55599557,03/03/2025,28/03/2025,952.8,Childrens Social Care,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,ST CUTHBERTS CARE,57739291,24/03/2025,25/03/2025,"73,662.32",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SUPPORTIVE SRC LTD,57737268,06/03/2025,07/03/2025,"3,923.64",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57739295,24/03/2025,25/03/2025,"7,937.49",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57739294,24/03/2025,25/03/2025,"3,838.57",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57739293,24/03/2025,25/03/2025,"3,274.02",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SWIIS FOSTER CARE LTD,57739294,24/03/2025,25/03/2025,"7,623.36",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TACT NORTH EAST,57739296,24/03/2025,25/03/2025,"12,826.64",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TEAM FOSTERING NORTH EAST,57739297,24/03/2025,25/03/2025,"3,116.37",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TEAM FOSTERING NORTH EAST,57739298,24/03/2025,25/03/2025,"4,422.42",Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,THE ASSOCIATION OF SAFEGUARDING PARTNERS,55598677,25/02/2025,25/03/2025,850,Memberships,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,Childrens Services,THE OPEN CARE GROUP LIMITED,57739279,24/03/2025,25/03/2025,"7,542.86",Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,TINY TURNERS NURSERY,55599493,01/03/2025,14/03/2025,"1,465.33",Childcare Costs,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,UNITY FOSTER CARE,57739303,24/03/2025,25/03/2025,"1,747.40",Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,VOICES HOMES LTD,57739292,24/03/2025,25/03/2025,"74,966.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739307,24/03/2025,25/03/2025,"30,468.00",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739308,24/03/2025,25/03/2025,"21,267.40",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739309,24/03/2025,25/03/2025,"53,058.60",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739304,24/03/2025,25/03/2025,"28,784.20",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739305,24/03/2025,25/03/2025,"20,510.08",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,WITHERSLACK HALL SCHOOL LTD,57739306,24/03/2025,25/03/2025,"37,088.60",Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
