Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57733476,03/02/2025,04/02/2025,"39,369.65",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57733488,03/02/2025,04/02/2025,"2,470.98",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,158.71",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,267.34",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,760.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,267.34",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,120.67",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11165938,02/02/2025,28/02/2025,"1,013.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735005,17/02/2025,18/02/2025,554.96,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,"1,521.19",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,579.74,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,"4,211.75",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735027,17/02/2025,18/02/2025,"5,024.37",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,"10,553.81",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,"1,327.94",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,639.2,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735027,17/02/2025,18/02/2025,"2,844.17",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,"1,134.70",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,"7,349.28",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735027,17/02/2025,18/02/2025,"1,550.92",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735005,17/02/2025,18/02/2025,"13,487.54",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166046,17/02/2025,18/02/2025,"7,743.68",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166047,17/02/2025,18/02/2025,"3,871.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166045,17/02/2025,18/02/2025,"3,871.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,"2,150.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735019,17/02/2025,18/02/2025,"9,424.43",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735027,17/02/2025,18/02/2025,"2,487.42",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735027,17/02/2025,18/02/2025,"8,725.78",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,"10,469.95",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166048,17/02/2025,18/02/2025,"11,674.16",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57735034,17/02/2025,18/02/2025,"1,531.10",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166049,17/02/2025,18/02/2025,"1,534.32",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11166044,17/02/2025,18/02/2025,"1,384.32",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"1,448.57",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"12,640.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"3,120.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"75,617.14",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57733469,03/02/2025,04/02/2025,"16,045.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARGARET BURNSIDE,57735051,18/02/2025,18/02/2025,669.41,Individual Direct Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,55596970,10/01/2025,19/02/2025,"26,320.00",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,55596969,10/01/2025,19/02/2025,"17,980.00",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,57735021,17/02/2025,18/02/2025,"23,280.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,57735021,17/02/2025,18/02/2025,"2,600.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57735020,17/02/2025,18/02/2025,"43,605.20",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57735020,17/02/2025,18/02/2025,634.56,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57735020,17/02/2025,18/02/2025,"15,411.65",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57735020,17/02/2025,18/02/2025,634.56,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MIDDLESBROUGH BOROUGH COUNCIL,57733487,03/02/2025,28/02/2025,"1,515.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MIDDLETON HALL NURSING HOME,57733492,03/02/2025,04/02/2025,"9,216.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MIDDLETON HALL NURSING HOME,57733492,03/02/2025,04/02/2025,"2,872.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MILBURY CARE SERVICE LTD,57733523,03/02/2025,04/02/2025,"12,959.76",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MILBURY CARE SERVICE LTD,57733523,03/02/2025,04/02/2025,"11,015.79",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"32,920.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"9,520.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"12,480.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"5,531.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"9,520.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"9,887.04",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"12,925.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57733501,03/02/2025,04/02/2025,"7,368.24",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,55597154,16/01/2025,25/02/2025,"94,493.85",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,55597155,16/01/2025,25/02/2025,"102,248.13",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,57735023,17/02/2025,18/02/2025,"57,914.88",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55596887,03/02/2025,20/02/2025,"1,396.40",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55595423,20/01/2025,04/02/2025,"1,270.54",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55595772,27/01/2025,05/02/2025,"1,505.12",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55595771,27/01/2025,05/02/2025,"4,915.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55596436,30/12/2024,12/02/2025,634.24,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55598092,17/02/2025,28/02/2025,"5,031.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57733495,03/02/2025,04/02/2025,"9,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57735024,17/02/2025,18/02/2025,"1,129.83",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57733495,03/02/2025,04/02/2025,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57733495,03/02/2025,04/02/2025,"1,894.29",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57735024,17/02/2025,18/02/2025,"6,762.62",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MR MUHAMMAD ASIF,55596131,31/01/2025,28/02/2025,"1,050.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,MR MUHAMMAD ASIF,55595847,24/01/2025,21/02/2025,"1,050.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,MYLIFE SUPPORTED LIVING LTD (BURBANK),57733464,03/02/2025,04/02/2025,"11,824.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NEW CONCEPT CARE NURSING TRAINING LIMITED,57735025,17/02/2025,18/02/2025,736.4,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NHS NORTH EAST & NORTH CUMBRIA ICB,55596487,11/09/2024,25/02/2025,"237,699.89",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NHS NORTH EAST & NORTH CUMBRIA ICB,55596556,11/09/2024,25/02/2025,"366,695.64",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57733496,03/02/2025,04/02/2025,"9,835.72",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57733496,03/02/2025,04/02/2025,"89,058.57",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57733496,03/02/2025,04/02/2025,"13,462.86",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57733496,03/02/2025,04/02/2025,"24,305.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57733496,03/02/2025,04/02/2025,"12,920.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57735041,17/02/2025,18/02/2025,"1,822.73",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57735041,17/02/2025,18/02/2025,"16,784.14",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57735041,17/02/2025,18/02/2025,"74,544.14",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NUDGE EDUCATION,55595393,22/01/2025,19/02/2025,"1,365.36",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NUDGE EDUCATION,55595531,23/01/2025,20/02/2025,"2,560.05",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,OAKLODGE CARE HOME,57733497,03/02/2025,04/02/2025,"12,967.71",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,OAKLODGE CARE HOME,57733497,03/02/2025,04/02/2025,"2,952.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ONE CALL CARE SOLUTIONS LTD,57734994,17/02/2025,18/02/2025,"133,272.30",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ORBIS SUPPORT LIMITED,57735028,17/02/2025,18/02/2025,"45,252.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PARAMOUNT CARE EASINGTON LTD,57733474,03/02/2025,04/02/2025,"4,868.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57733522,03/02/2025,04/02/2025,"29,640.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57733522,03/02/2025,04/02/2025,"6,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57733522,03/02/2025,04/02/2025,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57733522,03/02/2025,04/02/2025,"6,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE INDIVIDUAL PROACTIVE SUPPORT (PIPS),57735029,17/02/2025,18/02/2025,"4,250.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"5,469.60",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"52,836.60",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,626.61,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"3,616.70",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"15,493.08",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"1,896.73",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"6,137.05",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57735036,17/02/2025,18/02/2025,"26,408.89",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,11165977,11/02/2025,12/02/2025,730,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,11165979,11/02/2025,12/02/2025,763,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,11165978,11/02/2025,12/02/2025,737,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57735030,17/02/2025,18/02/2025,"1,539.19",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57735030,17/02/2025,18/02/2025,"31,891.15",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57735030,17/02/2025,18/02/2025,"8,586.42",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57733493,03/02/2025,04/02/2025,"17,138.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57733494,03/02/2025,04/02/2025,"25,181.43",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57733494,03/02/2025,04/02/2025,"3,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57733494,03/02/2025,04/02/2025,"7,423.52",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57733494,03/02/2025,04/02/2025,"4,860.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PRESTIGE CARE (AUGUSTE COMMUNITIES),57733494,03/02/2025,04/02/2025,"6,400.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
