Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,30/01/2025,42260202,20.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,30/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,30/01/2025,42260202,22.41,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4013,Catering,27003,BILLINGHAM SOUTH PRIMARY,30/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE RT4FI35V4,,14/02/2025,42260202,8.98,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2021,Repairs and Maintenance,27003,BILLINGHAM SOUTH PRIMARY,14/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS TK6B44244,,10/02/2025,42260202,8.32,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,10/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS TK5AX02B4,,10/02/2025,42260202,12.49,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,10/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,THE ENTERTAINER AMERSH,,04/02/2025,42260202,121.63,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,04/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,TEESSIDE PRINCESS,,30/01/2025,42260202,70.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4049,EDUCATION VISITS (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,30/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS TK5798AD4,,07/02/2025,42260202,23.13,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,07/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS TK1A99DR4,,09/02/2025,42260202,65.46,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,09/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS TK27P1D24,,09/02/2025,42260202,65.46,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,09/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  DB3KF09B5,,04/02/2025,42260202,67.64,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,04/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,17/02/2025,42260202,21.68,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,17/02/2025,42260202,20.13,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4013,Catering,27003,BILLINGHAM SOUTH PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SMYTHS TOYS,,04/02/2025,42260202,45.82,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,04/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,MADEFOR EDUCATION,,29/01/2025,42260202,20.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4001,LIBRARY + TEXT BOOKS (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,29/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  TK7GP3O04,,05/02/2025,42260202,68.97,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4064,Software & ICT subscriptions (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,05/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE H84T68JS5,,03/02/2025,42260202,13.63,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2002,OTHER OCCUPANCY COSTS (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,03/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,07/02/2025,42260202,69.12,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,07/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,KCS EDUCATION,,13/02/2025,42260202,17.77,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,SP EUROHOC,,05/02/2025,42260202,84.99,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,05/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  TK8MQ36T4,,09/02/2025,42260202,26.58,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,09/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE XT3J77N15,,31/01/2025,42260202,11.66,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,31/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE 2X8R50LM5,,31/01/2025,42260202,5.82,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,31/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,THE RANGE,,13/02/2025,42260202,41.66,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE Z77EL4P75,,02/02/2025,42260202,29.23,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,02/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,BRIDGE VETERINARY GROU,,28/01/2025,42260202,240.50,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4037,"Professional, Consultancy and Hired Services",27003,BILLINGHAM SOUTH PRIMARY,28/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  TK57J0NT4,,06/02/2025,42260202,45.82,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,06/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,MARYFIELD FARM SHOP,,07/02/2025,42260202,360.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,07/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,WWW THEWORKS CO UK,,07/02/2025,42260202,11.99,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,07/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,WWW THERANGE CO UK,,07/02/2025,42260202,63.71,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,07/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS ST2542BH5,,05/02/2025,42260202,6.53,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,05/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE JU9M95155,,31/01/2025,42260202,22.47,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,31/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  TK9LE3224,,09/02/2025,42260202,37.14,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,09/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNMKTPLACE JU9M95155,,31/01/2025,42260202,6.66,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,31/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  TK7C832E4,,09/02/2025,42260202,75.84,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,2004,DOMESTIC AND MEDICAL SUPPLIES (SCHOOLS ONLY),27003,BILLINGHAM SOUTH PRIMARY,09/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,19/02/2025,42260202,3.14,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,19/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,19/02/2025,42260202,12.18,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,19/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,STOCKTON BC,,30/01/2025,42260202,71.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,1707,Staff Training & Development (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,30/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT5CQ2ZW4,,12/02/2025,42260202,11.88,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ROYAL MAIL ONLINE SHOP,,17/02/2025,42260202,82.50,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4050,Mail Services,27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT39N7WZ4,,17/02/2025,42260202,7.99,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT7SG7454,,11/02/2025,42260202,21.37,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT7SG7454,,11/02/2025,42260202,8.86,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT2S98484,,11/02/2025,42260202,66.60,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,12/02/2025,42260202,4.65,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,12/02/2025,42260202,19.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,12/02/2025,42260202,71.50,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,12/02/2025,42260202,1.30,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT32Y6F64,,11/02/2025,42260202,10.27,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,12/02/2025,42260202,-15.30,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,STOCKTON BC,,30/01/2025,42260202,71.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,1707,Staff Training & Development (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,30/01/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT4RC4024,,13/02/2025,42260202,28.33,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT2433L74,,12/02/2025,42260202,30.93,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,12/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,04/02/2025,42260202,35.67,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,04/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,04/02/2025,42260202,4.54,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,04/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,13/02/2025,42260202,-15.30,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT5CQ2ZW4,,21/02/2025,42260202,-14.26,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,21/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,26/02/2025,42260202,3.95,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,26/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  R838Q7FT4,,17/02/2025,42260202,25.46,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMZNBUSINESS R879X14O4,,18/02/2025,42260202,94.10,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,18/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT43A7LS4,,11/02/2025,42260202,29.82,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,19/02/2025,42260202,8.82,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,19/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,19/02/2025,42260202,143.15,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,19/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,13/02/2025,42260202,4.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,13/02/2025,42260202,40.50,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,ASDA GROCERIES ONLINE,,13/02/2025,42260202,15.00,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4105,Breakfast Club & After School costs (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT6A79484,,11/02/2025,42260202,31.58,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT3YD24P4,,11/02/2025,42260202,32.97,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,11/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT97U8P84,,13/02/2025,42260202,22.49,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,13/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  R89MW6CM4,,17/02/2025,42260202,11.96,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4074,GEN OFFICE EXPENSES (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT5GU3WG4,,17/02/2025,42260202,11.41,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,DEDICATED SCHOOLS GRANT,AMAZON  RT6J62RI4,,17/02/2025,42260202,18.99,,,,,yes,REVENUE,SCHOOLS DELEGATED BUDGET,4031,Materials (SCHOOLS ONLY),27004,BOWESFIELD PRIMARY,17/02/2025,0,0,2024,202412,SBC,
