DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266513,"1,646.40",East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266515,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266516,"1,276.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KIT CARE LIMITED,04/01/2024,63345,266518,907.2,South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,KIT CARE LIMITED,04/01/2024,63345,266520,"1,344.00",South Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266522,"1,344.00",Ordinary Lives PD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266524,"1,814.40",Ordinary Lives PD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266525,"1,344.00",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266526,"2,049.60",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266528,"1,344.00",East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266529,"1,478.40",East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266531,"1,344.00",East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266532,"1,848.00",East Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266534,"1,780.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266535,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266537,"1,814.40",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266538,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266540,"1,680.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266541,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266543,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,KIT CARE LIMITED,04/01/2024,63345,266544,"1,344.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266546,"1,079.80",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266547,"1,329.72",East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266548,"1,329.72",East OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266549,948.12,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,04/01/2024,63127,266550,657.4,Central Adults (under 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266551,"1,006.00",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,I CARE GB LTD,04/01/2024,62889,266552,520.24,West/South MH Support OP (over 65) - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266557,"1,079.80",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266558,876.08,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266561,"1,060.08",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266562,"1,060.08",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266563,"1,319.92",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266564,"1,246.12",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266565,"2,136.36",Central OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,BWA HEALTH AND CARE SERVICES LTD,04/01/2024,62531,266567,524.36,West OP (over 65) Sensory - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,BWA HEALTH AND CARE SERVICES LTD,04/01/2024,62531,266569,504.39,West OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,04/01/2024,62531,266572,646.98,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BWA HEALTH AND CARE SERVICES LTD,04/01/2024,62531,266573,646.98,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266574,"2,136.36",Central OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266576,"1,730.24",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266577,"1,319.92",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266578,"1,190.00",Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,04/01/2024,63127,266579,"1,371.80",East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266580,539.84,East OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,04/01/2024,63127,266583,-670.14,East OP (over 65) Physical - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266584,"1,276.32",South OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266585,"1,060.08",South OP (over 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266586,"1,730.24",South OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,I CARE GB LTD,04/01/2024,62889,266587,558.96,Central OP (over 65) Memory - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,I CARE GB LTD,04/01/2024,62889,266589,819.08,Central OP (over 65) Physical - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,I CARE GB LTD,04/01/2024,62889,266591,962.56,West Adults (under 65) LD - DP/Mgd,10 - Company,Company
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266592,"-6,846.00",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266593,"-4,107.60",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266594,"-3,080.70",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266595,"-5,134.50",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266596,"3,281.04",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266597,"4,374.72",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266598,"5,468.40",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266599,"7,291.20",West/South MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266601,"-1,369.20",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266602,-569.12,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266603,-521.6,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266606,"-1,026.90",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266609,555.52,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266610,606.12,Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266611,"1,458.24",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266612,"1,093.68",Central Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266613,"-1,767.36",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266614,-711.4,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266615,-533.55,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266616,757.64,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266617,"-1,325.52",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266618,568.23,South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266619,"1,411.20",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266620,"1,881.60",South Adults (under 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266621,"-1,344.00",West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266622,"-1,008.00",West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266623,"1,058.40",West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266624,"1,411.20",West/South MH Support OP (over 65) - DP/Mgd,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,DERBYSHIRE COUNTY COUNCIL,04/01/2024,62446,266625,"11,957.28",Waste Disposal,20 - Public/Government Agency,Public/Government Agency
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266626,"-2,845.64",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266627,"-4,032.28",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266628,"-13,440.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266629,"-2,134.23",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266630,"-3,024.21",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266632,"2,273.04",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266633,"3,030.72",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266634,"3,220.77",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266635,"-10,080.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266636,"4,294.36",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266637,"10,584.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266638,"14,112.00",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266640,"-1,152.00",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266641,"-1,368.32",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266642,-864,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266643,"-1,026.24",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266644,"1,092.96",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266645,"1,209.60",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266646,"1,457.28",Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266647,"-3,787.20",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266648,"-1,065.15",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266649,"-1,420.20",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266650,"-2,840.40",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266651,"1,134.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266652,"1,512.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266653,"3,024.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266654,907.2,Central/East MH Support Adults (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266655,"4,032.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266656,"-2,240.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266657,"-1,926.40",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266658,"-1,444.80",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266659,"-1,680.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266660,"1,517.04",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266661,"1,764.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266662,"2,022.72",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266663,"2,352.00",Central OP (over 65) LD - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266665,"-2,190.92",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266666,"-2,209.20",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266667,"-1,643.19",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266668,"-1,656.90",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266669,"1,749.99",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266670,"1,764.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266671,"2,333.32",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266672,"2,352.00",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266673,-627.26,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266675,"-1,219.56",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266676,"-1,751.58",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266677,667.8,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266678,"1,298.88",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266679,"1,864.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266681,-627.26,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,OAKLANDS SUPPORT LIMITED,04/01/2024,63087,266683,-914.67,Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
