DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DIMENSIONS UK LTD,10/10/2023,00042368,192023,"5,533.24",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,DIMENSIONS UK LTD,10/10/2023,00042368,192024,"5,533.24",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192029,876.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192030,876.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192032,702.76,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192035,520.24,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192036,"1,060.08",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192037,"1,044.56",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192040,"1,002.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192041,"1,002.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192043,"1,190.00",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,10/10/2023,00043603,192046,789.58,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192047,"1,320.20",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192048,"1,398.36",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192049,956.92,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192051,930.48,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192052,930.48,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192053,911.45,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192055,"1,092.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192056,"1,092.48",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192057,"1,320.20",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192058,"1,398.36",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192059,956.92,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192061,"1,452.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192062,"1,457.07",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192070,870.12,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIGHT AT HOME DERBY,10/10/2023,00042901,192071,"1,412.00",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,OAKLANDS SUPPORT LIMITED,10/10/2023,00043472,192073,"14,582.40",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,OAKLANDS SUPPORT LIMITED,10/10/2023,00043472,192074,"4,374.72",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,10/10/2023,00042263,192079,"1,205.94",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ST JAMES CENTRE,10/10/2023,00042386,192083,"2,730.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ST JAMES CENTRE,10/10/2023,00042386,192084,"1,872.00",Preparing for Adulthood PD Support - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,ST JAMES CENTRE,10/10/2023,00042386,192086,"1,404.00",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ST JAMES CENTRE,10/10/2023,00042386,192088,"2,340.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,ST JAMES CENTRE,10/10/2023,00042386,192089,780.00,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ST JAMES CENTRE,10/10/2023,00042386,192094,936.00,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,QUALITY CARE SERVICES,10/10/2023,00042258,192107,574.56,East Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,QUALITY CARE SERVICES,10/10/2023,00042258,192109,640.62,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192113,"1,161.62",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,QUALITY CARE SERVICES,10/10/2023,00042258,192116,567.69,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192122,760.59,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,QUALITY CARE SERVICES,10/10/2023,00042258,192127,575.52,East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192129,906.39,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192131,965.43,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192132,"1,170.27",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,QUALITY CARE SERVICES,10/10/2023,00042258,192135,923.43,East Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,QUALITY CARE SERVICES,10/10/2023,00042258,192136,923.43,East Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192141,806.62,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192146,615.87,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192150,959.10,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192151,959.10,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192154,963.72,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192160,"1,215.51",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192161,"1,215.51",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192164,"3,591.00",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192165,"1,197.00",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192170,666.81,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192171,666.81,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192174,815.28,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192177,549.42,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192179,751.86,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192180,751.86,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192185,797.01,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192189,864.14,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192190,864.14,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192193,527.07,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192195,965.43,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192196,965.43,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192200,900.33,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192201,900.33,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192206,882.06,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192207,882.06,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192210,610.44,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192212,907.74,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192214,626.20,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192216,614.52,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192218,965.43,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,10/10/2023,00042258,192221,990.99,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,EBENEZER (STONE OF HELP) LTD,10/10/2023,00043345,192225,"1,540.00",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192226,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192227,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192228,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192229,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192230,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192232,966.68,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192233,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192234,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192235,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192236,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192237,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192238,706.56,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192239,799.96,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192242,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192243,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192245,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192246,"1,060.08",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192247,"1,060.08",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192248,"1,203.64",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192249,"1,203.64",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192250,"1,153.60",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192251,"1,153.60",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192252,669.76,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192253,932.84,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192254,"1,190.00",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192255,"1,190.00",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192256,"1,222.26",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192258,520.24,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192259,539.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192260,539.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192261,557.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192263,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192265,799.96,West OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192266,799.96,West OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192268,852.44,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192270,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192271,"2,059.84",Central OP (over 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192273,"1,170.40",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192274,"1,074.56",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192275,"1,074.56",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192276,"1,051.07",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192277,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192278,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192280,"1,320.20",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192282,819.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192284,704.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192285,633.36,West OP (over 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192286,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,PROFAD CARE AGENCY LIMITED,10/10/2023,00043659,192288,894.08,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192290,667.44,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192293,897.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192294,897.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192296,929.70,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192297,984.72,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192301,673.92,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192306,961.52,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192308,"1,029.20",West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192309,"1,239.60",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192310,"1,312.96",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192311,898.56,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192317,642.08,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192318,677.88,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,10/10/2023,00042387,192323,501.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,DIMENSIONS UK LTD,10/10/2023,00042368,192327,"3,651.32",West Adults (under 65) LD - DP/Mgd,,SME
