DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,03/08/2023,26851,110353,"1,953.00",Vehicle Maintenance,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",GAYTON POOL LTD,03/08/2023,26676,117605,"6,027.37",Sport & Leis Mgmt Unit M&A,,Company
People Services - Adults and Health,Commissioning,Sector Development,Business Efficiency,HEALTHWATCH DERBY,03/08/2023,26692,117677,"107,000.00",Health Watch,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENAD COMMUNITY LTD,03/08/2023,26711,118994,"4,425.12",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENAD COMMUNITY LTD,03/08/2023,26711,119012,"4,741.20",Central OP (over 65) Physical - DP/Mgd,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,03/08/2023,26626,123494,700,Housing Options (Private),,SME
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,KIRK CONTRACTS LTD,03/08/2023,26621,123844,"1,295.28",Cleaning Operating Account,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",LITTLE WOLF ENTERTAINMENT LTD,03/08/2023,26728,123878,"50,000.00",Derby Live - Presented,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,03/08/2023,26840,123921,"1,200.00",Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,03/08/2023,26840,123924,960,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,TYGER HOLDINGS LTD,03/08/2023,26840,123933,"1,360.00",Housing Options (Private),,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CLOSOMAT LTD,03/08/2023,26752,123965,"5,803.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,DMC WESTON LTD WESTONS,03/08/2023,26872,123984,"6,535.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26795,124035,800,Legal Fees,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",COLLEAGUE BOX LIMITED,03/08/2023,26880,124160,"1,000.00",Derby Live - Outdoor Events,,Company
Communities & Place,City Development & Growth,Strategic Housing,Housing Revenue Account,BUILDING COST INFORMATION SERVICE LIMITED BCIS,03/08/2023,26882,124169,"1,196.00",Housing Revenue Account,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26791,124180,"1,600.00",Legal Fees,,SME
Communities & Place,Public Protection and Streetride,"Environmental Protection, Housing Standa",Environmental Protection,CASTLEFIELD KENNELS LIMITED,03/08/2023,26825,124181,"1,548.70",Environmental Protection,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26740,124206,800,Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26662,124213,"1,050.00",Legal Fees,,Sole Trader
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26662,124220,600,Legal Fees,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26644,124257,"1,260.00",Home To School Transport - SEN,,Sole Trader
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,03/08/2023,26726,124260,534.99,Derby Live Catering - Alvaston Park,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,03/08/2023,26726,124274,"1,141.31",Derby Live Catering - Markeaton Park,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,IPL PLASTICS (UK) LIMITED,03/08/2023,26756,124276,"15,480.00",Refuse Collection,,SME
People Services - Children & Young People,Non-Schools,Commissioning,School Organisation & Provision,DERBY CITY BSF LIMITED,03/08/2023,26689,124279,"539,822.28",BSF PFI Revenue,,Company
Corporate Resources,Financial Services,Financial Services,Business Support,RESTORE PLC,03/08/2023,26723,124285,"4,236.15",Transactional Services,,Company
Communities & Place,"Leisure, Culture and Tourism",Parks & Healthy Living,Parks & Outdoor Recreation,BALFOUR BEATTY LIVING PLACES LTD,03/08/2023,26690,124297,"2,060.10",Outdoor Amenities,,SME
Resources,Resources,Resources,Resources,TECHNOLOGY ONE UK LTD,03/08/2023,26834,124346,"4,737.65",Major IT Systems Developments,,SME
Communities & Place,City Development & Growth,Regeneration and Major Projects,Regeneration Projects,AVISON YOUNG,03/08/2023,26755,124347,"2,475.00",Regeneration Projects,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,REVIVE MANAGEMENT SERVICES LTD.,03/08/2023,26667,124348,"4,101.01",Derwent Community Managed Library,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,REVIVE MANAGEMENT SERVICES LTD.,03/08/2023,26667,124349,"4,101.01",Derwent Community Managed Library,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,CDW LTD,03/08/2023,26721,124350,"20,699.74",IT Infrastructure,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,REFLEXION CARE GROUP LIMITED NEW REFLEXIONS,03/08/2023,26848,124352,"2,353.84",Out of Authority Education Placements,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,REFLEXION CARE GROUP LIMITED NEW REFLEXIONS,03/08/2023,26848,124353,"1,765.38",Out of Authority Education Placements,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,SALE AND DAVYS CE PRIMARY SCHOOL,03/08/2023,26861,124361,"4,422.00",Out of Authority Education Placements,,Public/Government Agency
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CERTAS ENERGY UK LIMITED,03/08/2023,26831,124364,"38,761.75",Fleet Hire,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,03/08/2023,26851,124365,"2,880.74",Stores Road Depot,,SME
Corporate Resources,Coroprate Core,Communication and Consultation,Communication,JOHN E WRIGHT & CO LTD,03/08/2023,26630,124367,"6,190.00",Corporate Communications,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TURNER & TOWNSEND PROJECT MANAGEMENT LIMITED,03/08/2023,26828,124368,"5,200.00",Pre-Development Costs: Rosehill Street (Butterfly),,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,XAIS ASSET MANAGEMENT LTD,03/08/2023,26760,124373,"6,000.00",UPRN 10110 - Network Management - Strategic Network Manageme,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,XAIS ASSET MANAGEMENT LTD,03/08/2023,26760,124374,"5,648.14",UPRN 10110 - Network Management - Strategic Network Manageme,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,XAIS ASSET MANAGEMENT LTD,03/08/2023,26760,124375,"5,517.79",UPRN 10110 - Network Management - Strategic Network Manageme,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,ENDORPHINS GROUP,03/08/2023,26849,124376,"2,100.00",IDCS Community Short Breaks,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,ENDORPHINS GROUP,03/08/2023,26849,124377,"2,800.00",IDCS Community Short Breaks,,SME
Corporate Resources,Coroprate Core,Communication and Consultation,Communication,JOHN E WRIGHT & CO LTD,03/08/2023,26630,124379,"2,446.00",Corporate Communications,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,UMBRELLA DERBY AND DERBYSHIRE,03/08/2023,26750,124382,"4,424.99",IDCS Community Short Breaks,,SME
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,KIRK CONTRACTS LTD,03/08/2023,26621,124383,"1,925.28",Cleaning Operating Account,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",NEWTHORN EVENTS LTD,03/08/2023,26729,124389,"2,650.32",Derby Live Catering - Derby Arena,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",NEWTHORN EVENTS LTD,03/08/2023,26729,124391,617.59,Derby Live Catering - Derby Arena,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",NEWTHORN EVENTS LTD,03/08/2023,26729,124393,548.06,Derby Live Catering - Derby Arena,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,TERBERG MATEC UK,03/08/2023,26751,124400,556.58,Vehicle Maintenance,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,03/08/2023,26726,124408,585.37,Derby Live Catering - Markeaton Park,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",BIDFOOD BFS GROUP LTD,03/08/2023,26726,124417,734.14,Derby Live Catering - Alvaston Park,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,SENAD LTD,03/08/2023,26653,124422,"2,166.67",Out of Authority Education Placements,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,SENAD COMMUNITY LTD,03/08/2023,26711,124427,"5,420.97",Central OP (over 65) Physical - DP/Mgd,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",CROCKER BROS LTD,03/08/2023,26640,124433,"3,026.50",Derby Live - Outdoor Events,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WJ NORTH LTD,03/08/2023,26743,124435,"17,561.89",Highways Maintenance - General,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",SPA LANDSCAPING LTD,03/08/2023,26762,124437,"1,765.00",Derby Live - Outdoor Events,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WJ NORTH LTD,03/08/2023,26743,124442,"8,671.72",Highways Maintenance - General,,SME
Corporate Resources,Financial Services,Financial Services,Business Support,ROYAL MAIL GROUP PLC.,03/08/2023,26614,124448,"7,502.21",Transactional Services,,Company
Corporate Resources,Financial Services,Financial Services,Business Support,ROYAL MAIL GROUP PLC.,03/08/2023,26614,124453,"7,137.72",Transactional Services,,Company
Communities & Place,Public Protection and Streetride,Community Safety,Partnerships,SPECTRUM DERBYSHIRE,03/08/2023,26876,124454,"11,125.00",Domestic Abuse Duty,,Voluntary
Corporate Resources,Financial Services,Financial Services,Business Support,ROYAL MAIL GROUP PLC.,03/08/2023,26614,124456,"6,816.34",Transactional Services,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26844,124458,713.7,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26699,124459,894.6,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26838,124461,522.72,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26678,124464,544.32,Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,Community Safety,Partnerships,DCG,03/08/2023,26773,124465,"5,112.00",Ukraine Family Support,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26801,124471,668.16,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26813,124474,639,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26863,124478,561.6,Home To School Transport - SEN,,Individual (Non Business)
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,03/08/2023,26854,124479,"14,763.96",TCF Tranche 2 - Public Realm: Public Transport (Public Realm,,Company
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,HANDLING MOVEMENT AND ERGONOMICS LTD,03/08/2023,26654,124482,600,Adult Workforce Learning and Development,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,TARBY CONSTRUCTION LTD,03/08/2023,26702,124483,"10,674.40",Highways Maintenance Works,,SME
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,HANDLING MOVEMENT AND ERGONOMICS LTD,03/08/2023,26654,124484,525,Adult Workforce Learning and Development,,SME
Corporate Resources,Financial Services,Financial Services,Business Support,PITNEY BOWES LIMITED,03/08/2023,26867,124487,"6,018.09",Transactional Services,,Company
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,DCC INTERACTIVE LTD,03/08/2023,26814,124488,"2,400.00",Adult Workforce Learning and Development,,SME
Corporate Resources,Property,Facilities Management,Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,03/08/2023,26620,124490,748.8,Cleaning Operating Account,,SME
People Services - Children & Young People,Non-Schools,Commissioning,School Organisation & Provision,DERBY SCHOOLS SOLUTIONS LIMITED,03/08/2023,26656,124493,"502,520.37",Grouped Schools PFI Revenue,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,ABBEY GLASS DERBY LTD.,03/08/2023,26634,124516,690,Repair & Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,J & K DEVELOPMENTS LTD,03/08/2023,26651,124518,"51,892.60",Disabled Access,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,SEDDON CONSTRUCTION LTD,03/08/2023,26685,124519,"75,678.00",HOP Reconfiguration - Perth & Arboretum House Improvements,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,03/08/2023,26672,124527,"1,450.42",Repair & Maintenance Works,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,HIGHFIELD JOINERY AND BUILD SERVS LTD,03/08/2023,26652,124532,"4,660.00",Rechargeable Work,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,03/08/2023,26633,124539,"3,587.44",Repair & Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,03/08/2023,26747,124546,"1,300.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Cleansing,BUNZL CLEANING AND HYGIENE SUPPLIES,03/08/2023,26620,124550,"1,039.78",Building Cleaning Derby Homes,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,AMA SUPPLIES LTD,03/08/2023,26643,124559,"1,833.04",Refuse Collection,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Refuse Collection,AMA SUPPLIES LTD,03/08/2023,26643,125429,"1,100.40",Refuse Collection,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,03/08/2023,26747,125432,880,Home To School Transport - SEN,,SME
People Services - Adults and Health,Home First,Social Care Activities,Home First - Social Care Activities,WORM PURPLE LTD,03/08/2023,26693,125433,600,Home First: Perth House Facilities,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,03/08/2023,26747,125435,950,Home To School Transport - SEN,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,GRANICUS FIRMSTEP LIMITED,03/08/2023,26843,125436,"88,440.00",Information Systems,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,03/08/2023,26747,125439,700,Home To School Transport - SEN,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",LOSTBOYS PRODUCTIONS,03/08/2023,26669,125444,533.33,Derby Live - Outdoor Events,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,LEGAL AND TECHNICAL TRANSLATIONS,03/08/2023,26871,125496,505,Chatsworth Team,,Company
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,SAFE ZONE SECURITY SERVICES,03/08/2023,26815,125499,"1,650.00",Repair & Maintenance Works,,Sole Trader
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125500,"1,665.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125501,"1,440.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125502,"1,665.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125503,"1,440.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125504,"1,665.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125505,"1,850.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125506,"1,163.40",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125507,"1,924.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125508,"1,850.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125509,"1,440.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,OVE ARUP AND PARTNERS,03/08/2023,26619,125513,"9,193.17",Pride Park,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ABSN LIMITED,03/08/2023,26806,125514,"35,014.46",Preliminary Design- Structural and Buildings at risk,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125515,"1,554.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125516,"1,924.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,JUST BUILDERS LIMITED,03/08/2023,26852,125517,"1,500.00",Kingsmead,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,03/08/2023,26748,125520,"1,665.00",Condition Surveys - Corporate,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,03/08/2023,26623,125525,"2,572.24",TCF Tranche 2 - Bus & Rapid Transit Links,,SME
Corporate Resources,Financial Services,Financial Services,Business Support,SPECIALIST COMPUTER CENTRES PLC,03/08/2023,26862,125527,"12,114.04",Transactional Services,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,03/08/2023,26623,125528,"2,981.46",TCF Tranche 2 - Bus & Rapid Transit Links,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,VODAFONE LTD,03/08/2023,26637,125529,563.59,IT Infrastructure,,Company
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,VODAFONE LTD,03/08/2023,26636,125533,"15,627.88",IT Infrastructure,,Company
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,BT PLC S98 1BT,03/08/2023,26624,125535,"18,005.61",IT Infrastructure,,Company
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,NETHER HALL CARE HOME LTD,03/08/2023,26879,125542,"26,761.50",West OP (over 65) Memory - R/N,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,OUR LADY OF LOURDES CATHOLIC MULTI ACADEMY TRUST THE TRINITY CATHOLIC SCHOOL A V,03/08/2023,26799,125549,"1,500.00",Pupil Premium Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBYSHIRE COUNTY COUNCIL LONG ROW PRIMARY SCHOOL,03/08/2023,26628,125552,"3,820.00",Pupil Premium Grant,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,03/08/2023,26869,125570,730.08,Home To School Transport - SEN,,Individual (Non Business)
Corporate Resources,Financial Services,Financial Services,Business Support,ANTALIS LIMITED,03/08/2023,26757,125589,"2,155.34",Transactional Services,,Company
Corporate Resources,Financial Services,Financial Services,Accountancy,UNISON,03/08/2023,26629,125591,"9,653.97",Finance Department - Accountancy,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,03/08/2023,26747,125594,600,Home To School Transport - SEN,,SME
Corporate Resources,Financial Services,Financial Services,Accountancy,GMBATU,03/08/2023,26635,125597,"1,404.55",Finance Department - Accountancy,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,CDW LTD,03/08/2023,26721,125602,"1,052,421.84",IT Infrastructure,,Company
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,03/08/2023,26664,125610,"5,053.18",REFCUS - Disabled Facilities Grant 96 Act,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,CDW LTD,03/08/2023,26721,125616,"112,362.72",IT Infrastructure,,Company
Communities & Place,Public Protection and Streetride,Community Safety,Partnerships,COMMUNITY ACTION DERBY LTD,03/08/2023,26615,125618,880,Ukraine Family Support,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",ENTERTAINERS MAGIC OF MOTOWN LTD,03/08/2023,26696,125619,"19,191.97",Derby Live - Presented,,SME
Corporate Resources,Coroprate Core,"Policy, Insight and Commuications","Policy, Insight and Commuications",IMPROVEMENT AND DEVELOPMENT AGENCY IDeA,03/08/2023,26657,125620,"2,395.00",Strategic Planning & Performance,,SME
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,GSS NI LTD,03/08/2023,26857,125624,"7,600.00",Crematorium,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,DERBYSHIRE COUNTY COUNCIL,03/08/2023,26627,125625,"3,000.00",Healthy Housing Hub,,Public/Government Agency
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",BE EVENT HIRE,03/08/2023,26770,125627,"1,126.40",Derby Live - Head Quarters,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,Leisure,EVENT SUPPORT TEAM LTD,03/08/2023,26847,125628,"4,070.83",Derby Multi Use Sports Arena,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,Leisure,EVENT SUPPORT TEAM LTD,03/08/2023,26847,125629,"1,573.00",Derby Multi Use Sports Arena,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,NORTHERN TAXIS LTD VEEZU,03/08/2023,26839,125631,"7,286.90",IDCS Fieldwork,,SME
People Services - Children & Young People,Schools Block,Learning & Inclusion - Schools Block,Learning & Inclusion - Schools Block,DERBY CATHEDRAL SCHOOL,03/08/2023,26753,125632,"1,500.00",Secondary FAP,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Waste Disposal,H W MARTIN WASTE LIMITED,03/08/2023,26775,125634,"111,903.43",Waste Disposal,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 2,YMCA,03/08/2023,26641,125637,"1,463.36",8 - 18 MAT Team E - Locality 2,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing Revenue Account,DERBY HOMES LTD,03/08/2023,26648,125638,"8,600.00",Housing Revenue Account,,Public/Government Agency
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Grounds Maintenance,BELMONT VAN AND MOWER CENTRE LIMITED,03/08/2023,26809,125639,"4,637.32",Grounds Maintenance Derby Homes,,SME
Chief Executives,Chief Executives,Chief Executives,Chief Executives,DERBY QUAD ENTERPRISES LTD,03/08/2023,26658,125642,825,UPRN 10150 - Our City Our River,,SME
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,RNS PUBLICATIONS,03/08/2023,26720,125643,895,Crematorium,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DAVENPORT BROTHERS LTD,03/08/2023,26677,125648,557.5,Fleet Hire,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,MILES AND CASH SOLICITORS,03/08/2023,26679,125649,"1,500.00",Legal Fees,,SME
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Legal Services,MARTIN LEE & CO SOLICITORS,03/08/2023,26873,125650,"1,321.75",Corporate Services - Legal,,Company
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,THE YABOO CO LTD,03/08/2023,26646,125653,884.08,Crematorium,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,03/08/2023,26845,125656,"1,400.00",Legal Fees,,SME
Communities & Place,Public Protection and Streetride,"Environmental Protection, Housing Standa",Licensing,REDACTED,03/08/2023,26887,125663,685,Licensing,,Public/Government Agency
