DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Communities & Place,Planning & Transportation,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,01/08/2023,25470,120305,"1,746.03",Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120308,"1,680.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120312,"1,000.00",Home To School Transport - SEN,,SME
Communities & Place,Planning & Transportation,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,01/08/2023,25470,120313,"1,746.03",Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,01/08/2023,25922,120314,"1,550.00",Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,01/08/2023,25922,120315,550,Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120317,"1,600.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120319,"1,400.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120321,"1,900.00",Home To School Transport - SEN,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25469,120325,"1,238.52",Ordinary Lives LD - Shared Lives,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120327,"1,760.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,TERBERG MATEC UK,01/08/2023,25919,120329,924.17,Vehicle Maintenance,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25526,120330,"1,612.92",Preparing for adulthood LD - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25825,120332,666.48,Preparing for adulthood LD - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Community Support,Shared Lives,Community Support - Shared Lives,REDACTED,01/08/2023,25825,120334,666.48,Central Team - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25937,120343,"1,238.52",Preparing for adulthood LD - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25624,120347,666.48,Ordinary Lives LD - Shared Lives,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120355,"2,200.00",Home To School Transport - SEN,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25847,120356,"1,612.92",Ordinary Lives LD - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Community Support,Shared Lives,Community Support - Shared Lives,REDACTED,01/08/2023,25769,120357,888.64,South Team - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Community Support,Shared Lives,Community Support - Shared Lives,REDACTED,01/08/2023,25769,120364,"1,612.92",South Team - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25769,120367,"1,467.16",Preparing for adulthood LD - Shared Lives,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,01/08/2023,25772,120369,"1,433.88",Ordinary Lives LD - Shared Lives,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,01/08/2023,25922,120373,510,Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120379,718.5,Rosewood,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120380,682.9,Blossom House,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120381,621,The Willows,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,01/08/2023,25922,120384,510,Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Early Years Quality Assurance,REDACTED,01/08/2023,25455,120388,"1,812.50",Early Years Quality Assurance,,Sole Trader
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism","Culture, Business Development & Tourism",CHS BIRMINGHAM LIMITED,01/08/2023,26569,120393,"4,500.00",Tourism,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,T C HARRISON JCB,01/08/2023,25551,120396,"2,016.00",Vehicle Maintenance,,Company
Chief Executives,Chief Executives,Chief Executives,Chief Executives,CDW LTD,01/08/2023,25762,120398,"11,820.00",UPRN 20306H - Major IT Hardware Developments,,Company
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,CDW LTD,01/08/2023,25762,120400,839.42,IT Infrastructure,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,KISIMUL GROUP LTD,01/08/2023,25885,120402,"73,576.29",Post 16 LDD,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHILDRENS CHOICE THERAPY SERVICE LTD,01/08/2023,25944,120403,"1,632.00",High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHILDRENS CHOICE THERAPY SERVICE LTD,01/08/2023,25944,120404,550.8,High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,01/08/2023,25635,120405,"17,302.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,01/08/2023,25635,120406,"17,302.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,01/08/2023,25635,120407,"17,302.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120408,960,Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120410,"5,058.35",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120411,"4,322.85",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120412,883.24,Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120413,"5,135.40",Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120414,"2,200.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120415,888,Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120423,"1,200.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,SHERWOOD TRUCK AND VAN LTD,01/08/2023,25570,120429,591.21,Vehicle Maintenance,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Waste Disposal,**WARD RECYCLING.,01/08/2023,25502,120430,"2,539.14",Waste Disposal,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120432,"3,000.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,PARALLEL PARENTS,01/08/2023,25481,120433,"4,430.80",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,PARALLEL PARENTS,01/08/2023,25481,120434,"10,430.80",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,PARALLEL PARENTS,01/08/2023,25481,120435,"4,430.80",Out of Authority Education Placements,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120436,"2,200.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 3/4,YMCA,01/08/2023,25432,120438,"1,158.68",Unsupported Foreign Nationals,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,AXIOM SUPPORTED LIVING LIMITED,01/08/2023,25959,120439,"4,714.29",Leaving & After Care,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120441,960,Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120442,"3,279.12",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120443,"4,352.92",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120444,"1,782.34",Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120445,"1,650.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,SUNBELT RENTALS LIMITED,01/08/2023,26090,120446,529.1,Highways Maintenance Works,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,SAFELINCS,01/08/2023,25499,120451,533,Healthy Housing Hub,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,SHERWOOD TRUCK AND VAN LTD,01/08/2023,25570,120452,899.72,Vehicle Maintenance,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120456,"2,800.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120457,958.9,Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120458,888,Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,01/08/2023,25992,120459,895.93,Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120461,"1,200.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,SUNBELT RENTALS LIMITED,01/08/2023,26090,120462,529.1,Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120474,"1,600.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120475,"2,000.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CAR ACCIDENT REPAIR SERVICE LTD,01/08/2023,25547,120476,"2,150.07",Fleet Hire,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120477,"1,800.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120481,"2,600.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ALBATROSS CARS DERBY LTD,01/08/2023,25904,120482,"2,000.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,01/08/2023,26155,120484,"3,560.00",Home To School Transport - SEN,,SME
