DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,05/12/2023,58437,248856,694.4,Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,COMPLETE NURSING SERVICES LTD,05/12/2023,57453,248857,"1,524.35",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,05/12/2023,58437,248858,"1,881.60",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,05/12/2023,58437,248859,"1,540.00",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248863,874.98,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248864,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248865,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248866,"1,008.24",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248867,874.98,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248868,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248874,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58205,248876,"1,097.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248877,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58205,248880,"1,097.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248881,736.48,Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248882,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248883,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58328,248884,548.8,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248885,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58329,248887,823.2,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58310,248888,658.56,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248890,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58396,248891,920.29,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248893,876.08,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248894,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,58752,248898,548.8,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248899,968.02,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248901,968.02,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248903,720.8,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248905,780.36,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248906,966.68,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248908,"1,262.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248912,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248916,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248917,520.24,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,59154,248918,680,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248919,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248921,912.48,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248922,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,59360,248923,"2,160.00",IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248924,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,59432,248925,"1,140.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248926,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,59432,248927,"1,140.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/12/2023,59583,248928,878.08,IDCS Direct Payments,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248929,"1,170.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248931,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248933,632.76,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/12/2023,58847,248934,560,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248935,"1,190.00",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/12/2023,58894,248936,560,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248937,706.56,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/12/2023,59640,248938,560,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248939,"1,142.53",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248940,"1,142.53",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248942,599.97,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248943,594.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248944,594.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248945,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248948,539.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248949,628.36,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248950,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248951,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248952,"1,113.64",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248953,"1,060.08",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248954,"1,060.08",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248956,"1,203.64",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248957,"1,203.64",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248958,530.04,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248959,"1,153.60",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248960,"1,153.60",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248961,963.2,Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248967,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248969,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248970,525.82,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248971,530.04,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248972,"1,190.00",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248973,"1,222.26",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248976,539.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248977,"1,190.00",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248979,557.84,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248980,"1,060.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248981,601.93,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,PROFAD CARE AGENCY LIMITED,05/12/2023,58758,248982,605.04,Central OP (over 65) Physical - DP/Mgd,,SME
