DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60014,254975,959.76,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60118,255000,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60109,255007,903.96,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,07/12/2023,59818,255066,"1,900.78",DASH Project,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,07/12/2023,59818,255269,"1,200.00",DASH Project,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,07/12/2023,59818,255759,"2,514.12",DASH Project,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,07/12/2023,59818,255761,"1,180.00",DASH Project,,Sole Trader
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,TECH TONIC VEHICLE REPAIR LIMITED,07/12/2023,60012,255881,"1,111.43",Vehicle Maintenance,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,INCLUSION HOUSING,07/12/2023,59973,255882,"1,007.70",Appointeeships (SSGA0232),,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,59939,255888,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAYMEZ CARS,07/12/2023,60007,255894,640,Normanton Under 11's Team,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,ALAN ADAMS TAAFA,07/12/2023,60165,255895,"1,120.00",Adoption Support Fund,,Sole Trader
Communities & Place,Communities,Regulatory Services,Bereavement Services,THE YABOO CO LTD,07/12/2023,59772,255897,"3,467.40",Crematorium,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,07/12/2023,60061,255898,"3,143.68",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,CDW LTD,07/12/2023,59915,255900,538.7,Service Support,,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Cleaning & Caretaking,BUNZL CLEANING AND HYGIENE SUPPLIES,07/12/2023,59737,255909,527.04,Cleaning Operating Account,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,SAYMEZ CARS,07/12/2023,60007,255910,725,Haddon Team,,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,WASTEWISE,07/12/2023,60023,255911,"48,234.43",Waste Disposal,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,VIRGIN MEDIA LTD,07/12/2023,60114,255912,"34,274.02",TCF Tranche 2 - LCWIP: Nottingham Road,,Company
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,HI SPEC FACILITIES SERVICES LTD,07/12/2023,60046,255914,"4,174.42",Sadler Bridge Studios,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,POSTURITE LTD.,07/12/2023,60022,255932,627.06,Fostering Team,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,07/12/2023,60076,255940,"2,138.69",Active Travel Fund: Ashbourne Road/Prince Charles Avenue,,Company
People Services - Children & Young People,Non-Schools,Commissioning,School Organisation & Provision,DERBY SCHOOLS SOLUTIONS LIMITED,07/12/2023,59787,255946,"558,610.83",Grouped Schools PFI Revenue,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,07/12/2023,60076,255950,"7,871.43",Design of Future Years Schemes,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60124,255954,"1,205.28",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60084,255958,808.81,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",PRESTIGE PRODUCTIONS LTD,07/12/2023,59866,255964,"22,965.65",Derby Live - Presented,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Traffic and Transport other,MABEY HIRE LIMITED,07/12/2023,60054,255969,"8,155.25",Access Fund,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60121,255973,719.82,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60142,255976,719.82,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60157,255977,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60158,255980,"3,040.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60021,255981,"1,205.28",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60162,255983,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,255986,"2,565.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,255990,"2,150.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60160,255991,"1,199.27",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,255992,"1,985.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60085,255995,719.82,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,59803,255996,"3,382.00",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60147,255997,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,59842,255999,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60168,256001,903.96,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,07/12/2023,59733,256002,"1,240.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,256005,"1,237.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60099,256006,569.16,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,256007,"1,045.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,256009,"2,365.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,07/12/2023,60073,256011,"1,205.28",Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",BABBLING VAGABONDS LTD,07/12/2023,59852,256024,"7,000.00",Derby Live - Presented,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,07/12/2023,59836,256085,854.05,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,07/12/2023,59733,256087,"1,000.00",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Derby Bus Station,ARRIVA MIDLANDS LTD,07/12/2023,59829,256106,"17,992.62",Derby Bus Station Holding Account,,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Museums,DERBY MUSEUMS,12/12/2023,60588,123790,"1,842.33",Museums Trust Payments,,SME
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,HOLDSWORTH FOODS,12/12/2023,61039,201183,"1,115.23",Home First: Community & Perth House,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Network Mgmnt & Highway Dev Control,YUNEX LIMITED,12/12/2023,61318,210071,"3,751.14",Network Management,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,HARTSHORNE MOTOR SERVICES LTD,12/12/2023,60416,218078,511.24,Vehicle Maintenance,,SME
Corporate,Corporate,Corporate,Corporate Resources Other,DERBYSHIRE COUNTY COUNCIL,12/12/2023,60271,227022,"712,724.75",Compensatory Added Years,,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE RIVERSIDE GROUP LTD,12/12/2023,60515,239824,"101,863.32",Derby Housing PFI Project,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE RIVERSIDE GROUP LTD,12/12/2023,60515,239887,"101,910.08",Derby Housing PFI Project,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RIDGEWAY INFANT SCHOOL,12/12/2023,60630,248206,"10,383.00",School Sports Grant,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,MUVE HOMECARE LTD,12/12/2023,61613,248567,"3,677.00",Becket Team,,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,MUVE HOMECARE LTD,12/12/2023,61613,248570,"1,314.83",Becket Team,,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,THE RIVERSIDE GROUP LTD,12/12/2023,60515,253949,687.2,Leaving & After Care,,Company
Communities & Place,Communities,Community Safety & Localities,Neighbourhood Boards,SPORTING COMMUNITIES CIC,12/12/2023,60611,254108,"2,210.01",Neighbourhood Boards,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,61655,254113,"13,333.31",Personal Budgets,,Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,12/12/2023,61522,256093,"2,240.00",Housing Options (Private),,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,61647,256104,770.04,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,61645,256108,602.64,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,SIMPLY TRAK UK LTD,12/12/2023,60366,256113,630,Fleet Hire,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,12/12/2023,60526,256117,"1,092.50",Home To School Transport - SEN,,Sole Trader
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,SIMPLY UNIFORM LIMITED,12/12/2023,61124,256118,649.84,Parking Services,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ENGINEERED LEARNING LTD.,12/12/2023,60739,256127,"6,600.00",Post 16 LDD,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,12/12/2023,61522,256130,"2,240.00",Housing Options (Private),,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,12/12/2023,60245,256135,680,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,12/12/2023,60245,256145,"2,300.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,61647,256151,719.82,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,12/12/2023,61050,256152,"14,368.67",Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,12/12/2023,60526,256173,"1,750.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,12/12/2023,60526,256180,"1,140.00",Home To School Transport - SEN,,Sole Trader
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SURTAL ASIAN ARTS.,12/12/2023,60344,256184,"1,000.00",Arts Development,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60976,256194,937.44,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,HUWS GRAY LIMITED,12/12/2023,60640,256195,"4,263.90",Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,12/12/2023,60245,256197,"2,100.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,12/12/2023,60526,256201,"1,940.00",Home To School Transport - SEN,,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,12/12/2023,61050,256203,"2,387.58",Highways Maintenance Works,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,12/12/2023,60526,256208,"1,300.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Adult Learning - Non SFA,ARRIVA MIDLANDS LTD,12/12/2023,60512,256211,"2,205.00",Adult Learning Projects,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ENGINEERED LEARNING LTD.,12/12/2023,60739,256216,"2,090.00",Post 16 LDD,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256231,"1,960.80",Home To School Transport - SEN,,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,ANTALIS LIMITED,12/12/2023,61023,256236,849.68,Transactional Services,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256251,"2,259.10",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256264,"1,402.20",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256267,"2,840.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256271,"1,683.40",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256277,"2,650.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,MOSELEY SCHOOL AND SIXTH FORM,12/12/2023,61463,256290,741,Pupil Premium Grant,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,WESTERN CARS CO,12/12/2023,60245,256295,680,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,12/12/2023,61126,256297,"1,400.00",Legal Fees,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,AURUM ACADEMIES TRUST WASHINGBOROUGH ACADEMY,12/12/2023,61648,256300,911,Pupil Premium Grant,,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/12/2023,61049,256302,630,Housing Options (Private),,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE DE MONTFORT SCHOOL,12/12/2023,61414,256303,560,Pupil Premium Grant,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256304,"3,524.50",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST RALPH SHERWIN CATHOLIC MULTI ACADEMY TRUST SAINT BENEDICT CVA (BEN),12/12/2023,60977,256306,990,Pupil Premium Grant,,Public/Government Agency
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/12/2023,61049,256308,560,Housing Options (Private),,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,HEANOR PARK CARE HOME,12/12/2023,61383,256311,"5,740.00",East OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HEANOR PARK CARE HOME,12/12/2023,61383,256312,711.21,West OP (Over 65) Physical - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256317,"2,705.98",Home To School Transport - SEN,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,HEANOR PARK CARE HOME,12/12/2023,61383,256318,"5,740.00",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,HEANOR PARK CARE HOME,12/12/2023,61383,256319,"5,740.00",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HEANOR PARK CARE HOME,12/12/2023,61383,256320,797.36,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,HEANOR PARK CARE HOME,12/12/2023,61383,256321,"4,305.00",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,HEANOR PARK CARE HOME,12/12/2023,61383,256323,"5,740.00",West OP (over 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,HEANOR PARK CARE HOME,12/12/2023,61383,256324,"5,348.00",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ACACIA LODGE,12/12/2023,60807,256326,"1,547.72",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256329,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256330,"1,071.30",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256331,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,MOTUS COMMERCIALS MOTUS GROUP UK LTD,12/12/2023,61083,256332,"3,081.08",Vehicle Maintenance,,Company
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256333,"2,999.64",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256337,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256338,"2,999.64",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256340,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256341,"2,571.12",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256343,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256344,"2,100.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256345,"2,104.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256347,"1,243.20",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ROSMEAD HEALTHCARE LTD,12/12/2023,61246,256348,634.86,West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ARBORY RESIDENTIAL HOME,12/12/2023,61216,256349,"8,960.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,12/12/2023,60456,256350,"5,922.60",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,12/12/2023,60456,256351,"5,660.68",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ASH VILLA CARE HOME,12/12/2023,60456,256353,"1,221.84",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,12/12/2023,60778,256354,"3,439.04",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,JAMES HUDSON BUILDERS LTD,12/12/2023,60778,256356,"2,556.96",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,ASHFIELD SPECIALIST CARE LIMITED,12/12/2023,61038,256357,"3,963.24",Central OP (under 65) Sensory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHFIELD SPECIALIST CARE LIMITED,12/12/2023,61038,256358,"2,800.00",East OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,ASHFIELDS,12/12/2023,60299,256359,"1,904.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,12/12/2023,60299,256360,881.52,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,ASHFIELDS,12/12/2023,60299,256361,"2,999.64",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SUNBREEZE HEALTHCARE LTD,12/12/2023,60968,256362,"2,169.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,12/12/2023,60430,256364,631.48,West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,BEARWARDCOTE HALL,12/12/2023,60430,256365,"1,983.60",West OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,RAVENSWOOD RESIDENTIAL CARE NORSACA,12/12/2023,60327,256366,"4,430.64",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,12/12/2023,60374,256367,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,12/12/2023,60374,256368,"4,933.40",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,ELMCARE LTD,12/12/2023,60374,256369,"4,036.44",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,256370,"2,061.00",Home To School Transport - SEN,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,12/12/2023,60374,256371,"4,036.44",South OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,ELMCARE LTD,12/12/2023,60374,256372,"4,036.44",East OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256373,"4,763.24",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,HC ONE OVAL LTD,12/12/2023,60549,256374,"2,173.32",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256375,"4,200.00",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256376,"2,400.00",East OP (Over 65) LD - R/N,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,12/12/2023,61049,256377,560,Housing Options (Private),,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256378,"2,697.72",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256379,"5,121.16",Ordinary Lives LD (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,BROOMHOUSE,12/12/2023,60428,256380,"3,548.00",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256382,"6,778.76",Ordinary Lives LD (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,MGB CARE SERVICES,12/12/2023,60354,256383,"6,171.44",Ordinary Lives LD (over 65) - R/N,,SME
