DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154635,965.43,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154636,965.43,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154637,"1,005.68",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154638,"1,108.70",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154640,"1,398.36",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154641,"1,398.36",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154644,930.52,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154645,"1,434.53",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154646,"1,434.53",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154648,"1,176.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154649,"1,176.08",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154650,"1,287.24",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/09/2023,34766,154754,628.8,Leaving & After Care,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/09/2023,34432,154765,529.4,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34953,154865,"1,096.21",Residence Allowance,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/09/2023,34592,155120,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/09/2023,34136,155156,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/09/2023,33982,155437,725.69,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/09/2023,34592,155933,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/09/2023,34136,155969,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/09/2023,33982,156355,725.69,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34566,156509,545.54,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34607,156519,634.48,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34722,156560,639,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34901,156587,513.38,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34390,156595,626.83,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34939,156614,688,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34990,156620,698,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/09/2023,35087,156873,671.38,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34566,156937,545.54,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34607,156947,634.48,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34722,157188,639,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34901,157215,513.38,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34390,157223,626.83,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34939,157243,688,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/09/2023,34990,157249,698,Special Guardianship,,Individual (Non Business)
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HALSALL LLOYD LLP,05/09/2023,34893,157479,550,Pre-Development Costs,,SME
Communities & Place,City Development & Growth,Economic Development,DEGF,ARTCORE,05/09/2023,34082,157481,"38,446.93",SPF Revenue,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,STRAW AND PEARCE,05/09/2023,34491,157483,705,Legal Fees,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,STRAW AND PEARCE,05/09/2023,34491,157484,"1,920.00",Legal Fees,,SME
Communities & Place,Public Protection and Streetride,Community Safety,Partnerships,DERBY CITY MISSION LIMITED,05/09/2023,34035,157485,"24,150.00",Afghan Resettlement,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,THOMAS TELFORD LTD,05/09/2023,34038,157490,"3,576.00",Property Maintenance,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DERBY SIGN AND GRAPHICS LTD,05/09/2023,34261,157494,"1,250.00",Stores Road Depot,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Cleansing,REEN TECHNOLOGIES LIMITED,05/09/2023,34778,157495,"1,440.00",Street Cleaning,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,SJT PROPERTY SERVICES,05/09/2023,34892,157496,560,Central Adults (under 65) LD - DP/Mgd,,Sole Trader
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AVERY WEIGH TRONIX,05/09/2023,34029,157502,627.6,Highways - Winter Maintenance,,SME
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Legal Services,MARTIN LEE & CO SOLICITORS,05/09/2023,35036,157503,"1,877.51",Corporate Services - Legal,,Company
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Legal Services,MARTIN LEE & CO SOLICITORS,05/09/2023,35036,157506,"2,377.83",Corporate Services - Legal,,Company
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,REDACTED,05/09/2023,35096,157668,"3,600.00",Private Sector Housing,,Company
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AVERY WEIGH TRONIX,05/09/2023,34029,157734,725.6,Highways - Winter Maintenance,,SME
Communities & Place,Planning & Transportation,Planning,Climate Change and Environment,THE MORTON PARTNERSHIP LIMITED,05/09/2023,35013,157786,"4,350.00",Built Environment,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PREMIER MOBILITY (UK) LIMITED,05/09/2023,34048,157845,"10,489.52",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MACKWORTH SUPPORTED HOUSING,05/09/2023,34019,157899,"1,674.40",Central OP (over 65) LD - DP/Mgd,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DENNIS EAGLE LTD,05/09/2023,33969,157903,662.54,Vehicle Maintenance,,Company
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MACKWORTH SUPPORTED HOUSING,05/09/2023,34019,157904,"1,674.40",Central OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,MACKWORTH SUPPORTED HOUSING,05/09/2023,34019,157906,"1,674.40",Central OP (over 65) LD - DP/Mgd,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,FOSSE HEALTHCARE LTD,05/09/2023,34294,157911,"30,000.00",REFCUS - Disabled Facilities Grant 96 Act,,Company
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,CARY UK LTD NATIONAL WINDSCREENS,05/09/2023,33955,157912,524.58,Vehicle Maintenance,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,WASTE PARTS UK LTD,05/09/2023,34158,157916,"1,140.46",Vehicle Maintenance,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 1/5,MELLOW PARENTING LIMITED,05/09/2023,35060,157921,"21,850.00",Family Hubs,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,05/09/2023,34696,157923,"5,250.00",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,GLOBAL MEDIATION,05/09/2023,34277,157933,"2,235.00",Out of Authority Education Placements,,SME
Corporate Resources,Human Resources and Organisational Devel,Human Resources and Organisational Devel,Organisational Development,MENTAL HEALTH FIRST AID ENGLAND CIC,05/09/2023,34394,157941,969.99,Organisational Development,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,05/09/2023,34103,157943,"1,966.50",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157948,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157949,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157950,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157951,794.58,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157952,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ALVASTON JUNIOR ACADEMY,05/09/2023,34414,157953,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD CARLYLE INFANT AND NURSERY SCHOOL,05/09/2023,34413,157955,"1,128.68",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD CARLYLE INFANT AND NURSERY SCHOOL,05/09/2023,34413,157956,"1,059.36",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD CARLYLE INFANT AND NURSERY SCHOOL,05/09/2023,34413,157957,"1,249.40",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34476,157959,591.48,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34476,157960,531.64,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34476,157961,759,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34476,157962,610.96,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST ASTERDALE PRIMARY SCHOOL,05/09/2023,34496,157963,"1,921.32",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST ASTERDALE PRIMARY SCHOOL,05/09/2023,34496,157964,834.6,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157965,599.28,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157966,592.32,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157967,"1,038.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157968,700.76,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157970,776.92,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157971,597.92,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157972,536.84,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157974,688.12,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157975,"1,059.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157976,884.6,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157977,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157978,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157979,786.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157980,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157981,"1,059.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST SPRINGFIELD PRIMARY SCHOOL,05/09/2023,34498,157983,825.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHADDESDEN PARK PRIMARY SCHOOL,05/09/2023,34418,157984,"1,555.80",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHADDESDEN PARK PRIMARY SCHOOL,05/09/2023,34418,157985,757.08,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,CHADDESDEN PARK PRIMARY SCHOOL,05/09/2023,34418,157986,"1,051.76",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157987,963.24,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157988,785.76,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157989,518.68,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157990,622.12,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157993,"1,020.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157994,887.76,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157995,996.32,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157996,607.04,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157998,556.32,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,157999,531,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,158001,873.68,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,158002,810.44,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,158004,700.92,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ODYSSEY COLLABORATIVE TRUST OAKWOOD JUNIOR SCHOOL,05/09/2023,34500,158005,700.92,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ASH CROFT PRIMARY ACADEMY,05/09/2023,34415,158006,766.28,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ASH CROFT PRIMARY ACADEMY,05/09/2023,34415,158007,"1,020.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ASH CROFT PRIMARY ACADEMY,05/09/2023,34415,158008,"1,160.60",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD ASH CROFT PRIMARY ACADEMY,05/09/2023,34415,158009,981.56,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158010,"1,085.28",High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158011,"1,008.64",High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158012,942.6,High Needs Contingency,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158013,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158014,"1,136.36",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158015,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158016,"1,189.92",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158017,"1,059.44",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158018,"1,059.36",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158019,"1,059.36",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158020,"1,059.36",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158021,"1,059.36",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158022,"1,580.12",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158023,691.2,Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEARNERS TRUST BROOKFIELD PRIMARY SCHOOL,05/09/2023,34532,158024,"1,580.12",Element 3 Funding,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34477,158025,678.04,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34477,158026,604.92,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34477,158027,924.48,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34477,158028,788.64,High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TRANSFORM TRUST,05/09/2023,34477,158030,864.4,Element 3 Funding,,Public/Government Agency
