DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154145,719.28,Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154148,650.16,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154149,929.88,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154151,"1,287.24",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154152,"1,062.68",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154153,"1,062.68",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154154,"1,176.08",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154155,"1,176.08",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154156,"1,287.24",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154157,"1,287.24",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154159,"1,060.53",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,UP24 SEVEN SERVICES LTD,05/09/2023,34550,154160,"1,060.53",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,05/09/2023,34311,154162,"1,225.48",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,05/09/2023,34311,154163,"1,420.84",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,I CARE GB LTD,05/09/2023,34311,154164,"1,097.76",Central/East MH Sensory Support (under 65) - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,05/09/2023,34543,154165,657.4,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,ETIQUETTE RECRUITMENT AND STAFFING LTD,05/09/2023,34543,154166,946.16,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,05/09/2023,34311,154169,956.4,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,05/09/2023,34311,154170,956.4,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154171,892.88,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154172,"1,021.96",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154173,"2,106.44",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154174,"1,004.85",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154175,511.23,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154176,687.32,West OP (over 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154177,882.84,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154178,666.6,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154183,"1,060.08",West/South MH PD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154184,"1,600.16",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154185,"1,492.04",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154186,876.08,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154187,689.76,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154188,977.03,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154189,972.12,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154190,856.08,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154195,"1,002.22",West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154197,910.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154198,910.28,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154199,"1,058.00",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154202,"1,501.02",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154203,507.79,West OP (under 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154204,676.56,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154205,"1,908.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154206,"1,908.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154207,503.44,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154208,"1,593.16",West Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154209,"1,190.00",West Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154210,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154211,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154212,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,05/09/2023,34033,154213,673.39,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154214,"1,944.32",Central OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154217,"1,944.32",Central OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154219,806.4,Central OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154220,"1,680.00",Central OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154223,"1,864.80",Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154224,940.8,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154226,"1,478.40",Central OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154227,"1,209.60",East OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154228,940.8,East Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154229,806.4,South OP (under 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154230,940.8,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154231,"1,944.32",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154232,"7,056.00",West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154233,"4,830.84",West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154234,"1,041.60",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154235,972.16,Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,RIDGEVIEW SUPPORTED LIVING LIMITED,05/09/2023,34788,154236,"7,291.20",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
