DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,7/11/2023,00049936,218080,"4,301.00",TCF Tranche 2 - Bus & Rapid Transit Links,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,7/11/2023,00049936,218090,"3,672.00",TCF Tranche 2 - Bus & Rapid Transit Links,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Integrated Commissioning,ABSOLUTE INTERPRETING AND TRANSLATIONS LTD,7/11/2023,00050501,218328,"1,902.08",Interpreting and Translation,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Integrated Commissioning,ABSOLUTE INTERPRETING AND TRANSLATIONS LTD,7/11/2023,00050501,218330,"6,986.50",Interpreting and Translation,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00050515,218424,932.40,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,MATCHTECH GROUP PLC,7/11/2023,00050061,218500,"1,746.03",Engineering Section,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,SMS ENERGY SERVICES LTD,7/11/2023,00050975,218549,"1,195.00",Council House,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,7/11/2023,00051712,218600,"9,399.07",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,7/11/2023,00051712,218602,"1,632.13",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,JC BALLS AND SONS,7/11/2023,00050434,218762,880.00,Highways Maintenance Reactionary Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Legal Services,Insurance,REDACTED,7/11/2023,00052046,219821,515.28,Insurance Premium Account,,Public/Government Agency
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00052027,219823,"1,607.04",Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00052039,219832,887.22,Home To School Transport - SEN,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00052033,219835,753.03,Home To School Transport - SEN,,Individual (Non Business)
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,NPOWER LTD,7/11/2023,00049976,219993,722.49,Parking Services,,Company
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,NPOWER LTD,7/11/2023,00049976,219995,"1,091.18",Parking Services,,Company
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,DISCLOSURE AND BARRING SERVICE,7/11/2023,00050380,220009,912.00,HR Shared Services,,Public/Government Agency
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,AMA SUPPLIES LTD,7/11/2023,00050019,220099,"1,263.55",Grounds Maintenance Derby Homes,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",DERBY FOLK FESTIVAL FRINGE,7/11/2023,00051471,220117,"2,906.00",Derby Live - Sales and Information Centre,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,NPOWER LTD,7/11/2023,00049976,220126,722.52,Parking Services,,Company
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,NPOWER LTD,7/11/2023,00049976,220131,811.92,Parking Services,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,GLOBAL MEDIATION,7/11/2023,00050694,220148,"2,885.00",Out of Authority Education Placements,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,GODFREY BARNES CARE SL LIMITED GODFREY BARNES CARE SL LIMITED,7/11/2023,00051961,220157,"17,707.20",Preparing for adulthood 18-24 LD ? DP/Mgd,,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ROLLIN TRANSPORT TRAINING,7/11/2023,00051873,220185,"1,835.00",Fleet Hire,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,1ST PLANNER LTD,7/11/2023,00051314,220187,"7,000.00",High Needs Contingency,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,7/11/2023,00051908,220194,"2,080.00",Housing Options (Private),,Company
People Services - Children & Young People,Schools Block,Transitions and Ordinary Lives,STEPS - Schools Block,NHS DERBY AND DERBYSHIRE ICB,7/11/2023,00051698,220216,"18,440.72",Technical Aids,,Public/Government Agency
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,EMS SECURITY SERVICES LTD,7/11/2023,00050775,220219,817.16,Council House,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,EMS SECURITY SERVICES LTD,7/11/2023,00050775,220224,"3,686.08",Council House,,SME
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,EMS SECURITY SERVICES LTD,7/11/2023,00050775,220228,"1,113.18",Surplus Properties,,SME
People Services - Children & Young People,Schools Block,Learning & Inclusion - Schools Block,STEPS - Schools Block,THE GUIDE DOGS FOR THE BLIND ASSN,7/11/2023,00050376,220235,"4,002.00",Specialist Support Teaching Services (SSTS),,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE GIFT VOUCHER SHOP LIMITED,7/11/2023,00051051,220244,"2,744.00",Pupil Premium Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERBY COUNTY COMMUNITY TRUST,7/11/2023,00050467,220249,"15,600.00",Post 16 LDD,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,SIMPLY TRAK UK LTD,7/11/2023,00050021,220250,"5,140.00",Fleet Hire,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,LEWIS CHARLTON LTD,7/11/2023,00050109,220251,"29,950.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,7/11/2023,00050492,220252,"19,597.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,LEWIS CHARLTON LTD,7/11/2023,00050109,220253,"5,000.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,7/11/2023,00050492,220254,"19,597.00",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,ACORN CARE AND EDUCATION LTD,7/11/2023,00050492,220255,"19,597.00",Out of Authority Education Placements,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AMA SUPPLIES LTD,7/11/2023,00050019,220258,680.00,Highways Maintenance Reactionary Works,,SME
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Economic Growth,EAST MIDLANDS CHAMBER,7/11/2023,00050674,220260,"45,191.05",SPF Revenue,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,AMA SUPPLIES LTD,7/11/2023,00050019,220261,552.00,Highways Maintenance Reactionary Works,,SME
Resources,Resources,Resources,Resources,TECHNOLOGY ONE UK LTD,7/11/2023,00051561,220263,"4,737.65",Major IT Systems Developments,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220265,"2,524.00",Job Evaluation Reserve Project,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220266,"1,653.00",Job Evaluation Reserve Project,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220267,"1,537.00",Job Evaluation Reserve Project,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220268,"1,305.00",Job Evaluation Reserve Project,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220269,"2,740.50",Job Evaluation Reserve Project,,SME
Chief Executives,Human Resources and Organisational Devel,Human Resources and Workforce Development,Human Resources,WEIGHTMANS LLP,7/11/2023,00050356,220270,"1,203.50",Job Evaluation Reserve Project,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,SAYMEZ CARS,7/11/2023,00051362,220275,"2,860.00",Chatsworth Team,,SME
Communities & Place,City Growth & Vibrancy,Planning,Spatial Planning,BE GROUP,7/11/2023,00051711,220278,"2,810.00",Spatial Planning,,SME
Communities & Place,City Sustainability,Highways Maintenance,Grounds Maintenance,ORIGIN AMENITY SOLUTIONS,7/11/2023,00051460,220279,"1,240.00",Grounds Maintenance,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220285,630.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,7/11/2023,00051845,220288,"14,500.00",TCF Tranche 2 - Bus & Rapid Transit Links: DRT for Infinity,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,7/11/2023,00051845,220291,"1,222.00",Active Travel Fund: Ashbourne Road/Prince Charles Avenue,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,GREENHATCH GROUP LIMITED,7/11/2023,00051385,220294,"3,950.00",Design of Future Years Schemes,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220295,840.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220298,840.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,BLOOMIN GARDENS AND LANDSCAPES LTD.,7/11/2023,00050229,220299,"1,170.00",Parklife Strategic Footbal Hub,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220301,840.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220303,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220305,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220307,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220308,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220312,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220321,840.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220324,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220328,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220330,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220337,672.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,7/11/2023,00051644,220342,840.00,Housing Options (Private),,Sole Trader
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,REDACTED,7/11/2023,00052041,220344,"1,660.00",REFCUS - Disabled Facilities Grant 96 Act,,Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220345,510.00,Housing Options (Private),,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,AVISON YOUNG,7/11/2023,00051079,220346,"4,737.50",Castleward Enhancement of Public Square,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,REDACTED,7/11/2023,00052041,220347,"1,875.00",REFCUS - Disabled Facilities Grant 96 Act,,Individual (Non Business)
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220348,540.00,Housing Options (Private),,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Children Centres Locality 2,ASI SECURITY SYSTEMS LTD,7/11/2023,00050227,220351,600.00,Early Help Children Centres Locality 2,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220353,"1,260.00",Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220359,550.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220362,"1,000.00",Housing Options (Private),,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,DENNIS EAGLE LTD,7/11/2023,00049947,220366,749.68,Vehicle Maintenance,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220369,700.00,Housing Options (Private),,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,MEDEQUIP ASSISTIVE TECH LTD,7/11/2023,00050260,220370,"2,150.00",REFCUS - Disabled Facilities Grant 96 Act,,Company
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,AARON SERVICES LTD,7/11/2023,00051458,220378,605.00,REFCUS - Healthy Housing Assistance,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220387,800.00,Housing Options (Private),,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,J & K DEVELOPMENTS LTD,7/11/2023,00050067,220388,"7,300.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220398,560.00,Housing Options (Private),,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Accommodation Buildings,EMS SECURITY SERVICES LTD,7/11/2023,00050775,220402,"5,794.43",Council House,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00050087,220404,"2,856.00",Home To School Transport - SEN,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220421,630.00,Housing Options (Private),,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,DIAMOND PRINT LTD,7/11/2023,00050183,220432,"1,496.00",Transactional Services,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,THE ASCOT HOTEL,7/11/2023,00049944,220436,840.00,Housing Options (Private),,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,7/11/2023,00051522,220441,560.00,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,7/11/2023,00050659,220442,560.00,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,7/11/2023,00051523,220444,560.00,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,7/11/2023,00051729,220445,560.00,IDCS Community Short Breaks,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050865,220451,658.56,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050760,220452,"1,097.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050760,220453,"1,097.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050946,220454,920.29,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050884,220455,548.80,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00050885,220457,823.20,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051265,220463,548.80,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051963,220470,878.08,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051579,220474,680.00,IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051823,220476,"1,140.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051823,220477,"1,140.60",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051760,220479,"1,620.00",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,7/11/2023,00051760,220480,"2,160.00",IDCS Direct Payments,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,WESTERN CARS CO,7/11/2023,00049925,220602,"1,070.00",Haddon Team,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,7/11/2023,00051723,220620,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,7/11/2023,00050790,220621,"1,000.00",Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,7/11/2023,00050215,220712,"1,062.00",Home To School Transport - SEN,,Sole Trader
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220736,552.14,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220746,562.32,Mickleover Primary,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220748,715.00,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220749,582.11,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220752,955.95,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220757,"1,185.90",Building Services,,Company
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,H20 UTILITIES LTD,7/11/2023,00050113,220774,"1,200.00",REFCUS - Disabled Facilities Grant 96 Act,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220775,"1,650.88",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220782,507.25,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220783,"1,633.55",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220789,897.05,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220792,565.95,Wren Park Primary,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220814,572.25,Building Services,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220815,588.41,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220821,613.51,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220822,"2,983.74",Oakwood Infant,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MIDLAND COUNTIES HEATING SERVICES,7/11/2023,00049978,220823,"1,132.02",Oakwood Infant,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,EUROPA ELECTRICAL LTD.,7/11/2023,00050010,220857,"10,156.85",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220865,635.68,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220866,"1,226.85",Building Services,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220867,638.27,Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220869,"3,656.56",Repair & Maintenance Works,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,7/11/2023,00050188,220870,723.80,Repair & Maintenance Works,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,7/11/2023,00051155,220878,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,7/11/2023,00051155,220890,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,ATKINSRÉALIS PPS LIMITED,7/11/2023,00051049,220898,"1,914.50",Sinfin Waste Plant,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,CLYMAC LTD,7/11/2023,00050036,220903,577.36,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,CLYMAC LTD,7/11/2023,00050036,220908,577.36,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PHS COMPLIANCE,7/11/2023,00050205,220916,923.20,Oakwood Infant,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,7/11/2023,00051243,220955,836.54,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,7/11/2023,00050306,220989,866.27,Adoption,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,7/11/2023,00049988,221264,725.69,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,7/11/2023,00051988,221565,540.85,Fostering Allowances,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051201,222091,545.54,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051253,222101,634.48,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051405,222141,639.00,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051663,222168,513.38,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00050926,222176,626.83,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051713,222195,688.00,Special Guardianship,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,7/11/2023,00051779,222201,698.00,Special Guardianship,,Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,COMPLETE NURSING SERVICES LTD,7/11/2023,00050005,222265,"2,131.96",South Adults (under 65) Physical - DP/Mgd,,SME
