DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,COMPLETE NURSING SERVICES LTD,7/11/2023,00050005,222266,"1,452.12",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,COMPLETE NURSING SERVICES LTD,7/11/2023,00050005,222267,"1,524.35",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222275,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222277,520.24,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222279,"1,096.60",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222280,792.88,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222285,"1,079.80",West OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222286,"1,040.48",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222287,"1,040.48",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222289,780.36,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222292,520.24,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222294,"1,153.60",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222296,539.84,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222297,616.61,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222299,632.76,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222300,910.28,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222302,556.24,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222303,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222304,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222308,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222309,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222310,626.64,East OP (over 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222312,556.24,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222314,520.05,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222315,520.05,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222317,633.36,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222319,"1,338.73",West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222320,"1,338.73",West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222321,664.40,West OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222325,520.24,Central OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Sensory Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222327,836.48,South Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222328,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222329,"1,060.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222332,726.16,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222334,910.28,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222336,763.56,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222337,780.36,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222338,595.66,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222339,"1,979.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222340,"1,979.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222344,527.53,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222345,876.08,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222346,876.08,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222347,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222348,"1,060.08",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,7/11/2023,00051135,222349,736.54,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,MELLOWCARE LTD,7/11/2023,00051135,222350,728.48,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,7/11/2023,00050989,222355,"4,704.00",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,7/11/2023,00050989,222356,694.40,Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,7/11/2023,00050989,222357,"1,881.60",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,EBENEZER (STONE OF HELP) LTD,7/11/2023,00050989,222358,"1,540.00",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222361,832.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222362,832.08,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222367,622.40,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222368,"1,005.68",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222369,"1,005.68",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222370,927.32,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222371,"1,064.68",West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222372,"1,089.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222373,"1,089.28",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222375,"1,688.80",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222376,"1,118.24",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222378,"1,398.36",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222379,929.57,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222381,546.24,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222382,663.16,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222383,793.28,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222384,546.36,South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222386,546.24,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222389,722.48,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222390,629.84,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222392,930.52,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222393,801.24,West Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222397,"1,311.56",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222398,"1,311.56",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222399,860.32,West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,DERBYSHIRE CARE SERVICES,7/11/2023,00049962,222400,"1,005.68",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,PROFAD CARE AGENCY LIMITED,7/11/2023,00051270,222401,722.33,West OP (under 65) Mental Health - DP/Mgd,,SME
