DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Public Health,Public Health,Adults,DERWENT VALLEY MEDICAL PRACTICE,06/07/2023,19469,95456,725,Healthcare Services - Health Checks,,Public/Government Agency
People Services - Adults and Health,Public Health,Public Health,Adults,THE VERNON STREET AND LANES MEDICAL CENTRE,06/07/2023,19624,95457,575,Healthcare Services - Health Checks,,SME
People Services - Adults and Health,Public Health,Public Health,Adults,CHAPEL STREET MEDICAL CENTRE,06/07/2023,19503,95459,"1,100.00",Healthcare Services - Health Checks,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95462,882,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95470,981,Home To School Transport - SEN,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,PEOPLESCOUT LTD,06/07/2023,19650,95472,648.05,Becketwell TRO's,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95481,980,Home To School Transport - SEN,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,G2V RECRUITMENT GROUP LIMITED,06/07/2023,19556,95484,"1,850.00",Property Maintenance,,SME
Corporate Resources,Property,Property Design & Maintenance,Building - Repairs & Maintenance,NIYAA PEOPLE,06/07/2023,19540,95485,"1,387.50",Property Maintenance,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,06/07/2023,19631,95518,"5,475.84",Central OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,06/07/2023,19475,95522,"1,281.12",West/South MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,06/07/2023,19475,95525,"1,281.12",West/South MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95526,"1,165.21",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95527,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95528,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95529,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95530,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95531,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95532,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,06/07/2023,19475,95533,"1,281.12",West/South MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95536,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,REDACTED,06/07/2023,19475,95538,"1,281.12",West/South MH Support Adults (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95539,"1,165.21",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95540,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,06/07/2023,19653,95541,"1,599.92",South OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95542,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,06/07/2023,19653,95543,"1,599.92",South OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95544,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95545,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,06/07/2023,19653,95547,"1,599.92",South OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95548,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19511,95549,"1,254.84",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19535,95551,"2,764.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19535,95552,"2,764.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,REDACTED,06/07/2023,19653,95553,"1,599.92",South OP (over 65) Physical - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19535,95554,"2,764.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,REDACTED,06/07/2023,19535,95557,"2,764.28",Ordinary Lives LD Support (under 65) - DP/Mgd,,Individual (Non Business)
Communities & Place,"Leisure, Culture and Tourism",Leisure,Leisure,EAST MIDLANDS VENDING LTD,06/07/2023,19643,95886,884.76,Springwood Centre DSO,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95887,"1,520.00",Home To School Transport - SEN,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,Leisure,EAST MIDLANDS VENDING LTD,06/07/2023,19643,95888,"1,025.58",Springwood Centre DSO,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95890,980,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95902,960,Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DENNIS EAGLE LTD,06/07/2023,19413,95905,690.86,Vehicle Maintenance,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95908,"1,380.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95911,"1,400.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95913,"2,796.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95915,"2,292.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95916,792,Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95921,"1,290.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95923,"2,472.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,95925,"1,280.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95926,"1,770.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95932,"2,675.29",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95934,"1,392.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95935,"2,439.03",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SEVERN TRENT WATER LTD,06/07/2023,19409,95939,911.74,Housing Placements for Young People,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95940,"2,287.40",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95941,"2,292.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95942,822.29,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SEVERN TRENT WATER LTD,06/07/2023,19409,95944,501.67,Housing Placements for Young People,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,95945,"1,500.66",Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,DRAGON ASPHALT LTD,06/07/2023,19651,95948,"1,409.40",Highways Maintenance Works,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Grounds Maintenance,MAGFERN RECYCLING 2018 LTD,06/07/2023,19560,95960,509.36,Grounds Maintenance,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,AGGREGATE INDUSTRIES UK LTD,06/07/2023,19487,95963,"2,166.89",Highways Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,HALSALL LLOYD LLP,06/07/2023,19642,95974,"1,200.00",Brentford Drive - HRA,,SME
Communities & Place,Public Protection and Streetride,"Trading Standards, Food and Safety, Bere",Bereavement Services,BT PLC S98 1BT,06/07/2023,19709,96000,687.17,Crematorium,,Company
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,WILDS LODGE SCHOOL,06/07/2023,19575,96011,"26,666.67",Out of Authority Education Placements,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,WILDS LODGE SCHOOL,06/07/2023,19575,96012,"33,333.33",Out of Authority Education Placements,,SME
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,STACEY ASPHALT LIMITED,06/07/2023,19571,96014,962.36,Highways Maintenance Works,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,GLOBAL MEDIATION,06/07/2023,19539,96015,"1,790.00",Out of Authority Education Placements,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,SJT PROPERTY SERVICES,06/07/2023,19641,96016,560,Central Adults (under 65) LD - DP/Mgd,,Sole Trader
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,DAVENPORT BROTHERS LTD,06/07/2023,19477,96023,696,Fleet Hire,,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Quality Standards and Performance,COMMUNITY ACTION DERBY LTD,06/07/2023,19403,96027,"754,376.09",Holiday Activity Fund Grant,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,WESTERN CARS CO,06/07/2023,19405,96041,660,Sinfin Team,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,WESTERN CARS CO,06/07/2023,19405,96044,565.2,Sinfin Team,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,06/07/2023,19570,96050,560,Housing Options (Private),,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,06/07/2023,19570,96052,560,Housing Options (Private),,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96057,"1,680.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96058,"1,116.00",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96059,"1,770.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96060,"1,572.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96061,628.81,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96062,"1,502.29",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96063,870.66,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96064,"1,397.92",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96065,"1,971.36",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96066,"1,543.70",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96067,"2,287.18",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96068,"1,500.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96069,"1,230.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96070,860.55,Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,ADEEL SHOAIB AWAMI TRAVEL LTD,06/07/2023,19586,96071,"1,230.66",Home To School Transport - SEN,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,NATIONAL CARS,06/07/2023,19616,96073,610,Home To School Transport - SEN,,SME
Communities & Place,"Leisure, Culture and Tourism",Leisure,"Leisure - Management,Sales, Marketing &",NOTTS AND DERBY CASH REGISTERS LTD,06/07/2023,19414,96074,"3,895.00",Derby Live Catering - Derby Arena,,SME
People Services - Adults and Health,Home First,Social Care Activities,Home First - Social Care Activities,JONTEK,06/07/2023,19581,96075,"29,260.24",Carelink,,SME
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,DAISY CORPORATE SERVICES TRADING LIMITED,06/07/2023,19587,96078,"4,426.05",IT Infrastructure,,Company
Corporate Resources,Digital Services & Customer Management,Digital Services & Customer Management,Digital Services,DAISY CORPORATE SERVICES TRADING LIMITED,06/07/2023,19587,96080,"1,677.50",IT Infrastructure,,Company
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Grounds Maintenance,MAGFERN RECYCLING 2018 LTD,06/07/2023,19560,96082,537.44,Grounds Maintenance,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,INDEPENDENT HOUSING UK LTD,06/07/2023,19499,96083,"1,118.32",Appointeeships (SSGA0231),,SME
People Services - Children & Young People,Non-Schools,Learning & Inclusion,Inclusion & Intervention,ENDORPHINS GROUP,06/07/2023,19647,96103,"63,000.00",Short Breaks Innovation Fund SEND,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,PERRYS MOTOR SALES LTD,06/07/2023,19744,96114,"14,875.39","Highways Vehicle, Plant & Equipment",,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,ASKEWS AND HOLTS LIBRARY SERVICES LTD,06/07/2023,19554,96115,581.07,City Book Fund,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,ASKEWS AND HOLTS LIBRARY SERVICES LTD,06/07/2023,19554,96119,683.17,City Book Fund,,SME
Communities & Place,"Leisure, Culture and Tourism","Culture, Business Development & Tourism",Libraries,ASKEWS AND HOLTS LIBRARY SERVICES LTD,06/07/2023,19752,96123,548.72,City Book Fund,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,06/07/2023,19462,96125,"1,100.00",DASH Project,,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,96129,"1,780.00",Home To School Transport - SEN,,SME
Communities & Place,City Development & Growth,Strategic Housing,Housing Revenue Account,PHILLIP DOUGHTY CONSULTANCY,06/07/2023,19462,96131,"2,094.41",Statement of Movement on HRA Balance,,Sole Trader
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,06/07/2023,19768,96134,"7,256.00",Personal Budgets,,Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19442,96137,"1,500.00",Home To School Transport - SEN,,SME
People Services - Adults and Health,Mental Health,Social Care Activities,Mental Health - Social Care Activities,HZL SPECIALIST SOLUTIONS LIMITED,06/07/2023,19619,96138,980,Adult Workforce Learning and Development,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,QUESTECH RECRUITMENT LIMITED,06/07/2023,19648,96139,"3,402.00",Vehicle Maintenance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19442,96151,"1,850.00",Home To School Transport - SEN,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,HL SMITH TRANSMISSIONS LTD,06/07/2023,19729,96158,"3,560.00",Vehicle Maintenance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19442,96159,"2,850.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19611,96166,"1,090.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96171,"2,430.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96178,"1,485.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19762,96186,"1,161.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96189,"1,980.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96192,"1,800.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19715,96202,"2,070.00",Home To School Transport - SEN,,Sole Trader
Communities & Place,Public Protection and Streetride,Highways and Grounds Maintenance,Highways Maintenance,WOLSELEY UK LTD,06/07/2023,19717,96206,"2,855.00",Highways Maintenance Reactionary Works,,Public/Government Agency
Communities & Place,City Development & Growth,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,06/07/2023,19759,96212,560,Housing Options (Private),,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96241,"1,431.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96243,"2,340.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19762,96246,704,Home To School Transport - SEN,,SME
Communities & Place,Planning & Transportation,Traffic & Transportation,Parking Services,SMART PLATFORM RENTAL LTD,06/07/2023,19734,96254,777,Parking Services,,SME
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,WASTE PARTS UK LTD,06/07/2023,19737,96263,"1,104.22",Vehicle Maintenance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,06/07/2023,19723,96282,"1,395.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,ANEW YOUNG PEOPLE SERVICES LTD,06/07/2023,19735,96298,"1,559.84",Leaving & After Care,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,06/07/2023,19708,96314,"2,581.44",Our City Our River - Package 2,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,SAYMEZ CARS,06/07/2023,19762,96325,783,Home To School Transport - SEN,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,HIGHFIELD JOINERY AND BUILD SERVS LTD,11/07/2023,19893,9261,"5,818.63",REFCUS - Disabled Facilities Grant 96 Act,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,THE FOSTERING NETWORK,11/07/2023,20407,32134,600,Fostering Allowances,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,11/07/2023,19825,62251,"2,736.00",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,SME
Corporate Resources,"Legal, Procurement and Democratic Servic","Legal, Procurement and Democratic Servic",Democracy - Constitutional and Member Se,LEICESTERSHIRE COUNTY COUNCIL,11/07/2023,19838,62920,"1,463.24",Mayoral Expenses,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,66950,703,Pupil Premium Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,68568,"9,898.20",Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,68739,924.35,Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,68741,"1,176.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,68742,"1,176.44",Element 3 Funding,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,69023,"1,174.48",High Needs Contingency,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,69141,"1,120.83",Enhanced Resource Units,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,69142,"6,016.24",Enhanced Resource Units,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE HARMONY TRUST LTD. REIGATE PARK PRIMARY ACADEMY,11/07/2023,20266,69143,"5,126.17",Enhanced Resource Units,,Public/Government Agency
Communities & Place,Public Protection and Streetride,"Waste, Street Cleansing & Fleet",Stores Road Depot & Fleet Management,ELIS UK LTD,11/07/2023,20410,73427,"1,204.85",Vehicle Maintenance,,SME
