DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92462,555.56,Central/East MH PD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92467,"1,180.48",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92468,555.56,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92470,763.84,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92471,868,West/South MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92472,"1,111.04",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92476,555.52,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92477,555.56,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92485,694.4,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92494,555.56,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92497,694.4,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92498,555.52,West/South MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92499,555.56,Central/East MH PD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92504,"1,180.48",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92505,555.56,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92507,868,West/South MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92508,763.84,Central/East MH Memory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92509,"1,111.04",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92513,"1,458.24",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92514,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92515,"7,056.00",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92516,788.92,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92518,"1,284.64",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92519,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92520,"6,492.64",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92521,788.92,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92523,"8,888.32",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92524,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92526,788.92,Ordinary Lives Sensory Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92527,"5,224.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,CREATIVE SUPPORT LTD,04/07/2023,18297,92528,788.92,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92529,"6,857.20",South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CREATIVE SUPPORT LTD,04/07/2023,18297,92530,788.92,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92533,"1,104.49",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92536,"1,111.04",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CREATIVE SUPPORT LTD,04/07/2023,18297,92537,"1,041.60",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,04/07/2023,18850,92545,574.92,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,MEDILINE HOME CARE LIMITED,04/07/2023,18850,92548,760.56,East OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,04/07/2023,18850,92551,893.46,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MEDILINE HOME CARE LIMITED,04/07/2023,18850,92555,597.73,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92562,995.36,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92564,746.52,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BHANDAL CARE LIMITED,04/07/2023,19064,92565,854.84,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92566,"1,117.48",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92567,"1,117.48",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92568,961.2,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92569,961.2,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,BHANDAL CARE LIMITED,04/07/2023,19064,92570,830.56,South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92572,"1,117.48",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,BHANDAL CARE LIMITED,04/07/2023,19064,92573,754.64,East OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92575,976.96,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92576,976.96,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92577,"1,370.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92578,"1,370.92",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92583,"1,117.48",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92586,629,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92587,732.72,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92588,732.72,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92589,"1,046.40",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,BHANDAL CARE LIMITED,04/07/2023,19064,92591,789.18,Central/East MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92596,"1,033.06",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92597,"1,033.06",Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92600,888.6,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92601,888.6,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92602,795.9,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,BHANDAL CARE LIMITED,04/07/2023,19064,92604,698.36,East OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BHANDAL CARE LIMITED,04/07/2023,19064,92607,901.92,West OP (over 65) Physical - DP/Mgd,,SME
