,,,,May 2023 £500 spend,,,,
26/05/2023,869046,0,851.92,REDACTED PERSONAL DATA,8300049900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869047,0,853.3,REDACTED PERSONAL DATA,8300067600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869048,0,888.96,REDACTED PERSONAL DATA,8300047100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869049,0,907.48,REDACTED PERSONAL DATA,8300062100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869050,0,907.48,REDACTED PERSONAL DATA,8300098800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869051,0,926,REDACTED PERSONAL DATA,8300059700,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869052,0,947.6,REDACTED PERSONAL DATA,8300062700,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869053,0,963.04,REDACTED PERSONAL DATA,8300080600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869054,0,975.2,REDACTED PERSONAL DATA,8300081200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869055,0,1000.08,REDACTED PERSONAL DATA,8300102200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869056,0,1023.96,REDACTED PERSONAL DATA,8300002400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869057,0,1023.96,REDACTED PERSONAL DATA,8300002600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869058,0,1037.12,REDACTED PERSONAL DATA,8300080000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869059,0,1037.12,REDACTED PERSONAL DATA,8300092100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869060,0,1037.12,REDACTED PERSONAL DATA,8300102200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869061,0,1037.12,REDACTED PERSONAL DATA,8300102200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869062,0,1055.64,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869063,0,1092.68,REDACTED PERSONAL DATA,8300090400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869064,0,1111.2,REDACTED PERSONAL DATA,8300004100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869065,0,1166.76,REDACTED PERSONAL DATA,8300005500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869066,0,1166.76,REDACTED PERSONAL DATA,8300034900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869067,0,1166.76,REDACTED PERSONAL DATA,8300071800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869068,0,1166.76,REDACTED PERSONAL DATA,8300101800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869069,0,1166.76,REDACTED PERSONAL DATA,8300101800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869070,0,1185.28,REDACTED PERSONAL DATA,8300054500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869071,0,1185.28,REDACTED PERSONAL DATA,8300083500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869072,0,1185.28,REDACTED PERSONAL DATA,8300084500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869073,0,1219,REDACTED PERSONAL DATA,8300063400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869074,0,1236,REDACTED PERSONAL DATA,8300017100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869075,0,1236,REDACTED PERSONAL DATA,8300017100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869076,0,1279.95,REDACTED PERSONAL DATA,8300080400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869077,0,1292.14,REDACTED PERSONAL DATA,8300056600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869078,0,1296.4,REDACTED PERSONAL DATA,8300085900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869079,0,1296.4,REDACTED PERSONAL DATA,8300086100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869080,0,1296.4,REDACTED PERSONAL DATA,8300087300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869081,0,1304.33,REDACTED PERSONAL DATA,8300071000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869082,0,1316.52,REDACTED PERSONAL DATA,8300090200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869083,0,1333.44,REDACTED PERSONAL DATA,8300077100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869084,0,1333.44,REDACTED PERSONAL DATA,8300095800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869085,0,1351.96,REDACTED PERSONAL DATA,8300084300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869086,0,1351.96,REDACTED PERSONAL DATA,8300094300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869087,0,1407.52,REDACTED PERSONAL DATA,8300063400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869088,0,1426.04,REDACTED PERSONAL DATA,8300047600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869089,0,1426.04,REDACTED PERSONAL DATA,8300047600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869090,0,1426.04,REDACTED PERSONAL DATA,8300047600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869091,0,1426.04,REDACTED PERSONAL DATA,8300099700,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869092,0,1462.8,REDACTED PERSONAL DATA,8300077500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869093,0,1462.8,REDACTED PERSONAL DATA,8300084400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869094,0,1463.08,REDACTED PERSONAL DATA,8300088100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869095,0,1481.6,REDACTED PERSONAL DATA,8300042000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869096,0,1518.64,REDACTED PERSONAL DATA,8300098600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869097,0,1535.94,REDACTED PERSONAL DATA,8300088600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869098,0,1633.46,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869099,0,1633.46,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869100,0,1633.46,REDACTED PERSONAL DATA,8300031000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869101,0,1666.8,REDACTED PERSONAL DATA,8300079600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869102,0,1706.6,REDACTED PERSONAL DATA,8300011500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869103,0,1777.92,REDACTED PERSONAL DATA,8300079500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869104,0,1877.26,REDACTED PERSONAL DATA,8300046200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869105,0,1889.45,REDACTED PERSONAL DATA,8300048300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869106,0,1913.83,REDACTED PERSONAL DATA,8300049500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869107,0,1950.4,REDACTED PERSONAL DATA,8300013600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869108,0,1981.64,REDACTED PERSONAL DATA,8300077900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869109,0,2074.24,REDACTED PERSONAL DATA,8300098100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869110,0,2074.24,REDACTED PERSONAL DATA,8300098200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869111,0,2111.28,REDACTED PERSONAL DATA,8300100800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869112,0,2296.48,REDACTED PERSONAL DATA,8300044100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869113,0,2333.52,REDACTED PERSONAL DATA,8300089600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869114,0,2333.52,REDACTED PERSONAL DATA,8300095600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869115,0,2398.68,REDACTED PERSONAL DATA,8300068400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869116,0,2495.48,REDACTED PERSONAL DATA,8300061100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869117,0,2522,REDACTED PERSONAL DATA,8300034600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869118,0,2535.52,REDACTED PERSONAL DATA,8300004300,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869119,0,2592.8,REDACTED PERSONAL DATA,8300049000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869120,0,2592.8,REDACTED PERSONAL DATA,8300073200,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869121,0,2599.56,REDACTED PERSONAL DATA,8300016100,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869122,0,2656.6,REDACTED PERSONAL DATA,8300081000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869123,0,2703.92,REDACTED PERSONAL DATA,8300023600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869124,0,2767.8,REDACTED PERSONAL DATA,8300078900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869125,0,2778,REDACTED PERSONAL DATA,8300075900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869126,0,2963.2,REDACTED PERSONAL DATA,8300081700,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869127,0,3071.88,REDACTED PERSONAL DATA,8300011400,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869128,0,3145.02,REDACTED PERSONAL DATA,8300044900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869129,0,3279.84,REDACTED PERSONAL DATA,8300033800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869130,0,3600,REDACTED PERSONAL DATA,8300050800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869131,0,3630.56,REDACTED PERSONAL DATA,8300093800,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869132,0,3704,REDACTED PERSONAL DATA,8300090000,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869133,0,4944,REDACTED PERSONAL DATA,8300056500,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869134,0,4998,REDACTED PERSONAL DATA,8300004600,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869135,0,6721.12,REDACTED PERSONAL DATA,8300061900,CommServs-DirectPayOP,Adults & Health,Bexley Care
26/05/2023,869136,0,-984.34,REDACTED PERSONAL DATA,8300056800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869137,0,-758.08,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869138,0,-600,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869139,0,-571.43,REDACTED PERSONAL DATA,8300041800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869140,0,-568.56,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869141,0,-568.56,REDACTED PERSONAL DATA,8300025200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869142,0,511.98,REDACTED PERSONAL DATA,8300064600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869143,0,515.48,REDACTED PERSONAL DATA,8300076600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869144,0,518.56,REDACTED PERSONAL DATA,8300078200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869145,0,518.56,REDACTED PERSONAL DATA,8300086900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869146,0,518.56,REDACTED PERSONAL DATA,8300098400,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869147,0,518.68,REDACTED PERSONAL DATA,8300048600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869148,0,520,REDACTED PERSONAL DATA,8300008900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869149,0,536.36,REDACTED PERSONAL DATA,8300099200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869150,0,555.6,REDACTED PERSONAL DATA,8300052500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869151,0,568.56,REDACTED PERSONAL DATA,8300001900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869152,0,568.56,REDACTED PERSONAL DATA,8300003400,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869153,0,568.56,REDACTED PERSONAL DATA,8300006600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869154,0,568.56,REDACTED PERSONAL DATA,8300026800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869155,0,568.56,REDACTED PERSONAL DATA,8300032400,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869156,0,568.56,REDACTED PERSONAL DATA,8300039700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869157,0,568.56,REDACTED PERSONAL DATA,8300055500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869158,0,568.56,REDACTED PERSONAL DATA,8300065000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869159,0,568.56,REDACTED PERSONAL DATA,8300068000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869160,0,568.56,REDACTED PERSONAL DATA,8300093900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869161,0,574.12,REDACTED PERSONAL DATA,8300052000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869162,0,585.12,REDACTED PERSONAL DATA,8300004900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869163,0,585.12,REDACTED PERSONAL DATA,8300015900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869164,0,585.12,REDACTED PERSONAL DATA,8300035600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869165,0,585.12,REDACTED PERSONAL DATA,8300043000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869166,0,585.12,REDACTED PERSONAL DATA,8300067800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869167,0,585.12,REDACTED PERSONAL DATA,8300082700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869168,0,592.64,REDACTED PERSONAL DATA,8300027100,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869169,0,592.64,REDACTED PERSONAL DATA,8300043600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869170,0,592.64,REDACTED PERSONAL DATA,8300068000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869171,0,592.64,REDACTED PERSONAL DATA,8300071900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869172,0,592.64,REDACTED PERSONAL DATA,8300091300,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869173,0,592.64,REDACTED PERSONAL DATA,8300096100,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869174,0,592.64,REDACTED PERSONAL DATA,8300101900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869175,0,592.64,REDACTED PERSONAL DATA,8300101900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869176,0,592.8,REDACTED PERSONAL DATA,8300039000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869177,0,593.72,REDACTED PERSONAL DATA,8300076800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869178,0,597.31,REDACTED PERSONAL DATA,8300010900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869179,0,597.31,REDACTED PERSONAL DATA,8300037200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869180,0,597.31,REDACTED PERSONAL DATA,8300100600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869181,0,600,REDACTED PERSONAL DATA,8300023500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869182,0,600,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869183,0,600,REDACTED PERSONAL DATA,8300042200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869184,0,600,REDACTED PERSONAL DATA,8300099900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869185,0,616,REDACTED PERSONAL DATA,8300014500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869186,0,616,REDACTED PERSONAL DATA,8300044400,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869187,0,633.88,REDACTED PERSONAL DATA,8300009600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869188,0,633.88,REDACTED PERSONAL DATA,8300012600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869189,0,633.88,REDACTED PERSONAL DATA,8300018500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869190,0,633.88,REDACTED PERSONAL DATA,8300020800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869191,0,642.2,REDACTED PERSONAL DATA,8300046500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869192,0,642.72,REDACTED PERSONAL DATA,8300065500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869193,0,646.07,REDACTED PERSONAL DATA,8300026600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869194,0,658.26,REDACTED PERSONAL DATA,8300065500,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869195,0,666.72,REDACTED PERSONAL DATA,8300004000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869196,0,670.45,REDACTED PERSONAL DATA,8300038700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869197,0,671.36,REDACTED PERSONAL DATA,8300096300,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869198,0,673.25,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869199,0,673.25,REDACTED PERSONAL DATA,8300024700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869200,0,673.25,REDACTED PERSONAL DATA,8300025200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869201,0,682.64,REDACTED PERSONAL DATA,8300031600,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869202,0,682.64,REDACTED PERSONAL DATA,8300046000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869203,0,682.64,REDACTED PERSONAL DATA,8300054000,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869204,0,686.52,REDACTED PERSONAL DATA,8300038700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869205,0,686.52,REDACTED PERSONAL DATA,8300039100,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869206,0,686.52,REDACTED PERSONAL DATA,8300069900,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869207,0,691.6,REDACTED PERSONAL DATA,8300006200,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869208,0,706.9,REDACTED PERSONAL DATA,8300029300,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869209,0,716.28,REDACTED PERSONAL DATA,8300065800,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869210,0,719.21,REDACTED PERSONAL DATA,8300048700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869211,0,731.4,REDACTED PERSONAL DATA,8300007700,CommServs-DirectPayWA,Adults & Health,Bexley Care
26/05/2023,869212,0,731.4,REDACTED PERSONAL DATA,8300081100,CommServs-DirectPayWA,Adults & Health,Bexley Care
