,,,,May 2023 £500 spend,,,,
26/05/2023,870826,0,5600,SMYTH LODGE,8400042800,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870827,0,4800,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870828,0,5150,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870829,0,5150,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870830,0,5150,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870831,0,5150,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870832,0,5562,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870833,0,6008,SMYTH LODGE,8400042800,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870834,0,2906.44,SMYTH LODGE,8400042800,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870835,0,5677.36,SMYTH LODGE,8400042800,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
31/05/2023,870836,0,3687.32,SOCIAL CARE LONDON,8598800,Child Serv Section 17 Support,Children's Services,Children Social Care & Safegua
24/05/2023,870837,0,545.98,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
24/05/2023,870838,0,1545.04,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
24/05/2023,870839,0,2354.49,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
26/05/2023,870840,0,3501.96,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
26/05/2023,870841,0,3501.96,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
24/05/2023,870842,0,3501.96,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
24/05/2023,870843,0,3605,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
24/05/2023,870844,0,3687.32,SOCIAL CARE LONDON,8598800,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
26/05/2023,870845,0,518.4,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
24/05/2023,870846,0,543.01,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870847,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870848,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870849,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
24/05/2023,870850,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870851,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870852,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870853,0,1483.16,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870854,0,3893.4,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
24/05/2023,870855,0,4078.76,SOCIAL CARE LONDON,8598800,LeavingCareOver18AsylumSupport,Children's Services,Children Social Care & Safegua
26/05/2023,870856,0,518.4,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870857,0,534.63,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870858,0,545.98,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870859,0,3501.96,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870860,0,3501.96,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870861,0,3501.96,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870862,0,3605,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870863,0,3605,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
26/05/2023,870864,0,3605,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
26/05/2023,870865,0,3687.32,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
26/05/2023,870866,0,3893.4,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870867,0,4099.48,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
26/05/2023,870868,0,4820.48,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
24/05/2023,870869,0,4987.62,SOCIAL CARE LONDON,8598800,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
02/05/2023,870870,0,6430.75,SOFTCAT LTD,8275800,Land Line Telephone Costs,Finance & Corporate,Corporate Services
26/05/2023,870871,0,2078.2,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870872,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870873,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870874,0,3004.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870875,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870876,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870877,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870878,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870879,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870880,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870881,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870882,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870883,0,3197.4,SOUTHSIDE PARTNERSHIP,8400046100,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870884,0,3687.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870885,0,4266.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870886,0,4266.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870887,0,4266.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870888,0,3206.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870889,0,3687.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870890,0,3687.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870891,0,3687.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870892,0,3880.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870893,0,4266.2,SOUTHSIDE PARTNERSHIP,8400046100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
02/05/2023,870894,0,1491.5,SOVEREIGN INSIGNIA LTD T/A IMPAMARK,6900200,Mobile Phone Costs,Finance & Corporate,Legal and Democratic Services
09/05/2023,870895,0,1680,SPAPTAN,10068300,ChildSocialCareFamilyActivity,Children's Services,Education Services
26/05/2023,870896,0,1275.96,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870897,0,2087.68,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870898,0,7393.6,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870899,0,8435.92,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870900,0,8770,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870901,0,9176.28,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870902,0,10618.24,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870903,0,11357.52,SPENCER AND ARLINGTON LTD,8400006800,CommServs-ProvPayWA,Adults & Health,Bexley Care
05/05/2023,870904,0,2436,SPIRE HOUSING LIMITED,5739900,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
05/05/2023,870905,0,7083.33,SPIRE HOUSING LIMITED,5739900,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
05/05/2023,870906,0,12296.82,SPIRE HOUSING LIMITED,5739900,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
05/05/2023,870907,0,22500,SPIRE HOUSING LIMITED,5739900,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
05/05/2023,870908,0,58800,SPIRE HOUSING LIMITED,5739900,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
26/05/2023,870909,0,5446.08,SPRINGFIELD CHESHIRE HOME,8400007000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870910,0,4412,SPRINGLAND CARE LIMITED,8400047400,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870911,0,4982.8,SPRINGLAND CARE LIMITED,8400047400,CommServs-ProvPayWA,Adults & Health,Bexley Care
24/05/2023,870912,0,500,SRS PROPERTY MAINTENANCE,8725400,Grants Paid,Finance & Corporate,Central Finance
17/05/2023,870913,0,5344.5,SRS PROPERTY MAINTENANCE,8725400,Grants Paid,Finance & Corporate,Central Finance
26/05/2023,870914,0,1485.71,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870915,0,2971.43,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870916,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870917,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870918,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870919,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870920,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870921,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870922,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870923,0,3200,ST AUBYNS NURSING HOME,8400004300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870924,0,-1028.84,ST AUBYNS NURSING HOME,8400004300,CRAG income - Nursing,Adults & Health,Bexley Care
26/05/2023,870925,0,-986.6,ST AUBYNS NURSING HOME,8400004300,CRAG income - Nursing,Adults & Health,Bexley Care
26/05/2023,870926,0,1028.57,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870927,0,1828.57,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870928,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870929,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870930,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870931,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870932,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870933,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870934,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870935,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870936,0,3200,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870937,0,4000,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870938,0,4800,ST AUBYNS NURSING HOME,8400004300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870939,0,-1485.71,ST AUBYNS NURSING HOME,8400004300,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870940,0,3200,ST AUBYNS NURSING HOME,8400004300,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870941,0,-1961.16,ST CECILIA CHESHIRE HOME,8400038600,CRAG income - Nursing,Adults & Health,Bexley Care
26/05/2023,870942,0,5860.76,ST CECILIA CHESHIRE HOME,8400038600,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870943,0,6625.08,ST CECILIA'S CARE HOME,8400041000,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
02/05/2023,870944,0,8200,ST FIDELIS RC PRIMARY,4000014500,StFidelisSch 10300279,Finance & Corporate,Central Finance
02/05/2023,870945,0,30305,ST FIDELIS RC PRIMARY,4000014500,StFidelisSch 10300279,Finance & Corporate,Central Finance
19/05/2023,870946,0,14886.17,ST FIDELIS RC PRIMARY SCHOOL,4500000300,VAT Reimbursement,Finance & Corporate,Central Finance
26/05/2023,870947,0,3257.14,ST GEORGES CARE HOME,8400485100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
02/05/2023,870948,0,1027.9,ST JOHN FISHER RC PRIMARY,4000007100,ICT Software,Children's Services,Education Services
02/05/2023,870949,0,7412,ST JOHN FISHER RC PRIMARY,4000007100,StJohnFisherSch 39001466,Finance & Corporate,Central Finance
02/05/2023,870950,0,15601,ST JOHN FISHER RC PRIMARY,4000007100,StJohnFisherSch 39001466,Finance & Corporate,Central Finance
19/05/2023,870951,0,3573.88,ST JOHN FISHER RC PRIMARY SCHOOL,4500000600,VAT Reimbursement,Finance & Corporate,Central Finance
02/05/2023,870952,0,1003.66,ST JOSEPH'S RC PRIMARY,4000014000,ICT Software,Children's Services,Education Services
26/05/2023,870953,0,1035.94,ST JOSEPH'S RC PRIMARY,4000014000,MS top-up funding Primary,Children's Services,Schools
22/05/2023,870954,0,4542.14,ST JOSEPH'S RC PRIMARY,4000014000,StJosephsSch 10300279,Finance & Corporate,Central Finance
02/05/2023,870955,0,7429,ST JOSEPH'S RC PRIMARY,4000014000,StJosephsSch 10300279,Finance & Corporate,Central Finance
02/05/2023,870956,0,14458,ST JOSEPH'S RC PRIMARY,4000014000,StJosephsSch 10300279,Finance & Corporate,Central Finance
19/05/2023,870957,0,3344.19,ST JOSEPHS RC PRIMARY SCHOOL,4500001600,VAT Reimbursement,Finance & Corporate,Central Finance
26/05/2023,870958,0,-1398.68,ST MARGARETS RCHE,8400003500,CRAG income - Residential,Adults & Health,Bexley Care
26/05/2023,870959,0,-1061.76,ST MARGARETS RCHE,8400003500,CRAG income - Residential,Adults & Health,Bexley Care
26/05/2023,870960,0,1071.43,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870961,0,1857.14,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870962,0,2142.86,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870963,0,2321.43,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870964,0,3090,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870965,0,3296,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870966,0,3296,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870967,0,4000,ST MARGARETS RCHE,8400003500,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870968,0,5382.32,ST MARKS,8400027200,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870969,0,5631.32,ST MARKS,8400027200,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870970,0,3629.44,ST MARY’S RCH,8400483600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
30/05/2023,870971,0,517,ST MARY'S PLAYGROUP,4200021300,2 year old funding,Children's Services,Schools
30/05/2023,870972,0,4886,ST MARY'S PLAYGROUP,4200021300,3 & 4 year old funding,Children's Services,Schools
17/05/2023,870973,0,5500,ST PAULINUS CHURCH  ( CLC GRANT ),9999999800,Cemeteries&Closed Churchyards,Place,Neighbourhoods
02/05/2023,870974,0,2054.8,ST STEPHEN'S RC PRIMARY,4000002000,ICT Software,Children's Services,Education Services
02/05/2023,870975,0,8133,ST STEPHEN'S RC PRIMARY,4000002000,St Stephen's  School Bank Acc,Finance & Corporate,Central Finance
02/05/2023,870976,0,25916,ST STEPHEN'S RC PRIMARY,4000002000,St Stephen's  School Bank Acc,Finance & Corporate,Central Finance
19/05/2023,870977,0,7619.73,ST STEPHENS RC PRIMARY SCHOOL,4500001500,VAT Reimbursement,Finance & Corporate,Central Finance
02/05/2023,870978,0,20729.98,ST THOMAS MORE CATHOLIC COMPREHENSIVE,8153300,MS top-up funding Secondary,Children's Services,Schools
26/05/2023,870979,0,3500,STANDING TOGETHER AGAINST DOMESTIC VIOLE,8468800,Grants and Contributions,Place,Neighbourhoods
19/05/2023,870980,0,5437.58,STARK SOFTWARE INTERNATIONAL,7120400,Electricity,Finance & Corporate,Finance & Property
10/05/2023,870981,0,650,STATION ROAD SURGERY ,7232900,Public Health Payments,Adults & Health,Health & Wellbeing
17/05/2023,870982,0,23950.64,STATIONERS' CROWN WOODS ACADEMY,8306000,MS top-up funding Secondary,Children's Services,Schools
17/05/2023,870983,0,4756.5,STATIONERS' CROWN WOODS ACADEMY,8306000,RP top-up funding Post-16,Children's Services,Schools
12/05/2023,870984,0,1749.27,STEP4WARD SERVICES LTD,10099400,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
12/05/2023,870985,0,1749.27,STEP4WARD SERVICES LTD,10099400,Leaving Care Housing Costs,Children's Services,Children Social Care & Safegua
26/05/2023,870986,0,600,STEWART LODGE,8400004200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870987,0,4120,STEWART LODGE,8400004200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
24/05/2023,870988,0,823.45,STONE KING LLP,10145400,Non Staff TrainingCourses,Children's Services,Education Services
26/05/2023,870989,0,6924.88,STRODE PARK FOUNDATION,8400026500,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
31/05/2023,870990,0,31615,STUDIO ONB LIMITED,10151000,Prof Services external fees,Finance & Corporate,Central Finance
05/05/2023,870991,0,3720,SUBARI FOSTER CARE LTD,10117100,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
26/05/2023,870992,0,4485.76,SUNRISE MENTAL HEALTH LTD,8400010600,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,870993,0,4380,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870994,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,870995,0,3893.4,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870996,0,3895.24,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870997,0,3941.08,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870998,0,3967.76,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,870999,0,3981.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871000,0,4099.4,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871001,0,4180,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871002,0,4180,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871003,0,4181.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871004,0,4181.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871005,0,4261.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871006,0,4380,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871007,0,4380,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871008,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871009,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871010,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871011,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871012,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871013,0,4381.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871014,0,4581.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871015,0,4717.8,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871016,0,4900,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871017,0,4900,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871018,0,6367.4,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871019,0,6916,SUNRISE MENTAL HEALTH LTD,8400010600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871020,0,-1750,SUNRISE MENTAL HEALTH LTD,8400015600,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871021,0,4900,SUNRISE MENTAL HEALTH LTD,8400015600,ResEmRespPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871022,0,4900,SUNRISE MENTAL HEALTH LTD,8400015600,ResEmRespPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871023,0,1345.8,SUNRISE MENTAL HEALTH LTD,8400004700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871024,0,3981.8,SUNRISE MENTAL HEALTH LTD,8400015600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871025,0,4261.8,SUNRISE MENTAL HEALTH LTD,8400015600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871026,0,4410.24,SUNRISE MENTAL HEALTH LTD,8400004700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871027,0,4501.8,SUNRISE MENTAL HEALTH LTD,8400015600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871028,0,4694.52,SUNRISE MENTAL HEALTH LTD,8400015600,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871029,0,4982.8,SUNRISE MENTAL HEALTH LTD,8400004700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871030,0,5724,SUNRISE MENTAL HEALTH LTD,8400004700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871031,0,6845.8,SUNRISE MENTAL HEALTH LTD,8400004700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
24/05/2023,871032,0,10748.8,SUPAJAM EDUCATION IN MUSIC AND MEDIA LTD,8431401,SP top-up funding Post-16,Children's Services,Schools
24/05/2023,871033,0,4414.58,SUPAJAM EDUCATION IN MUSIC AND MEDIA LTD,8431401,SP top-up funding Post-19,Children's Services,Schools
26/05/2023,871034,0,2704.8,SUPPORTED LIVING SERVICES LTD,8400011500,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871035,0,1173,SUPREME CARE SERVICES LTD,8400485000,CommServs-ProvPayWA,Adults & Health,Bexley Care
