Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,11062113,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2584
Bath and North East Somerset Council,81234631,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ORCHARD LEA NURSERY LTD [KEYNSHAM],30/10/2023,37008.88
Bath and North East Somerset Council,11062175,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2602.6
Bath and North East Somerset Council,11062131,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2613.24
Bath and North East Somerset Council,11062183,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2638.06
Bath and North East Somerset Council,11062171,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2658.48
Bath and North East Somerset Council,11062178,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2707.9
Bath and North East Somerset Council,81234536,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,NURSERY IN A YURT LTD,30/10/2023,2736.64
Bath and North East Somerset Council,11062239,3C4,Building Works,P19,Resources,N K S CONTRACTS LTD,30/10/2023,2750.63
Bath and North East Somerset Council,11062238,LJ4,Contracts,P04,Leader,LUCY HEWSON,30/10/2023,2769.82
Bath and North East Somerset Council,11062105,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2810.1
Bath and North East Somerset Council,81234527,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,PIRATES AND PRINCESSES DAY NURSERY,30/10/2023,16867.62
Bath and North East Somerset Council,11062158,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,2829.6
Bath and North East Somerset Council,81234586,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,2544.64
Bath and North East Somerset Council,11062210,3E5,IT Hardware,P19,Resources,MAINTEL EUROPE LTD,30/10/2023,2995.36
Bath and North East Somerset Council,81234595,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,2086.18
Bath and North East Somerset Council,11062230,LJ4,Contracts,P25,Transport,THE LEVELS SCHOOL,30/10/2023,3000
Bath and North East Somerset Council,11062127,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3042
Bath and North East Somerset Council,11062114,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3061.28
Bath and North East Somerset Council,11062325,HN3,Heating Oil,P26,Economic Development & Resources,FORD FUELS LTD,30/10/2023,3078.25
Bath and North East Somerset Council,11062165,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3152.32
Bath and North East Somerset Council,11062119,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3167.28
Bath and North East Somerset Council,81234589,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LITTLE SCRIBBLERS LTD,30/10/2023,3170.74
Bath and North East Somerset Council,11062164,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3320
Bath and North East Somerset Council,11062117,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3343.24
Bath and North East Somerset Council,11061889,LF5,Postages,P05,Neighbourhood Services,ROYAL MAIL GROUP PLC,30/10/2023,3364.28
Bath and North East Somerset Council,81234580,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,705.74
Bath and North East Somerset Council,11062174,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3561.6
Bath and North East Somerset Council,11062121,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3587.04
Bath and North East Somerset Council,11062265,LT1,Subsistence Allowances,P31,"Economic Development, Regeneration & Growth",YOU AND ME ARCHITECTURE LTD,30/10/2023,3590
Bath and North East Somerset Council,11062104,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3640.32
Bath and North East Somerset Council,11062185,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3653.28
Bath and North East Somerset Council,81234528,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,611.31
Bath and North East Somerset Council,11062224,LJ4,Contracts,P25,Transport,THE LEVELS SCHOOL,30/10/2023,3720
Bath and North East Somerset Council,11062271,LK1,Fees,P26,Economic Development & Resources,GVA GRIMLEY LTD T/A AVISON YOUNG,30/10/2023,3720.5
Bath and North East Somerset Council,11062115,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3724
Bath and North East Somerset Council,11062169,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3739.68
Bath and North East Somerset Council,11062170,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3739.68
Bath and North East Somerset Council,81234618,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,2758.35
Bath and North East Somerset Council,11062151,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3786.32
Bath and North East Somerset Council,81234509,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SOMERDALE EDUCATE TOGETHER PRIMARY ACADEMY,30/10/2023,19836.81
Bath and North East Somerset Council,11062324,LL1,Services to/for Clients,P29,Children and Young People & Communities,THORNBURY NURSING SERVICES,30/10/2023,3802.41
Bath and North East Somerset Council,11062112,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3806.46
Bath and North East Somerset Council,11062135,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,3947.44
Bath and North East Somerset Council,11062229,LJ4,Contracts,P25,Transport,THE LEVELS SCHOOL,30/10/2023,3960
Bath and North East Somerset Council,11062233,LJ4,Contracts,P25,Transport,THE LEVELS SCHOOL,30/10/2023,3960
Bath and North East Somerset Council,81234588,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATH & MENDIP P'SHIP TRUST RE CAMELEY PRIMARY,30/10/2023,3966.06
Bath and North East Somerset Council,81234578,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,STEPPING STONES PLAYGROUP,30/10/2023,4093.29
Bath and North East Somerset Council,81234622,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,DEBRA DUFFY,30/10/2023,4112.27
Bath and North East Somerset Council,11062129,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,4159.44
Bath and North East Somerset Council,81234554,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ST NICHOLAS PRE-SCHOOL,30/10/2023,20653.53
Bath and North East Somerset Council,81234566,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATHAMPTON PLAYGROUP,30/10/2023,4340.91
Bath and North East Somerset Council,11062132,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,4350.24
Bath and North East Somerset Council,11062125,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,4461.2
Bath and North East Somerset Council,11062168,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,4483.8
Bath and North East Somerset Council,81234611,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LITTLE WILLOW DAY NURSERY,30/10/2023,4879.8
Bath and North East Somerset Council,81234532,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,OAK TREE DAY NURSERY,30/10/2023,4930.4
Bath and North East Somerset Council,11061762,LK1,Fees,P31,"Economic Development, Regeneration & Growth",STREETS REIMAGINED,30/10/2023,4995
Bath and North East Somerset Council,11062128,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,5130
Bath and North East Somerset Council,11061782,3F7,External Fees,P19,Resources,AECOM LIMITED,30/10/2023,5156
Bath and North East Somerset Council,81234546,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,PEPPERPOT BATHFORD PRE-SCHOOL,30/10/2023,5231.66
Bath and North East Somerset Council,11062163,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,5342.4
Bath and North East Somerset Council,11062167,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,5571.36
Bath and North East Somerset Council,81234565,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,WIDCOMBE ACORNS PRE-SCHOOL,30/10/2023,5700.6
Bath and North East Somerset Council,81234610,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,EAST HARPTREE PRE-SCHOOL,30/10/2023,5860.58
Bath and North East Somerset Council,81234629,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,1043.7
Bath and North East Somerset Council,81234723,LX1,Educational Activity,P29,Children and Young People & Communities,LIGHTHOUSE SCHOOLS PARTNERSHIP RE BISHOP SUTTON PRIMARY,30/10/2023,6090
Bath and North East Somerset Council,81234724,LX1,Educational Activity,P29,Children and Young People & Communities,THE BATH & MENDIP PARTNERSHIP TRUST RE ST MARYS C OF E PRIMARY SCHOOL,30/10/2023,6090
Bath and North East Somerset Council,81234598,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LITTLE STAR NURSERY,30/10/2023,6451.62
Bath and North East Somerset Council,11062164,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,30/10/2023,6529.6
Bath and North East Somerset Council,81234559,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SUNSHINE PRE SCHOOL,30/10/2023,6615.75
Bath and North East Somerset Council,81234601,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,FRESHFORD PRE-SCHOOL,30/10/2023,7062.37
Bath and North East Somerset Council,81234540,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MAGIC BOX PRE-SCHOOL,30/10/2023,7088.27
Bath and North East Somerset Council,81234503,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MNSP RE ST MARYS TIMSBURY PRIMARY SCHOOL,30/10/2023,7107.52
Bath and North East Somerset Council,81234547,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,PETER PAN PLAYGROUP,30/10/2023,7166.74
Bath and North East Somerset Council,81234623,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,TIMSBURY CHILDCARE,30/10/2023,7290.92
Bath and North East Somerset Council,81234563,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,30/10/2023,7746.96
Bath and North East Somerset Council,81234529,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SCALA STUDIOS LTD,30/10/2023,7755.96
Bath and North East Somerset Council,81234599,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,CLUTTON PLAYGROUP,30/10/2023,7787.99
Bath and North East Somerset Council,11062161,3C4,Building Works,P19,Resources,MANNINGS FACILITIES MANAGEMENT LTD,30/10/2023,7907.51
Bath and North East Somerset Council,81234517,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,THE NURSERY AT NEW MANOR,30/10/2023,18359.18
Bath and North East Somerset Council,81234621,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,FARMBOROUGH PLAYGROUP,30/10/2023,7986.63
Bath and North East Somerset Council,81234555,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATH AREA PLAY PROJECT,30/10/2023,8065.95
Bath and North East Somerset Council,81234614,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,30/10/2023,9034.29
Bath and North East Somerset Council,81234530,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MULBERRY GARDEN NURSERY & PRESCHOOL LTD,30/10/2023,9819.44
Bath and North East Somerset Council,81234543,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,NOAHS ARK PRE-SCHOOL,30/10/2023,9984.73
Bath and North East Somerset Council,11061122,LV9,Compensation Settlements,P30,Planning & Licensing,THRINGS LLP,30/10/2023,16200
Bath and North East Somerset Council,81234575,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MNSP RE SHOSCOMBE PRIMARY,30/10/2023,10142.53
Bath and North East Somerset Council,81234612,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LAUREL FARM KINDERGARTEN,30/10/2023,10163.8
Bath and North East Somerset Council,11062209,LP8,IT Licences,P26,Economic Development & Resources,SOFTCAT LTD,30/10/2023,10649.6
Bath and North East Somerset Council,81234576,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,OLDFIELD PARK BAPTIST PRE-SCHOOL,30/10/2023,10986.16
Bath and North East Somerset Council,81234726,LX1,Educational Activity,P29,Children and Young People & Communities,BATH & MENDIP P'SHIP TRUST RE CAMELEY PRIMARY,30/10/2023,12180
Bath and North East Somerset Council,11062310,LJ4,Contracts,P29,Children and Young People & Communities,EDU-ACTION BRISTOL LTD,30/10/2023,12250
Bath and North East Somerset Council,81234557,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,STANTON DREW & PENSFORD PRESCH,30/10/2023,12651.57
Bath and North East Somerset Council,81234544,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,30/10/2023,12836.39
Bath and North East Somerset Council,81234573,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,THE BATH & MENDIP PARTNERSHIP TRUST RE ST MARYS C OF E PRIMARY SCHOOL,30/10/2023,12843.81
Bath and North East Somerset Council,81234542,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MONKTON COMBE SCHOOL,30/10/2023,12893.43
Bath and North East Somerset Council,81234722,LX1,Educational Activity,P29,Children and Young People & Communities,PALLADIAN ACADEMY TRUST RE ST MARTINS,30/10/2023,13505
Bath and North East Somerset Council,81234541,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,30/10/2023,14947.87
Bath and North East Somerset Council,81234577,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BISHOP SUTTON PRE-SCHOOL AND FOREST CLUB,30/10/2023,15116.81
Bath and North East Somerset Council,81234553,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ST NICHOLAS PRESCHOOL,30/10/2023,15273.27
Bath and North East Somerset Council,81234510,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,RIVERSIDE NURSERY BATH LTD,30/10/2023,16369.81
Bath and North East Somerset Council,11061602,3E4,Furniture/Equipment,P07,Community Resources,ALPHA FURNISHINGS LTD,30/10/2023,16534.56
Bath and North East Somerset Council,11062195,3C4,Building Works,P19,Resources,MANNINGS FACILITIES MANAGEMENT LTD,30/10/2023,16944.53
Bath and North East Somerset Council,81234572,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,FUTURA LEARNING PARTNERSHIP,30/10/2023,17104.85
Bath and North East Somerset Council,81234568,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATH & WELLS DIOCESAN ACADEMIES TRUST ST ANDREWS PRI,30/10/2023,17198.34
Bath and North East Somerset Council,81234603,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ST KEYNA PRIMARY SCHOOL,30/10/2023,17294.43
Bath and North East Somerset Council,81234608,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATH & MENDIP P'SHIP TRUST RE CASTLE PRIMARY SCHOOL,30/10/2023,17467.04
Bath and North East Somerset Council,81234558,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SUNFLOWERS NURSERY LTD,30/10/2023,17677.07
Bath and North East Somerset Council,81234564,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,WESTWOOD NURSERY SCHOOL,30/10/2023,17757.81
Bath and North East Somerset Council,81234725,LX1,Educational Activity,P29,Children and Young People & Communities,LIGHTHOUSE SCHOOLS PARTNERSHIP RE WHITCHURCH PRIMARY,30/10/2023,18270
Bath and North East Somerset Council,81234549,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ROYAL HIGH SCHOOL,30/10/2023,18398.94
Bath and North East Somerset Council,81234556,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,TEDDY BEAR NURSERY,30/10/2023,18449.45
Bath and North East Somerset Council,81234550,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LEARNING TREE DAY NURSERY,30/10/2023,19019.06
Bath and North East Somerset Council,81234537,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,HOPSCOTCH NURSERY SCHOOL,30/10/2023,19557.04
Bath and North East Somerset Council,81234545,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MIDSOMER NORTON SCHOOLS PARTNERSHIP,30/10/2023,19658.2
Bath and North East Somerset Council,81234560,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,THE PARAGON SCHOOL,30/10/2023,21603.35
Bath and North East Somerset Council,11061796,3F7,External Fees,P19,Resources,SRA ARCHITECTS LTD,30/10/2023,21691.63
Bath and North East Somerset Council,81234569,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,NOAH'S ARK PRE-SCHOOL,30/10/2023,22003.65
Bath and North East Somerset Council,81234551,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SNAPDRAGONS NURSERY,30/10/2023,22235.88
Bath and North East Somerset Council,81234538,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,KING EDWARDS PRE PREP SCHOOL,30/10/2023,22603.62
Bath and North East Somerset Council,81234626,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,GREEN SHOOTS (BATH) LTD,30/10/2023,22613.72
Bath and North East Somerset Council,81234508,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,A M PARFITT,30/10/2023,22680.58
Bath and North East Somerset Council,81234513,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,MAMA BEAR'S DAY NURSERY,30/10/2023,24567.39
Bath and North East Somerset Council,81234596,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,516.88
Bath and North East Somerset Council,81233333,LV2,Contributions to Organisations,P26,Economic Development & Resources,SOUTH GLOUCESTERSHIRE COUNCIL,30/10/2023,25354.28
Bath and North East Somerset Council,81234570,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,BATH & MENDIP P'SHIP TRUST RE ROUNDHILL PRIMARY,30/10/2023,25933.12
Bath and North East Somerset Council,81234511,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,LITTLE BLOSSOMS NURSERY,30/10/2023,26435.78
Bath and North East Somerset Council,11062214,LJ1,Consultants Fees,P30,Planning & Licensing,AECOM LIMITED,30/10/2023,27285.5
Bath and North East Somerset Council,81234548,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,QUEENS ROAD CHURCH PRE SCHOOL,30/10/2023,27445.12
Bath and North East Somerset Council,81234531,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,COUNTRY GARDEN DAY NURSERY,30/10/2023,27794.86
Bath and North East Somerset Council,81234562,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,TWERTON INFANT SCHOOL,30/10/2023,28702.05
Bath and North East Somerset Council,81234552,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,ST JOHNS C OF E PRIMARY SCHOOL,30/10/2023,28901.37
Bath and North East Somerset Council,11062274,LE1,Education Payment (independent school),P29,Children and Young People & Communities,ASPRIS CHILDRENS SERVICES NORTH HILL HOUSE,30/10/2023,29128.98
Bath and North East Somerset Council,81234579,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SNAPDRAGONS NURSERY,30/10/2023,31139.58
Bath and North East Somerset Council,11062275,LE1,Education Payment (independent school),P29,Children and Young People & Communities,ASPRIS CHILDRENS SERVICES NORTH HILL HOUSE,30/10/2023,31802.97
Bath and North East Somerset Council,11062319,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,WITHERSLACK INTEGRATED PROVISION,30/10/2023,34496
Bath and North East Somerset Council,81234727,LX1,Educational Activity,P29,Children and Young People & Communities,PALLADIAN ACADEMY TRUST RE RALPH ALLEN,30/10/2023,36540
Bath and North East Somerset Council,81234561,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,TIDDLERS DAY NURSERY LTD,30/10/2023,42195.3
Bath and North East Somerset Council,81234619,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,SNAPDRAGONS NURSERIES (KEYNHSAM) LTD,30/10/2023,42619.65
Bath and North East Somerset Council,11062219,LJ4,Contracts,P25,Transport,VEEZU LTD,30/10/2023,42896.14
Bath and North East Somerset Council,81234617,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,FREE RANGERS FOREST SCHOOLS LTD,30/10/2023,50052.24
Bath and North East Somerset Council,11062251,3N7,Misc. Costs,P24,Community Services,ARJ CRE8 LTD,30/10/2023,51910
Bath and North East Somerset Council,81234602,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,COMBE DOWN NURSERY,30/10/2023,53443.19
Bath and North East Somerset Council,81234539,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,KINGSWOOD PRE SCHOOL,30/10/2023,75757.71
Bath and North East Somerset Council,11062318,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,WITHERSLACK INTEGRATED PROVISION,30/10/2023,88704
Bath and North East Somerset Council,81234584,LK4,Nursery/Childcare Vouchers,P29,Children and Young People & Communities,REDACTED,30/10/2023,3206.45
Bath and North East Somerset Council,81235030,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,11062405,LC1,Provisions,P28,Adult Services & Council House Building,R D JOHNS LTD,01/11/2023,48.9
Bath and North East Somerset Council,81235054,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235036,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235003,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235056,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81235113,LA7,Purchases for Resale,P04,Leader,F H SWIFT,01/11/2023,119.4
Bath and North East Somerset Council,81234981,LL3,Supported Living,P29,Children and Young People & Communities,REDACTED,01/11/2023,1951.71
Bath and North East Somerset Council,81235016,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,01/11/2023,500
Bath and North East Somerset Council,81234908,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,580
Bath and North East Somerset Council,81234909,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,580
Bath and North East Somerset Council,11062147,LK1,Fees,P29,Children and Young People & Communities,REDACTED,01/11/2023,3766
Bath and North East Somerset Council,11062353,HP3,Room Hire Charges,P26,Economic Development & Resources,WATER2BUSINESS,01/11/2023,222.42
Bath and North East Somerset Council,11062510,LA1,Equipment Purchase (Non Medical),P05,Neighbourhood Services,LISTER WILDER,01/11/2023,257.4
Bath and North East Somerset Council,11062353,HP3,Room Hire Charges,P26,Economic Development & Resources,WATER2BUSINESS,01/11/2023,264.51
Bath and North East Somerset Council,11062523,LF1,Printing/Design,P26,Economic Development & Resources,TOPLINK ENVELOPES LTD,01/11/2023,330.62
Bath and North East Somerset Council,11062445,LJ4,Contracts,P25,Transport,ZIPPE TRANSPORT LTD,01/11/2023,396
Bath and North East Somerset Council,11062405,LC1,Provisions,P28,Adult Services & Council House Building,R D JOHNS LTD,01/11/2023,451.87
Bath and North East Somerset Council,11062555,LJ4,Contracts,P05,Neighbourhood Services,L&F COMMERCIAL PARTS,01/11/2023,475
Bath and North East Somerset Council,11062412,LJ4,Contracts,P05,Neighbourhood Services,MOTUS COMMERCIALS LTD,01/11/2023,479
Bath and North East Somerset Council,11062352,HN1,Electricity,P26,Economic Development & Resources,SOUTHERN ELECTRIC PLC,01/11/2023,494.34
Bath and North East Somerset Council,11062483,EA1,Training,P26,Economic Development & Resources,THE ASSOCIATION OF ELECTORAL A,01/11/2023,495
Bath and North East Somerset Council,11062397,EA1,Training,P25,Transport,BRAUNABILITY UK LIMITED,01/11/2023,500
Bath and North East Somerset Council,11062604,LL1,Services to/for Clients,P29,Children and Young People & Communities,MNSP RE HIGH LITTLETON PRIMARY SCHOOL,01/11/2023,518.6
Bath and North East Somerset Council,11062363,HP6,Water Charges,P26,Economic Development & Resources,WATER2BUSINESS,01/11/2023,553.48
Bath and North East Somerset Council,11062535,LJ4,Contracts,P05,Neighbourhood Services,L&F COMMERCIAL PARTS,01/11/2023,557.67
Bath and North East Somerset Council,11062550,LA5,Materials,P05,Neighbourhood Services,K.I.T. CO,01/11/2023,563
Bath and North East Somerset Council,11062377,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,01/11/2023,593.35
Bath and North East Somerset Council,11062428,LK1,Fees,P29,Children and Young People & Communities,N C LEMMY,01/11/2023,600
Bath and North East Somerset Council,81234850,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,01/11/2023,550
Bath and North East Somerset Council,81235106,LA7,Purchases for Resale,P04,Leader,THE KNIGHT SHOP INTERNATIONAL LTD,01/11/2023,602.44
Bath and North East Somerset Council,81235110,LA7,Purchases for Resale,P04,Leader,ST JUSTIN CORNWALL LIMITED,01/11/2023,604.2
Bath and North East Somerset Council,81235103,LA7,Purchases for Resale,P04,Leader,ECO BATH LONDON LTD,01/11/2023,620
Bath and North East Somerset Council,81235113,LA7,Purchases for Resale,P04,Leader,F H SWIFT,01/11/2023,627
Bath and North East Somerset Council,81235078,PG4,Support Grants,P26,Economic Development & Resources,COVID-19 BUSINESS GRANT,01/11/2023,500
Bath and North East Somerset Council,81235081,PG4,Support Grants,P26,Economic Development & Resources,COVID-19 BUSINESS GRANT,01/11/2023,500
Bath and North East Somerset Council,81235088,PG4,Support Grants,P26,Economic Development & Resources,COVID-19 BUSINESS GRANT,01/11/2023,500
Bath and North East Somerset Council,81235090,PG4,Support Grants,P26,Economic Development & Resources,COVID-19 BUSINESS GRANT,01/11/2023,500
Bath and North East Somerset Council,11062400,LK1,Fees,P29,Children and Young People & Communities,ST MARYS CATHOLIC PRIMARY SCHOOL,01/11/2023,650
Bath and North East Somerset Council,11062566,HK1,Highway Maintenance,P05,Neighbourhood Services,BRISSCO SIGNS AND GRAPHICS,01/11/2023,650
Bath and North East Somerset Council,11062630,LL1,Services to/for Clients,P29,Children and Young People & Communities,MEDGEN HEALTHCARE RECRUITMENT,01/11/2023,671.01
Bath and North East Somerset Council,11062574,LL1,Services to/for Clients,P29,Children and Young People & Communities,THORNBURY NURSING SERVICES,01/11/2023,680.44
Bath and North East Somerset Council,11062590,LA1,Equipment Purchase (Non Medical),P28,Adult Services & Council House Building,BECHTLE DIRECT LTD,01/11/2023,772.44
Bath and North East Somerset Council,11062366,HN1,Electricity,P25,Transport,SOUTHERN ELECTRIC PLC,01/11/2023,802.05
Bath and North East Somerset Council,11062521,LD1,Protective & Safety Clothing & PPE,P05,Neighbourhood Services,SMI GROUP LTD,01/11/2023,810
