Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45870,265.12,21063125,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45870,265.12,21064532,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45877,265.12,21062005,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45877,265.12,21063297,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45877,265.12,21063823,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45880,265.12,21064545,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45884,265.12,21063082,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45890,265.12,21063857,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45890,265.12,21063870,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45890,265.12,21063876,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45891,265.12,21064432,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45891,265.12,21064433,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45891,265.12,21064458,,
St Helens BC,Corporate,Service Management & Supprt Cost,Financial Services,Purchase of Equipment,Furniture Resource Centre Ltd,45898,265.12,21065327,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,St Helens Physiotherapy And Sports Injury Clinic,45875,910,21062237,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Nation Occupational Health Limited,45875,1500,21063001,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Nation Occupational Health Limited,45876,1500,21061832,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Nation Occupational Health Limited,45884,1500,21063645,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Nation Occupational Health Limited,45891,1500,21064803,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Listening Ear (Merseyside),45884,2552,21063716,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Other Hired & Contracting Services,Listening Ear (Merseyside),45890,3624.58,21065945,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Recruitment Expenses,Jobtrain Ltd,45888,1062,21061486,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Recruitment Expenses,Jobtrain Ltd,45888,1434,21057904,,
St Helens BC,Corporate,Service Management & Supprt Cost,Human Resources,Recruitment Expenses,Jobtrain Ltd,45896,3600,21064447,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Conference Expenses,Agiito Limited,45890,185.17,11116672,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Hardware Maintenance,Jisc Services Limited,45898,45732.61,21065277,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Hardware Purchase,Insight Direct (Uk) Limited,45898,597,21065129,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Maintenance,Oracle Corporation Uk Limited,45898,535.17,21065347,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Phoenix Software Limited,45890,569.09,21063693,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Bottomline Technologies Bacway Services Limited,45889,904.05,22002918,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Bottomline Technologies Bacway Services Limited,45889,1402.2,22002949,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Virgin Media Payments Limited,45876,18095.34,21064515,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Phoenix Software Limited,45889,21464.44,21063512,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,IT Software Purchase,Goss Interactive Ltd,45897,118800,21064595,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Postages,Micom Technologies Limited,45880,37.41,21062568,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Printing,Valtech Limited,45896,598.8,21064607,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Purchase of IT Hardware,Insight Direct (Uk) Limited,45891,2611.57,21064146,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Staff Professional Membership Fees Non Payroll,Tameside Mbc,45884,8660,21063103,,
St Helens BC,Corporate,Service Management & Supprt Cost,IT Services,Stationery,Aps Group,45897,1676.64,21064665,,
St Helens BC,Corporate,Service Management & Supprt Cost,Policy Development,IT Software Purchase,Oxford Consultants For Social Inclusion Ltd,45891,8800,21064160,,
St Helens BC,People Services,Sexual Health,Advice Prevention & Promotion,Agency Supply Staff,Vivid Resourcing,Various,8280,Various,,
St Helens BC,People Services,Sexual Health,Advice Prevention & Promotion,Payments to Health Authorities,Mwl Teaching Hospitals Nhs Trust,Various,132037.08,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Rainbow Medical Centres,Various,1722.72,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Garswood Surgery,Various,1469.92,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Rainhill Village Surgery,Various,752,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Longton Medical Centre,Various,646.14,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Boots Uk Ltd,Various,351.4,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Farleys Chemist,Various,290.5,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Hollowood Chemists,Various,281.93,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Millennium Centre Pharmacy,Various,268.38,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Heath Pharmacy,Various,232.4,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,St Helens Pharmacy,Various,110.68,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,LP SD One Limited,Various,76.09,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Liverpool Healthcare Ltd,Various,47.04,Various,,
St Helens BC,People Services,Sexual Health,Contraception,Other Agencies/Contractors,Chain Lane Pharmacy,Various,17.99,Various,,
St Helens BC,People Services,Sexual Health,Sti Testing And Treatment,Other Agencies/Contractors,Billinge Medical Practice,Various,12,Various,,
St Helens BC,People Services,Sexual Health,Sti Testing And Treatment,Payments to Health Authorities,Liverpool University Hopsitals Nhs Foundation Trust,Various,9964,Various,,
St Helens BC,People Services,Sexual Health,Sti Testing And Treatment,Public Health Services,Mwl Teaching Hospitals Nhs Trust,Various,37408.14,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,St Helens Pharmacy,Various,1403.69,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Hollowood Chemists,Various,848.62,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,L.Rowland & Co(Retail)Limited,Various,346.4,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Farleys Chemist,Various,277.94,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Chain Lane Pharmacy,Various,193.66,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Boots Uk Ltd,Various,184.87,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Tomlinsons Of Lytham Ltd,Various,129.94,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,LP SD One Limited,Various,76.32,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Other Agencies/Contractors,Millennium Centre Pharmacy,Various,47.34,Various,,
St Helens BC,People Services,Smoking And Tobacco,Stop Smoking Service & Intervent,Public Health Services,City Health Partnership Cic,Various,26167.78,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Agency Supply Staff,Matrix Scm Limited,Various,59135.92,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Consultancy Services,Human Interventions Ltd,Various,7500,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Hc-One Oval Limited,Various,1096.46,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Shawcross Care Ltd,Various,796,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Care Solutions (St Helens) Ltd,Various,694.85,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Key Healthcare,Various,502.29,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Benhall Care,Various,207.9,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Home Care Services,Bluebird Care(St Helens),Various,92.4,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,IT Software Purchase,Henshaws Society For Blind People,Various,1329.04,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Nursing Care Respite,Park Homes (Uk) Ltd,Various,1117.06,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Other Hired & Contracting Services,Harland Services Limited,Various,5150,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Other Hired & Contracting Services,Jukanti Ltd,Various,4438.37,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Other Hired & Contracting Services,All 4 Pets Limited,Various,3572,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Other Hired & Contracting Services,Keaton Lingard Best Interest Assessments Limited,Various,3080,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Other Hired & Contracting Services,Leaders In Care,Various,2250,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Purchase of Equipment,Lancashire County Council,Various,21364.16,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Purchase of Equipment,Medstrom Limited,Various,2325,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Purchase of Equipment,Associated Optical,Various,855.5,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Residential Care Respite,Achieve Together Limited,Various,19387.28,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Residential Care Respite,C & A Pilkington Trust Fund,Various,962.24,Various,,
St Helens BC,People Services,Social Care Activities,Care Management,Transport - Parking and congestion,Mwl Teaching Hospitals Nhs Trust,Various,37728,Various,,
St Helens BC,People Services,Social Support - Carer Support,Social Support - Carer Support,Payments to Voluntary Organisations,St Helens Carers Centre Limited,Various,82652.77,Various,,
St Helens BC,People Services,Social Support - Carer Support,Social Support - Carer Support,Residential Care Respite,St Helens Carers Centre Limited,Various,20052.5,Various,,
St Helens BC,Place Services,Street Cleansing,Street Cleansing,Agency Supply Staff,Matrix Scm Limited,45898,128.78,11120830,,
St Helens BC,Place Services,Street Cleansing,Street Cleansing,Purchase of Equipment,Martlands Licensed Slaughter,45898,450,21065145,,
St Helens BC,People Services,Substance Misuse,Alcohol Misuse - Adults,Public Health Services,Greater Manchester Mental Health Nhs Foundation Trust,Various,19242.22,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Millennium Centre Pharmacy,Various,2075,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Farleys Chemist,Various,1151,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,LP SD One Limited,Various,770,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Liverpool Healthcare Ltd,Various,630,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Chain Lane Pharmacy,Various,570,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Tomlinsons Of Lytham Ltd,Various,530,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Heath Pharmacy,Various,370,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,St Helens Pharmacy,Various,330,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,L.Rowland & Co(Retail)Limited,Various,200,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Other Agencies/Contractors,Hollowood Chemists,Various,150,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Payments to Voluntary Organisations,Hope Centre,Various,36119,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Public Health Services,Change Grow Live Services Limited,Various,153965.49,Various,,
St Helens BC,People Services,Substance Misuse,Drug Misuse - Adults,Public Health Services,Jmu Services Ltd,Various,23375,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Home Care Services,Nfc Health And Social Care Ltd,Various,184.8,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Home Care Services,Candour Care Group Ltd,Various,138.6,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Home Care Services,Care Solutions (St Helens) Ltd,Various,33.18,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,St Marys Continuing Care Ltd,Various,36091.08,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Roseside Health Care Ltd,Various,23063.8,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Stocks Hall Care Homes Ltd,Various,15097,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Kavanagh Health Care Ltd,Various,14307.36,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Appleby Court Nursing Home,Various,10482.08,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,The Turner Home,Various,5142.6,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Delphside Ltd,Various,4148.6,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Harbour Healthcare,Various,3501.8,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care,Park Homes (Uk) Ltd,Various,3452,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care FNC,Park Homes (Uk) Ltd,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care Respite,Appleby Court Nursing Home,Various,21113.51,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Nursing Care Respite,St Marys Continuing Care Ltd,Various,4405.86,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Residential Care Long Term,Voyage 1 Limited,Various,15527.52,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Residential Care Long Term,Accomplish Group Limited,Various,7833.96,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Residential Care Long Term,Mary & Joseph House,Various,3999.88,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Residential Care Respite,AaronCare Ltd Trading as Aaron Crest,Various,43071.59,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Adults (18-64) (Support With Memory & Cognition),Residential Care Respite,Stocks Hall Care Homes Ltd,Various,4222.41,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Care Solutions (St Helens) Ltd,Various,13297.03,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Able Support Ltd,Various,6538.85,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,New Day Care,Various,6075.38,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Unite Healthcare Ltd,Various,4529.31,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Red Robin Homecare Limited,Various,2366.38,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Care At Home Group Ltd,Various,2366.11,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Rainbow Care Solutions,Various,2176.5,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Bluebird Care(St Helens),Various,1738.28,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Second To None,Various,1686.3,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Local Solutions Liverpool,Various,1518.83,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Master Quality Healthcare Services Ltd,Various,1308.6,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Longway Avenues (LA) Care Ltd,Various,1120.35,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Candour Care Group Ltd,Various,900.9,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Haydock Community Care,Various,808.52,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Victoria Community Care,Various,808.5,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Yes Care Services Ltd,Various,658.35,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Comfort Call Ltd,Various,462,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Best Care Liverpool Ltd,Various,392.7,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Hannahs Homecare Limited,Various,316.7,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Benhall Care,Various,309.33,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Home Care Services,Alc Supported Living,Various,127.06,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Appleby Court Nursing Home,Various,59967.72,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,London & Manchester Healthcare (Whittle Hall) Ltd,Various,36741.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Key Healthcare,Various,20840.96,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Orchard Care Homes Limited,Various,19214,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Victoria Care Home Harbour Healthcare (North) Ltd,Various,17042.06,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Harbour Healthcare,Various,13620.74,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Stocks Hall Care Homes Ltd,Various,13514.33,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Park Homes (Uk) Ltd,Various,12980.01,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Cuerden Estates Ltd,Various,11263.36,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,DHCH21 Ltd - Cedar Gardens,Various,10324,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,London and Manchester Healthcare (Romiley) Ltd,Various,9816.48,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,DHCH14 Ashton View,Various,9384.62,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Four Seasons Health Care,Various,8853.28,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Hc-One Limited - Meadowbank,Various,8670.48,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,St Marys Continuing Care Ltd,Various,6615.08,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,The Turner Home,Various,5142.6,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Anavo Care (Brampton) LTD,Various,4164,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Adamstan Ltd,Various,4124.76,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Douglas Bank Nursing Home,Various,3953.08,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Redholme Memory Care,Various,3730.4,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Qualia Care Ltd T/A Hillside,Various,3581.68,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Tudor Bank Ltd T/A Alt Park Nursing Home,Various,3530.4,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Tudor Bank Nursing Home,Various,3408.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Hc-One Limited - Westleigh Lodge,Various,3240,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Essential Healthcare 2020 T/A Abbeyrose Court,Various,3194,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Lentulus Properties Ltd T/A Alexandra Care Home,Various,3192,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Advinia Care Homes Limited,Various,2456,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Care Uk Community Partnerships Ltd,Various,1720.88,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Hc-One Oval Limited,Various,1045.56,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care,Hc-One Limited - Westwood Lodge,Various,37.33,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Key Healthcare,Various,1742.13,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Harbour Healthcare,Various,1524.36,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Park Homes (Uk) Ltd,Various,1379.18,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Hc-One Oval Limited,Various,1125.12,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Essential Healthcare 2020 T/A Abbeyrose Court,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Lentulus Properties Ltd T/A Alexandra Care Home,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,London & Manchester Healthcare (Whittle Hall) Ltd,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Orchard Care Homes Limited,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Victoria Care Home Harbour Healthcare (North) Ltd,Various,1016.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care FNC,Barchester Healthcare Homes Ltd - Sutton Grange Care Home,Various,399.24,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care Respite,Stocks Hall Care Homes Ltd,Various,5733.95,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Nursing Care Respite,Barchester Healthcare Homes Ltd - Sutton Grange Care Home,Various,1538.7,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Key Healthcare,Various,13673.69,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Rossall Nursing Home,Various,12017.32,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Prospect House Nursing Home,Various,7248,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Cedric House,Various,6756,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Highpoint Care Limited,Various,6433,Various,,
St Helens BC,People Services,Support With Memory & Cognition,Older People (65+) (Support With Memory & Cognition),Residential Care Long Term,Hc-One Oval Limited,Various,6157.16,Various,,
