Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45882,109.5,21062567,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45883,814.68,21062856,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45884,766.5,21063132,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45884,873.81,21063169,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45884,764.31,21063315,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45888,994.26,21063416,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45889,707.37,21063570,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45891,878.19,21064314,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45896,1257.06,21064688,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45897,711.75,21064706,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45898,659.19,21064812,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45898,1469.49,21065011,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Glasdon Uk Limited,45898,324.3,21065113,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Glasdon Uk Limited,45898,298.04,21065113,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,P F Cusack (Tools Supplies) Ltd,45884,652,21063228,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,P F Cusack (Tools Supplies) Ltd,45884,744,21063228,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,P F Cusack (Tools Supplies) Ltd,45891,496,21063983,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Viatec Limited,45877,2416,21062107,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Training/Workshops - Non Staff,Multevo Group Limited,45898,3240,21065071,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Waste Contractors Payments,Ubu Environmental Limited,45882,1216.8,21062342,,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Waste Contractors Payments,Ubu Environmental Limited,45898,1228.5,21065285,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Agency Supply Staff,Wilde Consulting Engineers,45870,5777.1,21061169,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Consultancy Services,Clarkson Consultants Ltd,45891,3600,21064309,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,External Consultants,Aecom Limited,45870,16668.41,21062222,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,External Consultants,Pell Frischmann Consultants Limited,45891,5800,21064217,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,IT Software Maintenance,DEF Software limited,45891,4791,21064185,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Arc Structures Ltd,45877,8976,21061957,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Arc Structures Ltd,45877,2508,21061957,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Bethell Construction Ltd,45875,36972.7,21064898,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45876,77610.63,21065099,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45895,9578.6,21066490,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45895,30836.19,21066490,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45898,329266.45,21067449,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Malcolm Hughes Land Surveyors Limited,45898,1300,21066129,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Network Rail Infrastructure Limited,45898,3342.71,21065233,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Newgate (Newark) Limited,45877,12669,21065019,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Vivid Resourcing,45883,825,21062561,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Vivid Resourcing,45877,10734.9,21062031,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,1st Northern Sign Company,45896,7837.23,21067121,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,J Hopkins (Contractors) Ltd,45896,212160.63,21064270,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Jones Lighting Limited,45873,67382.48,21064561,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Jones Lighting Limited,45875,36257.49,21064869,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Jones Lighting Limited,45897,117982.19,21067113,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Pure Utility Solutions Limited,45874,1595,21064901,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Site Safe Traffic Solutions Ltd,45877,520,21062503,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Site Safe Traffic Solutions Ltd,45877,3640,21062517,,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,T D Construction Testing Ltd,45898,3927,21064966,,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,Clear Channel Uk Ltd,45891,-1230,21067120,,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,George Cox & Sons Limited,45898,427209.79,21066837,,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Publicity,Newsquest Media Group,45884,1138.5,21063290,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,168.3,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1020,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45890,75.65,11116672,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45890,69,11116672,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45890,62,11116672,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45890,65.54,11116672,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45890,168.3,11116672,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,2112.77,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1526,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1838,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1797.13,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,54.14,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1672.71,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,91.19,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,2368.07,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1742.02,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,15,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,2006,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,2089.02,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1929.9,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1602.14,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1944.12,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,159.99,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,2041.3,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1997.5,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,-1025.91,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,480.25,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1458.92,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45874,1936.19,11112197,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,46.04,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,54.17,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,59.14,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,2549.52,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1568.08,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1260,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,2260,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,54.37,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,-1164.52,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,632.47,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1986.17,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,531.93,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1648.93,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,947.96,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,202.3,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,2711.97,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1720,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1962.42,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,2160.02,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,603.53,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,1972.32,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,123.47,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,163.06,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,420,11113125,,
St Helens BC,Place Services,Housing Services,Homelessness,Accommodation/Housing,Agiito Limited,45880,709.22,11113125,,
