Transaction Number,Supplier Name,Paid Date,Total,Vat,Service Area,Service Sub Area,Merchant Category
0000313960,REDACTED PERSONAL INFORMATION,20/02/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000313961,REDACTED PERSONAL INFORMATION,20/02/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000313962,REDACTED PERSONAL INFORMATION,20/02/2024,770.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000313964,A CUT ABOVE (SURREY) LIMITED,20/02/2024,"1,080.00",180.00,Depot,Water Courses & Land  Drainage,Operational Equipment Maint.
0000313965,IVY LEGAL LIMITED,20/02/2024,"13,500.00","2,250.00",Planning,Development Control,Legal and Court Costs
0000313968,SELLICK PARTNERSHIP LTD,20/02/2024,"2,813.18",468.86,Car Parks,Legal,Agency Staff
0000313973,SELLICK PARTNERSHIP LTD,20/02/2024,"2,336.69",389.45,Car Parks,Legal,Agency Staff
0000313975,SELLICK PARTNERSHIP LTD,20/02/2024,"2,394.67",399.11,Car Parks,Legal,Agency Staff
0000313978,CASTLE WATER,23/02/2024,"5,032.11",628.83,Asset Management,Water charges Various,Water Charges
0000313979,IVY LEGAL LIMITED,20/02/2024,"4,800.00",800.00,Planning,Development Control,Legal and Court Costs
0000313981,A CUT ABOVE (SURREY) LIMITED,20/02/2024,720.00,120.00,Depot,SheppertonStudioRiverAshPrkMan,Grounds maintained noncontract
0000313983,LONDON BOROUGH OF SUTTON,20/02/2024,"3,149.97",0.00,Environmental Health,Insurance Holding Account,Cash received
0000313984,LONDON BOROUGH OF SUTTON,20/02/2024,"15,837.79",0.00,Environmental Health,Insurance Holding Account,Cash received
0000313985,RICARDO-AEA LTD,23/02/2024,"5,768.40",961.40,Environmental Health,Pollution Control,Pollution Control Monitoring
0000313986,LONDON BOROUGH OF HILLINGDON,20/02/2024,"1,529.50",0.00,Asset Management,Charter Building,Business Rates
0000313988,REDACTED PERSONAL INFORMATION,29/02/2024,"2,997.12",77.60,Independent Living,Fordbridge Day Centre,Catering Supplies (Non Food)
0000313989,REDACTED PERSONAL INFORMATION,29/02/2024,"1,027.99",16.54,Independent Living,Staines Community Centre,Food Purchases
0000313991,THE OYSTER PARTNERSHIP,23/02/2024,"2,745.60",457.60,Car Parks,Procurement,Agency Staff
0000313994,SMITH AND BYFORD LIMITED,23/02/2024,"11,210.14","1,868.36",Asset Management,Planned Maintenance Programme,Responsive maintenance
0000313995,SIREN DESIGN LIMITED,20/02/2024,"1,440.00",240.00,Asset Management,Porter Building,Marketing
0000313996,SECURE SITE UK LIMITED,20/02/2024,892.80,148.80,Asset Management,Oast House,Site Security
0000313997,SECURE SITE UK LIMITED,20/02/2024,892.80,148.80,Asset Management,Oast House,Site Security
0000313999,A CUT ABOVE (SURREY) LIMITED,20/02/2024,"4,320.00",720.00,Depot,Water Courses & Land  Drainage,Operational Equipment Maint.
0000314000,JLL MANAGING AGENTS,20/02/2024,"50,452.50",0.00,Asset Management,Elmsleigh,Service Charge
0000314001,A CUT ABOVE (SURREY) LIMITED,20/02/2024,720.00,120.00,Depot,SheppertonStudioRiverAshPrkMan,Grounds maintained noncontract
0000314006,MARY GORTON DESIGN,20/02/2024,756.00,0.00,Community Safety and Corporate Services,Corporate Publicity,Marketing
0000314008,BACS IDS,20/02/2024,"5,024.69",837.45,Building Control,Building Control,Building Works
0000314009,CULLIGAN (UK) LTD,20/02/2024,"1,280.64",213.44,Depot,White House Garage Site,Water Charges
0000314017,LONDON WARRANT ENFORCEMENT,23/02/2024,"1,056.11",0.00,Office Services,Office Services,Council tax
0000314022,INSIGHT DIRECT (UK)LTD,23/02/2024,710.95,118.49,Information Technology,Applications - CCTV Monitoring,Computer Software
0000314026,HFX LIMITED,23/02/2024,630.00,105.00,Office Services,Facilities Management,Flexitime Expenses
0000314027,IDOX SOFTWARE LTD,23/02/2024,"4,800.00",800.00,Planning,Planning Policy and Implement,Computer Software
0000314029,STAINES-UPON-THAMES BID LTD,23/02/2024,"4,725.28",787.55,Office Services,Staines BID,Administration Due
0000314032,TRAVIS PERKINS,23/02/2024,706.24,117.71,Depot,Grounds Maintenance,Operational equipment leasing
0000314033,APOLLO PARTY HIRE,23/02/2024,701.00,0.00,Financial Support,PCC Elections May 24,Other Election Costs
0000314037,SPECIALIST FLEET SERVICES LIMITED,23/02/2024,"6,669.72","1,103.37",Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance, SAT",Commercial Vehicle Maintenance
0000314040,VIVID RESOURCING,23/02/2024,"1,344.00",224.00,Environmental Health,Licensing,Agency Staff
0000314043,MORGAN HUNT,23/02/2024,"1,398.60",233.10,Office Services,Customer Services,Agency Staff
0000314049,REDACTED PERSONAL INFORMATION,23/02/2024,971.10,161.85,Leisure,Arts Development,Hire of facilities
0000314050,THE OYSTER PARTNERSHIP,23/02/2024,"1,740.37",290.06,Planning,Planning Policy and Implement,Agency Staff
0000314061,REDACTED PERSONAL INFORMATION,23/02/2024,"1,900.00",0.00,Housing Needs,Accommodation for Offenders,Other Miscellaneous Expenses
0000314062,BLUE SOLUTION COMMERCIAL CLEANING LTD,23/02/2024,864.00,144.00,Chief Exec. Dpt,Business Incubator,Cleaning General
0000314063,BLACKSTONE PRINTING LTD,23/02/2024,"1,344.00",224.00,Chief Exec. Dpt,Spelthorne Youth Hub,Signs and notices
0000314066,REDACTED PERSONAL INFORMATION,23/02/2024,"1,100.00",0.00,Housing Needs,Spelthorne Family Support,Clinical Suprevision
0000314067,REDACTED PERSONAL INFORMATION,23/02/2024,880.00,0.00,Housing Needs,Spelthorne Family Support,Clinical Suprevision
0000314080,SSI SCHAEFER PLASTICS UK LIMITED,27/02/2024,"17,202.00","2,867.00",Depot,"Neighbourhood Serv Mgt Support, Grounds Maintenance, ",Legal and Court Costs
0000314082,PERTEMPS RECRUITMENT PARTNERSHIP LTD,23/02/2024,"2,181.12",363.52,Depot,Refuse Collection,Agency Staff
0000314084,SPECTRUM PRINT AND CREATIVE SERVICES LTD,23/02/2024,"2,005.20",334.20,Community Safety and Corporate Services,Corporate Publicity,Marketing
0000314087,SURREY RECRUITMENT SERVICES LIMITED,23/02/2024,"6,392.45","1,065.41",Depot,"Street Cleaning, Refuse Collection, Grounds Maintenance",Agency Staff
0000314100,KENT COUNTY COUNCIL (KCS),27/02/2024,"50,183.82","8,169.63",Asset Management,Electriciy Various,Electricity
0000314105,JLL MANAGING AGENTS,23/02/2024,"17,696.47",0.00,Asset Management,Service Charge JLL,Payment due
0000314109,KENT COUNTY COUNCIL (KCS),27/02/2024,"34,114.04","5,628.41",Asset Management,Facilities Management Various,Gas
0000314110,KENT COUNTY COUNCIL (KCS),27/02/2024,"4,349.71",609.58,Asset Management,Car Park Administration,Electricity
0000314112,JOJU LIMITED,23/02/2024,"3,588.00",598.00,Asset Management,Planned Maintenance Programme,Responsive maintenance
0000314114,MAKERS CONSTRUCTION LTD,23/02/2024,"10,200.00","1,700.00",Asset Management,Elmsleigh,General repairs
0000314115,JAMES & JAMES DESIGN LTD,23/02/2024,"4,656.00",776.00,Asset Management,"3 Roundwood Ave, Stockley Park",Marketing
0000314116,HURST PEIRCE & MALCOLM LLP,23/02/2024,"1,536.00",256.00,Asset Management,Thames Tower,Consultants fees
0000314117,SECURE SITE UK LIMITED,23/02/2024,892.80,148.80,Asset Management,Oast House,Site Security
0000314119,VAIL WILLIAMS,23/02/2024,"6,900.00","1,150.00",Asset Management,Asset Management Admin,Valuers
0000314121,ANGERMANN GODDARD,23/02/2024,"7,920.00","1,320.00",Asset Management,Elmsleigh,Premises Letting Fees
0000314143,ROYAL MAIL,23/02/2024,"6,057.33",990.40,Office Services,Postage Holding Account,Holding Account Expenditure
0000314144,BACS IDS,23/02/2024,718.80,119.80,Asset Management,Asset Management Admin,Professional and CPD training
0000314145,ALPHABET (UK) FLEET MANAGEMENT LTD,27/02/2024,"4,236.44",706.07,Human Resources,Social Prescribing,Leased Cars
0000314151,SAFEPLAY PLAYGROUND SERVICES LTD,27/02/2024,"1,699.80",283.30,Environmental Health,Grounds Maintenance,Playground Inspections
0000314154,SOFTCAT,27/02/2024,"1,620.00",270.00,Chief Exec. Dpt,Business Incubator,Networking
0000314155,SOFTCAT,27/02/2024,"1,620.00",270.00,Chief Exec. Dpt,Business Incubator,Networking
0000314156,REDACTED PERSONAL INFORMATION,27/02/2024,"2,520.00",420.00,Leisure,Share Prosperity Fund,Cultural Kick Starter Elmsleig
0000314157,REDACTED PERSONAL INFORMATION,27/02/2024,"1,700.00",0.00,Housing Needs,Longford Village,Rents
0000314158,REDACTED PERSONAL INFORMATION,27/02/2024,"2,250.00",0.00,Housing Needs,Longford Village,Rents
0000314159,REDACTED PERSONAL INFORMATION,27/02/2024,"1,700.00",0.00,Housing Needs,Longford Village,Rents
0000314160,FLOWBIRD SMART CITY UK LTD,27/02/2024,667.20,111.20,Car Parks,Car Park Administration,Operational Equipment Maint.
0000314162,H M LAND REGISTRY,29/02/2024,661.00,0.00,Car Parks,Legal,Land registry
0000314164,COLNE VALLEY PARK TRUST,27/02/2024,"6,000.00","1,000.00",Planning,Green Initiatives,Consultants fees
0000314168,THE OYSTER PARTNERSHIP,27/02/2024,"3,432.00",572.00,Asset Management,Asset Management Admin,Agency Staff
0000314169,THE OYSTER PARTNERSHIP,27/02/2024,"4,050.00",675.00,Asset Management,Asset Management Admin,Agency Staff
0000314170,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG,27/02/2024,"1,140.00",190.00,Asset Management,Charter Building,Consultants fees
0000314171,IVY LEGAL LIMITED,27/02/2024,"16,200.00","2,700.00",Planning,Development Control,Legal and Court Costs
0000314172,REDACTED PERSONAL INFORMATION,27/02/2024,"1,185.56",197.59,Human Resources,AVC Admin Holding Acc,Holding Account Expenditure
0000314175,IDOX SOFTWARE LTD,27/02/2024,"61,472.40","10,245.40",Planning,Development Control,Computer Software
0000314177,BRAY ASSOCIATES,27/02/2024,"8,304.00","1,384.00",Depot,Staines Market,External Contracts
0000314181,CFH DOCMAIL LTD,27/02/2024,"1,800.74",300.12,Financial Support,Electoral Registration,Specialised printing
0000314182,IDOX SOFTWARE LTD,27/02/2024,"5,092.80",848.80,Planning,Development Control,Computer Software
0000314185,LLOYDS BANK PLC,29/02/2024,625.53,0.00,Accounts,Corporate Management,Bank Charges
0000314188,LLOYDS BANK PLC,29/02/2024,695.28,0.00,Accounts,Corporate Management,Bank Charges
0000314189,REDACTED PERSONAL INFORMATION,27/02/2024,"2,208.00",0.00,Planning,Development Control,Consultants fees
0000314196,REDACTED PERSONAL INFORMATION,29/02/2024,"2,882.58",35.61,Independent Living,Greeno Day Centre,Food Purchases
0000314198,REDACTED PERSONAL INFORMATION,27/02/2024,"3,876.92",0.00,Housing Needs,Homelessness Prevention,Rents & Reports
0000314209,FUEL OILS (LONDON),27/02/2024,"22,024.80","3,670.80",Depot,Depot Fuel & Oils,Purchases
0000314212,SELLICK PARTNERSHIP LTD,27/02/2024,"1,584.00",264.00,Car Parks,Legal,Agency Staff
0000314213,SELLICK PARTNERSHIP LTD,27/02/2024,"1,929.60",321.60,Car Parks,Legal,Agency Staff
0000314214,SELLICK PARTNERSHIP LTD,27/02/2024,"2,813.18",468.86,Car Parks,Legal,Agency Staff
0000314215,RAPID COMPUTERS LIMITED,27/02/2024,"1,569.60",261.60,Information Technology,IT Overheads & Infrastructure,Computer Supplies
0000314216,SEARCHFLOW LTD,27/02/2024,678.21,110.54,Car Parks,Property acquisition for famil,Other Works
0000314217,LANDMARK CHAMBERS,27/02/2024,"2,400.00",400.00,Car Parks,Asset Management Admin,Legal and Court Costs
0000314219,SAFEPLAY PLAYGROUND SERVICES LTD,27/02/2024,"3,951.83",658.64,Environmental Health,Grounds Maintenance,Playground Improvements
0000314225,REDACTED PERSONAL INFORMATION,27/02/2024,924.00,154.00,Car Parks,Homelessness Prevention,Legal and Court Costs
0000314226,REDACTED PERSONAL INFORMATION,27/02/2024,"1,500.00",250.00,Planning,Development Control,Legal and Court Costs
0000314228,REDACTED PERSONAL INFORMATION,27/02/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314229,REDACTED PERSONAL INFORMATION,27/02/2024,700.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314230,REDACTED PERSONAL INFORMATION,27/02/2024,630.00,0.00,Housing Needs,Bed and Breakfast,Bed & Breakfast Accommodation
0000314234,PATHFINDER,27/02/2024,680.00,0.00,Environmental Health,Allotments,Grounds maintained noncontract
,,,,,,,
,CREDIT CARDS,,,,,,
,GENIEPOINT,,8.99,1.5,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,BP ASHFORD CONNECT,,99.07,16.51,SAT,Commercial Vehicle Fuel,Fuel for  Spelride
,FARNELL,,50.98,8.5,Car Park Administration,Uniforms,Tri-band equipment (car parks)
,COSTCO ONLINE,,644.91,82.89,Facilities Management,Tea Trolley provisions,"tea, coffee, sugar - depot and nursery"
,SAINSBURYS,,15.5,0,Facilities Management,Tea Trolley provisions,Milk
,GENIEPOINT,,9.71,0,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,PROFESSIONAL TRADERS,,3100.06,516.68,Grounds Maintenance,Contract maintenance,Bronze Flex
,PROFESSIONAL TRADERS,,600,100,Grounds Maintenance,Contract maintenance,Bronze Flex
,AMZNMKTPLACE,,359.97,60,Neighbourhood Serv Mgt Support,Office Stationery,Storage boxes - law enforcement
,GENIEPOINT,,9.85,0,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,DVLA ENFORCEMENTS,,80,0,Street Cleaning,Commercial Vehicle Road Tax,late charge
,TESCO,,156.92,0,Neighbourhood Serv Mgt Support,Operational Equipment purchase,equipment for flood rescue residents
,GENIEPOINT,,9.88,1.65,Street Cleaning,Commercial Vehicle Fuel,electric car charge
,TESCO,,13.95,0,Facilities Management,Tea Trolley provisions,Milk
,SAINSBURYS.CO.UK,,-0.48,0,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,249.29,0,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,210.88,0,Staines Community Centre,Food Purchases,food for Staines cc café
,SAINSBURYS.CO.UK,,138.14,0,Staines Community Centre,Food Purchases,food for Staines cc café
,CANVA,,10.99,0,Corporate Publicity,Marketing,design software
,TESCO,,94.1,0,Corporate Publicity,Marketing,Food and drinks for staff meeting
,TESCO,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO SUBSCRIPTION,,7.99,0,Corporate Management,Bank Charges,supersaver
,AMZNMKTPLACE,,9.79,1.63,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,13.48,2.24,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,13.69,2.28,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,16.89,2.82,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,19.97,3.33,Office Services,Office Stationery,stationery
,AMZNMKTPLACE,,42.76,7.12,Office Services,Office Stationery,stationery
,TESCO,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,28.2,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,TESCO,,16.6,0,Facilities Management,Tea Trolley provisions,tea trolley provisions
,AMZNMKTPLACE,,13.94,2.32,Office Services,Office Stationery,stationery
,DNH*GO DADDY.COM EUROPE,,35.94,0,Economic Development,Computer Software,ChooseSpelthorne certificate renewal
,DNH*GO DADDY.COM EUROPE,,23.98,0,Economic Development,Computer Software,ChooseSpelthorne certificate renewal
,GSUITE_KG-ESTATES.CO.UK,,18.4,0,Asset Management Admin,Computer Software,KGEL domain
,HOME BARGAINS,,14.07,2.35,Housing Needs Administration,Other training,goods for training session
,SNAPPY SNAPS,,14.99,0,Rough Sleep Initiative,Subsistence,Snappy snaps
,SAINSBURYS,,18.65,0,Rough Sleep Initiative,Subsistence,Sainsbury's tobacco MK
,SAINSBURYS,,15.45,0,Rough Sleep Initiative,Subsistence,Sainsbury's shopping for MK
,MAZUR,,32.22,0,Rough Sleep Initiative,Subsistence,Mazur polish shopping for Marcin
,TESCO,,150,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Tesco vouchers for clients
,CITIZENCARD,,30,0,Rough Sleep Initiative,Other Miscellaneous Expenses,citizen card
,TESCO,,50.3,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Tesco shopping for FH moving
,SNAPPY SNAPS,,14.99,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Snappy snaps photo for Glen G
,SAINSBURYS,,25.6,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Sainsbury's shopping for MK
,MAZUR,,47.16,0,Rough Sleep Initiative,Subsistence,Mazur polish shopping for Marcin
,TESCO,,18.34,0,Rough Sleep Initiative,Subsistence,Tesco tobacco MK
,TESCO,,14.63,0,Rough Sleep Initiative,Subsistence,Tesco shopping for MK
,SPH MULTI STOREY CAR PARK,,4.5,0,Rough Sleep Initiative,Subsistence,St Peters car park for MK appt
,CITIZENCARD,,30,0,Rough Sleep Initiative,Subsistence,Citizen card
,TESCO,,25,0,Rough Sleep Initiative,Subsistence,Tesco gift card JS
,HM PASSPORT OFFICE,,82.5,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Passport & ID
,HM PASSPORT OFFICE,,82.5,0,Rough Sleep Initiative,Other Miscellaneous Expenses,Passport & ID
,HAWK COURIERS LTD,,252,42,HB Administration,Legal and Court Costs,Courier legal documents
,TWO RIVERS CAR PARK,,1.3,0,Rough Sleep Initiative,Housing First,parking visit JH
,SWRAILWAYSELFSERVE,,29.5,0,Homelessness Prevention,Public Transport,Train ticket for DS
,SWRAILWAYSELFSERVE,,20.4,0,Homelessness Prevention,Public Transport,Travel for DS
,AMZNMKTPLACE,,20.98,0,Rough Sleep Initiative,Housing First,Visual aids for JS
,TESCO,,48,0,Rough Sleep Initiative,Housing First,2 x mobile for client VT & RD
