1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,FEBRUARY,14/02/24,28/02/24,KILLGERM CHEMICALS LTD,198015,H0100 HYGIENE SERVICES,400010 MATERIALS,131010 CLEANING & JANITORIAL / CLEANING MATERIALS / CHEMICAL," £ 7,827.00 "
2023/24,FEBRUARY,19/01/24,06/02/24,KINGFISHER ACCESS SERVICES,801713,H0903 DIRECTOR - HRA,120005 EXTERNAL TRAINING COSTS,261520 HUMAN RESOURCES / TRAINING & CONFERENCES / TRAINING," £ 4,830.00 "
2023/24,FEBRUARY,09/02/24,19/02/24,KINGSGATE ESTATE TRA,825969,H2815 RESIDENT PARTICIPATION TEAM,500005 EXTERNAL CONTRACTORS,HOUSING MANAGEMENT / NOT ELSEWHERE CLASSIFIED, £ 480.00 
2023/24,FEBRUARY,23/01/24,02/02/24,KISHARON LTD,241446,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 27,955.59 "
2023/24,FEBRUARY,23/01/24,02/02/24,KISHARON LTD,241446,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,656.76 "
2023/24,FEBRUARY,31/01/24,12/02/24,KISHARON LTD,241446,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 16,412.50 "
2023/24,FEBRUARY,14/02/24,22/02/24,KJ EVANS ELECTRICAL LTD,825036,D0700 HPS TEMP ACCOM HRA HOSTEL,200000 REPAIRS & MAINTENANCE,BUILDING CONSTRUCTION MATERIALS / ELECTRICAL, £ 915.00 
2023/24,FEBRUARY,06/12/23,15/02/24,KLIPSPRINGER LTD,821750,H0675 BUSINESS REGULATION EH & TS,400000 EQUIPMENT,181811 ENVIRONMENTAL SERVICES / TECHNICAL EQUIPMENT / MEASURING," £ 2,157.48 "
2023/24,FEBRUARY,31/12/23,14/02/24,KNIGHT FRANK LLP,814073,S3772 VCS FIRE RISK & REM WKS (GF),Y50005 OTHER PROFESSIONAL - EXTERNAL,259999 HOUSING MANAGEMENT / NOT ELSEWHERE CLASSIFIED," £ 1,350.00 "
2023/24,FEBRUARY,14/02/24,27/02/24,KOL BONAICH,823916,F7423 HOL. ACTIVITY & FOOD PROGRAMME,440040 CONSULTANCY FEES,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / COMMUNITY BASED SERVICES / VOLUNTARY SECTOR SUPPORT SERVICES E.G. ACTIVITIES," £ 1,000.00 "
2023/24,FEBRUARY,01/02/24,06/02/24,KPMS LTD,814008,F0150 PLACEMENTS - NON FOSTERING,520145 SEMI-INDEPENDENT PLACEMENTS,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 36,159.23 "
2023/24,FEBRUARY,31/01/24,19/02/24,KPMS LTD,814008,F0150 PLACEMENTS - NON FOSTERING,520145 SEMI-INDEPENDENT PLACEMENTS,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE), £ 336.00 
2023/24,FEBRUARY,05/02/24,09/02/24,KPMS LTD,814008,F0150 PLACEMENTS - NON FOSTERING,520146 SEMI-INDEPENDENT (18+),321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 6,753.55 "
2023/24,FEBRUARY,12/02/24,16/02/24,KUTTOOS LIMITED,818790,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 2,400.00 "
2023/24,FEBRUARY,22/01/24,07/02/24,KWEST RESEARCH LIMITED,812883,H0670 CS ENFORCEMENT BR MANAGEMENT,430035 CONSULTATION / EVENTS,191500 FACILITIES & MANAGEMENT SERVICES / MARKET RESEARCH," £ 13,890.00 "
2023/24,FEBRUARY,05/02/24,27/02/24,KWEST RESEARCH LIMITED,812883,H0909 HOUSING TRANSFORMATION,470010 SUBSCRIPTIONS,191500 FACILITIES & MANAGEMENT SERVICES / MARKET RESEARCH," £ 28,219.60 "
2023/24,FEBRUARY,31/01/24,08/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE, £ 968.00 
2023/24,FEBRUARY,31/01/24,21/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE," £ 3,498.00 "
2023/24,FEBRUARY,31/01/24,09/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE, £ 748.00 
2023/24,FEBRUARY,31/01/24,22/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE," £ 3,973.00 "
2023/24,FEBRUARY,31/01/24,20/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE," £ 1,576.00 "
2023/24,FEBRUARY,31/12/23,05/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE," £ 4,712.00 "
2023/24,FEBRUARY,31/10/23,21/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE," £ 2,178.00 "
2023/24,FEBRUARY,30/11/23,05/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE, £ 968.00 
2023/24,FEBRUARY,15/12/23,09/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE, £ 275.19 
2023/24,FEBRUARY,30/09/23,08/02/24,L & F PLANT HIRE LTD,113776,H3001 BUILDING MAINT SUPPORT SERVICE,310005 EXTERNAL HIRE OF TRANSPORT,381210 VEHICLE MANAGEMENT / HIRE, £ 693.00 
2023/24,FEBRUARY,26/01/24,14/02/24,LABURNUM BOAT CLUB,312835,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 16,250.00 "
2023/24,FEBRUARY,14/02/24,21/02/24,LAMBERT SMITH HAMPTON GROUP LTD,814472,H0633 STRATEGIC PLANNING,440105 OTHER PROFESSIONAL FEES,261520 HUMAN RESOURCES / TRAINING & CONFERENCES / TRAINING," £ 16,566.67 "
2023/24,FEBRUARY,23/01/24,02/02/24,LAMBWOOD HEIGHTS CARE HOME,824853,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 11,374.48 "
2023/24,FEBRUARY,23/01/24,02/02/24,LAMBWOOD HEIGHTS CARE HOME,824853,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,757.68 "
2023/24,FEBRUARY,23/11/23,02/02/24,LAND SURVEY SOLUTIONS LTD               ,S2029Lan08718,S5570 KINGS HALL LC - SURVEY COSTS,Y30003 CONTRACTORS - CONSTRUCTION,100004 LBH  / SUNDRY," £ 2,350.00 "
2023/24,FEBRUARY,31/01/24,06/02/24,LAND USE CONSULTANTS,804487,S5512 SHOREDITCH PARK,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391114 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / SURVEYS", £ 567.00 
2023/24,FEBRUARY,26/09/23,06/02/24,LAND USE CONSULTANTS,804487,S5541 PARKS STRATEGY - INFRASTRUCT,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391114 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / SURVEYS"," £ 1,000.00 "
2023/24,FEBRUARY,15/02/24,26/02/24,LANDSCAPE SUPPLY COMPANY,814566,D0138 PARKS OPERATIONS - CENTRAL,200000 REPAIRS & MAINTENANCE,241510 HORTICULTURAL / TOOLS & EQUIPMENT / PURCHASE," £ 1,258.99 "
2023/24,FEBRUARY,15/02/24,26/02/24,LANDSCAPE SUPPLY COMPANY,814566,D0138 PARKS OPERATIONS - CENTRAL,420000 CLOTHING & UNIFORMS,241510 HORTICULTURAL / TOOLS & EQUIPMENT / PURCHASE," £ 1,014.48 "
2023/24,FEBRUARY,19/02/24,28/02/24,LANDSCAPE SUPPLY COMPANY,814566,H1039 HOUSING GROUND MAINTENANCE,500005 EXTERNAL CONTRACTORS,241510 HORTICULTURAL / TOOLS & EQUIPMENT / PURCHASE, £ 580.20 
2023/24,FEBRUARY,30/01/24,08/02/24,LANDSCAPE SUPPLY COMPANY,814566,D0138 PARKS OPERATIONS - CENTRAL,400000 EQUIPMENT,241510 HORTICULTURAL / TOOLS & EQUIPMENT / PURCHASE," £ 4,271.45 "
2023/24,FEBRUARY,15/02/24,23/02/24,LANGBROOK FINANCE                       ,S2029Lan10578,F7207 CPD MANAGEMENT,440040 CONSULTANCY FEES,100004 LBH  / SUNDRY, £ 500.00 
2023/24,FEBRUARY,23/01/24,02/02/24,LANGDON COMMUNITY,818774,D0826 MENTAL HEALTH SUPPORT (ASC),520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 7,132.00 "
2023/24,FEBRUARY,23/01/24,02/02/24,LANGDON COMMUNITY,818774,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 4,165.08 "
2023/24,FEBRUARY,31/01/24,13/02/24,LANGUAGE LINE,330909,F0401 CHILDREN & FAMILIES SNR MGMT,440090 INTERPRETING FEES,261100 HUMAN RESOURCES / INTERPRETATION & TRANSLATION, £ 275.34 
2023/24,FEBRUARY,23/01/24,02/02/24,L'ARCHE (KENT),814795,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 7,542.00 "
2023/24,FEBRUARY,02/02/24,08/02/24,LAURISTON PRIMARY SCHOOL,277644,F6311 LBH MAINSTREAM & ARP SEN,500005 EXTERNAL CONTRACTORS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 11,142.00 "
2023/24,FEBRUARY,26/01/24,02/02/24,LBOX COMMUNICATIONS,813443,A2101 LOVE HACKNEY,430045 DISTRIBUTION COSTS,199999 FACILITIES & MANAGEMENT SERVICES / NOT ELSEWHERE CLASSIFIED," £ 10,949.95 "
2023/24,FEBRUARY,16/02/24,23/02/24,LBOX COMMUNICATIONS,813443,W7404 CORRIDORS (TFL),Y50005 OTHER PROFESSIONAL - EXTERNAL,199999 FACILITIES & MANAGEMENT SERVICES / NOT ELSEWHERE CLASSIFIED, £ 867.00 
2023/24,FEBRUARY,16/02/24,23/02/24,LBOX COMMUNICATIONS,813443,W8944 LTN'S,Y50005 OTHER PROFESSIONAL - EXTERNAL,199999 FACILITIES & MANAGEMENT SERVICES / NOT ELSEWHERE CLASSIFIED, £ 293.76 
2023/24,FEBRUARY,16/02/24,23/02/24,LBOX COMMUNICATIONS,813443,W8877 CCTV ENFORCEMENT CAMERAS,Y50005 OTHER PROFESSIONAL - EXTERNAL,199999 FACILITIES & MANAGEMENT SERVICES / NOT ELSEWHERE CLASSIFIED, £ 250.00 
2023/24,FEBRUARY,02/02/24,12/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 4,446.50 "
2023/24,FEBRUARY,26/01/24,02/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 4,446.50 "
2023/24,FEBRUARY,09/02/24,16/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 4,446.50 "
2023/24,FEBRUARY,16/02/24,23/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,706.50 "
2023/24,FEBRUARY,16/02/24,26/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF, £ 900.00 
2023/24,FEBRUARY,19/01/24,02/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,678.50 "
2023/24,FEBRUARY,19/01/24,20/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,480.00 "
2023/24,FEBRUARY,05/01/24,22/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF, £ 720.00 
2023/24,FEBRUARY,05/01/24,23/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,354.00 "
2023/24,FEBRUARY,05/01/24,21/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF, £ 952.00 
2023/24,FEBRUARY,12/01/24,20/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,480.00 "
2023/24,FEBRUARY,12/12/24,02/02/24,LC TRANSPORT UK LTD,537844,D0825 LEARNING DISABILITY SUPPORT,520075 CLIENT TRANSPORT,361510 PUBLIC TRANSPORT / TAXI SERVICES / NON STAFF," £ 1,678.50 "
2023/24,FEBRUARY,23/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 405.00 
2023/24,FEBRUARY,31/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 395.00 
2023/24,FEBRUARY,26/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,996.66 "
2023/24,FEBRUARY,25/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 895.00 
2023/24,FEBRUARY,22/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 617.75 
2023/24,FEBRUARY,29/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 840.00 
2023/24,FEBRUARY,09/01/24,08/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,655.35 "
2023/24,FEBRUARY,15/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,400.28 "
2023/24,FEBRUARY,02/01/24,07/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 555.55 
2023/24,FEBRUARY,17/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 821.10 
2023/24,FEBRUARY,17/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 395.00 
2023/24,FEBRUARY,30/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 3,314.14 "
2023/24,FEBRUARY,30/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,266.28 "
2023/24,FEBRUARY,30/01/24,14/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,180.00 "
2023/24,FEBRUARY,19/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 420.00 
2023/24,FEBRUARY,19/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 364.00 
2023/24,FEBRUARY,16/01/24,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 900.00 
2023/24,FEBRUARY,08/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 945.00 
2023/24,FEBRUARY,11/01/24,08/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 5,536.12 "
2023/24,FEBRUARY,07/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 495.00 
2023/24,FEBRUARY,04/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 375.00 
2023/24,FEBRUARY,28/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,245.00 "
2023/24,FEBRUARY,10/01/24,08/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 668.04 
2023/24,FEBRUARY,30/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 280.00 
2023/24,FEBRUARY,30/11/23,07/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,530.00 "
2023/24,FEBRUARY,18/01/24,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 589.00 
2023/24,FEBRUARY,28/12/23,13/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 400.00 
2023/24,FEBRUARY,28/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 471.60 
2023/24,FEBRUARY,22/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,186.80 "
2023/24,FEBRUARY,06/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,947.74 "
2023/24,FEBRUARY,05/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,726.94 "
2023/24,FEBRUARY,27/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 400.00 
2023/24,FEBRUARY,11/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 342.00 
2023/24,FEBRUARY,16/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 265.00 
2023/24,FEBRUARY,22/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,320.14 "
2023/24,FEBRUARY,15/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 858.08 
2023/24,FEBRUARY,23/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,834.94 "
2023/24,FEBRUARY,14/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,601.00 "
2023/24,FEBRUARY,14/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,469.02 "
2023/24,FEBRUARY,10/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,626.80 "
2023/24,FEBRUARY,19/12/23,12/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 266.12 
2023/24,FEBRUARY,24/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,513.33 "
2023/24,FEBRUARY,03/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,328.08 "
2023/24,FEBRUARY,17/11/23,06/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 629.97 
2023/24,FEBRUARY,29/11/23,07/02/24,LEA VALLEY TRUCK PARTS TA 727 TRUCK PART,823906,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 695.00 
