Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1128.04,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1172.68,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1062.24,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,948.24,Retain Healthcare,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,650,Retain Healthcare,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,395.1,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,337.08,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1201,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2115.96,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,393.26,Retain Healthcare,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1863.67,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1215,PBSUK Ltd,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,25416,BESA Publications,Corporate Director Resources,Strategic Asset & Facilities Management,ICT Support,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5564.47,Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,665,Caenhill Countryside Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,324.36,Travis Perkins Trading Co Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,6523.4,Triscan Systems Ltd,Corporate Director Place,Highways Operations,Vehicle Fuel,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5220,GatenbySanderson,Corporate Director People,Adults Transformation,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4324.78,AVC Wise Ltd,Corporate,Corporate Costs,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5500,NHS Banes Swindon and Wiltshire ICB,Corporate Director People,SEND Inclusion,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2700,BNP Paribas Real Estate,Corporate Director Resources,Investment Portfolio (FM),Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1594.1,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,23696.25,Diocese of Bristol Academies Trust,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2973.3,By The Bridge North West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,29501.17,idverde,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,742,BGS Healthcare Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2208.8,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,859.52,BGS Healthcare Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1581.56,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,674.12,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,495.32,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2584.4,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3248.56,BGS Healthcare Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,674.16,BGS Healthcare Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4607.68,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1203.16,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2540.16,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,674.16,BGS Healthcare Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,549.36,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1170.55,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,629.16,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4230.24,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,687.04,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,276.76,BGS Healthcare Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,888.68,BGS Healthcare Ltd,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1797.9,BGS Healthcare Ltd,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,990.64,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2227.48,BGS Healthcare Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,898.88,BGS Healthcare Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,495.32,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,973.92,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1546.92,BGS Healthcare Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,393.26,BGS Healthcare Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,674.16,BGS Healthcare Ltd,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,269.64,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4230.24,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,337.12,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1981.28,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1485.96,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,495.32,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1619.8,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1619.8,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1370.68,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,629.16,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,495.32,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1380.2,BGS Healthcare Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2430.72,BGS Healthcare Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2674,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2674,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4378.84,BGS Healthcare Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1382.28,24-7 Staffing,Corporate Director People,LDAS and Moving On Service,Adults Respite Short Term,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4525.25,Veolia ES (UK) Ltd,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3262.04,Veolia ES (UK) Ltd,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,650,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,769.73,XN Leisure Systems Limited,Corporate Director Place,Leisure Centres - Insourced,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2890.07,Horizon Supported Accommodation Limited,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3521.22,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4095.35,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,7166.21,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5637.66,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2227.06,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments,,,
