Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342874,Revenue - General Fund,Park Healthcare Limited T/A Colbury House,18624,4915.67
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342878,Revenue - General Fund,Oaklands House Nursing Home,19561,4251.65
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342884,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4134.47
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342887,Revenue - General Fund,Oaklands House Nursing Home,19561,6488.97
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342903,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5314.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342912,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5314.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342917,Revenue - General Fund,Gorselands Nursing Home,32830,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342918,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5535.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342921,Revenue - General Fund,Hartford Care (9) Ltd T/A Harlow Hall,52355,6642.86
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342931,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,6231.75
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342942,Revenue - General Fund,Fordingbridge Care Home (Sentinel Health Care Ltd),17907,3100
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342958,Revenue - General Fund,Fordingbridge Care Home (Sentinel Health Care Ltd),17907,6448
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342977,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,2089.32
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342980,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,3100
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17342992,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,3100
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343014,Revenue - General Fund,Knights Grove Nursing & Residential Home,14403,6401.68
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343023,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,6331.31
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343029,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,6096.82
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343031,Revenue - General Fund,Hartwood Care (3) t/a Netley Court,27363,7285
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343046,Revenue - General Fund,Kitnocks House Nursing Home,15758,10458.11
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343048,Revenue - General Fund,Kitnocks House Nursing Home,15758,1995.78
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343050,Revenue - General Fund,Kitnocks House Nursing Home,15758,11285.91
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343053,Revenue - General Fund,South Africa Lodge Limited,13857,9990.91
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343083,Revenue - General Fund,Pegmar Ltd,18159,5518
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343087,Revenue - General Fund,Rosemary Park Nursing Home/Oldercare Haslemere Ltd,15622,5872.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343092,Revenue - General Fund,Abbey House Nursing Home,16194,5535.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/01/2025,17343108,Revenue - General Fund,Oaklands House Nursing Home,19561,6200
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17349312,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,28260.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17349472,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,-3900
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17349473,Revenue - General Fund,Southampton Manor Care Home (Avery Health Care),15322,60170.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17349484,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,-574.74
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351165,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4800
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351168,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4063.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351171,Revenue - General Fund,Park Healthcare Limited T/A Colbury House,18624,4439.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351176,Revenue - General Fund,Oaklands House Nursing Home,19561,3840.2
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351181,Revenue - General Fund,Hawthorne Court Nursing Home,49597,3699.64
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351184,Revenue - General Fund,Oaklands House Nursing Home,19561,5861
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351185,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4521.16
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351199,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4800
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351214,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5000
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351217,Revenue - General Fund,Hartford Care (9) Ltd T/A Harlow Hall,52355,6000
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351227,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,5628.68
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351253,Revenue - General Fund,Fordingbridge Care Home (Sentinel Health Care Ltd),17907,5824
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351254,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4009.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351263,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,4849.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351272,Revenue - General Fund,New Century Care (South Haven) Ltd,19585,1887.12
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351300,Revenue - General Fund,The Maypole Nursing Centre,15279,4256.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351318,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,5718.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351326,Revenue - General Fund,Hartwood Care (3) t/a Netley Court,27363,6580
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351341,Revenue - General Fund,Kitnocks House Nursing Home,15758,9186.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351347,Revenue - General Fund,South Africa Lodge Limited,13857,9024.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351348,Revenue - General Fund,South Africa Lodge Limited,13857,4597.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351371,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,3631.88
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351379,Revenue - General Fund,Pegmar Ltd,18159,4988.76
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351385,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,4988
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17357931,Revenue - General Fund,Cherry Blossom Manor,45686,11613.84
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17357948,Revenue - General Fund,Oak Lodge Nursing Home,18642,5030.74
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17357953,Revenue - General Fund,Wilton Manor Nursing Centre (Bupa),16202,17128.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359680,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,5314.29
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359683,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4498.99
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Memory & Cognition Support (Older),AA1210,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359691,Revenue - General Fund,Oaklands House Nursing Home,19561,4251.65
