Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,30/04/2024,17270374,Revenue - General Fund,Royal Mencap Society,18588,7786.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,30/04/2024,17270376,Revenue - General Fund,Royal Mencap Society,18588,4816.2
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,30/04/2024,17270378,Revenue - General Fund,Royal Mencap Society,18588,66052.65
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,30/05/2024,17279442,Revenue - General Fund,Minstead Trust,16812,2279.72
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,31/05/2024,17279463,Revenue - General Fund,Milestone Support Services Ltd,18051,2267.75
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Customer and client receipts - Fees & Charges,ASC Residential Care Income,10/04/2024,17266352,Revenue - General Fund,Hazelgrove,21043,-507.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Customer and client receipts - Fees & Charges,ASC Residential Care Income,10/06/2024,17283111,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,-972
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Direct Payments Expenditure,24/06/2024,17285709,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,834.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Direct Payments Expenditure,26/04/2024,17269480,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,834.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Home Care Expenditure,16/04/2024,17267134,Revenue - General Fund,Royal Mencap Society,18588,2835.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Home Care Expenditure,17/06/2024,17284407,Revenue - General Fund,Royal Mencap Society,18588,2835.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Home Care Expenditure,30/04/2024,17270377,Revenue - General Fund,Royal Mencap Society,18588,2835.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Home Care Expenditure,30/05/2024,17279441,Revenue - General Fund,Royal Mencap Society,18588,2835.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266130,Revenue - General Fund,The Grange Nursing Home Ltd,19091,4235.7
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266173,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,3676.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/04/2024,17266193,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4796.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274024,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,4956.28
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274135,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,3932.35
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/05/2024,17274195,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,4650
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/06/2024,17281011,Revenue - General Fund,The Maypole Nursing Centre,15279,4731.94
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/06/2024,17283009,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,3805.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Nursing Home Expenditure,10/06/2024,17283079,Revenue - General Fund,St Johns Nursing Home (R & E Kitchen Care Ltd),20565,4500
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,04/06/2024,17280456,Revenue - General Fund,Southampton Special Purpose Workshop Ltd,19034,2686.12
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,13/05/2024,17274565,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,620
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,14/06/2024,17284231,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,609
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,16/04/2024,17267154,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,693
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,17/04/2024,17267640,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,620
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,19/06/2024,17285344,Revenue - General Fund,Karibu Care Ltd,16885,563
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Other Long Term Expenditure,23/05/2024,17277673,Revenue - General Fund,Transmobility Ltd,16794,720
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17264282,Revenue - General Fund,Pinewood Care Home,16254,-3783.78
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17264309,Revenue - General Fund,Woolston Road (Voyage Care),15742,2138.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17265684,Revenue - General Fund,Heathcote Care Home,48637,6835.71
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17265857,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,4826.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17265859,Revenue - General Fund,CMG Homes,15902,8454.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17265903,Revenue - General Fund,Seventrees (Auckland Care Ltd),14256,5580.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17265984,Revenue - General Fund,White Lodge Rest Home Ltd,21083,1962.47
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17266000,Revenue - General Fund,Dimensions Personalised Support,19579,7379.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17266003,Revenue - General Fund,Dimensions Personalised Support,19579,7379.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17266073,Revenue - General Fund,Bitterne Care Homes Ltd - St Katherine Care Home,20586,3964.29
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17266366,Revenue - General Fund,Seventrees (Auckland Care Ltd),14256,577.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273578,Revenue - General Fund,Ashwood Rest Home Ltd,18618,4207.14
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273614,Revenue - General Fund,Hazelgrove,21043,3856.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273671,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,4986.97
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273676,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,4716.96
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273715,Revenue - General Fund,Seventrees (Auckland Care Ltd),14256,5766.62
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273727,Revenue - General Fund,Lindhurst,34362,7743.18
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273792,Revenue - General Fund,Dimensions Personalised Support,19579,7625.07
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273793,Revenue - General Fund,Dimensions Personalised Support,19579,7625.07
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273830,Revenue - General Fund,Ivydene Care Home (Voyage Care),21649,7122.25
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17273958,Revenue - General Fund,Roman House,21916,6716.15
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17274244,Revenue - General Fund,Woolston Road (Voyage Care),15742,2170.56
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17274249,Revenue - General Fund,Seventrees (Auckland Care Ltd),14256,577.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282436,Revenue - General Fund,Heathcote Care Home,48637,6835.71
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282448,Revenue - General Fund,Saffronland Homes/Bonhomie Sarisbury Green,16442,6027.9
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282458,Revenue - General Fund,Ashwood Rest Home Ltd,18618,4071.43
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282494,Revenue - General Fund,Hazelgrove,21043,3732
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282546,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,4826.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282551,Revenue - General Fund,Starboard House (Achieve Together Ltd),21915,4564.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282664,Revenue - General Fund,Dimensions Personalised Support,19579,7379.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282677,Revenue - General Fund,Woolston Road (Voyage Care),15742,9429.39
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282837,Revenue - General Fund,Roman House,21916,6499.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282842,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,7246.2
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,02/05/2024,17270678,Revenue - General Fund,Royal Mencap Society,18588,3827.69
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,10/04/2024,17264341,Revenue - General Fund,SUPPLIER NAME REDACTED,20245,781.99
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,10/06/2024,17281104,Revenue - General Fund,SUPPLIER NAME REDACTED,20245,840.3
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,11/06/2024,17283251,Revenue - General Fund,Royal Mencap Society,18588,5085
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,11/06/2024,17283253,Revenue - General Fund,Royal Mencap Society,18588,5085
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,11/06/2024,17283272,Revenue - General Fund,Royal Mencap Society,18588,5085
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,11/06/2024,17283277,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,5712.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,12/06/2024,17283927,Revenue - General Fund,Royal Mencap Society,18588,5085
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,14/06/2024,17284218,Revenue - General Fund,Royal Mencap Society,18588,5085
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Older),AA1200,Private Contractors,ASC Supported Living Expenditure,29/04/2024,17269575,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,5712.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Other Long Term Expenditure,28/05/2024,17278515,Revenue - General Fund,James Place Adult Day Care,49598,1224.34
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,04/06/2024,17280454,Revenue - General Fund,Swanton Community Services,16740,69292.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,11/06/2024,17283250,Revenue - General Fund,Swanton Community Services,16740,13509.2
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,13/05/2024,17274552,Revenue - General Fund,Chessel Support Services Ltd,15873,121665.88
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,13/06/2024,17284205,Revenue - General Fund,Swanton Community Services,16740,10391.92
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,13/06/2024,17284211,Revenue - General Fund,Swanton Community Services,16740,13853.74
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,14/06/2024,17284346,Revenue - General Fund,Dimensions Personalised Support,19579,234886.16
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,16/04/2024,17267625,Revenue - General Fund,Royal Mencap Society,18588,112784.02
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,17/06/2024,17284400,Revenue - General Fund,Royal Mencap Society,18588,118363.86
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,23/04/2024,17268806,Revenue - General Fund,Chessel Support Services Ltd,15873,121665.88
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,25/04/2024,17269258,Revenue - General Fund,Swanton Community Services,16740,2537.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,25/04/2024,17269262,Revenue - General Fund,Swanton Community Services,16740,2537.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,25/04/2024,17269263,Revenue - General Fund,Swanton Community Services,16740,2537.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,25/04/2024,17269264,Revenue - General Fund,Swanton Community Services,16740,2537.08
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,25/04/2024,17269289,Revenue - General Fund,Swanton Community Services,16740,25822.85
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LBHUs - Locally Based Hospital Units S75,AA0100,Private Contractors,ASC Supported Living Expenditure,30/04/2024,17270371,Revenue - General Fund,Royal Mencap Society,18588,15790.47
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LD Long Term Agreement - Residential,AA0080,Private Contractors,ASC Home Care Expenditure,11/04/2024,3669978,Revenue - General Fund,Milestone Support Services Ltd,18051,1363.16
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,LD Long Term Agreement - Residential,AA0080,Private Contractors,ASC Home Care Expenditure,21/06/2024,3684322,Revenue - General Fund,Abri,21659,886.13
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Other Long Term Expenditure,09/05/2024,17271903,Revenue - General Fund,Treloar Trust (incorporating Treloar School & Treloar College),13925,3199.65
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17264295,Revenue - General Fund,Hampshire Care Ltd t/a Mercury House,14879,510
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17264318,Revenue - General Fund,Rose Road Association,21033,558
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/04/2024,17264321,Revenue - General Fund,Rose Road Association,21033,2266.68
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17272058,Revenue - General Fund,Rose Road Association,21033,2284.02
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/05/2024,17272060,Revenue - General Fund,Rose Road Association,21033,2266.68
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Adults),AA1070,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17282814,Revenue - General Fund,New Haven (Waterlooville) Limited,48980,6357.14
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,Learning Disability Short Stay (Older),AA1270,Private Contractors,ASC Residential Care Expenditure,10/06/2024,17281038,Revenue - General Fund,Dimensions Personalised Support,19579,645.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - MH Cost of care,ASCPM,HAS LT Mental Health Support (Adults),AA1020,Customer and client receipts - Fees & Charges,ASC Residential Care Income,10/06/2024,17283107,Revenue - General Fund,Twynham Residential Care Home,21133,-644.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - MH Cost of care,ASCPM,HAS LT Mental Health Support (Adults),AA1020,Private Contractors,ASC Direct Payments Expenditure,24/05/2024,17277810,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1853.24
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - MH Cost of care,ASCPM,HAS LT Mental Health Support (Adults),AA1020,Private Contractors,ASC Direct Payments Expenditure,24/05/2024,17277823,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,587.68
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - MH Cost of care,ASCPM,HAS LT Mental Health Support (Adults),AA1020,Private Contractors,ASC Direct Payments Expenditure,24/06/2024,17285570,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,653.96
