Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101085955,45250,ADHD FOUNDATION,3168
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101085946,45250,ADHD FOUNDATION,3166.66
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101085949,45250,ADHD FOUNDATION,3166.66
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906081922,45250,ST ANNES CATHOLIC PRIMARY SCHOOL,3000
Finance & Resources,Consultancy,Professional Fees,5101085910,45250,HAYS SPECIALIST RECRUITMENT LTD,2950
City Development,R&M - Building Works,R&M Technical Support,5101085886,45250,MELIC FABRICATIONS LTD,2540
City Development,Private Contractors,Agency & Contract Services,5101086028,45250,LEEP ELECTRICITY SERVICES LTD,2463.03
Finance & Resources,ProfessionalServices,Professional Fees,5101085885,45250,HAYS SPECIALIST RECRUITMENT LTD,2331.9
Finance & Resources,ProfessionalServices,Professional Fees,5101085852,45250,CASTLEFIELD RECRUITMENT LTD,2250
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086082,45250,SHC CARE SERVICES LTD,2233
City Development,Events,General Services Expenses,5101086040,45250,UK EVENTS (NW) GROUP LTD,2224.4
Strategy & Change Di,Broadband ICT inv,Communications,5101085960,45250,VIRGIN MEDIA LTD,2205
Children & Young Peo,Private Contractors,Agency & Contract Services,5101085850,45250,ADVANCED CCA - CHORLEY,1874.6
City Development,Agency Non Admn/Cler,Other Manual,5101085868,45250,HAYS SPECIALIST RECRUITMENT LTD,1800
City Development,Agency Non Admn/Cler,Other Manual,5101085869,45250,HAYS SPECIALIST RECRUITMENT LTD,1800
Neighbourhoods,Events,General Services Expenses,5101085971,45250,ARTSGROUPIE CIC,1800
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101085964,45250,HARTHILL YOUTH CLUB,1755.6
City Development,Events,General Services Expenses,5101086038,45250,UK EVENTS (NW) GROUP LTD,1695
City Development,Contract Catering (G,Catering,1906081936,45250,DVINE CATERING LTD,1453.9
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101085939,45250,ACCOUNTABLE RECRUITMENT LTD,1420.65
City Development,Events,General Services Expenses,5101085853,45250,RICHMOND EVENT MANAGEMENT LTD,1279.02
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101085927,45250,SEAFORTH RADIO CARS LTD,1253.4
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906081924,45250,DE LA SALLE SCHOOL,1200
City Development,Electricity (General,Energy Costs,5101086071,45250,LEEP ELECTRICITY SERVICES LTD,1066.39
Children & Young Peo,Furniture(Not Office,General Supplies,5101086062,45250,ONLINE ERGONOMICS LTD,1055.24
City Development,Events,General Services Expenses,5101085966,45250,MUSIC IN MIND CIO,1000
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085867,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085870,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085871,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085872,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085873,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085874,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085875,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085876,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085877,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085879,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085881,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101085882,45250,ARNOLD CLARK CAR & VAN RENTAL,945.28
Finance & Resources,Conference (General),Expenses,5101085904,45250,BRISTOW & SUTOR,939.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906083023,45250,****REDACTED PERSONAL INFO****,934.64
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101085933,45250,SEAFORTH RADIO CARS LTD,913.5
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101086062,45250,ONLINE ERGONOMICS LTD,832.74
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101085984,45250,RADCLIFFE TAXIS,800
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906083070,45250,****REDACTED PERSONAL INFO****,644
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906081925,45250,RAINFORD HIGH SCHOOL,600
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906081927,45250,ST PETERS CATHOLIC HIGH SCHOOL,600
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906081926,45250,ST JOHN VIANNEY SCHOOL,600
Neighbourhoods,IT Equip&Comm-Maint,Computing,5101085888,45250,ENVEA UK,523
City Development,Private Security Fir,Security & Insurance,5101085985,45250,ARC HOSPITALITY RECRUITMENT SOLUTIO,-583.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906082242,45250,****REDACTED PERSONAL INFO****,-2115.2
Capital Education,Capital Education,Misc- General,5101086064,45250,KIER BUSINESS SERVICES LTD,-5000
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101086171,45251,THOMASSON MEMORIAL SCHOOL,17479
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101086105,45251,FACULTATIEVE TECHNOLOGIES LTD,12900.19
Capital Regen,Capital Regen,Misc- General,5101086222,45251,WILDE CONSULTANTS LTD,10070.2
Strategy & Change Di,Office Equipment (Ge,Printing & Office Expenses,5101086198,45251,CANON (UK) LTD,9968.81
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086123,45251,LAKESIDE SCHOOL,9296.5
City Development,Events,General Services Expenses,5101086167,45251,ADI UK LIMITED,7675
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086098,45251,LAKESIDE SCHOOL,7666.97
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086183,45251,LAKESIDE SCHOOL,7616.98
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086126,45251,LAKESIDE SCHOOL,7573.17
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086136,45251,LAKESIDE SCHOOL,7573.17
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086172,45251,LAKESIDE SCHOOL,7573.17
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086127,45251,LAKESIDE SCHOOL,7017.93
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086182,45251,LAKESIDE SCHOOL,6683.7
Neighbourhoods,Private Contractors,Agency & Contract Services,5101086161,45251,PENNA PLC,6464
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086124,45251,LAKESIDE SCHOOL,5893.01
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086185,45251,CHAIGELEY EDUCATIONAL FOUNDATION,4518.18
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101086245,45251,KIER BUSINESS SERVICES LTD,3176.38
Neighbourhoods,Agency Admin/Cleric,Professional,5101086235,45251,NEWTRALITY LTD,3000
Children & Young Peo,Medical Fees (Genera,Professional Fees,5101086128,45251,SCHUCHMANN LLP,2970
Strategy & Change Di,Data Circuits,Communications,5101086190,45251,VIRGIN MEDIA LTD,2895.71
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086256,45251,SHC CARE SERVICES LTD,2648.56
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1906083742,45251,THE ROYAL SCHOOL FOR THE BLIND,1908.38
Children & Young Peo,Priv.Prov'N 3 Yr Old,Grants & Subscriptions,1906083933,45251,THE ROYAL SCHOOL FOR THE BLIND,1872.69
Finance & Resources,Conference (General),Expenses,5101086197,45251,NEC SOFTWARE SOLUTIONS UK LTD,1800
City Development,Events,General Services Expenses,5101086138,45251,EVENTS DESIGN COMPANY LTD,1574
Children & Young Peo,Medical Fees (Genera,Professional Fees,5101086176,45251,ACTIVATE FOR KIDS LTD,1104.14
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101086159,45251,HIGH STREET VOUCHERS LTD T/A PARK R,1009
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101086273,45251,J P LENNARD LTD,564.52
City Development,Events,General Services Expenses,5101086162,45251,QUICKHIRE EVENTS LIMITED,538.4
City Development,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101086177,45251,SMI,531.38
Capital Education,Capital Education,Misc- General,5101086244,45251,KIER BUSINESS SERVICES LTD,-5000
Neighbourhoods,Other (General),Other Reimbursements,1906085341,45252,CARDINAL HEENAN SPORTS CENTRE LTD,39619.69
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086330,45252,LOVE NURSING LIMITED,9618
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086331,45252,LOVE NURSING LIMITED,5375
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086275,45252,APOLLO HOME HEALTHCARE,4761.12
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086329,45252,LOVE NURSING LIMITED,3500
Finance & Resources,ProfessionalServices,Professional Fees,5101086300,45252,CASTLEFIELD RECRUITMENT LTD,2600
City Development,Non Employ Prof Fees,Professional Fees,5101086312,45252,CP VIABILITY LTD,2250
Finance & Resources,ProfessionalServices,Professional Fees,5101086301,45252,CASTLEFIELD RECRUITMENT LTD,2250
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101086298,45252,THE LOCUM OCEAN,960
Neighbourhoods,Prof Services-Bought,Professional Fees,5101086303,45252,****REDACTED PERSONAL INFO****,872.28
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101086283,45252,BEERS TIMBER AND BUILDING SUPPLIES,704.52
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101086282,45252,BEERS TIMBER AND BUILDING SUPPLIES,565.29
City Development,Grants & Subs (Gener,Grants & Subscriptions,1906086509,45253,AFRICA OYE LTD,49780
Capital Regen,Capital Regen,Misc- General,5101086425,45253,AMEY OW LTD,24673.15
City Development,Software (General),Computing,5101086527,45253,IDOX SOFTWARE LTD,20610.72
City Development,Software (General),Computing,5101086527,45253,IDOX SOFTWARE LTD,20610.72
Neighbourhoods,Private Contractors,Agency & Contract Services,5101086376,45253,ATKINS LIMITED,18455
Capital Regen,Capital Regen,Misc- General,5101086344,45253,ONE51 ES PLASTICS UK LTD T/A MGB PL,15204
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101086384,45253,SHC CARE SERVICES LTD,14484.02
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101086414,45253,BLISS RECRUITMENT LTD (QUBA SOLUTIO,12096
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906086513,45253,KIER BUSINESS SERVICES LTD,12058.86
Capital Regen,Capital Regen,Misc- General,5101086377,45253,BUILT INTELLIGENCE LTD,12000
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906086469,45253,HILLSIDE HIGH SCHOOL,11554.78
City Development,Events,General Services Expenses,5101086478,45253,PYRAMID POWER LIMITED,11227.2
Capital Regen,Capital Regen,Misc- General,5101086402,45253,MOTT MACDONALD,10454.54
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906086512,45253,KIER BUSINESS SERVICES LTD,10000
Capital Regen,Capital Regen,Misc- General,5101086531,45253,P M SURVEYS UK LTD,8500
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086358,45253,APOLLO HOME HEALTHCARE,7132.2
Strategy & Change Di,Postages (General),Communications,5101086372,45253,ROYAL MAIL,6756.24
Strategy & Change Di,Postages (General),Communications,5101086419,45253,ROYAL MAIL,5878.78
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101086357,45253,FAMILY LINKS,5838.71
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090084,45253,MATRIX SCM LTD,5060.5
Neighbourhoods,Agency Admin/Cleric,Professional,1906090095,45253,MATRIX SCM LTD,4540.8
Neighbourhoods,Agency Admin/Cleric,Professional,1906090045,45253,MATRIX SCM LTD,4230.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090222,45253,MATRIX SCM LTD,4158.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906090009,45253,MATRIX SCM LTD,3580.85
City Development,R&M - Building Works,R&M Technical Support,5101086396,45253,HANKINSON WHITTLE PROGRAMMED LTD,3534
Neighbourhoods,Agency Admin/Cleric,Professional,1906090152,45253,MATRIX SCM LTD,3408.95
Neighbourhoods,Private Contractors,Agency & Contract Services,5101086426,45253,AMEY OW LTD,3404.83
Strategy & Change Di,IT Equip&Comm-Purch,Computing,5101086479,45253,NETWORK INSTALLATION SOLUTIONS LTD,3350
Finance & Resources,ProfessionalServices,Professional Fees,5101086528,45253,CASTLEFIELD RECRUITMENT LTD,3250
Strategy & Change Di,Agency Admin/Cleric,Professional,1906090096,45253,MATRIX SCM LTD,2897.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906090005,45253,MATRIX SCM LTD,2862.16
Children & Young Peo,Agency Admin/Cleric,Professional,1906090144,45253,MATRIX SCM LTD,2816.4
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086364,45253,SEGURO RECRUITMENT LTD,2726
Neighbourhoods,Agency Admin/Cleric,Professional,1906090117,45253,MATRIX SCM LTD,2718.65
City Development,Events,General Services Expenses,5101086352,45253,URBAN PLANTERS CHESHIRE,2690
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086383,45253,SHC CARE SERVICES LTD,2648.56
Neighbourhoods,Agency Admin/Cleric,Professional,1906090249,45253,MATRIX SCM LTD,2629.62
City Law & Governanc,Agency Admin/Cleric,Professional,1906090258,45253,MATRIX SCM LTD,2603.65
City Law & Governanc,Agency Admin/Cleric,Professional,1906090160,45253,MATRIX SCM LTD,2601.56
Neighbourhoods,Agency Admin/Cleric,Professional,1906090143,45253,MATRIX SCM LTD,2459.75
City Development,Events,General Services Expenses,5101086494,45253,JOHN NIXON LTD (NIXON HIRE),2450
Children & Young Peo,Agency Admin/Cleric,Professional,1906090228,45253,MATRIX SCM LTD,2397.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906090154,45253,MATRIX SCM LTD,2362.7
Finance & Resources,ProfessionalServices,Professional Fees,5101086529,45253,HAYS SPECIALIST RECRUITMENT LTD,2331.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906090021,45253,MATRIX SCM LTD,2236.92
City Law & Governanc,Agency Admin/Cleric,Professional,1906090181,45253,MATRIX SCM LTD,2224.21
City Law & Governanc,Agency Admin/Cleric,Professional,1906090170,45253,MATRIX SCM LTD,2189.76
Children & Young Peo,Agency Admin/Cleric,Professional,1906090043,45253,MATRIX SCM LTD,2170.68
Children & Young Peo,Agency Admin/Cleric,Professional,1906090278,45253,MATRIX SCM LTD,2117.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906090046,45253,MATRIX SCM LTD,2073.2
City Law & Governanc,Agency Admin/Cleric,Professional,1906090180,45253,MATRIX SCM LTD,2052.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906090003,45253,MATRIX SCM LTD,2006.72
Children & Young Peo,Agency Admin/Cleric,Professional,1906090039,45253,MATRIX SCM LTD,2004
Children & Young Peo,Agency Admin/Cleric,Professional,1906090040,45253,MATRIX SCM LTD,2003.07
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101086338,45253,YORKSHIRE PURCHASING ORGANISATION,1997.98
City Development,R&M - Building Works,R&M Technical Support,5101086390,45253,HANKINSON WHITTLE PROGRAMMED LTD,1989
Children & Young Peo,Agency Admin/Cleric,Professional,1906090002,45253,MATRIX SCM LTD,1983.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090054,45253,MATRIX SCM LTD,1983.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090061,45253,MATRIX SCM LTD,1970.62
Children & Young Peo,Agency Admin/Cleric,Professional,1906090313,45253,MATRIX SCM LTD,1970.62
Children & Young Peo,Agency Admin/Cleric,Professional,1906090034,45253,MATRIX SCM LTD,1965.44
Children & Young Peo,Medical Fees (Genera,Professional Fees,5101086407,45253,ETAC LTD,1923
Children & Young Peo,Agency Admin/Cleric,Professional,1906090141,45253,MATRIX SCM LTD,1891.17
Neighbourhoods,Agency Admin/Cleric,Professional,1906090186,45253,MATRIX SCM LTD,1873.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090006,45253,MATRIX SCM LTD,1864.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906090214,45253,MATRIX SCM LTD,1839.45
Children & Young Peo,Agency Admin/Cleric,Professional,1906090323,45253,MATRIX SCM LTD,1814.4
City Development,Agency Admin/Cleric,Professional,1906090102,45253,MATRIX SCM LTD,1804.15
Children & Young Peo,Agency Admin/Cleric,Professional,1906090147,45253,MATRIX SCM LTD,1804
Children & Young Peo,Agency Admin/Cleric,Professional,1906090151,45253,MATRIX SCM LTD,1793.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090286,45253,MATRIX SCM LTD,1778.04
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086385,45253,TRANSPORT SOLUTIONS GROUP UK LTD,1761.42
Children & Young Peo,Agency Admin/Cleric,Professional,1906090157,45253,MATRIX SCM LTD,1757.58
Children & Young Peo,Agency Admin/Cleric,Professional,1906090175,45253,MATRIX SCM LTD,1727.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906090193,45253,MATRIX SCM LTD,1722
Children & Young Peo,Agency Admin/Cleric,Professional,1906090055,45253,MATRIX SCM LTD,1715.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090188,45253,MATRIX SCM LTD,1710.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090069,45253,MATRIX SCM LTD,1703.06
Children & Young Peo,Agency Admin/Cleric,Professional,1906090282,45253,MATRIX SCM LTD,1692.78
Children & Young Peo,Agency Admin/Cleric,Professional,1906090098,45253,MATRIX SCM LTD,1686.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906090041,45253,MATRIX SCM LTD,1686.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090145,45253,MATRIX SCM LTD,1684.55
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090285,45253,MATRIX SCM LTD,1681.75
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090103,45253,MATRIX SCM LTD,1677.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906090167,45253,MATRIX SCM LTD,1670.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090168,45253,MATRIX SCM LTD,1670.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090169,45253,MATRIX SCM LTD,1670.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090121,45253,MATRIX SCM LTD,1667.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090237,45253,MATRIX SCM LTD,1659.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090087,45253,MATRIX SCM LTD,1651.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090315,45253,MATRIX SCM LTD,1650.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090007,45253,MATRIX SCM LTD,1648.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906090142,45253,MATRIX SCM LTD,1648.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090126,45253,MATRIX SCM LTD,1646.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090191,45253,MATRIX SCM LTD,1644.58
Children & Young Peo,Agency Admin/Cleric,Professional,1906090324,45253,MATRIX SCM LTD,1644.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090099,45253,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090229,45253,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090080,45253,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090076,45253,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090082,45253,MATRIX SCM LTD,1642.9
City Development,Agency Admin/Cleric,Professional,1906090161,45253,MATRIX SCM LTD,1628
Children & Young Peo,Agency Admin/Cleric,Professional,1906090071,45253,MATRIX SCM LTD,1617.15
Strategy & Change Di,Agency Admin/Cleric,Professional,1906090135,45253,MATRIX SCM LTD,1605.89
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086382,45253,TRANSPORT SOLUTIONS GROUP UK LTD,1604.12
Children & Young Peo,Agency Admin/Cleric,Professional,1906090284,45253,MATRIX SCM LTD,1603.77
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090109,45253,MATRIX SCM LTD,1602.96
Children & Young Peo,Agency Admin/Cleric,Professional,1906090074,45253,MATRIX SCM LTD,1596.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906090133,45253,MATRIX SCM LTD,1595.84
Neighbourhoods,Rodent & Pest Contro,Cleaning & Domestic Supplies,5101086350,45253,KILLGERM CHEMICALS LTD,1592.29
Children & Young Peo,Agency Admin/Cleric,Professional,1906090159,45253,MATRIX SCM LTD,1579.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906090162,45253,MATRIX SCM LTD,1579.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906090063,45253,MATRIX SCM LTD,1564.95
Children & Young Peo,Agency Admin/Cleric,Professional,1906090136,45253,MATRIX SCM LTD,1560.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090085,45253,MATRIX SCM LTD,1549.02
Children & Young Peo,Agency Admin/Cleric,Professional,1906090146,45253,MATRIX SCM LTD,1546.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906090088,45253,MATRIX SCM LTD,1546.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906090075,45253,MATRIX SCM LTD,1545.95
Children & Young Peo,Agency Admin/Cleric,Professional,1906090226,45253,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906090321,45253,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906090322,45253,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906090148,45253,MATRIX SCM LTD,1509.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906090105,45253,MATRIX SCM LTD,1509.55
City Development,R&M - Building Works,R&M Technical Support,5101086345,45253,WM CLARKSON LTD,1500
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090118,45253,MATRIX SCM LTD,1485.13
Children & Young Peo,Agency Admin/Cleric,Professional,1906090139,45253,MATRIX SCM LTD,1476
City Development,Agency Admin/Cleric,Professional,5101086374,45253,ACCOUNTABLE RECRUITMENT LTD,1474.23
Children & Young Peo,Agency Admin/Cleric,Professional,1906090267,45253,MATRIX SCM LTD,1447.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090264,45253,MATRIX SCM LTD,1445.86
Children & Young Peo,Agency Admin/Cleric,Professional,1906090325,45253,MATRIX SCM LTD,1427.3
City Law & Governanc,Agency Admin/Cleric,Professional,1906090234,45253,MATRIX SCM LTD,1415.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090312,45253,MATRIX SCM LTD,1408.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090189,45253,MATRIX SCM LTD,1407.52
City Law & Governanc,Agency Admin/Cleric,Professional,1906090263,45253,MATRIX SCM LTD,1389.15
City Law & Governanc,Agency Admin/Cleric,Professional,1906090310,45253,MATRIX SCM LTD,1389.15
Children & Young Peo,Agency Admin/Cleric,Professional,1906090072,45253,MATRIX SCM LTD,1382.72
City Development,Agency Admin/Cleric,Professional,5101086375,45253,ACCOUNTABLE RECRUITMENT LTD,1380.06
Children & Young Peo,Agency Admin/Cleric,Professional,1906090083,45253,MATRIX SCM LTD,1377.42
Children & Young Peo,Agency Admin/Cleric,Professional,1906090311,45253,MATRIX SCM LTD,1376.95
Children & Young Peo,Agency Admin/Cleric,Professional,1906090070,45253,MATRIX SCM LTD,1370.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090138,45253,MATRIX SCM LTD,1367.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090112,45253,MATRIX SCM LTD,1345.12
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090246,45253,MATRIX SCM LTD,1342.32
City Development,Agency Admin/Cleric,Professional,1906090257,45253,MATRIX SCM LTD,1342
Children & Young Peo,Agency Admin/Cleric,Professional,1906090124,45253,MATRIX SCM LTD,1331.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090244,45253,MATRIX SCM LTD,1330.54
Children & Young Peo,Agency Admin/Cleric,Professional,1906090190,45253,MATRIX SCM LTD,1328.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906090100,45253,MATRIX SCM LTD,1327.55
City Development,Agency Admin/Cleric,Professional,1906090271,45253,MATRIX SCM LTD,1320
Neighbourhoods,Agency Admin/Cleric,Professional,1906090153,45253,MATRIX SCM LTD,1319.5
Neighbourhoods,Agency Admin/Cleric,Professional,1906090262,45253,MATRIX SCM LTD,1319.5
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101086448,45253,SEAFORTH RADIO CARS LTD,1318.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090092,45253,MATRIX SCM LTD,1311.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906090212,45253,MATRIX SCM LTD,1308.79
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090125,45253,MATRIX SCM LTD,1307.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906090173,45253,MATRIX SCM LTD,1306.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906090242,45253,MATRIX SCM LTD,1300.52
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090137,45253,MATRIX SCM LTD,1296.2
Neighbourhoods,Agency Admin/Cleric,Professional,1906090093,45253,MATRIX SCM LTD,1296
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090319,45253,MATRIX SCM LTD,1295
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090155,45253,MATRIX SCM LTD,1290.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090122,45253,MATRIX SCM LTD,1290.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090081,45253,MATRIX SCM LTD,1283.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090178,45253,MATRIX SCM LTD,1275.13
City Development,Agency Admin/Cleric,Professional,1906090265,45253,MATRIX SCM LTD,1257.27
Children & Young Peo,Agency Admin/Cleric,Professional,1906090243,45253,MATRIX SCM LTD,1247.02
Adult Services & Hea,Agency Admin/Cleric,Professional,1906090089,45253,MATRIX SCM LTD,1231.02
Strategy & Change Di,IT Equip&Comm-Purch,Computing,5101086530,45253,INSIGHT DIRECT (UK) LIMITED,1215.75
Children & Young Peo,Agency Admin/Cleric,Professional,1906090090,45253,MATRIX SCM LTD,1215.4
