Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861708,45082,****REDACTED PERSONAL INFO****,1086.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861459,45082,****REDACTED PERSONAL INFO****,1086.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861547,45082,****REDACTED PERSONAL INFO****,1084.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861043,45082,****REDACTED PERSONAL INFO****,1084.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861631,45082,****REDACTED PERSONAL INFO****,1084.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861562,45082,****REDACTED PERSONAL INFO****,1084.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862049,45082,****REDACTED PERSONAL INFO****,1084.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861953,45082,****REDACTED PERSONAL INFO****,1084.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861907,45082,****REDACTED PERSONAL INFO****,1082
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861298,45082,****REDACTED PERSONAL INFO****,1080.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861957,45082,****REDACTED PERSONAL INFO****,1080.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862083,45082,****REDACTED PERSONAL INFO****,1080.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861894,45082,****REDACTED PERSONAL INFO****,1080
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861051,45082,****REDACTED PERSONAL INFO****,1078
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861204,45082,****REDACTED PERSONAL INFO****,1076.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862874,45082,AUTISM INITIATIVES,1061.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861109,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861942,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861387,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861486,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861467,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861846,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861873,45082,****REDACTED PERSONAL INFO****,1057.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861446,45082,****REDACTED PERSONAL INFO****,1048.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861508,45082,****REDACTED PERSONAL INFO****,1048.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861597,45082,****REDACTED PERSONAL INFO****,1048.32
Neighbourhoods,Private Contractors,Agency & Contract Services,5101068810,45082,THE SALVATION ARMY - HOMELESS,1044.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861829,45082,****REDACTED PERSONAL INFO****,1041.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861184,45082,****REDACTED PERSONAL INFO****,1040.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861667,45082,****REDACTED PERSONAL INFO****,1040.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861484,45082,****REDACTED PERSONAL INFO****,1037.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861461,45082,****REDACTED PERSONAL INFO****,1033.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861506,45082,****REDACTED PERSONAL INFO****,1033.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861666,45082,****REDACTED PERSONAL INFO****,1033.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861275,45082,****REDACTED PERSONAL INFO****,1031.16
City Development,R&M - Building Works,R&M Technical Support,5101068840,45082,LEA BUILDING SERVICES LIMITED,1030
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861936,45082,****REDACTED PERSONAL INFO****,1027.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861850,45082,****REDACTED PERSONAL INFO****,1024.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861306,45082,****REDACTED PERSONAL INFO****,1024.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861540,45082,****REDACTED PERSONAL INFO****,1024.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861817,45082,****REDACTED PERSONAL INFO****,1024.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861518,45082,****REDACTED PERSONAL INFO****,1017
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861661,45082,****REDACTED PERSONAL INFO****,1013.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861974,45082,****REDACTED PERSONAL INFO****,1012.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861102,45082,****REDACTED PERSONAL INFO****,1004.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861040,45082,****REDACTED PERSONAL INFO****,1004.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861793,45082,****REDACTED PERSONAL INFO****,1004.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862127,45082,L'ARCHE LIVERPOOL,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862779,45082,WIRRAL AUTISTIC SOCIETY,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862780,45082,WIRRAL AUTISTIC SOCIETY,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862790,45082,WIRRAL AUTISTIC SOCIETY,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862795,45082,WIRRAL AUTISTIC SOCIETY,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862837,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862866,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862870,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862880,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862881,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862810,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862851,45082,AUTISM INITIATIVES,1003.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861934,45082,****REDACTED PERSONAL INFO****,1003.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861716,45082,****REDACTED PERSONAL INFO****,1001.68
City Development,Events,General Services Expenses,1905864781,45082,LIVERPOOL IRISH CENTRE,1000
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861709,45082,****REDACTED PERSONAL INFO****,996.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861546,45082,****REDACTED PERSONAL INFO****,995.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861576,45082,****REDACTED PERSONAL INFO****,992.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861634,45082,****REDACTED PERSONAL INFO****,989.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861983,45082,****REDACTED PERSONAL INFO****,988.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861394,45082,****REDACTED PERSONAL INFO****,980.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861511,45082,****REDACTED PERSONAL INFO****,980.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861672,45082,****REDACTED PERSONAL INFO****,979.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861255,45082,****REDACTED PERSONAL INFO****,978.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861575,45082,****REDACTED PERSONAL INFO****,977.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861584,45082,****REDACTED PERSONAL INFO****,973.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861012,45082,****REDACTED PERSONAL INFO****,971.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861649,45082,****REDACTED PERSONAL INFO****,971.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861553,45082,****REDACTED PERSONAL INFO****,965.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861274,45082,****REDACTED PERSONAL INFO****,965.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862017,45082,****REDACTED PERSONAL INFO****,965
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861878,45082,****REDACTED PERSONAL INFO****,960
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862066,45082,****REDACTED PERSONAL INFO****,960
City Development,R&M - Building Works,R&M Technical Support,5101068863,45082,DANTE FS GROUP LTD,957
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861599,45082,****REDACTED PERSONAL INFO****,955
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861538,45082,****REDACTED PERSONAL INFO****,952.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861127,45082,****REDACTED PERSONAL INFO****,951.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861270,45082,****REDACTED PERSONAL INFO****,951.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861148,45082,****REDACTED PERSONAL INFO****,951.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861603,45082,****REDACTED PERSONAL INFO****,951.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862481,45082,BEST CARE LIVERPOOL LTD,951.41
City Development,R&M - Building Works,R&M Technical Support,5101068811,45082,RSM AIR CONDITIONING & REFRIGERATIO,950.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861176,45082,****REDACTED PERSONAL INFO****,950.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861874,45082,****REDACTED PERSONAL INFO****,949.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861458,45082,****REDACTED PERSONAL INFO****,943.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861329,45082,****REDACTED PERSONAL INFO****,941.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861650,45082,****REDACTED PERSONAL INFO****,937.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861083,45082,****REDACTED PERSONAL INFO****,937.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861856,45082,****REDACTED PERSONAL INFO****,929.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861080,45082,****REDACTED PERSONAL INFO****,927.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861087,45082,****REDACTED PERSONAL INFO****,927.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861361,45082,****REDACTED PERSONAL INFO****,927.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861382,45082,****REDACTED PERSONAL INFO****,927.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861108,45082,****REDACTED PERSONAL INFO****,927.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862717,45082,THE FRANCES TAYLOR FOUNDATION FORMB,927.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862878,45082,AUTISM INITIATIVES,927.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861116,45082,****REDACTED PERSONAL INFO****,925.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861339,45082,****REDACTED PERSONAL INFO****,925.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861213,45082,****REDACTED PERSONAL INFO****,925.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861509,45082,****REDACTED PERSONAL INFO****,925.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862068,45082,****REDACTED PERSONAL INFO****,924.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861295,45082,****REDACTED PERSONAL INFO****,922.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862799,45082,WIRRAL AUTISTIC SOCIETY,920.76
Neighbourhoods,Prof Services-Bought,Professional Fees,5101068916,45082,****REDACTED PERSONAL INFO****,920
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861581,45082,****REDACTED PERSONAL INFO****,919.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861967,45082,****REDACTED PERSONAL INFO****,916.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861503,45082,****REDACTED PERSONAL INFO****,915.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861190,45082,****REDACTED PERSONAL INFO****,913.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861776,45082,****REDACTED PERSONAL INFO****,913.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861720,45082,****REDACTED PERSONAL INFO****,912.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861926,45082,****REDACTED PERSONAL INFO****,912.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861480,45082,****REDACTED PERSONAL INFO****,912.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861496,45082,****REDACTED PERSONAL INFO****,910.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861820,45082,****REDACTED PERSONAL INFO****,908.74
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862257,45082,COMFORT CALL LTD,907.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861027,45082,****REDACTED PERSONAL INFO****,905.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861464,45082,****REDACTED PERSONAL INFO****,902.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861343,45082,****REDACTED PERSONAL INFO****,902.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861286,45082,****REDACTED PERSONAL INFO****,901.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861497,45082,****REDACTED PERSONAL INFO****,900.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861268,45082,****REDACTED PERSONAL INFO****,898.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861198,45082,****REDACTED PERSONAL INFO****,898.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861152,45082,****REDACTED PERSONAL INFO****,898.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861257,45082,****REDACTED PERSONAL INFO****,898.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861527,45082,****REDACTED PERSONAL INFO****,898.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861754,45082,****REDACTED PERSONAL INFO****,893.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861738,45082,****REDACTED PERSONAL INFO****,892.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861123,45082,****REDACTED PERSONAL INFO****,888.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861314,45082,****REDACTED PERSONAL INFO****,888.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861563,45082,****REDACTED PERSONAL INFO****,888.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861574,45082,****REDACTED PERSONAL INFO****,888.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861632,45082,****REDACTED PERSONAL INFO****,888.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861671,45082,****REDACTED PERSONAL INFO****,886.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862627,45082,PSS UK,885.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861178,45082,****REDACTED PERSONAL INFO****,880.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861350,45082,****REDACTED PERSONAL INFO****,878.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862182,45082,HOUSING 21,878.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861052,45082,****REDACTED PERSONAL INFO****,875.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861414,45082,****REDACTED PERSONAL INFO****,872.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861528,45082,****REDACTED PERSONAL INFO****,872.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861573,45082,****REDACTED PERSONAL INFO****,872.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862855,45082,AUTISM INITIATIVES,870.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861101,45082,****REDACTED PERSONAL INFO****,870.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861604,45082,****REDACTED PERSONAL INFO****,866.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861652,45082,****REDACTED PERSONAL INFO****,864.44
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101068788,45082,J MAGUIRE TRAVEL,862.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861248,45082,****REDACTED PERSONAL INFO****,860.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862072,45082,****REDACTED PERSONAL INFO****,859.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861960,45082,****REDACTED PERSONAL INFO****,858.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861730,45082,****REDACTED PERSONAL INFO****,858.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861577,45082,****REDACTED PERSONAL INFO****,858.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861902,45082,****REDACTED PERSONAL INFO****,858.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861864,45082,****REDACTED PERSONAL INFO****,856.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861920,45082,****REDACTED PERSONAL INFO****,856.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861519,45082,****REDACTED PERSONAL INFO****,851.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861200,45082,****REDACTED PERSONAL INFO****,851.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861587,45082,****REDACTED PERSONAL INFO****,850.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861928,45082,****REDACTED PERSONAL INFO****,850.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861823,45082,****REDACTED PERSONAL INFO****,847.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862506,45082,PSS UK,847.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861022,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861105,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861132,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861133,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861262,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861433,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861642,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861911,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861516,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861905,45082,****REDACTED PERSONAL INFO****,846.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861773,45082,****REDACTED PERSONAL INFO****,844
Children & Young Peo,Private Contractors,Agency & Contract Services,5101068899,45082,ACTIVE 8 SUPPORT SERVICES,842.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861291,45082,****REDACTED PERSONAL INFO****,842.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861818,45082,****REDACTED PERSONAL INFO****,841.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861689,45082,****REDACTED PERSONAL INFO****,829.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861474,45082,****REDACTED PERSONAL INFO****,828.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861704,45082,****REDACTED PERSONAL INFO****,827.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861460,45082,****REDACTED PERSONAL INFO****,822.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861071,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861122,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861036,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861100,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861312,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861598,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861207,45082,****REDACTED PERSONAL INFO****,822.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861086,45082,****REDACTED PERSONAL INFO****,816.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861861,45082,****REDACTED PERSONAL INFO****,816
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861857,45082,****REDACTED PERSONAL INFO****,812.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861216,45082,****REDACTED PERSONAL INFO****,811.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861698,45082,****REDACTED PERSONAL INFO****,810.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861735,45082,****REDACTED PERSONAL INFO****,810.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862081,45082,****REDACTED PERSONAL INFO****,810.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862657,45082,PSS UK,810.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861644,45082,****REDACTED PERSONAL INFO****,808.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861901,45082,****REDACTED PERSONAL INFO****,805.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862766,45082,WIRRAL AUTISTIC SOCIETY,802.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862759,45082,BROTHERS OF CHARITY SERVICES MERSEY,802.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861959,45082,****REDACTED PERSONAL INFO****,800.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861828,45082,****REDACTED PERSONAL INFO****,798.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861757,45082,****REDACTED PERSONAL INFO****,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861539,45082,****REDACTED PERSONAL INFO****,796.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862869,45082,AUTISM INITIATIVES,796.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861899,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861912,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861915,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861916,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862099,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861342,45082,****REDACTED PERSONAL INFO****,793.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861335,45082,****REDACTED PERSONAL INFO****,791.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861493,45082,****REDACTED PERSONAL INFO****,791.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861182,45082,****REDACTED PERSONAL INFO****,791.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905862048,45082,****REDACTED PERSONAL INFO****,791
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861550,45082,****REDACTED PERSONAL INFO****,788.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861833,45082,****REDACTED PERSONAL INFO****,787.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861363,45082,****REDACTED PERSONAL INFO****,787.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861767,45082,****REDACTED PERSONAL INFO****,786.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861769,45082,****REDACTED PERSONAL INFO****,786.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861784,45082,****REDACTED PERSONAL INFO****,786.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861476,45082,****REDACTED PERSONAL INFO****,786.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861703,45082,****REDACTED PERSONAL INFO****,786.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861770,45082,****REDACTED PERSONAL INFO****,782.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861859,45082,****REDACTED PERSONAL INFO****,781.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861985,45082,****REDACTED PERSONAL INFO****,781.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861304,45082,****REDACTED PERSONAL INFO****,780.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861356,45082,****REDACTED PERSONAL INFO****,772
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861746,45082,****REDACTED PERSONAL INFO****,769.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861048,45082,****REDACTED PERSONAL INFO****,769.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861256,45082,****REDACTED PERSONAL INFO****,769.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861514,45082,****REDACTED PERSONAL INFO****,766.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861373,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861385,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861421,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861482,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861522,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861523,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861526,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861542,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861590,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861591,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861737,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861749,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861783,45082,****REDACTED PERSONAL INFO****,762.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861690,45082,****REDACTED PERSONAL INFO****,762.36
