Payment Date, Description ,Gross Amount, Supplier Name 
10-Aug-23,Rates,"£4,509.00",Sefton MBC (Rates Account) 
10-Aug-23,Public Transport and Allowance,"£4,500.00",MerseyTravel
17-Aug-23,Service Charges,"£4,487.40",Redacted
24-Aug-23,Uniform and Clothing,"£4,482.00",TCH (UK) Limited
17-Aug-23,Operational Equipment,"£4,466.78",Redacted
17-Aug-23,Payment for Services,"£4,450.00",Sports Alive North West
31-Aug-23,Payment for Services,"£4,446.00",CCL Forensics Ltd
24-Aug-23,Forensic Fees - General,"£4,433.62",Redacted
03-Aug-23,Rates,"£4,419.00",Liverpool City Council1
31-Aug-23,Rates,"£4,419.00",Liverpool City Council1
10-Aug-23,Call Charges,"£4,400.29",Gamma Telecom Ltd
03-Aug-23,Operational Equipment,"£4,398.19",Redacted
31-Aug-23,Diesel,"£4,379.04",Standard Fuel Oils Limited
24-Aug-23,Forensic Fees - General,"£4,356.00",Redacted
10-Aug-23,Payment for Services,"£4,320.00",Redacted
31-Aug-23,Consultants Fees,"£4,320.00",Acuity Forensics Limited
24-Aug-23,Call Charges,"£4,318.19",Gamma Telecom Ltd
03-Aug-23,Rates,"£4,316.00",Liverpool City Council1
31-Aug-23,Rates,"£4,316.00",Liverpool City Council1
10-Aug-23,Services & Legal Expenses,"£4,309.20",Redacted
17-Aug-23,Postages,"£4,305.71",Royal Mail Group Limited t/a Royal Mail
03-Aug-23,Services & Legal Expenses,"£4,300.00",Redacted
03-Aug-23,Service Charges,"£4,290.00",St Helens MBC
24-Aug-23,Postages,"£4,264.96",Royal Mail Group Limited t/a Royal Mail
10-Aug-23,Services & Legal Expenses,"£4,250.00",Redacted
31-Aug-23,Capital Asset Clearing A/C Plant & Equipment,"£4,248.00",Oligen Communications Ltd
03-Aug-23,Waste Disposal,"£4,244.93",Suez Recycling and Recovery UK Ltd
24-Aug-23,Rates,"£4,224.00",Knowsley MBC
31-Aug-23,Comp. Operations,"£4,185.00",Redacted
31-Aug-23,Capital Asset Clearing A/C Plant & Equipment,"£4,175.64",Flexiform Business Furniture Limited
31-Aug-23,Uniform and Clothing,"£4,090.32",SBI Tac Pro Ltd
03-Aug-23,Services & Legal Expenses,"£4,080.00",Spire Healthcare Limited
03-Aug-23,Electrical Customer Spend,"£4,037.33",BAM FM Ltd
03-Aug-23,Services & Legal Expenses,"£4,000.00",Deysbrook Village Centre
24-Aug-23,Mechanical Reactive Maintenance,"£3,983.04",BAM FM Ltd
17-Aug-23,Forensic Fees - General,"£3,972.00",Redacted
10-Aug-23,Call Charges,"£3,935.57",Gamma Telecom Ltd
17-Aug-23,Payment for Services,"£3,926.40",PSL Print Management Ltd
24-Aug-23,Payment for Services,"£3,907.94",Police and Crime Commissioner For Cheshire
24-Aug-23,Electrical Reactive Maintenance,"£3,896.40",Mace Limited
10-Aug-23,Rates,"£3,890.00",Sefton MBC (Rates Account) 
10-Aug-23,Vehicle Costs,"£3,875.47",PJ Automotive Ltd
10-Aug-23,Event Costs,"£3,844.85",Jockey Club Racecourses Limited
24-Aug-23,Forensic Fees - General,"£3,839.70",Redacted
03-Aug-23,Service Charges,"£3,830.40",City Transport & Storage Ltd
24-Aug-23,Uniform and Clothing,"£3,780.00",TCH (UK) Limited
24-Aug-23,Vehicle Costs,"£3,770.94",R2U Limited (Accident Repair Centre)
17-Aug-23,Printing Stationery & Office Exps.,"£3,720.00",Pitney Bowes Ltd (machines/consumables/maintenance)
10-Aug-23,Call Charges,"£3,716.28",Gamma Telecom Ltd
30-Aug-23,S/W Licences,"£3,703.00",Redacted
24-Aug-23,Vehicle Repairs,"£3,698.14",Swansway Garages Ltd t/a Swansway Chester Peugeot
24-Aug-23,Rates,"£3,686.00",Knowsley MBC
10-Aug-23,Operational Equipment,"£3,669.60",Redacted
03-Aug-23,Mechanical Reactive Maintenance,"£3,630.00",BAM FM Ltd
03-Aug-23,Payment for Services,"£3,630.00",Ambipar Response Limited
10-Aug-23,Kennelling External Dogs,"£3,630.00",Redacted
17-Aug-23,Vehicle Repairs,"£3,607.50",Halliwell Jones Ltd
03-Aug-23,Training Course Fees,"£3,600.00",Redacted
24-Aug-23,Training Course Fees,"£3,600.00",Warrington and Halton Teaching Hospitals NHS
03-Aug-23,Services & Legal Expenses,"£3,580.20",Redacted
03-Aug-23,Services & Legal Expenses,"£3,578.00",Redacted
10-Aug-23,Forensic Fees - General,"£3,560.70",Redacted
10-Aug-23,Miscellaneous Contributions,"£3,522.41",West Yorkshire Combined Authority (WYCA)
17-Aug-23,Payment for Services,"£3,500.00",Karate In Schools
17-Aug-23,Services & Legal Expenses,"£3,488.00",Healthy Stadia CIC
10-Aug-23,Forensic Fees - General,"£3,484.80",Redacted
03-Aug-23,Electrical Reactive Maintenance,"£3,445.72",BAM FM Ltd
24-Aug-23,Vehicle Costs,"£3,437.06",Rybrook Cars Ltd ( Chester)
10-Aug-23,Diesel,"£3,366.00",Standard Fuel Oils Limited
31-Aug-23,Payment for Services,"£3,362.70",UKAS
03-Aug-23,Training Course Fees,"£3,362.00",City of London Police
10-Aug-23,Training Course Fees,"£3,362.00",City of London Police
17-Aug-23,Services & Legal Expenses,"£3,350.00",Redacted
10-Aug-23,Tyres & Tubes,"£3,348.00",ATS Euromaster Limited
24-Aug-23,Pathologists Fees,"£3,327.72",Redacted
24-Aug-23,Operational Equipment,"£3,326.40",Redacted
24-Aug-23,Pathologists Fees,"£3,325.96",Redacted
24-Aug-23,Pathologists Fees,"£3,325.96",Redacted
24-Aug-23,Pathologists Fees,"£3,325.96",Redacted
03-Aug-23,Lubricants,"£3,240.00",TotalEnergies Marketing UK Limited
03-Aug-23,Vehicle Costs,"£3,203.93",R2U Limited (Accident Repair Centre)
09-Aug-23,Operational Costs,"£3,191.20",Redacted
17-Aug-23,Training Course Fees,"£3,168.00",CJS Event Solutions
17-Aug-23,Mobile Data Costs,"£3,152.40",Telefonica UK Limited (O2) (41341813)
03-Aug-23,Telecommunications,"£3,150.00",Redacted
03-Aug-23,Support Staff-Temporary Staff Wages,"£3,112.20",Michael Page International Recruitment Limited
03-Aug-23,Support Staff-Temporary Staff Wages,"£3,112.20",Michael Page International Recruitment Limited
31-Aug-23,Support Staff-Temporary Staff Wages,"£3,112.20",Michael Page International Recruitment Limited
31-Aug-23,Support Staff-Temporary Staff Wages,"£3,112.20",Michael Page International Recruitment Limited
17-Aug-23,Service Charges,"£3,093.60",City Transport & Storage Ltd
03-Aug-23,Rates,"£3,069.00",Liverpool City Council1
31-Aug-23,Rates,"£3,069.00",Liverpool City Council1
31-Aug-23,Forensic Fees - General,"£3,062.40",Redacted
24-Aug-23,Vehicle Costs,"£3,057.77",Halliwell Jones Ltd
10-Aug-23,Uniform and Clothing,"£3,031.43",M C Products UK Ltd
10-Aug-23,Police Dogs Vet Fees,"£3,011.73",Redacted
31-Aug-23,Forensic Fees - General,"£3,009.60",Redacted
03-Aug-23,Pathologists Fees,"£3,009.58",Redacted
10-Aug-23,Pathologists Fees,"£3,009.58",Redacted
10-Aug-23,Pathologists Fees,"£3,009.58",Redacted
17-Aug-23,Pathologists Fees,"£3,009.58",Redacted
10-Aug-23,Capital Asset Clearing A/c Intangibles,"£3,001.20",Softcat Plc
10-Aug-23,Payments to Other Police Authorities,"£2,996.61",GMCA (PCC for Greater Manchester)
17-Aug-23,Cleaning and Domestic Supplies,"£2,995.20",Arrow County Supplies
10-Aug-23,Rates,"£2,977.00",Sefton MBC (Rates Account) 
24-Aug-23,Uniform and Clothing,"£2,970.00",ilasco Ltd (Keela International Ltd)
10-Aug-23,Service Charges,"£2,969.26",Flexiform Business Furniture Limited
03-Aug-23,Training Course Fees,"£2,968.50",College of Policing Limited
10-Aug-23,Support Staff-Temporary Staff Wages,"£2,956.60",Michael Page International Recruitment Limited
24-Aug-23,Vehicle Repairs,"£2,946.19",eStar Truck and Van Ltd
17-Aug-23,Training Course Fees,"£2,900.00",GMCA (PCC for Greater Manchester)
10-Aug-23,Interpreters Fees,"£2,868.00",Acolad UK Limited
03-Aug-23,H/W Purchases,"£2,862.00",Dell Corporation Ltd
31-Aug-23,Uniform and Clothing,"£2,829.12",Yaffy Protective Clothing (Part of Mi Hub Ltd)
17-Aug-23,Forensic Fees - General,"£2,814.05",Redacted
03-Aug-23,Pest Control,"£2,813.22",Ecolab Ltd
03-Aug-23,Rates,"£2,794.00",Liverpool City Council1
31-Aug-23,Rates,"£2,794.00",Liverpool City Council1
03-Aug-23,Services & Legal Expenses,"£2,786.40",Redacted
17-Aug-23,Diesel,"£2,742.91",Standard Fuel Oils Limited
03-Aug-23,Electrical Reactive Maintenance,"£2,741.39",BAM FM Ltd
17-Aug-23,Payments to Other Police Authorities,"£2,704.70",National Crime Agency (NCA)
03-Aug-23,Consultants Fees,"£2,697.00",Redacted
10-Aug-23,Vehicle Repairs,"£2,689.79",Halliwell Jones Ltd
17-Aug-23,Radio Batteries,"£2,658.00",Redacted
03-Aug-23,Electrical Reactive Maintenance,"£2,638.02",BAM FM Ltd
03-Aug-23,Vehicle Costs,"£2,625.16",A P Fleet Services Ltd
03-Aug-23,Services & Legal Expenses,"£2,608.20",Redacted
17-Aug-23,Technical Equipment,"£2,571.00",Redacted
31-Aug-23,Payment for Services,"£2,550.00",One Vision Housing Limited
10-Aug-23,Services & Legal Expenses,"£2,520.00",Redacted
03-Aug-23,Forensic Fees - General,"£2,488.20",Redacted
10-Aug-23,Additional Vehicle Recharge,"£2,472.00",Automobile Association Developments Limited
03-Aug-23,Furniture Purchases,"£2,470.81",T.S. Booker & Son (Manufacturing) Limited
24-Aug-23,Uniform and Clothing,"£2,470.73",Michael Lupton Associates Limited
03-Aug-23,Rates,"£2,470.00",Liverpool City Council1
31-Aug-23,Rates,"£2,470.00",Liverpool City Council1
31-Aug-23,Hired Vehicle & Plant,"£2,457.99",Arnold Clark Finance Ltd
03-Aug-23,Maintenance of Dogs,"£2,448.26",Crown Pet Foods
31-Aug-23,Uniform and Clothing,"£2,442.72",Cooneen Defence Limited
17-Aug-23,Profit/Loss on disposal of assets,"£2,433.60",Redacted
03-Aug-23,Capital Asset Clearing A/c Vehicles,"£2,430.00",SunGuard Solar Control Ltd
24-Aug-23,Miscellaneous Contributions,"£2,423.63",Alder Hey Childrens NHS Trust
24-Aug-23,Vehicle Costs,"£2,415.12",BMC Mechanical LTD
03-Aug-23,Vehicle Repairs,"£2,402.33",Swansway Garages Ltd t/a Swansway Chester Peugeot
10-Aug-23,Service Charges,"£2,400.72",Flexiform Business Furniture Limited
17-Aug-23,Training Course Fees,"£2,400.00",Skills For Justice Awards Ltd
03-Aug-23,Services & Legal Expenses,"£2,397.60",Redacted
17-Aug-23,Prisoner Meals,"£2,396.02",BFS Group Limited t/a Bidvest Foodservice
31-Aug-23,Hired Vehicle & Plant,"£2,391.41",Redacted
17-Aug-23,Payments to Other Police Authorities,"£2,378.42",GMCA (PCC for Greater Manchester)
31-Aug-23,Forensic Fees - General,"£2,377.44",Redacted
24-Aug-23,Uniform and Clothing,"£2,375.40",TCH (UK) Limited
31-Aug-23,Comp. Consumeables,"£2,360.36",Redacted
10-Aug-23,Comp. Consumeables,"£2,340.00",CBC Computer Systems Ltd
31-Aug-23,Capital Asset Clearing A/c Intangibles,"£2,340.00",Bluestar Software Ltd
24-Aug-23,Vehicle Police Equipment,"£2,330.40",Vision Unique Equipment Ltd
24-Aug-23,Payment for Services,"£2,305.38",3Cubed Limited
17-Aug-23,Vehicle Repairs,"£2,295.43",Halliwell Jones Ltd
24-Aug-23,Locksmith Quoted Works,"£2,291.40",Security Services Group
10-Aug-23,Printing Stationery & Office Exps.,"£2,274.00",Wild Thang
17-Aug-23,Forensic Fees - General,"£2,271.60",Redacted
16-Aug-23,Services & Legal Expenses,"£2,254.00",HM Courts & Tribunals Service
24-Aug-23,Vehicle Costs,"£2,245.58",BMC Mechanical LTD
10-Aug-23,Hired Vehicle & Plant,"£2,242.10",Arnold Clark Finance Ltd
03-Aug-23,Electrical Reactive Maintenance,"£2,198.15",BAM FM Ltd
17-Aug-23,Hired Vehicle & Plant,"£2,196.00",Redacted
03-Aug-23,Pathologists Fees,"£2,185.83",Redacted
03-Aug-23,Vehicle Repairs,"£2,183.03",Rybrook Cars Ltd ( Chester)
03-Aug-23,Medical Fees,"£2,160.00",Redacted
03-Aug-23,Medical Fees,"£2,160.00",Redacted
17-Aug-23,Medical Fees,"£2,160.00",Redacted
24-Aug-23,Services & Legal Expenses,"£2,160.00",Redacted
24-Aug-23,Medical Fees,"£2,160.00",Redacted
03-Aug-23,Comp. Operations,"£2,159.63",Pure Audio Visual Limited
16-Aug-23,Services & Legal Expenses,"£2,157.00",HM Courts & Tribunals Service
17-Aug-23,Service Charges,"£2,134.77",BAM FM Ltd
31-Aug-23,Capital Asset Clearing A/c Intangibles,"£2,131.20",Redacted
03-Aug-23,Operational Equipment,"£2,130.00",Redacted
24-Aug-23,Vehicle Parts,"£2,129.00",Michelin Tyre PLC
31-Aug-23,Uniform and Clothing,"£2,122.10",Outdoor and Cycle Concepts Ltd t/a Cotswold Outdoor
24-Aug-23,Forensic Fees - General,"£2,112.00",Redacted
31-Aug-23,Support Staff-Temporary Staff Wages,"£2,103.95",Red Snapper Recruitment Limited
10-Aug-23,Tyres & Tubes,"£2,102.88",Michelin Tyre PLC
24-Aug-23,Services & Legal Expenses,"£2,100.00",Redacted
24-Aug-23,Vehicle Costs,"£2,089.48",Johnsons Cars Limited
03-Aug-23,Rates,"£2,080.00",Liverpool City Council1
31-Aug-23,Rates,"£2,080.00",Liverpool City Council1
10-Aug-23,Consultants Fees,"£2,069.40",Redacted
10-Aug-23,Maintenance of Dogs,"£2,055.25",Redacted
03-Aug-23,Uniform and Clothing,"£2,042.43",Price Western Leather Co
03-Aug-23,Rates,"£2,033.00",Liverpool City Council1
31-Aug-23,Rates,"£2,033.00",Liverpool City Council1
17-Aug-23,Forensic Fees - General,"£2,032.80",Redacted
24-Aug-23,Breathalyzers,"£2,016.00",Redacted
10-Aug-23,Operational Equipment,"£2,014.38",Redacted
03-Aug-23,Services & Legal Expenses,"£2,000.00",Redacted
17-Aug-23,Training Course Fees,"£2,000.00",Glasgow Caledonian University.
31-Aug-23,Services & Legal Expenses,"£2,000.00",Redacted
31-Aug-23,Forensic Fees - General,"£1,993.20",Redacted
03-Aug-23,Purchase of Horses,"£1,985.00",North West Farrier Services Ltd
03-Aug-23,Services & Legal Expenses,"£1,974.00",CIPFA Business Limited
03-Aug-23,Services & Legal Expenses,"£1,973.40",Redacted
17-Aug-23,Forensic Fees - General,"£1,970.40",Redacted
24-Aug-23,Vehicle Police Equipment,"£1,968.00",Woodway Engineering Ltd
03-Aug-23,Services & Legal Expenses,"£1,950.00",Redacted
31-Aug-23,Forensic Fees - General,"£1,932.00",Redacted
17-Aug-23,Technical Equipment,"£1,921.20",Redacted
10-Aug-23,Payment for Services,"£1,920.00",Redacted
24-Aug-23,Rates,"£1,909.00",Knowsley MBC
24-Aug-23,Mechanical Reactive Maintenance,"£1,907.62",BAM FM Ltd
03-Aug-23,Vehicle Costs,"£1,896.48",Rybrook Cars Ltd ( Volvo )
10-Aug-23,Training Course Fees,"£1,896.00",City of London Police
17-Aug-23,Payments to Other Police Authorities,"£1,884.14",National Crime Agency (NCA)
31-Aug-23,Uniform and Clothing,"£1,870.75",Redacted
03-Aug-23,Printing Stationery & Office Exps.,"£1,860.00",Glass`s Information Services Ltd
10-Aug-23,Cleaning and Domestic Supplies,"£1,852.76",Arrow County Supplies
24-Aug-23,Forensic Fees - General,"£1,846.30",Redacted
17-Aug-23,Training Course Fees,"£1,820.70",Civil Service College Limited
03-Aug-23,Forensic Fees - General,"£1,812.00",Redacted
17-Aug-23,Support Staff-Temporary Staff Wages,"£1,803.38",Red Snapper Recruitment Limited
03-Aug-23,Services & Legal Expenses,"£1,800.00",Taye Training and Consultancy Ltd
10-Aug-23,Service Charges,"£1,796.16",Flexiform Business Furniture Limited
17-Aug-23,Vehicle Repairs,"£1,793.23",Rybrook Cars Ltd ( Chester)
24-Aug-23,Tyres & Tubes,"£1,778.11",ATS Euromaster Limited
03-Aug-23,Technical Equipment,"£1,777.14",Warehouse Express Ltd t/a Wex Photographic
31-Aug-23,Vehicle Repairs,"£1,772.94",Swansway Garages Ltd t/a Swansway Chester Peugeot
31-Aug-23,Rates,"£1,771.00",Wirral MBC
24-Aug-23,Vehicle Costs,"£1,748.45",BMC Mechanical LTD
17-Aug-23,Protective Clothing,"£1,743.91",Elis UK
31-Aug-23,Cleaning and Domestic Supplies,"£1,742.45",Arrow County Supplies
24-Aug-23,Forensic Fees - General,"£1,731.60",Redacted
17-Aug-23,Forensic Fees - General,"£1,725.00",Redacted
31-Aug-23,Support Staff-Temporary Staff Wages,"£1,721.41",Red Snapper Recruitment Limited
31-Aug-23,Uniform and Clothing,"£1,717.68",Yaffy Protective Clothing (Part of Mi Hub Ltd)
10-Aug-23,Forensic Fees - General,"£1,716.00",Redacted
10-Aug-23,Uniform and Clothing,"£1,711.20",John Roberts Associates Ltd
31-Aug-23,Support Staff-Temporary Staff Wages,"£1,707.76",Red Snapper Recruitment Limited
03-Aug-23,Vehicle Parts,"£1,700.28",Ford Motor Company T/A Ford Parts Plus
24-Aug-23,Firearms,"£1,695.74",Redacted
24-Aug-23,Support Staff-Temporary Staff Wages,"£1,680.43",Red Snapper Recruitment Limited
17-Aug-23,Vehicle Repairs,"£1,677.56",Halliwell Jones Ltd
31-Aug-23,Uniform and Clothing,"£1,675.39",Redacted
03-Aug-23,Forensic Fees - General,"£1,656.00",Redacted
03-Aug-23,Forensic Fees - General,"£1,639.37",Redacted
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
17-Aug-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
24-Aug-23,Telecommunications,"£1,625.22",Avoira Limited
24-Aug-23,Tyres & Tubes,"£1,598.53",ATS Euromaster Limited
24-Aug-23,Mechanical Customer Spend,"£1,598.52",BAM FM Ltd
03-Aug-23,Mechanical Reactive Maintenance,"£1,591.10",BAM FM Ltd
24-Aug-23,Waste Disposal,"£1,578.80",SRCL Ltd
24-Aug-23,Tyres & Tubes,"£1,572.26",Michelin Tyre PLC
24-Aug-23,Forensic Fees - General,"£1,570.80",Redacted
23-Aug-23,Direct Transport Costs,"£1,566.55",Allstar
10-Aug-23,Vehicle Repairs,"£1,562.50",Peoples Liverpool Limited
31-Aug-23,Uniform and Clothing,"£1,560.60",Tailored Image Limited
03-Aug-23,Support Staff-Temporary Staff Wages,"£1,560.00",Grayce Group Limited
03-Aug-23,Support Staff-Temporary Staff Wages,"£1,560.00",Grayce Group Limited
03-Aug-23,Support Staff-Temporary Staff Wages,"£1,560.00",Grayce Group Limited
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,560.00",Grayce Group Limited
10-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
10-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
10-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
17-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
24-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
31-Aug-23,Uniform Casual User Mileage,"£1,560.00",Grayce Group Limited
17-Aug-23,Support Staff-Temporary Staff Wages,"£1,557.47",Red Snapper Recruitment Limited
24-Aug-23,Vehicle Parts,"£1,555.22",Lookers Motor Group Limited t/a Lookers Liverpool
10-Aug-23,Rates,"£1,547.00",St Helens MBC
03-Aug-23,Mechanical Reactive Maintenance,"£1,545.25",BAM FM Ltd
10-Aug-23,Payment for Services,"£1,521.00",Clearway Environmental Services (UK) Limited
03-Aug-23,Services & Legal Expenses,"£1,500.00",Redacted
31-Aug-23,Services & Legal Expenses,"£1,500.00",Redacted
31-Aug-23,Services & Legal Expenses,"£1,500.00",Redacted
24-Aug-23,Operational Equipment,"£1,496.28",Redacted
24-Aug-23,Mechanical Reactive Maintenance,"£1,491.60",BAM FM Ltd
10-Aug-23,Forensic Fees - General,"£1,490.40",Redacted
24-Aug-23,Forensic Fees - General,"£1,490.40",Redacted
24-Aug-23,S/W Licences,"£1,484.76",Insight Direct (UK) Ltd
10-Aug-23,Mechanical Reactive Maintenance,"£1,481.20",BAM FM Ltd
24-Aug-23,Waste Disposal,"£1,478.09",Shred Station Limited
17-Aug-23,Hired Vehicle & Plant,"£1,470.00",West Wallasey Car Hire Ltd
17-Aug-23,Hired Vehicle & Plant,"£1,470.00",West Wallasey Car Hire Ltd
10-Aug-23,Forensic Fees - General,"£1,468.32",Redacted
10-Aug-23,Mechanical Reactive Maintenance,"£1,466.09",BAM FM Ltd
17-Aug-23,Vehicle Repairs,"£1,459.58",BMC Mechanical LTD
10-Aug-23,Vehicle Police Equipment,"£1,452.00",Redacted
10-Aug-23,Operational Equipment,"£1,441.06",Redacted
17-Aug-23,Forensic Fees - General,"£1,440.00",Redacted
31-Aug-23,Training Course Fees,"£1,440.00",Redacted
10-Aug-23,Forensic Fees - General,"£1,439.26",Redacted
24-Aug-23,Uniform and Clothing,"£1,436.83",Redacted
03-Aug-23,Rates,"£1,435.00",Liverpool City Council1
31-Aug-23,Rates,"£1,435.00",Liverpool City Council1
03-Aug-23,Payment for Services,"£1,434.12",SRCL Ltd
17-Aug-23,Support Staff Recruitment Advertisements,"£1,434.00",The Law Society1
24-Aug-23,Prisoner Meals,"£1,428.45",BFS Group Limited t/a Bidvest Foodservice
03-Aug-23,Forensic Fees - General,"£1,428.24",Redacted
08-Aug-23,Services & Legal Expenses,"£1,423.35",Bank Charges
24-Aug-23,Electrical Reactive Maintenance,"£1,406.09",BAM FM Ltd
24-Aug-23,Electrical Reactive Maintenance,"£1,403.33",BAM FM Ltd
24-Aug-23,Forensic Fees - General,"£1,400.40",Redacted
03-Aug-23,Mobiles-rental,"£1,400.00",Redacted
03-Aug-23,Electrical Reactive Maintenance,"£1,399.06",BAM FM Ltd
03-Aug-23,Printing Stationery & Office Exps.,"£1,398.00",PSL Print Management Ltd
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,393.52",Red Snapper Recruitment Limited
31-Aug-23,Rates,"£1,385.00",Wirral MBC
03-Aug-23,Forensic Fees - General,"£1,380.00",Redacted
03-Aug-23,Service Charges,"£1,375.00",North Birkenhead Development Trust Ltd
31-Aug-23,Forensic Fees - General,"£1,372.80",Redacted
31-Aug-23,Forensic Fees - General,"£1,371.01",Redacted
03-Aug-23,Training Course Fees,"£1,368.00",Stratac Logical Limited
31-Aug-23,Vehicle Repairs,"£1,360.36",Swansway Garages Ltd t/a Swansway Chester Peugeot
17-Aug-23,Forensic Fees - General,"£1,359.90",Redacted
17-Aug-23,Hired Vehicle & Plant,"£1,356.00",West Wallasey Car Hire Ltd
17-Aug-23,Hired Vehicle & Plant,"£1,356.00",West Wallasey Car Hire Ltd
10-Aug-23,Uniform and Clothing,"£1,354.18",Outdoor and Cycle Concepts Ltd t/a Cotswold Outdoor
10-Aug-23,Payment for Services,"£1,350.00",Perception Theatre
09-Aug-23,Direct Transport Costs,"£1,333.32",Allstar
31-Aug-23,Training Course Fees,"£1,330.00",College of Policing Limited
17-Aug-23,Payments to Local Authorities,"£1,329.24",Experian Limited
03-Aug-23,Forensic Fees - General,"£1,328.40",Redacted
17-Aug-23,Forensic Fees - General,"£1,323.84",Redacted
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
24-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
31-Aug-23,Hired Vehicle & Plant,"£1,322.04",Enterprise Rent a Car UK Ltd
03-Aug-23,Services & Legal Expenses,"£1,320.00",Redacted
17-Aug-23,Vehicle Repairs,"£1,316.90",Rybrook Cars Ltd ( Chester)
31-Aug-23,Forensic Fees - General,"£1,314.60",Redacted
10-Aug-23,Kennelling External Dogs,"£1,302.00",Redacted
24-Aug-23,Support Staff-Temporary Staff Wages,"£1,300.70",Hays Specialist Recruitment Ltd
31-Aug-23,Support Staff-Temporary Staff Wages,"£1,300.70",Hays Specialist Recruitment Ltd
10-Aug-23,Training Course Fees,"£1,300.00",Uclan (University Of Central Lancashire)
03-Aug-23,Mechanical Reactive Maintenance,"£1,290.96",BAM FM Ltd
10-Aug-23,Services & Legal Expenses,"£1,280.00",Redacted
10-Aug-23,Tyres & Tubes,"£1,279.97",Michelin Tyre PLC
24-Aug-23,Training Course Fees,"£1,279.80",Leadership Through Data
03-Aug-23,Operational Equipment,"£1,276.80",Redacted
24-Aug-23,Vehicle Repairs,"£1,276.37",Rybrook Cars Ltd ( Chester)
17-Aug-23,Forensic Fees - General,"£1,271.81",Redacted
03-Aug-23,Uniform and Clothing,"£1,267.80",ilasco Ltd (Keela International Ltd)
03-Aug-23,Services & Legal Expenses,"£1,267.20",Redacted
03-Aug-23,Electrical Reactive Maintenance,"£1,262.76",BAM FM Ltd
24-Aug-23,Comp. Consumeables,"£1,260.00",EE Ltd (Airtime)
10-Aug-23,Rents,"£1,250.00",Target Footballl CIC
10-Aug-23,Support Staff-Temporary Staff Wages,"£1,248.00",Grayce Group Limited
24-Aug-23,Support Staff-Temporary Staff Wages,"£1,248.00",Grayce Group Limited
31-Aug-23,Support Staff-Temporary Staff Wages,"£1,248.00",Grayce Group Limited
03-Aug-23,Uniform and Clothing,"£1,245.12",Business Image Limited
03-Aug-23,Forensic Fees - General,"£1,243.79",Redacted
16-Aug-23,Direct Transport Costs,"£1,239.26",Allstar
17-Aug-23,Vehicle Parts,"£1,237.56",Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
31-Aug-23,Support Staff-Temporary Staff Wages,"£1,235.60",Michael Page International Recruitment Limited
10-Aug-23,Hired Vehicle & Plant,"£1,230.43",Arnold Clark Finance Ltd
17-Aug-23,Support Staff-Temporary Staff Wages,"£1,229.58",Red Snapper Recruitment Limited
10-Aug-23,Forensic Fees - General,"£1,228.92",Redacted
10-Aug-23,Hired Vehicle & Plant,"£1,222.03",Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,"£1,222.03",Arnold Clark Finance Ltd
24-Aug-23,Training Course Fees,"£1,212.00",Police Crime Prevention Initiatives Ltd
24-Aug-23,Training Course Fees,"£1,212.00",Police Crime Prevention Initiatives Ltd
24-Aug-23,Training Course Fees,"£1,212.00",Police Crime Prevention Initiatives Ltd
24-Aug-23,Training Course Fees,"£1,212.00",Police Crime Prevention Initiatives Ltd
10-Aug-23,Building Reactive Maintenance,"£1,203.90",Graham Asset Management Ltd
10-Aug-23,Services & Legal Expenses,"£1,200.00",5 Essex Court
17-Aug-23,Medical Specialist,"£1,200.00",Redacted
17-Aug-23,Medical Specialist,"£1,200.00",Redacted
