Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Criminal Justice Arrangements,Transport,Vehicle Allowances,Travel fares,14.50,PCC for Wiltshire,26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,972.59 Hays Specialist Recruitment Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"2,010.00",Restore Technology,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Equipment ICT  Lease,"29,545.59",Redwood Technologies Limited,30/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,630.27,,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Staff Pay & Allowances,"Police Staff - Basic Pay, NI & Pension","15,091.18",PCC for Devon & Cornwall,26/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Printing,765.00,Xerox (UK) Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,541.67,BT PLC,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"2,946.90 Hays Specialist Recruitment Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,167.00",Systems Technology Consultants Ltd,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,502.50 WA Products (UK) Ltd t/a SceneSafe,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,781.20 Charles Fellows Supplies Ltd,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,"Police Staff - Basic Pay, NI & Pension","4,826.40",PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,924.00,Services Design Solution Ltd,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Printing,878.95,XEROX FINANCE LTD,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,050.40",Sepura Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"2,340.00 Hays Specialist Recruitment Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,"2,500.00",Lifeskills Learning for Living,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Capital Charges,Forensic Science Services,,94.00 Orchid Cellmark Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,"1,893.00 Charles Fellows Supplies Ltd",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,908.44 WA Products (UK) Ltd t/a SceneSafe,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,976.68,SJ Cook & Sons,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - commissioning,"2,163.20",Sepura Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,56.65,PCC for Wiltshire,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,,"2,015.00 Colt International Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,,"8,370.00 CLIFTON CANVAS DEVELOPMENTS LTD",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,647.68,Vertu Volvo SW,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,754.98,Security Supplies Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,,650.00 CJS (UK Management) Limited,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,615.00",Simply Nuc Ltd,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,,"3,504.00 North Somerset Council",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Accommodation,,230.00 Cambridge Centre for Evidence-Based,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,938.90,The Art Warehouse & Framing Factory,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,534.18,Vale Vets Portishead t/a Independen,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,,37.40 Corporate Support HQ Imprest,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,"12,838.20",BRITISH TELECOMMUNICATIONS PLC,12/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Courses Fees,,"10,000.00 Crisis Prevention Institute Inc",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"5,845.18",L&C Investments,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Travel fares,"4,032.17",,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,535.50,Sign Efex Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,690.00",Somerset Council Pension Fund,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,"4,996.00",PCC for Devon & Cornwall,23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"12,577.53",Eurofins Forensics Services Limited,19/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,423.70 My Staff Shop Limited",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Works,"138,533.16",J Projects Bristol Limited,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Operational Support,Supplies & Services,Other Expenses,Dogs - Kennel Purchase & Maint,"1,240.00",Top Dog Boarding,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Supplies & Services,Printing Stationery & Office Exp,Printing,"3,143.58",Xerox (UK) Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"9,191.31",SOCOTEC UK Ltd,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,200.23",PCC for Devon & Cornwall,23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,,"2,550.00 CSS Training and Consultancy Limite",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"13,032.64",Volvo Car UK Ltd,05/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
