Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Premises,Planned Repair & Maintenance,Repairs & Maint General,"3,347.40",Boing Rapid Secure Ltd,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,,"1,768.14 Hays Specialist Recruitment Ltd",17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,548.28,Volkswagen Group UK Ltd Parts,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,863.00,Vodafone Limited,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,904.58,PCC for Dorset,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,547.80,,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,"5,972.00",,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,364.50,EE Limited,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Clothing Uniforms & Laundry,Revaluation/Stock Take,12.90,Arco Limited,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Security,,21.62 Corporate Support HQ Imprest,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,696.10,SJ Cook & Sons,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,"1,933.56",Sovereign Fire & Security Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Vehicle mileage allowance,412.40,PCC for Wiltshire,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - commissioning,"7,844.68",Van Racking Solutions Ltd,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,600.00",Buddi Ltd,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,"2,550.00",Systems Technology Consultants Ltd,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Energy Costs,Gas,72.65,PCC for Dorset,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Hardware - R&M,523.20,Telefonica UK Limited,20/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"14,712.97 Civica UK Ltd",,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Transport,Vehicle Allowances,Vehicle mileage allowance,151.48,PCC for Wiltshire,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Operational Support,Supplies & Services,Other Expenses,Remand costs,,28.40 Corporate Support HQ Imprest,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,798.97 Corporate Support HQ Imprest,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"9,655.00",Romac Building Contractors Ltd,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,Vehicle Conversions,"6,250.00",Toyota (GB) PLC,03/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Planned Repair & Maintenance,"Police PC - Basic Pay, NI, Pension & Unsociable Hours","2,198.43",PCC for Devon & Cornwall,20/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Medical Fees,Pathologists reports,"3,332.00 Dr Kathryn Urankar",,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Legal Costs & Services,"1,050.00",,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.05  Clevedon Hall Limited,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,640.41,Bidfood,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,778.50,Barzangi Linguistic Services Ltd,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,565.82 My Staff Shop Limited",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,"1,537.62",PCC for Devon & Cornwall,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Maintenance,Vehicle costs - fuel,"2,831.80",PCC for Devon & Cornwall,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,"1,602.50",Specialist Computer Centres,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Rent Rates & Water,Rents,"3,853.50",SOMERSET COUNCIL,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,"54,770.00",,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Communications & Computing,Software - Licences,"120,525.00",,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,825.00 Hays Specialist Recruitment Ltd,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,,"2,275.00 Helmet City Somerset Limited",31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Subsistence,67.30,PCC for Wiltshire,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,"3,513.20",Blue Light Partnership,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Courses Fees,,"1,800.00 Heckler & Koch GB NSAF Limited",06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","128,019.21",PCC for Gloucestershire,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Premises,Rent Rates & Water,Water Charges/Sewerages,22.40,PCC for Dorset,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,760.00,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,850.00,Aquarius Waste Management Ltd,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"2,829.89",Staceys Motors,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,Vehicle Conversions,,821.68 Halls Electrical Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,375.00 Hays Specialist Recruitment Ltd",10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,239.20,PCC for Dorset,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"23,696.00",South Gloucestershire Council,03/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"10,102.46",The Appropriate Adult Service,13/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,"9,980.00",PCC for Dorset,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Overtime,Police PC - OT,"4,140.76",PCC for Gloucestershire,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,750.00,,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Other Local Authorities or Forces,Charges - Financial Services,"43,383.56",SOMERSET COUNCIL,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"3,530.00 College of Policing Ltd",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,967.38,SJ Cook & Sons,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"90,496.64",IBM (United Kingdom) Ltd,06/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,"1,785.00",Akkodis UK Ltd,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Capital Charges,General Waste Costs,835.00,Aquarius Waste Management Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Communications & Computing,Hardware - R&M,522.60,Telefonica UK Limited,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,,900.00 Woodhouse Park National Scout,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maint - Electrical,"1,185.00",SVE Services Limited,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,204.90 Waylands Bristol",,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,Vehicle Conversions,"6,250.00",Toyota (GB) PLC,06/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Analyse,Employees,Police Staff Pay & Allowances,Staffing Agency,"4,377.64",Adecco UK Ltd,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","22,711.16",PCC for Gloucestershire,13/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Communications & Computing,Hardware - Purchases,"39,350.16 CDW Limited",,03/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,"5,200.00",Reveal Media Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment,"2,686.00",SPANSET LTD,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"8,545.52",PCC for Dorset,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,36.96,PCC for Dorset,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Drugs & Medical Requisites,,851.50 WA Products (UK) Ltd t/a SceneSafe,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Indirect Employee Expenses,Court Application Fees,"8,286.00",,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,"3,040.00",Akkodis UK Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Capital Charges,General Waste Costs,"1,008.00",SUEZ Recycling and Recovery UK Ltd,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Professional Fees & Consultancy,ICT Equipment Purchase,"1,248.80",ESRI UK Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,520.00,PCC for Devon & Cornwall,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Allowances,Travel fares,"4,000.00",UNIVERSITY OF THE WEST OF ENGLAND,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,,125.40 Orchid Cellmark Ltd,19/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Overtime,Police Sergeant - OT,"2,214.54",PCC for Gloucestershire,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,,1.65 Corporate Support HQ Imprest,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Vehicle mileage allowance,595.35,PCC for Gloucestershire,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,130.00 Waylands Bristol",,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Rent Rates & Water,Rents,"1,125.00",,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Loose Furniture,"1,830.00",BOF Group Ltd,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"1,830.00",Systems Technology Consultants Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,,"2,310.00 Colt International Ltd",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","18,332.44",PCC for Devon & Cornwall,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,720.00,,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Radio/Airwave - Equipment,"47,320.00",Sepura Ltd,19/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,"14,427.00",PCC for Cheshire,31/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Transport,Vehicle Allowances,Travel fares,37.70,PCC for Gloucestershire,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,661.98",THE BICYCLE CHAIN,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Doctors - call out fees,,"104,064.78 Mitie Care and Custody Ltd",17/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,,"1,125.00 Coreus Projects Limited",06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Clinical Waste Costs,,914.53 Citron Hygiene UK Limited,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,668.16 GOODYEAR TYRES UK LTD,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,800.00,,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,450.00,PCC for Devon & Cornwall,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Other Expenses,Vehicles Purchase,"19,299.25",Toyota (GB) PLC,06/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"2,250.00",Ridge & Partners LLP,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,18.40,PCC for Wiltshire,13/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"3,644.50",Xtreme Graphics Limited,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,852.45 DRIVE VAUXHALL BRISTOL,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,,"1,402.50 One Stop Language Services Limited",19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,,"1,652.00 Orchid Cellmark Ltd",10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Horses - Forage,560.00 DC SMITH,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,416.28,PCC for Gloucestershire,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"2,946.90 Hays Specialist Recruitment Ltd",31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Financial Adjustments,"6,200.86",,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,118.96,PCC for Dorset,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,,"3,749.00 College of Policing Ltd",13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Rent Rates & Water,Professional Fees & Consultancy,890.00,Actor Factory Productions,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,"1,569.49 GOODYEAR TYRES UK LTD",31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Equipment Furniture & Materials,Equipment Repairs & Maintenance,,"2,432.00 Weber Rescue UK Ltd",13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,878.10,,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"3,179.00",Sodexo Limited,17/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,528.00,,20/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,"9,626.38",Telefonica UK Limited,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,500.00,,13/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"4,887.34",Eurofins Forensics Services Limited,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,"2,079.50 WA Products (UK) Ltd t/a SceneSafe",20/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Helicopter charge,"394,134.75 West Yorkshire Police",,31/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","16,241.74",PCC for Dorset,27/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,"9,250.15",SOCOTEC UK Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,,"1,250.00 Dr Amanda Jane Jeffery",10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,4.42,PCC for Devon & Cornwall,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,150.00",Akkodis UK Ltd,24/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Maintenance,Vehicle costs - insurance,"3,486.88",PCC for Dorset,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,845.00,Aquarius Waste Management Ltd,17/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"89,110.86",Sodexo Limited,24/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Courses Fees,575.00,PCC for Durham,31/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,"8,288.67",,06/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,665.42",Elite Solutions (UK) Ltd,10/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired - Cleaning Cells/Vehs,"7,016.50",Sodexo Limited,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Clothing Uniforms & Laundry,Clothing & Uniforms - Issues,919.79,Arco Limited,27/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"1,980.00",SVE Services Limited,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired - Cleaning Cells/Vehs,"6,229.00",Sodexo Limited,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Other Expenses,Vehicles Purchase,"19,299.25",Toyota (GB) PLC,03/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Communications & Computing,Software - Licences,"10,000.00",,06/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,029.30",Volkswagen Group UK Ltd Parts,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Employees,Police Pay & Allowances,Police PC - Pension,"5,289.26",PCC for Devon & Cornwall,19/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Third Party Payments,Other Local Authorities or Forces,Agency Payments - OLAs,"40,397.01",Bristol City Council,27/03/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Printing Stationery & Office Exp,Forensic Science Services,,822.25 Orchid Cellmark Ltd,03/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,501.77,PCC for Dorset,17/03/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,948.80,,19/03/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
