Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,346.05",Orchid Cellmark Ltd,19/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,834.00,Pomphrey and Sons Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"5,890.50",Eurofins Forensics Services Limited,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Clothing Uniforms & Laundry,Laundry & Dry Cleaning,780.17,Elis,09/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Pay & Allowances,"Police PC - Basic Pay, OT, NI & Pension","6,562.35",PCC for Dorset,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,706.56 Waylands Bristol,12/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"131,218.80",NHS Bristol North Somerset,09/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,"40,405.81",Allstar Business Solutions Ltd,16/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Capital Charges,Forensic Science Services,342.00,Eurofins Forensics Services Limited,05/12/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,260.00,PCC for Devon & Cornwall,19/12/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Roads Policing,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,999.00,Sonic Communications (INT) Ltd,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"5,508.00",,05/12/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
