Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
709,2025-02-10 00:00:00,0017538521,INV,4750,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
710,2025-02-10 00:00:00,0017538522,INV,5009.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
711,2025-02-10 00:00:00,0017538511,INV,3869.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
712,2025-02-10 00:00:00,0017538524,INV,3109.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
713,2025-02-10 00:00:00,0017538525,INV,4059.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
714,2025-02-10 00:00:00,0017538526,INV,2660,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
715,2025-02-10 00:00:00,0017538527,INV,2660,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
716,2025-02-10 00:00:00,0017538528,INV,2763.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
717,2025-02-10 00:00:00,0017538517,INV,3696.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
718,2025-02-10 00:00:00,0017538530,INV,1468.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
719,2025-02-10 00:00:00,0017538531,INV,2557.27,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
720,2025-02-10 00:00:00,0017538532,INV,3309.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
721,2025-02-10 00:00:00,0017538533,INV,3109.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
722,2025-02-10 00:00:00,0017538534,INV,6425.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
723,2025-02-10 00:00:00,0017538523,INV,2556.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
724,2025-02-10 00:00:00,0017538536,INV,4318.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
725,2025-02-10 00:00:00,0017538537,INV,11469,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
726,2025-02-10 00:00:00,0017538538,INV,3800,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
727,2025-02-10 00:00:00,0017538539,INV,1209.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
728,2025-02-10 00:00:00,0017538540,INV,1986.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
729,2025-02-10 00:00:00,0017538529,INV,1623.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
730,2025-02-10 00:00:00,0017538542,INV,3454.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
731,2025-02-10 00:00:00,0017538543,INV,1692.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
732,2025-02-10 00:00:00,0017538544,INV,3143.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
733,2025-02-10 00:00:00,0017538545,INV,932.27,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
734,2025-02-10 00:00:00,0017538546,INV,3540.91,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
735,2025-02-10 00:00:00,0017538535,INV,1665.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
736,2025-02-10 00:00:00,0017538548,INV,2936.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
737,2025-02-10 00:00:00,0017538549,INV,2060,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
738,2025-02-10 00:00:00,0017538550,INV,2476.2,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
739,2025-02-10 00:00:00,0017538551,INV,2960,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
740,2025-02-10 00:00:00,0017538552,INV,2262.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
741,2025-02-10 00:00:00,0017538541,INV,2884.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
742,2025-02-10 00:00:00,0017538554,INV,2262.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
743,2025-02-10 00:00:00,0017538555,INV,1692.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
744,2025-02-10 00:00:00,0017538556,INV,794.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
745,2025-02-10 00:00:00,0017538557,INV,1036.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
746,2025-02-10 00:00:00,0017538558,INV,2233.41,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
747,2025-02-10 00:00:00,0017538547,INV,2677.27,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
748,2025-02-10 00:00:00,0017538560,INV,960,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
749,2025-02-10 00:00:00,0017538561,INV,960,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
750,2025-02-10 00:00:00,0017538562,INV,2729.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
751,2025-02-10 00:00:00,0017538563,INV,1692.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
752,2025-02-10 00:00:00,0017538564,INV,1796.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
753,2025-02-10 00:00:00,0017538553,INV,2262.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
754,2025-02-10 00:00:00,0017538566,INV,880.9,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
755,2025-02-10 00:00:00,0017538567,INV,1485.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
756,2025-02-10 00:00:00,0017538568,INV,1485.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
757,2025-02-10 00:00:00,0017538569,INV,2418.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
758,2025-02-10 00:00:00,0017538570,INV,2763.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
759,2025-02-10 00:00:00,0017538559,INV,648,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
760,2025-02-10 00:00:00,0017538572,INV,3720,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
761,2025-02-10 00:00:00,0017538573,INV,4118.4,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
762,2025-02-10 00:00:00,0017538574,INV,2366.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
763,2025-02-10 00:00:00,0017538575,INV,1638,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
764,2025-02-10 00:00:00,0017538576,INV,2240,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
765,2025-02-10 00:00:00,0017538565,INV,3592.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
766,2025-02-10 00:00:00,0017538577,INV,1680,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
767,2025-02-04 00:00:00,0030276295,INV,26093.83,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
768,2025-02-10 00:00:00,0030276325,INV,4019.84,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
769,2025-02-13 00:00:00,0030276363,INV,4922.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
770,2025-02-13 00:00:00,0030276364,INV,3121.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
771,2025-02-10 00:00:00,0017538571,INV,1140,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
772,2025-02-06 00:00:00,0016968981,INV,2250,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
773,2025-02-10 00:00:00,0014902989,INV,863.64,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
774,2025-02-06 00:00:00,0016968972,INV,2418.18,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
775,2025-02-06 00:00:00,0016968973,INV,3109.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
776,2025-02-06 00:00:00,0016968974,INV,2936.36,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
777,2025-02-06 00:00:00,0016968975,INV,2677.27,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
778,2025-02-06 00:00:00,0016968987,INV,1640.91,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
779,2025-02-06 00:00:00,0016968976,INV,2072.73,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
780,2025-02-06 00:00:00,0016968977,INV,2500,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
781,2025-02-06 00:00:00,0016968978,INV,3800,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
782,2025-02-06 00:00:00,0016968979,INV,1813.64,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
783,2025-02-06 00:00:00,0016968980,INV,3022.73,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
784,2025-02-24 00:00:00,0016970668,INV,2500,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
785,2025-02-06 00:00:00,0016968982,INV,1969.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
786,2025-02-06 00:00:00,0016968983,INV,2954.55,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
787,2025-02-06 00:00:00,0016968984,INV,1710,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
788,2025-02-06 00:00:00,0016968985,INV,1681.82,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
789,2025-02-06 00:00:00,0016968986,INV,1348.18,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
790,2025-02-10 00:00:00,0014903008,INV,3575.45,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
791,2025-02-10 00:00:00,0014903009,INV,2642.73,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
792,2025-02-24 00:00:00,0016970664,INV,2418.18,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
793,2025-02-24 00:00:00,0016970665,INV,3109.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
794,2025-02-24 00:00:00,0016970666,INV,2936.36,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
795,2025-02-24 00:00:00,0016970667,INV,2677.27,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
796,2025-02-10 00:00:00,0014903014,INV,3540.91,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
797,2025-02-10 00:00:00,0014903015,INV,3454.55,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
798,2025-02-10 00:00:00,0014903004,INV,3420,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
799,2025-02-10 00:00:00,0014903005,INV,3195.45,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
800,2025-02-10 00:00:00,0014903006,INV,3195.45,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
801,2025-02-10 00:00:00,0014903007,INV,3506.36,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
802,2025-02-06 00:00:00,0016968988,INV,2590.91,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
803,2025-02-04 00:00:00,0016968623,INV,2871.82,MC PERSONNEL TRANSPORT LTD,13788100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
804,2025-02-10 00:00:00,0014903010,INV,3195.45,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
805,2025-02-10 00:00:00,0014903011,INV,3454.55,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
806,2025-02-10 00:00:00,0014903012,INV,3972.73,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
807,2025-02-10 00:00:00,0014903013,INV,10998.06,24X7 LTD,14375500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
808,2025-02-24 00:00:00,0016970669,INV,1813.64,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
809,2025-02-24 00:00:00,0016970670,INV,3022.73,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
810,2025-02-24 00:00:00,0016970671,INV,1969.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
811,2025-02-24 00:00:00,0016970672,INV,2954.55,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
812,2025-02-24 00:00:00,0016970673,INV,1710,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
813,2025-02-24 00:00:00,0016970674,INV,1348.18,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
814,2025-02-24 00:00:00,0016970675,INV,1640.91,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
815,2025-02-24 00:00:00,0016970676,INV,2590.91,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
816,2025-02-24 00:00:00,0016970677,INV,2159.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
817,2025-02-27 00:00:00,0016970753,INV,3800,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
818,2025-02-27 00:00:00,0016970754,INV,2140.91,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
819,2025-02-24 00:00:00,0030276459,INV,863.64,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
820,2025-02-10 00:00:00,0014902993,INV,1537.27,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
821,2025-02-17 00:00:00,0014833690,INV,24212.82,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
822,2025-02-10 00:00:00,0014902995,INV,212049.18,MEDWAY NORSE TRANSPORT LTD,04141400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired,1041226001000000,SEN TRANSPORT HST Hired
