Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088413,1,202305,Barclaycard - Global Commercial Payments,5.49 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200079330,1,202305,Barclaycard - Global Commercial Payments,64.52 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200080228,1,202305,Barclaycard - Global Commercial Payments,260.16 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200080398,1,202305,Barclaycard - Global Commercial Payments,758.82 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200080399,1,202305,Barclaycard - Global Commercial Payments,-39.30 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200080474,1,202305,Barclaycard - Global Commercial Payments,230.40 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200080657,1,202305,Barclaycard - Global Commercial Payments,-44.69 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200081004,1,202305,Barclaycard - Global Commercial Payments,5.66 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200081110,1,202305,Barclaycard - Global Commercial Payments,68.13 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200081387,1,202305,Barclaycard - Global Commercial Payments,6.95 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200082014,1,202305,Barclaycard - Global Commercial Payments,219.10 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200082028,1,202305,Barclaycard - Global Commercial Payments,170.03 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200082030,1,202305,Barclaycard - Global Commercial Payments,217.15 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200082038,1,202305,Barclaycard - Global Commercial Payments,18.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200082207,1,202305,Barclaycard - Global Commercial Payments,7.33 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083259,1,202305,Barclaycard - Global Commercial Payments,15.28 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083555,1,202305,Barclaycard - Global Commercial Payments,335.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083651,1,202305,Barclaycard - Global Commercial Payments,31.44 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083701,1,202305,Barclaycard - Global Commercial Payments,24.28 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083764,1,202305,Barclaycard - Global Commercial Payments,"1,144.10 ",01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083770,1,202305,Barclaycard - Global Commercial Payments,35.62 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200083833,1,202305,Barclaycard - Global Commercial Payments,13.96 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084004,1,202305,Barclaycard - Global Commercial Payments,7.78 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084038,1,202305,Barclaycard - Global Commercial Payments,47.57 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084390,1,202305,Barclaycard - Global Commercial Payments,39.15 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084391,1,202305,Barclaycard - Global Commercial Payments,23.78 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084393,1,202305,Barclaycard - Global Commercial Payments,19.50 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084524,1,202305,Barclaycard - Global Commercial Payments,45.32 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200084525,1,202305,Barclaycard - Global Commercial Payments,10.20 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200085193,1,202305,Barclaycard - Global Commercial Payments,480.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200085194,1,202305,Barclaycard - Global Commercial Payments,169.50 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200085258,1,202305,Barclaycard - Global Commercial Payments,108.48 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086049,1,202305,Barclaycard - Global Commercial Payments,55.20 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086556,1,202305,Barclaycard - Global Commercial Payments,9.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086632,1,202305,Barclaycard - Global Commercial Payments,8.46 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086633,1,202305,Barclaycard - Global Commercial Payments,8.52 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086636,1,202305,Barclaycard - Global Commercial Payments,33.08 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086922,1,202305,Barclaycard - Global Commercial Payments,21.46 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087263,1,202305,Barclaycard - Global Commercial Payments,59.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087264,1,202305,Barclaycard - Global Commercial Payments,29.95 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087284,1,202305,Barclaycard - Global Commercial Payments,26.64 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087417,1,202305,Barclaycard - Global Commercial Payments,10.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087608,1,202305,Barclaycard - Global Commercial Payments,186.94 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087609,1,202305,Barclaycard - Global Commercial Payments,122.47 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087665,1,202305,Barclaycard - Global Commercial Payments,23.29 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087840,1,202305,Barclaycard - Global Commercial Payments,1.95 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200087918,1,202305,Barclaycard - Global Commercial Payments,750.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088051,1,202305,Barclaycard - Global Commercial Payments,165.31 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088091,1,202305,Barclaycard - Global Commercial Payments,99.03 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088155,1,202305,Barclaycard - Global Commercial Payments,105.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088256,1,202305,Barclaycard - Global Commercial Payments,162.23 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088294,1,202305,Barclaycard - Global Commercial Payments,719.95 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088295,1,202305,Barclaycard - Global Commercial Payments,719.95 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088340,1,202305,Barclaycard - Global Commercial Payments,285.26 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088387,1,202305,Barclaycard - Global Commercial Payments,98.33 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200088389,1,202305,Barclaycard - Global Commercial Payments,3.55 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097177,1,202305,Barclaycard - Global Commercial Payments,34.25 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097180,1,202305,Barclaycard - Global Commercial Payments,790.12 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097253,1,202305,Barclaycard - Global Commercial Payments,405.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097254,1,202305,Barclaycard - Global Commercial Payments,42.47 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097466,1,202305,Barclaycard - Global Commercial Payments,41.60 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097888,1,202305,Barclaycard - Global Commercial Payments,261.67 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097949,1,202305,Barclaycard - Global Commercial Payments,79.17 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200098235,1,202305,Barclaycard - Global Commercial Payments,700.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200098236,1,202305,Barclaycard - Global Commercial Payments,469.90 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200098237,1,202305,Barclaycard - Global Commercial Payments,85.00 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200099170,1,202305,Barclaycard - Global Commercial Payments,12.29 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200099527,1,202305,Barclaycard - Global Commercial Payments,626.67 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200099528,1,202305,Barclaycard - Global Commercial Payments,523.44 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200100042,1,202305,Barclaycard - Global Commercial Payments,33.20 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200086925,1,202305,Barclaycard - Global Commercial Payments,32.90 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200098089,1,202305,Barclaycard - Global Commercial Payments,11.67 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200102005,1,202305,Barclaycard - Global Commercial Payments,31.99 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101812,1,202305,Barclaycard - Global Commercial Payments,11.08 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101920,1,202305,Barclaycard - Global Commercial Payments,14.48 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101814,1,202305,Barclaycard - Global Commercial Payments,7.99 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101815,1,202305,Barclaycard - Global Commercial Payments,53.98 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101813,1,202305,Barclaycard - Global Commercial Payments,18.49 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200102154,1,202305,Barclaycard - Global Commercial Payments,20.93 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101300,1,202305,Barclaycard - Global Commercial Payments,28.99 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101385,1,202305,Barclaycard - Global Commercial Payments,49.45 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200102145,1,202305,Barclaycard - Global Commercial Payments,6.49 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200097523,1,202305,Barclaycard - Global Commercial Payments,9.15 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200099298,1,202305,Barclaycard - Global Commercial Payments,13.35 ,01/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200098881,1,202305,Barclaycard - Global Commercial Payments,31.69 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200100426,1,202305,Barclaycard - Global Commercial Payments,2.92 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200100592,1,202305,Barclaycard - Global Commercial Payments,29.16 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200100663,1,202305,Barclaycard - Global Commercial Payments,2.92 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",200101621,1,202305,Barclaycard - Global Commercial Payments,17.92 ,15/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200099069,1,202305,Barclaycard - Global Commercial Payments,25.00 ,01/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200100801,1,202305,Barclaycard - Global Commercial Payments,32.30 ,15/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200100803,1,202305,Barclaycard - Global Commercial Payments,40.00 ,15/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200101194,1,202305,Barclaycard - Global Commercial Payments,19.60 ,15/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200101265,1,202305,Barclaycard - Global Commercial Payments,29.00 ,15/08/2023
Integrated Adults & Social Care Services,Supplies and Services,"Furn, Equip & Mats",200101438,1,202305,Barclaycard - Global Commercial Payments,268.00 ,15/08/2023
