Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8729,202306,O2 (UK) LTD,18.28 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8730,202306,O2 (UK) LTD,0.54 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8731,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8734,202306,O2 (UK) LTD,0.25 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8735,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8739,202306,O2 (UK) LTD,3.41 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8740,202306,O2 (UK) LTD,0.31 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8744,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8745,202306,O2 (UK) LTD,1.72 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8748,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8749,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8752,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8753,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8756,202306,O2 (UK) LTD,11.92 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8757,202306,O2 (UK) LTD,0.12 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8760,202306,O2 (UK) LTD,62.43 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8761,202306,O2 (UK) LTD,1.89 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8764,202306,O2 (UK) LTD,31.53 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8768,202306,O2 (UK) LTD,18.02 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8769,202306,O2 (UK) LTD,2.64 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8772,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8773,202306,O2 (UK) LTD,0.47 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8776,202306,O2 (UK) LTD,6.81 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8777,202306,O2 (UK) LTD,0.11 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8779,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8780,202306,O2 (UK) LTD,0.23 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8783,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8784,202306,O2 (UK) LTD,0.23 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8787,202306,O2 (UK) LTD,2.61 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8788,202306,O2 (UK) LTD,4.28 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8792,202306,O2 (UK) LTD,1.18 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8793,202306,O2 (UK) LTD,7.11 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8796,202306,O2 (UK) LTD,1.65 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8799,202306,O2 (UK) LTD,1.56 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8800,202306,O2 (UK) LTD,1.10 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8803,202306,O2 (UK) LTD,0.43 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8804,202306,O2 (UK) LTD,0.89 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8808,202306,O2 (UK) LTD,0.25 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8812,202306,O2 (UK) LTD,1.08 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8813,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8816,202306,O2 (UK) LTD,0.36 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8817,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8820,202306,O2 (UK) LTD,4.53 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8821,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8832,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8836,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8840,202306,O2 (UK) LTD,1.55 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8844,202306,O2 (UK) LTD,7.29 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8845,202306,O2 (UK) LTD,6.21 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8848,202306,O2 (UK) LTD,1.99 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8849,202306,O2 (UK) LTD,0.55 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8852,202306,O2 (UK) LTD,1.82 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8853,202306,O2 (UK) LTD,3.04 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8856,202306,O2 (UK) LTD,0.23 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8857,202306,O2 (UK) LTD,1.22 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8860,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8861,202306,O2 (UK) LTD,0.47 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8864,202306,O2 (UK) LTD,1.86 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8865,202306,O2 (UK) LTD,0.27 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8868,202306,O2 (UK) LTD,0.22 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8873,202306,O2 (UK) LTD,0.38 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8874,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8877,202306,O2 (UK) LTD,1.06 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8878,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8881,202306,O2 (UK) LTD,0.21 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8882,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8885,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8886,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8889,202306,O2 (UK) LTD,0.35 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8890,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8893,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8894,202306,O2 (UK) LTD,0.38 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8898,202306,O2 (UK) LTD,0.46 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8902,202306,O2 (UK) LTD,0.34 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8904,202306,O2 (UK) LTD,0.29 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8907,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8908,202306,O2 (UK) LTD,0.44 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8910,202306,O2 (UK) LTD,0.84 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8916,202306,O2 (UK) LTD,10.95 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8919,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8923,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8924,202306,O2 (UK) LTD,0.35 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8927,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8930,202306,O2 (UK) LTD,0.20 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8931,202306,O2 (UK) LTD,0.97 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8934,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8937,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8938,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8942,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8943,202306,O2 (UK) LTD,2.23 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8946,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8947,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8950,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8951,202306,O2 (UK) LTD,7.60 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8953,202306,O2 (UK) LTD,0.39 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8954,202306,O2 (UK) LTD,0.46 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8957,202306,O2 (UK) LTD,1.78 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8958,202306,O2 (UK) LTD,1.01 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8961,202306,O2 (UK) LTD,1.74 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8962,202306,O2 (UK) LTD,1.66 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8966,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8967,202306,O2 (UK) LTD,0.46 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8970,202306,O2 (UK) LTD,0.11 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8971,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8974,202306,O2 (UK) LTD,0.17 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8975,202306,O2 (UK) LTD,1.41 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8979,202306,O2 (UK) LTD,0.82 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8983,202306,O2 (UK) LTD,0.82 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8985,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8989,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8990,202306,O2 (UK) LTD,0.49 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8993,202306,O2 (UK) LTD,2.42 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8997,202306,O2 (UK) LTD,1.73 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9003,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9007,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9010,202306,O2 (UK) LTD,0.93 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9011,202306,O2 (UK) LTD,1.94 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9015,202306,O2 (UK) LTD,1.91 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9020,202306,O2 (UK) LTD,4.17 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9021,202306,O2 (UK) LTD,0.44 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9026,202306,O2 (UK) LTD,0.99 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9030,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9032,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9036,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9039,202306,O2 (UK) LTD,1.42 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9040,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9044,202306,O2 (UK) LTD,0.21 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9045,202306,O2 (UK) LTD,1.95 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9048,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9049,202306,O2 (UK) LTD,0.92 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9052,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9055,202306,O2 (UK) LTD,0.34 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9056,202306,O2 (UK) LTD,10.54 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9059,202306,O2 (UK) LTD,0.24 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9060,202306,O2 (UK) LTD,0.92 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9061,202306,O2 (UK) LTD,1.30 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9064,202306,O2 (UK) LTD,0.48 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9065,202306,O2 (UK) LTD,0.65 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9068,202306,O2 (UK) LTD,14.66 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9069,202306,O2 (UK) LTD,0.29 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9074,202306,O2 (UK) LTD,4.00 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9077,202306,O2 (UK) LTD,1.88 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9078,202306,O2 (UK) LTD,0.21 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9081,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9082,202306,O2 (UK) LTD,1.98 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9084,202306,O2 (UK) LTD,8.86 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9087,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9088,202306,O2 (UK) LTD,6.29 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9090,202306,O2 (UK) LTD,0.84 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9091,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9094,202306,O2 (UK) LTD,13.06 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9095,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9099,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9103,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9104,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9107,202306,O2 (UK) LTD,1.68 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9111,202306,O2 (UK) LTD,1.83 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9115,202306,O2 (UK) LTD,5.03 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9116,202306,O2 (UK) LTD,0.14 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9119,202306,O2 (UK) LTD,3.20 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9122,202306,O2 (UK) LTD,3.69 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9123,202306,O2 (UK) LTD,0.11 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9126,202306,O2 (UK) LTD,3.97 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9129,202306,O2 (UK) LTD,0.35 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9130,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9133,202306,O2 (UK) LTD,0.74 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9134,202306,O2 (UK) LTD,18.95 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9137,202306,O2 (UK) LTD,0.23 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9139,202306,O2 (UK) LTD,2.88 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9140,202306,O2 (UK) LTD,1.07 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9143,202306,O2 (UK) LTD,0.33 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9144,202306,O2 (UK) LTD,4.08 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9145,202306,O2 (UK) LTD,0.35 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9148,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9149,202306,O2 (UK) LTD,2.54 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9152,202306,O2 (UK) LTD,1.94 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9154,202306,O2 (UK) LTD,0.64 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9158,202306,O2 (UK) LTD,31.93 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9159,202306,O2 (UK) LTD,1.13 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9160,202306,O2 (UK) LTD,0.95 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9164,202306,O2 (UK) LTD,2.01 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9165,202306,O2 (UK) LTD,4.29 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9168,202306,O2 (UK) LTD,1.39 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9169,202306,O2 (UK) LTD,4.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9173,202306,O2 (UK) LTD,0.96 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9175,202306,O2 (UK) LTD,1.70 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9179,202306,O2 (UK) LTD,1.89 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9180,202306,O2 (UK) LTD,0.20 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9189,202306,O2 (UK) LTD,4.19 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9193,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9197,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9200,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9204,202306,O2 (UK) LTD,4.63 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9207,202306,O2 (UK) LTD,175.93 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9208,202306,O2 (UK) LTD,2.69 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9211,202306,O2 (UK) LTD,129.57 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9212,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9215,202306,O2 (UK) LTD,0.16 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9216,202306,O2 (UK) LTD,1.10 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9217,202306,O2 (UK) LTD,3.64 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9220,202306,O2 (UK) LTD,3.90 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9225,202306,O2 (UK) LTD,0.59 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9228,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9231,202306,O2 (UK) LTD,0.90 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9236,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9240,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9244,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9247,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9248,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9251,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9252,202306,O2 (UK) LTD,0.39 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9253,202306,O2 (UK) LTD,0.18 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9257,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9258,202306,O2 (UK) LTD,77.38 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9262,202306,O2 (UK) LTD,1.71 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9266,202306,O2 (UK) LTD,3.09 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9267,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9270,202306,O2 (UK) LTD,2.84 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9271,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9274,202306,O2 (UK) LTD,0.43 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9278,202306,O2 (UK) LTD,0.68 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9281,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9282,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9286,202306,O2 (UK) LTD,2.31 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9287,202306,O2 (UK) LTD,0.16 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9288,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9291,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9292,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9295,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9296,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9297,202306,O2 (UK) LTD,0.61 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9301,202306,O2 (UK) LTD,0.30 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9305,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9306,202306,O2 (UK) LTD,4.12 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9309,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9310,202306,O2 (UK) LTD,0.30 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9312,202306,O2 (UK) LTD,2.91 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9315,202306,O2 (UK) LTD,1.35 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9316,202306,O2 (UK) LTD,5.91 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9319,202306,O2 (UK) LTD,3.11 ,08/09/2023
