Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097066-JANUARY2023TOPUP,"œ1,196.00",ADVANCE LEARNING PARTNERSHIP.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097067-JANUARY2023TOPUP,"œ1,495.00",ADVANCE LEARNING PARTNERSHIP.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689989,Unclassified E690,07/02/2023,4097068-JANUARY2023TOPUP,"œ2,971.00",ADVANCE LEARNING PARTNERSHIP.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097069-JANUARY2023TOPUP,"œ4,007.00",ADVANCE LEARNING PARTNERSHIP.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097070-JANUARY2023TOPUP-1,"œ2,727.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097072-016JANUARY2023,"œ1,994.44",AIRPORT TRANSFER DURHAM.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,308011,Furniture,07/02/2023,4097073-176909,œ500.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD.
Adult and Health Services,Head of Adults,Supplies and Services,384616,Miscellaneous Expenses,07/02/2023,4097075-200165691,"œ5,677.20",ANCHOR HANOVER GROUP.
Adult and Health Services,Head of Adults,Supplies and Services,384616,Miscellaneous Expenses,07/02/2023,4097075-200165692,"œ12,863.32",ANCHOR HANOVER GROUP.
Adult and Health Services,Head of Adults,Supplies and Services,384616,Miscellaneous Expenses,07/02/2023,4097075-200165695,"œ3,740.72",ANCHOR HANOVER GROUP.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097077-JAN23-7373,"œ1,178.00",ANGIE`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097077-JAN23-7390,œ696.00,ANGIE`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,07/02/2023,4097077-JAN23-BL047,œ813.35,ANGIE`S TAXIS.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,07/02/2023,4097079-INV-4993,œ736.75,ANNFIELD AUTO SERVICES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097082-154,"œ3,562.12",AUCKLAND TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097083-31123,"œ1,020.00",AVALON TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097084-5-JAN23,"œ1,074.96",B&C YELLOWCAB TAXI`S.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097086-1028,"œ2,579.63",BEELINE MINI BUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097086-1029,"œ2,315.15",BEELINE MINI BUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097086-1030,"œ1,434.92",BEELINE MINI BUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097087-42,"œ1,215.50",BELMONT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097088-SH-PITT0123,"œ1,207.20",BENS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,07/02/2023,4097088-SUNHASBEL0123,"œ1,965.55",BENS TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,07/02/2023,4097091-59377296,œ741.32,BIDFOOD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097093-F131-JAN23,"œ3,167.70",BIG MAMA`S TAXI.
Adult and Health Services,Head of Adults,Supplies and Services,304516,Equipment and Materials,07/02/2023,4097094-INV-680,œ743.50,BILL SCOTT TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0689,œ712.11,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0690,"œ2,326.38",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0691,œ859.20,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0692,"œ1,297.92",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0693,œ712.11,BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0697,"œ1,638.00",BIRDS TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097095-0698,"œ1,260.00",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097095-0699,"œ1,918.05",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230005,Contract Hire,07/02/2023,4097095-0700,œ953.82,BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097095-0701,"œ3,008.19",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097095-0702,œ901.60,BIRDS TAXIS LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097096-JANUARY2023TOPUP,"œ68,363.00",BISHOP AUCKLAND COLLEGE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097097-JANUARY2023TOPUP,"œ2,057.00",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097098-JANUARY2023TOPUP,"œ1,515.00",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097100-JANUARY2023TOPUP,"œ1,495.00",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689989,Unclassified E690,07/02/2023,4097101-JANUARY2023TOPUP,"œ1,760.00",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097103-JANUARY2023TOPUP-BEDE,œ603.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097103-JANUARY2023TOPUP-BENET,"œ2,629.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689989,Unclassified E690,07/02/2023,4097103-JANUARY2023TOPUP-CUTH1,"œ2,907.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097103-JANUARY2023TOPUP-CUTH2,"œ1,443.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097103-JANUARY2023TOPUP-LEONARD,"œ1,393.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097104-JANUARY2023TOPUP,"œ1,108.00",BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097105-44753,"œ1,026.54",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097105-INV00695,"œ1,128.24",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097105-INV00701,œ987.48,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097105-INV00725,œ910.00,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,07/02/2023,4097105-INV00779,"œ1,862.90",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097105-INV00810,œ816.67,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,07/02/2023,4097105-INV00850,œ910.00,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097105-INV00859,œ900.00,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097105-INV00883,œ710.20,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097105-INV00901,œ877.50,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097106-Q,"œ2,959.17",BOBS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097106-Q1,"œ1,411.00",BOBS TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,07/02/2023,4097107-108712,œ599.68,BOLINDA DIGITAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,07/02/2023,4097107-108714,œ635.38,BOLINDA DIGITAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097108-JAN23-N029,"œ3,041.64",BON VOYAGE TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097108-JAN23-N097,"œ3,643.20",BON VOYAGE TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097108-JAN23-N107,"œ3,600.00",BON VOYAGE TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097109-JAN23-A048,"œ3,400.00",BON VOYAGE TRANSPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097109-JAN23-N061,"œ3,645.18",BON VOYAGE TRANSPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097109-JAN23-W060,"œ4,673.51",BON VOYAGE TRANSPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097109-JAN23-W141,"œ3,800.00",BON VOYAGE TRANSPORT LTD.
Resources BK0010,Legal & Democratic Services,Premises,120021,Energy Costs,07/02/2023,4097110-41302,"œ3,427.39",BRADLEY HALL LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,07/02/2023,4097112-21058700,œ639.49,BREEDON TRADING LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097113-BZ00435,"œ2,171.40",BREZ`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097113-BZ00436,"œ1,215.80",BREZ`S TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097113-BZ00437,"œ1,016.00",BREZ`S TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097113-BZ00438,œ714.00,BREZ`S TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097117-209905,"œ1,600.00",C & R TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097117-A13902,"œ2,352.00",C & R TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097117-S006038,"œ2,205.12",C & R TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097117-S01505,"œ1,842.38",C & R TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097117-W046038,"œ2,427.82",C & R TAXIS.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,07/02/2023,4097120-INV033809,"œ32,416.70",CAREHOME SELECTION LTD (CHS HEALTHCARE).
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097121-JANUARY2023TOPUP,"œ4,250.00",CATCH 22.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,07/02/2023,4097125-05-JAN22,"œ1,300.00",CHAPMAN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097125-16-JAN23,"œ3,600.00",CHAPMAN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,07/02/2023,4097127-2122,"œ1,185.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097127-2123,"œ2,862.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097127-2125,"œ2,713.20",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097127-2126,"œ3,116.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097127-2127,œ816.00,CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097127-2128,œ946.00,CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097127-2130,"œ1,838.25",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097127-2131,"œ1,960.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097127-2132,"œ1,940.00",CHEVRON TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097127-2133,"œ2,520.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097127-2134,"œ2,136.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097127-2135,"œ2,213.20",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097127-2136,"œ1,983.28",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097129-CW37-JAN23,"œ1,539.47",CHIPPERS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097129-SW16-JAN23,"œ1,918.11",CHIPPERS TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097138-E031-LR0123,"œ4,083.60",CJ`S EXECUTIVE TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097138-E032-CE0123,"œ2,645.00",CJ`S EXECUTIVE TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097138-E040-LRB0123,"œ2,661.71",CJ`S EXECUTIVE TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097138-M031-BR0123,"œ3,180.00",CJ`S EXECUTIVE TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097138-N049-JM0123,"œ3,866.57",CJ`S EXECUTIVE TRAVEL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097138-RW-0123,"œ3,880.50",CJ`S EXECUTIVE TRAVEL LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689989,Unclassified E690,07/02/2023,4097139-JANUARY2023TOPUP,"œ1,604.00",CLEVES CROSS LEARNING TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097142-C/11686,"œ7,593.40",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097142-C/11687,"œ5,000.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097142-C/11688,"œ4,012.23",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097142-C/11689,"œ4,750.00",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,07/02/2023,4097142-C/11690,"œ2,320.67",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,07/02/2023,4097142-C/11691,"œ4,088.50",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,07/02/2023,4097142-C/11692,"œ2,683.28",COCHRANES T/A KELVIN TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097144-INV005-JAN23,"œ1,979.67",CONSETT EXECUTIVE CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097144-INV021,"œ2,295.85",CONSETT EXECUTIVE CABS.
Dedicated Schools Grant BG0015,DSG High Needs Block,Transfer Payments,510025,School Children,07/02/2023,4097149-JANUARY2023TOPUP,"œ2,801.00",COUNDON & LEEHOLME EARLY YEARS CENTRE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097151-115056,œ529.76,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097151-115166,œ503.50,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097151-115171,œ883.20,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097151-115217/115218,"œ3,578.08",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097151-115219,"œ4,752.00",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097151-115220,"œ2,964.06",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097151-115222,"œ1,150.24",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,07/02/2023,4097153-01-10110331,œ950.00,DAC BEACHCROFT LLP.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,07/02/2023,4097153-01-10115803,œ950.00,DAC BEACHCROFT LLP.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097154-BACJAN2301,"œ2,147.46",DALELINK PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097154-SGPLPSJAN2301,"œ1,050.00",DALELINK PRIVATE HIRE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097155-JANUARY2023TOPUP,"œ2,778.00",DARLINGTON COLLEGE.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,07/02/2023,4097160-463205,"œ3,566.05",DENNIS EAGLE LTD.
Neighbourhoods and Climate Change,Environmental Services,Fees,901002,Consultants fees 901002,07/02/2023,4097162-64024582,"œ14,665.50",DESCO (DESIGN & CONSULTANCY) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302C,œ500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302D,œ723.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302L,œ770.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302O,œ670.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302V,œ660.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302Z,œ500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2302ZA,œ550.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2303C,œ772.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2303G,œ500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2303M,œ770.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2303O,œ670.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,07/02/2023,4097163-DH2303V,"œ1,100.00",DH2 CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097170-001,"œ1,800.00",DURHAM DALES PRIVATE HIRE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097172-JANUARY2023TOPUP-1,"œ15,906.00",DURHAM UTC LTD (UNIVERSITY TECHNICAL COLLEGE).
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097175-JANUARY2023TOPUP,"œ158,502.00",EAST DURHAM COLLEGE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1479,"œ3,972.92",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1480,"œ3,993.42",EAST DURHAM TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097176-1481,"œ2,372.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097176-1482,"œ2,715.29",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1483,"œ3,080.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097176-1484,"œ4,618.80",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,07/02/2023,4097176-1485,"œ4,070.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1486,"œ2,517.00",EAST DURHAM TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,07/02/2023,4097176-1487,"œ1,384.40",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1488,"œ3,920.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1489,"œ5,035.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1490,"œ3,088.22",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230016,Contract Hire,07/02/2023,4097176-1491,œ631.36,EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,07/02/2023,4097176-1492,"œ3,160.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1493,"œ4,250.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1494,"œ4,139.20",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097176-1495,"œ2,541.00",EAST DURHAM TAXIS.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,07/02/2023,4097177-JANUARY2023TOPUP,"œ6,042.00",EDEN LEARNING TRUST T/A WOODHAM ACADEMY.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,07/02/2023,4097181-JANUARY2023TOPUP,"œ10,052.00",EDUCATION VILLAGE ACADEMY TRUST.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,07/02/2023,4097183-ES15-JAN,"œ2,412.05",ELITE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097184-5050/0123,"œ2,183.48",ELLIOTTS OF TRIMDON.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,07/02/2023,4097184-5234/0123,"œ2,803.20",ELLIOTTS OF TRIMDON.
