Body Name,Service Area Categorisation,,,,,,Category,Narrative
Police and Crime Commissioner for Derbyshire ,Police Services,Royal Mail Group Ltd,7177380,45566,6651.9,Postages,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Hallamshire Heating & Air Conditioning Co Ltd,7178324,45582,6649.28,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Business Academy Online Ltd,7177787,45568,6617,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Royal Mail Group Ltd,7176935,45566,6406.79,Postages,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Nottinghamshire Office of the Police & Crime Commissioner,7178019,45583,6329.04,Borrowed Officers,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Point South Limited,7178663,45594,6275,Firearms,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Nottinghamshire Office of the Police & Crime Commissioner,7178144,45580,6114.18,External Trainers,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Kent Police and Crime Commissioner,7178332,45584,6000,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thomas Kneale & Company Ltd,7178725,45594,5625,Maintenance Of Prisoners,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,AMP Clean Energy,7177882,45579,5582.5,Bio Mass Boiler,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Think Different Events Ltd,7178381,45586,5505,Conference Expenses,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Insight Direct (UK) Limited,7177263,45580,5434.98,Hardware Purchase,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Derbyshire Fire and Rescue Service,7178139,45579,5224.06,Other Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Quadient Finance UK Limited,3068665,45576,5000,Postages,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Quadient Finance UK Limited,3068713,45593,5000,Postages,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Remedi-Restorative Services,7178504,45595,5000,PCC Grants and/or Commissioned Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,The Police Treatment Centres,3068689,45583,5000,Misc Expenditure,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Cubic Transportation Systems (ITMS) Limited,7177556,45566,4995,Equipment - Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7172986,45584,4890,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,SAS Water Ltd,7178229,45581,4800,Central Maintenance Contracts,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,SAS Water Ltd,7177903,45581,4800,Central Maintenance Contracts,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Eagle Security Systems Ltd,7177827,45594,4700,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Engineering Services Design Limited,7177699,45572,4625,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7176899,45584,4565,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Europa Electrical Limited,7178128,45579,4537.82,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Star Traq (UK) Limited,7178325,45582,4519.22,Misc Expenditure,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Quality Health Limited,7178055,45575,4500,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Tower Surveyors Ltd,7177835,45569,4500,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Child Action Northwest,7178438,45587,4476.47,Appropriate Adult Service,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,TEAM (Energy Auditing Agency Ltd),7178373,45586,4315,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Hallamshire Heating & Air Conditioning Co Ltd,7178263,45580,4305,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7178183,45584,4204,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Granart Ltd,7177764,45584,4200,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Enterprise Rent A Car UK Limited,7178334,45586,4148.18,Hire of Vehicles,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thompson Tree Services (UK) Ltd,7178466,45586,4026.56,Grounds - Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Police & Crime Commisioner for Humberside,7178010,45574,4000,Dog Section - Misc,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,The Royal School for the Deaf Derby,7177554,45574,4000,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7174939,45584,3837,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Derbyshire County Council,7178537,45588,3800.68,Insurance X/S,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Anker Elemental Limited,7178524,45594,3759,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thomas Kneale & Company Ltd,7178724,45594,3750,Maintenance Of Prisoners,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7176133,45584,3739,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,ACS Business Supplies Ltd,7176709,45587,3728.15,Printing and Stationery - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Wyboston Lakes Limited,7177977,45576,3713.5,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Mike O'Dwyer Ltd,7178499,45587,3660,Furniture,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Overton Electrical Services Limited,7178775,45595,3648.64,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Professor Janesh Gupta,7177853,45569,3600,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7171103,45584,3599,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Europa Electrical Limited,7177788,45586,3591.25,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Star Traq (UK) Limited,7178264,45580,3525.67,Misc Expenditure,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,HTK Limited,7177891,45573,3518.05,Mobile Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Treble 5 Treble 1 Limited,7178777,45595,3500,Subscriptions General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7178180,45579,3487.5,Materials - Consumable,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Northamptonshire Police,7178322,45594,3376,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Northamptonshire Police,7178240,45596,3376,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Telefonica O2 UK Limited,7177976,45586,3328,Hardware Purchase,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Remedi-Restorative Services,7178503,45595,3325,PCC Grants and/or Commissioned Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,University of Leicester,7178062,45575,3321,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,University of Leicester,7178076,45575,3321,Pathologists Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,University of Leicester,7178246,45581,3321,Pathologists Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,University of Leicester,7178069,45575,3321,Pathologists Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,University of Leicester,7178072,45575,3321,Pathologists Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Colena Ltd T/A Heliguy,7178280,45582,3185,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Sportsbikeshop Ltd,7178043,45590,3073.26,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Specsavers Corporate Eyecare,7174009,45584,3064,NHS Re-Imbursement,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Child Action Northwest,7178437,45587,3063.51,Appropriate Adult Service,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,SAS Water Ltd,7178231,45581,2941.66,Central Maintenance Contracts,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,DYSE Ltd,7177662,45567,2772,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Konica Minolta Business Solutions,7178295,45587,2767.71,Photocopiers,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Kent Police and Crime Commissioner,7177911,45594,2740,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Pro Tect Safety Signs,7178540,45588,2694.25,Vehicle Equipment,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Eagle Security Systems Ltd,7177566,45566,2635,Payments to Main Contractor,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Environtec Limited,7177733,45569,2600,Repair & Maintenance - Buildings.,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,PCC for Hampshire,7177671,45568,2597.1,Borrowed Officers,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Gamma Telecom Ltd,7178046,45578,2507.33,Voice Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Darley Dale Town Council,7178148,45590,2500,PCC Grants and/or Commissioned Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Mental Health First Aid England CIC,7178836,45596,2500,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Eckington Parish Council,7178063,45576,2500,PCC Grants and/or Commissioned Services,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,CJS Event Solutions Ltd,7177530,45566,2360,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,AMP Clean Energy,7177888,45579,2348.5,Bio Mass Boiler,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Allstar Business Solutions Ltd,7177902,45572,2310.58,Police Vehicle Fuel,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,PHS Compliance Ltd,7177808,45596,2287.78,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,College of Policing,7178433,45596,2278,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Eagle Security Systems Ltd,7178060,45574,2270,Repair & Maintenance - Buildings.,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Heating & Process Engineering Services Ltd,7178326,45582,2269.5,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Bolsover District Council,7177690,45575,2268.99,Rents General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,College of Policing,7177550,45566,2248,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Lockfinder Ltd,7177965,45576,2232,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,The White Hart Inn,7177303,45567,2200,Training - External Accomodation Expenses,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,IAC Acoustic Company UK Limited,7178152,45579,2190,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Insight Direct (UK) Limited,7177724,45567,2181.52,Equipment General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Anker Elemental Limited,7178376,45586,2109,Repairs & Maintenance - Mechanical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,National CRC Group,7178776,45596,2084.37,Borrowed Officers,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Chatsworth House Trust,7178543,45588,2062.5,Misc Expenditure,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Vodafone Limited,7178455,45586,2007.08,Infrastructure Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,DYSE Ltd,7177687,45567,2000,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Giant Training Ltd,7178234,45582,2000,Non Recruitment Advertising,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Derbyshire County Council,7178636,45596,1956.05,Insurance X/S,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Dams Furniture LTD,7178648,45594,1937.76,Equipment General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Cintra Limited,7177857,45573,1909.82,Interpreters,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Sepura Ltd,7178688,45594,1897.2,Hardware - Purchase,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,E P Building Services Ltd t/a E P Consulting,7177703,45566,1890,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Europa Electrical Limited,7178138,45579,1881.25,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Overton Electrical Services Limited,7178577,45589,1858.52,Buildings - Fire Precaution Work,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Ubiqus UK Ltd,7178159,45579,1852,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thermo Fisher Scientific,7177557,45574,1836,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7177483,45567,1808.23,Materials - Consumable,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Peli Products (UK) Limited,7178340,45582,1805.23,Vehicle Equipment,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,QA Limited,7178432,45586,1764,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,That Little Agency Limited,7177875,45572,1750,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Quadient Finance UK Limited,7178041,45587,1734.8,Postages,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,AGX Holdings Ltd,7177572,45568,1705,Materials - Consumable,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Pidcock Motorcycles Ltd,7178200,45579,1696.68,Uniforms,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,West Yorkshire Police,7177434,45566,1683.83,Training - External Courses / Seminars,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Adecco UK Ltd,7178274,45583,1676.3400000000001,Agency Staff,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Adecco UK Ltd,7178614,45589,1673.07,Agency Staff,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Mehler Vario System GmbH,7177159,45574,1667.61,Uniforms,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7178411,45586,1658.5,Materials - Consumable,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Derbyshire County Council,7177617,45593,1656.87,Insurance X/S,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Health Assured Limited,7177917,45572,1625,Medical Intervention,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Veolia Environmental Services (UK),7177644,45573,1619.63,Trade Waste Collection,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Police and Crime Commisioner for Bedfordshire,7178786,45595,1590.97,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Odyssey Interactive Ltd t/a Interact,7178618,45590,1566,Software Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Garran Lockers Ltd,7178111,45576,1563.96,Furniture,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Imperial Laundry Ltd,7177704,45573,1560.85,Laundry,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,ClearView Communications Ltd,7178454,45586,1519.2,Repairs & Maintenance - Electrical,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thompson Tree Services (UK) Ltd,7178665,45590,1508.24,Grounds - Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Health Assured Limited,7177693,45568,1500,Medical Intervention,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Health Assured Limited,7178131,45576,1500,Professional Fees,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Stor-a-File Ltd,7177946,45573,1481.82,Remote Storage Facility,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,LGC LTD,7178654,45596,1416,Materials - Consumable,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Bidfood,7178705,45594,1403.68,Prisoners Meals,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Thompson Tree Services (UK) Ltd,7178388,45586,1395,Grounds - Maintenance,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,AMAZON WEB SERVICES EMEA SARL,7178022,45575,1386.99,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Insight Direct (UK) Limited,7178038,45574,1337.34,Hardware Purchase,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Arco Limited,7178364,45583,1304.52,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Adecco UK Ltd,7178085,45583,1304.19,Agency Staff,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7177261,45580,1296.41,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
Police and Crime Commissioner for Derbyshire ,Police Services,Scenesafe,7177937,45574,1279.3,Equipment - General,B,The Commissioner & Chief Constable are satisfied the spend represents VFM in accordance with the requirements of Category B
