BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723000,45224,2654.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723001,45224,2274.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723002,45224,1624.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723003,45215,-758.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723004,45215,-1203.7
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723005,45224,2553.41
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723006,45224,1838.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723007,45215,-337.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723008,45224,2377.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723009,45224,2471.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723010,45224,2513.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11723011,45218,2513.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11723012,45215,449.99
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pivotell Ltd,Health And Hygiene Equipment,11723013,45218,1649.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11723015,45215,165.27
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11723016,45215,340.38
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723017,45215,3338.05
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Diatec Diagnostics Ltd,Independent Living Aids,11723018,45231,2698.53
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11723019,45215,211.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723020,45215,2090.35
Rotherham Metropolitan Borough Council,Central Services,Matrix Scm Ltd,Agency Staff Services,11723021,45215,543.16
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723022,45215,1839.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723023,45215,581.55
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723024,45215,131.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723025,45215,548.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lodge Tyre Co Ltd,Transport Operations And Logistics,11723026,45219,3792.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,3Se (Bdr) Limited,Waste Disposal Inc Skip Hire,11723028,45217,2413194.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723031,45215,693
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723032,45215,438.48
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723033,45215,289.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723034,45215,587.75
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723035,45215,342.96
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723036,45215,117.54
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723037,45215,171.48
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723038,45215,153.58
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723039,45215,3338.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723040,45215,335.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723041,45215,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723042,45215,1462.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723043,45215,1110
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723044,45215,1462.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723045,45215,1190
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723046,45215,1462.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hather Plant Hire Ltd,Plant Hire,11723047,45215,1110
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11723048,45216,4427.13
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11723048,45216,5902.84
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11723048,45216,147570.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723049,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723050,45215,559.8
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723051,45215,351.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723052,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723053,45215,447.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723054,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723055,45215,559.8
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723056,45215,131.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723057,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723058,45215,447.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723059,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723060,45215,335.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Owlerton Parochial Church Council,Supporting People - Generic Services,11723061,45217,1746
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723062,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723064,45215,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723065,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723066,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723067,45215,447.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723068,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723069,45215,563.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723070,45215,451.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723071,45215,563.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723072,45215,451.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723073,45215,338.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723074,45215,335.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723075,45215,335.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723076,45215,134.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723077,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723078,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723079,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723080,45215,111.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723081,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723082,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723083,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723084,45215,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723085,45215,627.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723086,45215,570.02
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723087,45215,175.88
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Matrix Scm Ltd,Agency Staff Services,11723088,45215,175.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723089,45215,520.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723090,45215,201.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723091,45215,671.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723092,45215,352.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723093,45215,184.74
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723094,45218,35.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723095,45215,268.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723096,45215,201.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723097,45215,1091.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723098,45215,1293.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723101,45216,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723102,45215,638.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723103,45215,990.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723104,45215,554.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723105,45216,842.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723106,45216,95.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723107,45215,50.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723108,45215,251.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723109,45215,302.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723110,45216,589.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11723111,45215,140.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723112,45215,319.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723113,45215,285.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723114,45215,470.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723115,45215,302.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723116,45215,470.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723117,45215,167.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723118,45215,1964.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723119,45215,251.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723120,45215,571.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723121,45215,453.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723122,45215,436.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723123,45215,319.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723124,45215,705.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723125,45215,2737.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723126,45215,520.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723127,45215,1444.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723128,45215,1091.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723129,45215,890.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723130,45215,1058.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723131,45215,1679.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11723132,45215,470.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dawsongroup Bus And Coach Ltd,Taxi Mini Bus Coach Operations,11723134,45215,65.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gap Group Ltd,Plant Hire,11723135,45215,89.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gap Group Ltd,Plant Hire,11723136,45215,105
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Five Rivers Child Care Ltd,Supporting People - Foster Care,11723138,45216,4950
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Five Rivers Child Care Ltd,Supporting People - Foster Care,11723139,45216,-6450
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ticketsolve Ltd,Technology,11723143,45224,5500
Rotherham Metropolitan Borough Council,Finance & Customer Services,Dr Ian Brown,Legal Services,11723144,45222,595.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Lextox,Public Health & Care Services,11723146,45225,1702
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Lextox,Public Health & Care Services,11723147,45225,1308
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723148,45217,1146.19
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723149,45217,1286.83
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723150,45215,1586.5
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723151,45215,2776.17
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723152,45217,1292.63
Rotherham Metropolitan Borough Council,Finance & Customer Services,Royal Mail,Postal And Courier Services,11723153,45217,1224.37
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Hopwells Ltd,Food And Drink,11723154,45217,-13.84
Rotherham Metropolitan Borough Council,Finance & Customer Services,Anthony Collins Solicitors,Legal Services,11723159,45215,713
Rotherham Metropolitan Borough Council,Regeneration & Environment,Redacted,Personal Transport Budgets,11723168,45215,1529.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Redacted,Sporting Entertainment & Culture,11723204,45211,600
Rotherham Metropolitan Borough Council,Regeneration & Environment,A.R.T. 3,Taxi Mini Bus Coach Operations,11723206,45215,2293.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,A.R.T. 3,Taxi Mini Bus Coach Operations,11723206,45215,936.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,A.R.T. 3,Taxi Mini Bus Coach Operations,11723207,45215,2462.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,A.R.T. 3,Taxi Mini Bus Coach Operations,11723207,45215,957.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Emergency Lighting And Accessories,11723208,45223,650
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Cctv Or Alarm Installation And Maintenance,11723209,45218,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Cctv Or Alarm Installation And Maintenance,11723210,45218,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Cctv Or Alarm Installation And Maintenance,11723211,45218,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11723213,45216,-352.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cooper Mobile Services Limited,Landscaping,11723214,45225,163.12
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Dfp Services Ltd,Emergency Lighting And Accessories,11723216,45218,95
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Dfp Services Ltd,Fire Alarm Maintenance Or Monitoring,11723216,45218,125
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Team Teach Ltd,Training Services,11723217,45219,660
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Oxley & Coward (Solicitors),Legal Services,11723218,45219,977.24
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Oxley & Coward (Solicitors),Legal Services,11723218,45219,1172.76
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Oxley & Coward (Solicitors),Legal Services,11723219,45218,4500
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kennedys Law Llp,Levy Charges Or Fees,11723220,45219,1812
Rotherham Metropolitan Borough Council,Regeneration & Environment,Treeconomics Ltd,"Plants, Trees And Shrubs",11723223,45229,28662.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Adham Hotels Ltd,Hotel Accommodation & Conferencing,11723228,45089,2275
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723232,45091,682.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723234,45103,712.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723240,45104,572.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723242,45104,572.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723244,45105,562.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723246,45105,562.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Ibis Hotel,Hotel Accommodation & Conferencing,11723248,45106,1102
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Lyreco Uk Ltd,Stationery Furniture & It Consumables,11723256,45225,734.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyreco Uk Ltd,Stationery Furniture & It Consumables,11723258,45223,31.92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Anglian Water Business (National),Water Services,11723260,45215,41.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723261,45215,379.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723262,45215,33.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723263,45215,1607.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723264,45215,345.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723265,45215,105.59
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723266,45215,824.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723267,45215,6.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723268,45215,9.98
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723269,45215,22.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723270,45215,235.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723271,45215,252.13
Rotherham Metropolitan Borough Council,Central Services,Anglian Water Business (National),Water Services,11723272,45215,467.59
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723273,45215,5904.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723274,45215,73.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723275,45215,1820.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723276,45215,40.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723277,45215,268.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723278,45215,19.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723279,45215,65.11
Rotherham Metropolitan Borough Council,Central Services,Anglian Water Business (National),Water Services,11723280,45215,442.73
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723281,45215,36.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723282,45215,598.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723283,45215,10.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723284,45215,558.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723285,45215,288.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723286,45215,2662.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723287,45215,252.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723288,45215,322
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723289,45215,53.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723290,45215,348.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723291,45215,22.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723292,45215,371.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723293,45215,292.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723294,45215,73.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723295,45215,82.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723296,45215,121.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723297,45215,72.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723298,45215,9.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723299,45215,41.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723300,45215,136.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723301,45215,72.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723302,45215,217.81
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723303,45215,16.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723304,45215,8.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723305,45215,23.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723306,45215,19.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723307,45215,18.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723308,45215,15.39
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723309,45215,33.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723310,45215,162.19
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723311,45215,32.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723312,45215,43.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723313,45215,134.75
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723314,45215,29.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723315,45215,229.66
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11723316,45215,493.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723317,45215,45.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723318,45215,36.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11723319,45215,448.72
