Payment Date,Description,Gross Amount,Supplier Name
 16-Feb-23,Mechanical Reactive Maintenance,"£2,272.52",BAM FM Ltd
09-Feb-23,Services and Legal Expenses,"£2,260.80",Redacted
09-Feb-23,Tyres & Tubes,"£2,222.99",Michelin Tyre PLC
 16-Feb-23,Services and Legal Expenses,"£2,171.00",HM Courts & Tribunals Service
 23-Feb-23,Telecommunications,"£2,160.00",Redacted
23-Feb-23,Specialist Advice,"£2,160.00", Redacted 
 16-Feb-23,Mechanical Reactive Maintenance,"£2,147.38",BAM FM Ltd
09-Feb-23,Forensic Fees - General,"£2,100.00",Redacted
23-Feb-23,Building Reactive Maintenance,"£2,099.50", Graham Asset Management Ltd 
 23-Feb-23,Hospital/Dr Medical Stat,"£2,097.61",Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,"£2,088.57",Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,"£2,088.57",Reed Specialist Recruitment Ltd
 02-Feb-23,Uniform and Clothing,"£2,088.00",Michael Lupton Associates Limited
 16-Feb-23,Data Network,"£2,086.30",Redacted
 23-Feb-23,Pathologists Fees,"£2,080.23",Redacted
 23-Feb-23,Pathologists Fees,"£2,077.58",Redacted
 23-Feb-23,Pathologists Fees,"£2,077.58",Redacted
 23-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£2,070.00",Simpson Associates Information Services Ltd
23-Feb-23,Support Staff-Temporary Staff Wages,"£2,064.60", Reed Specialist Recruitment Ltd 
 02-Feb-23,Payment for Services,"£2,052.00",Redacted
 23-Feb-23,Training Course Fees,"£2,040.00",Lucion Environmental Ltd
 16-Feb-23,Rents,"£2,037.50",Wirral MBC
 23-Feb-23,H/W Purchases,"£2,010.13",Dell Corporation Ltd
 02-Feb-23,Services and Legal Expenses,"£2,000.00",Earlestown Athletic JFC
 02-Feb-23,Services and Legal Expenses,"£2,000.00", Think Fast Academy CIC 
 02-Feb-23,Services and Legal Expenses,"£2,000.00",People Empowered CIC
09-Feb-23,Services and Legal Expenses,"£2,000.00",Parr Sports and Community Centre
 16-Feb-23,Services and Legal Expenses,"£2,000.00",Lansbury Make It Happen (LMIH)
 16-Feb-23,Services and Legal Expenses,"£2,000.00",Redacted
 23-Feb-23,Services and Legal Expenses,"£2,000.00",Redacted
 23-Feb-23,Services and Legal Expenses,"£2,000.00",St Phillips Church Parr PCC
 23-Feb-23,Services and Legal Expenses,"£2,000.00",Redacted
14-Feb-23,Services and Legal Expenses,"£2,000.00", Newton Amateur Dramatic & Operative Society (NADOS) Nippers 
 14-Feb-23,Services and Legal Expenses,"£2,000.00",Rootin for Newton
 23-Feb-23,Vehicle Crash Repairs,"£1,997.57",R2U Limited (Accident Repair Centre)
 02-Feb-23,Services and Legal Expenses,"£1,980.00",Teardrops Supporting Your Community
 02-Feb-23, Tyres & Tubes ,"£1,965.53",Michelin Tyre PLC
 16-Feb-23,Building Reactive Maintenance,"£1,964.26",Graham Asset Management Ltd
09-Feb-23,Forensic Fees - General,"£1,958.40",Redacted
 02-Feb-23,Uniform and Clothing,"£1,956.48",Redacted
 02-Feb-23,Private Circuits General,"£1,953.16",British Telecom
 02-Feb-23, Operational Equipment ,"£1,949.40",Redacted
 23-Feb-23,Services and Legal Expenses,"£1,942.81",Redacted
 02-Feb-23,Forensic Fees - General,"£1,941.61",Redacted
 02-Feb-23,Building Programmed Maintenance,"£1,932.00",William Jones & Partners Limited
23-Feb-23,Building Customer Spend,"£1,930.50", Graham Asset Management Ltd 
 02-Feb-23,Miscellaneous Contributions,"£1,920.00",Police and Crime Commissioner For Avon & Somerset
09-Feb-23,Vehicle Parts,"£1,910.17",Halliwell Jones Ltd
 02-Feb-23,Additional Vehicle Recharge,"£1,908.00",Automobile Association Developments Limited
 16-Feb-23,Forensic Fees - General,"£1,908.00",Redacted
09-Feb-23,Services and Legal Expenses,"£1,900.00",Redacted
 16-Feb-23,Training Course Fees,"£1,900.00",Liverpool John Moores University
 23-Feb-23,Training Course Fees,"£1,900.00",Liverpool John Moores University
 02-Feb-23,Electrical Programmed Maintenance,"£1,891.66",J.G. Eckersall
 23-Feb-23,Consultants Fees,"£1,890.00",Social & Market Strategic Research Ltd
 22-Feb-23,Services and Legal Expenses,"£1,886.44",Allstar
 23-Feb-23,Hired Vehicle & Plant,"£1,879.20",Redacted
09-Feb-23,Forensic Fees - General,"£1,877.40",Redacted
09-Feb-23,Diesel,"£1,871.26",Standard Fuel Oils Limited
09-Feb-23,Training Course Fees,"£1,869.90",College of Policing Limited
 23-Feb-23,Printing Stationery & Office Exps.,"£1,860.00",CTech Europe T/A Rovert Equip Co
 16-Feb-23,Forensic Fees - General,"£1,830.00",Redacted
 02-Feb-23,Refreshments,"£1,825.64",BFS Group Limited t/a Bidvest Foodservice
09-Feb-23,Services and Legal Expenses,"£1,795.80",Redacted
09-Feb-23,Services and Legal Expenses,"£1,782.00",Redacted
 23-Feb-23,Firearms,"£1,782.00", Redacted 
 02-Feb-23,Uniform and Clothing,"£1,781.04",Peter Jones (ILG) Ltd
 23-Feb-23,Training Course Fees,"£1,772.50",Redacted
23-Feb-23,Promotional Advertising,"£1,758.23", Reach Publishing Services Ltd (Trinity Mirror) 
09-Feb-23,Protective Clothing,"£1,743.91",Elis UK
 02-Feb-23,Conveyance of Prisoners,"£1,737.54",Detainee Supplies Limited
 23-Feb-23,Vehicle Police Equipment,"£1,733.90",Woodway Engineering Ltd
 23-Feb-23,Training Course Fees,"£1,732.78",The Investigator
23-Feb-23,Building Reactive Maintenance,"£1,720.30", Graham Asset Management Ltd 
 02-Feb-23,Firearms,"£1,710.00", Redacted 
 02-Feb-23,Vehicle Repairs,"£1,706.72",Halliwell Jones Ltd
 02-Feb-23,Vehicle Parts,"£1,685.41",eStar Truck and Van Ltd
 16-Feb-23,Vehicle Parts,"£1,685.41",eStar Truck and Van Ltd
 02-Feb-23,Garage Equipment,"£1,680.00",BMW (UK) Ltd
 02-Feb-23,Consultants Fees,"£1,676.40",Redacted
09-Feb-23,Training Course Fees,"£1,663.90",College of Policing Limited
09-Feb-23,Training Course Fees,"£1,652.40",Redacted
 23-Feb-23,Building Reactive Maintenance,"£1,651.54",Graham Asset Management Ltd
 23-Feb-23,Stable Requirements,"£1,650.00",Redacted
 02-Feb-23,Vehicle Parts,"£1,643.77",eStar Truck and Van Ltd
 02-Feb-23,Forensic Fees - General,"£1,638.00",Redacted
09-Feb-23,Operational Equipment,"£1,638.00",Redacted
 16-Feb-23,Forensic Fees - General,"£1,634.88",Redacted
 02-Feb-23,Uniform and Clothing,"£1,632.00",Bennett Safetywear Limited
 02-Feb-23,Uniform and Clothing,"£1,632.00",Bennett Safetywear Limited
09-Feb-23,Catering Service,"£1,630.80",Liverpool Coffee Roasters Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
 23-Feb-23,Support Staff-Temporary Staff Wages,"£1,625.88",Hays Specialist Recruitment Ltd
 02-Feb-23,Medical Equipment,"£1,618.20",Healthmed Supplies
23-Feb-23,Uniform and Clothing,"£1,601.34", Try & Lilly Ltd 
 16-Feb-23,Prisoner Meals,"£1,592.80",BFS Group Limited t/a Bidvest Foodservice
 23-Feb-23,Comp. Consumeables,"£1,591.87",Redacted
 16-Feb-23,Cleaning and Domestic Supplies,"£1,586.88",Arrow County Supplies
 16-Feb-23,Forensic Fees - General,"£1,575.54",Redacted
23-Feb-23,Temp Staff Overtime,"£1,569.59", Reed Specialist Recruitment Ltd 
 02-Feb-23,Building Reactive Maintenance,"£1,566.02",Graham Asset Management Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,560.00",Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,560.00",Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,560.00",Redacted
 23-Feb-23,Support Staff-Temporary Staff Wages,"£1,560.00",Redacted
09-Feb-23,Vehicle Repairs,"£1,559.35",Redacted
 02-Feb-23,Payment for Services,"£1,551.00",Expert Witness Services Limited
 23-Feb-23,Technical Equipment,"£1,543.80",Redacted
23-Feb-23,Forensic Fees - General,"£1,526.82",Redacted
 02-Feb-23,Building Reactive Maintenance,"£1,523.87",Graham Asset Management Ltd
 23-Feb-23,H/W Purchases,"£1,521.00",Softcat Ltd
 23-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£1,521.00",Softcat Ltd
09-Feb-23,Lubricants,"£1,506.53",Liverpool TPS (108631)
 23-Feb-23,Cleaning and Domestic Supplies,"£1,505.81",Arrow County Supplies
09-Feb-23,Services and Legal Expenses,"£1,504.80",Redacted
 16-Feb-23,Services and Legal Expenses,"£1,500.00",Redacted
 16-Feb-23,Services and Legal Expenses,"£1,500.00",Liverpool City Council1
 23-Feb-23,Payment for Services,"£1,500.00",7th Fairfield Scout Group
 23-Feb-23,Services and Legal Expenses,"£1,500.00",D Street Media CIC
09-Feb-23,Cleaning and Domestic Supplies,"£1,499.95",Arrow County Supplies
23-Feb-23,Tyres & Tubes,"£1,496.26", Michelin Tyre PLC 
 16-Feb-23,Forensic Fees - General,"£1,490.40",Redacted
09-Feb-23,Services and Legal Expenses,"£1,485.00",Redacted
 16-Feb-23,Cleaning and Domestic Supplies,"£1,482.34",Arrow County Supplies
 23-Feb-23,Medical Equipment,"£1,468.80",Aero Healthcare Limited
 02-Feb-23,Refreshments,"£1,468.27",Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,454.15",Reed Specialist Recruitment Ltd
 16-Feb-23,S/W Licences,"£1,448.52",Redacted
 02-Feb-23,Vehicle Repairs,"£1,447.24",Rybrook Cars Ltd ( Chester)
 02-Feb-23,Uniform and Clothing,"£1,440.00",Solon Security Ltd
 23-Feb-23,Telecommunications,"£1,440.00",Redacted
09-Feb-23,Services and Legal Expenses,"£1,425.60",Redacted
 23-Feb-23,Training Course Fees,"£1,425.00",Liverpool John Moores University
 02-Feb-23,Services and Legal Expenses,"£1,422.60",Redacted
09-Feb-23, Vehicle Parts ,"£1,420.49",Liverpool TPS (108631)
 08-Feb-23,Direct Transport Costs,"£1,411.76",Allstar
09-Feb-23,Payment for Services,"£1,407.60",Redacted
 23-Feb-23,Medical Specialist,"£1,400.00",UrOnyx Ltd
 23-Feb-23,Mobiles-rental,"£1,400.00",Redacted
09-Feb-23,Vehicle Crash Repairs,"£1,398.64",Liverpool TPS (108631)
23-Feb-23,Vehicle Parts,"£1,397.92", Robins & Day Parts North West 
 02-Feb-23,Forensic Fees - General,"£1,397.74",Redacted
09-Feb-23,Forensic Fees - General,"£1,388.40",Redacted
 02-Feb-23,Services and Legal Expenses,"£1,386.00",Redacted
09-Feb-23,Forensic Fees - General,"£1,380.00",Redacted
 23-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£1,380.00",Simpson Associates Information Services Ltd
23-Feb-23,Building Reactive Maintenance,"£1,377.83", Graham Asset Management Ltd 
09-Feb-23,H/W Purchases,"£1,366.80",Redacted
 23-Feb-23,Tyres & Tubes,"£1,365.36",ATS Euromaster Ltd
09-Feb-23,H/W Purchases,"£1,363.20",Dell Corporation Ltd
 23-Feb-23,Locksmith Reactive Maintenance,"£1,359.94",J.G. Eckersall
 02-Feb-23,Hire of Premises,"£1,350.00",North West Police Benevolent Fund
 23-Feb-23,Event Costs,"£1,343.83",Jockey Club Racecourse Ltd
23-Feb-23,Support Staff-Temporary Staff Wages,"£1,341.88", Reed Specialist Recruitment Ltd 
 23-Feb-23,Fuel Pump Repairs,"£1,333.20",LCM Environmental Services Limited
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,328.88",Redacted
 15-Feb-23,Services and Legal Expenses,"£1,323.74",Allstar
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,323.20",Reed Specialist Recruitment Ltd
 16-Feb-23,Training Course Fees,"£1,308.27",Police and Crime Commissioner For Cheshire
09-Feb-23,Vehicle Repairs,"£1,307.60",Halliwell Jones Ltd
23-Feb-23,Temp Staff Overtime,"£1,306.70", Reed Specialist Recruitment Ltd 
 02-Feb-23,Building Reactive Maintenance,"£1,302.76",Graham Asset Management Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,300.70",Hays Specialist Recruitment Ltd
 23-Feb-23,Medical Specialist,"£1,296.00",Gel Ltd t/a Healthwork
 02-Feb-23,Vehicle Parts,"£1,291.00",Liverpool TPS (108631)
09-Feb-23,Services and Legal Expenses,"£1,288.80",Redacted
 23-Feb-23,Waste Disposal,"£1,285.92",Shred Station Ltd
 23-Feb-23,Building Reactive Maintenance,"£1,283.86",Graham Asset Management Ltd
23-Feb-23,Temp Staff Overtime,"£1,281.40", Reed Specialist Recruitment Ltd 
09-Feb-23,Building Reactive Maintenance,"£1,267.05",Portakabin Limited
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,263.38",Reed Specialist Recruitment Ltd
 16-Feb-23,Comp. Consumeables,"£1,260.00",EE Ltd (Airtime)
 23-Feb-23,Comp. Consumeables,"£1,260.00",EE Ltd (Airtime)
 23-Feb-23,Training Course Fees,"£1,259.80",Redacted
 02-Feb-23,Vehicle Parts,"£1,258.03",Halliwell Jones Ltd
23-Feb-23,Building Reactive Maintenance,"£1,256.30", Graham Asset Management Ltd 
23-Feb-23,Temp Staff Overtime,"£1,249.99", Reed Specialist Recruitment Ltd 
 16-Feb-23,Locksmith Customer Spend,"£1,249.00",J.G. Eckersall
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,248.00",Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,248.00",Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,248.00",Redacted
 23-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£1,237.24",Redacted
 16-Feb-23,Temp Staff Overtime,"£1,234.25",Reed Specialist Recruitment Ltd
 02-Feb-23,Payment for Services,"£1,228.52",Go Outdoors Limited
 16-Feb-23,Mechanical Reactive Maintenance,"£1,226.24",Graham Asset Management Ltd
 02-Feb-23,Hired Vehicle & Plant,"£1,222.03",Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,"£1,222.03",Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,"£1,222.03",Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,"£1,222.03",Redacted
 23-Feb-23,Printing Stationery & Office Exps.,"£1,215.83",Adare SEC Limited t/a Kalamazoo Direct
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,214.21",Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,196.49",Redacted
 02-Feb-23,Cleaning Equipment,"£1,191.36",Arrow County Supplies
 02-Feb-23,Cleaning and Domestic Supplies,"£1,185.90",Arrow County Supplies
 23-Feb-23,Vehicle Parts,"£1,181.11",Lookers Liverpool
23-Feb-23, Payment for Services ,"£1,178.82",Redacted
23-Feb-23,Support Staff-Temporary Staff Wages,"£1,177.13", Reed Specialist Recruitment Ltd 
 16-Feb-23,Technical Equipment,"£1,168.20",Redacted
09-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
09-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
09-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
09-Feb-23,H/W Purchases,"£1,167.24", Dell Corporation Ltd 
09-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
09-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 16-Feb-23,H/W Purchases,"£1,167.24",Redacted
 16-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 23-Feb-23,H/W Purchases,"£1,167.24",Dell Corporation Ltd
 02-Feb-23,Fuel Pump Repairs,"£1,152.00",LCM Environmental Services Limited
 23-Feb-23,Training Course Fees,"£1,150.00",GMCA (PCC for Greater Manchester)
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,149.45",Reed Specialist Recruitment Ltd
 23-Feb-23,Forensic Fees - General,"£1,140.00",Redacted
16-Feb-23,S/W Licences,"£1,136.56", Oracle Corporation Uk Ltd 
 16-Feb-23,Mechanical Reactive Maintenance,"£1,125.74",BAM FM Ltd
 02-Feb-23,Forensic Fees - General,"£1,123.44",Redacted
16-Feb-23,Vehicle Parts,"£1,121.33", Robins & Day Parts North West 
 23-Feb-23,Electrical Reactive Maintenance,"£1,119.56",BAM FM Ltd
 23-Feb-23,Vehicle Parts,"£1,118.17",Lookers Liverpool
23-Feb-23,Building Reactive Maintenance,"£1,117.80", Graham Asset Management Ltd 
 16-Feb-23,Mechanical Reactive Maintenance,"£1,116.19",BAM FM Ltd
 02-Feb-23,Training Course Fees,"£1,113.00",Liverpool John Moores University
 02-Feb-23,Training Course Fees,"£1,113.00",Liverpool John Moores University
 16-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£1,111.24",RS Components
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,106.77",Reed Specialist Recruitment Ltd
 16-Feb-23,Capital Asset Clearing A/C Plant & Equipment,"£1,104.00",Sudlows Enterprise Services Ltd
 23-Feb-23,Vehicle Repairs,"£1,104.00",Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,099.03",Reed Specialist Recruitment Ltd
23-Feb-23,Building Reactive Maintenance,"£1,094.89", Graham Asset Management Ltd 
23-Feb-23,Support Staff-Temporary Staff Wages,"£1,094.27", Reed Specialist Recruitment Ltd 
23-Feb-23,Support Staff-Temporary Staff Wages,"£1,086.49", Reed Specialist Recruitment Ltd 
23-Feb-23,Support Staff-Temporary Staff Wages,"£1,086.49", Reed Specialist Recruitment Ltd 
 23-Feb-23,Technical Equipment,"£1,086.00",Redacted
 02-Feb-23,Vehicle Repairs,"£1,085.24",Swansway Garages Ltd t/a Swansway Chester Peugeot
 23-Feb-23,Ex Gratia Payments,"£1,083.70",Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,082.16",Reed Specialist Recruitment Ltd
 02-Feb-23,Domestic Services Equipment,"£1,080.00",Yorkshire Purchasing Organisation
09-Feb-23,Services and Legal Expenses,"£1,080.00",Intuitive Thinking Skills Ltd
 23-Feb-23,General Subscriptions,"£1,080.00",Buddi Limited
 23-Feb-23,Payment for Services,"£1,080.00",Buddi Limited
 23-Feb-23,Training Course Fees,"£1,080.00",Intellectual Property Office
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,079.98",Reed Specialist Recruitment Ltd
09-Feb-23,Vehicle Repairs,"£1,078.80",BMC Mechanical LTD
23-Feb-23,Temp Staff Overtime,"£1,078.46", Reed Specialist Recruitment Ltd 
 02-Feb-23,H/W Purchases,"£1,068.00",One Source IT Ltd
09-Feb-23,Catering Service,"£1,056.00",Liverpool Coffee Roasters Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,"£1,048.88",Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,046.41",Reed Specialist Recruitment Ltd
 02-Feb-23,Vehicle Repairs,"£1,045.30",Swansway Garages Ltd t/a Swansway Chester Peugeot
 01-Feb-23,Direct Transport Costs,"£1,041.47",Allstar
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,035.99",Reed Specialist Recruitment Ltd
09-Feb-23,Services and Legal Expenses,"£1,035.11",Redacted
 16-Feb-23,Training Course Fees,"£1,032.00",The Heightec Group Ltd
 02-Feb-23,Telecommunications,"£1,031.82",Avoira (Rocom/Nimans)
 23-Feb-23,Comp. Consumeables,"£1,031.40",CBC Computer Systems Ltd
 16-Feb-23,Uniform and Clothing,"£1,018.44",Redacted
 16-Feb-23,Vehicle Repairs,"£1,017.71",A P Fleet Services Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,"£1,013.73",Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,012.28",Reed Specialist Recruitment Ltd
 02-Feb-23,Payment for Services,"£1,008.00",Secure Risk Limited
 16-Feb-23,Medical Equipment,"£1,008.00",Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,"£1,000.55",Redacted
 02-Feb-23,Payments to Local Authorities,"£1,000.00",Liverpool City Council
09-Feb-23,Services and Legal Expenses,"£1,000.00",Redacted
09-Feb-23,Medical Counselling,"£1,000.00",Redacted
 23-Feb-23,Services and Legal Expenses,"£1,000.00",Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£994.42,Reed Specialist Recruitment Ltd
 16-Feb-23,Medical Equipment,£993.51,Aero Healthcare Limited
 16-Feb-23,Cleaning and Domestic Supplies,£990.05,Arrow County Supplies
 02-Feb-23,Forensic Fees - General,£990.00,Redacted
09-Feb-23,Kennelling External Dogs,£988.80,The Dales Veterinary Practice
09-Feb-23,Support Staff-Temporary Staff Wages,£988.13,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£984.00,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£975.53,Hays Specialist Recruitment Ltd
 23-Feb-23,Furniture Purchases,£973.72,Posturite (UK) Ltd
 23-Feb-23,Furniture Purchases,£973.72,Posturite (UK) Ltd
09-Feb-23,Hired Vehicle & Plant,£971.71,Arnold Clark Finance Ltd
09-Feb-23,Vehicle Parts,£969.77,Ford Motor Company T/A Ford Parts Plus
 16-Feb-23,Support Staff-Temporary Staff Wages,£967.36,Reed Specialist Recruitment Ltd
 23-Feb-23,Forensic Fees - General,£967.20,Redacted
23-Feb-23,Vehicle Repairs,£966.92, BMC Mechanical LTD 
 16-Feb-23,Forensic Fees - General,£964.80,Redacted
16-Feb-23,Support Staff-Temporary Staff Wages,£963.92, Redacted 
09-Feb-23,Payment for Services,£960.00,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£952.04,Reed Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£951.93,Reed Specialist Recruitment Ltd
 23-Feb-23,Training Course Fees,£950.00,Redacted
 23-Feb-23,Training Course Fees,£950.00,Redacted
 02-Feb-23,Cleaning and Domestic Supplies,£949.68,Arrow County Supplies
 16-Feb-23,Capital Asset Clearing A/C Plant & Equipment,£948.00,Commercial Rigging Services Limited
 23-Feb-23,Furniture Purchases,£946.18,Posturite (UK) Ltd
 02-Feb-23,Support Staff Salaries Overtime,£941.68,Redacted
16-Feb-23,Support Staff-Temporary Staff Wages,£941.14, Redacted 
 16-Feb-23,Tyres & Tubes,£940.01,Michelin Tyre PLC
 02-Feb-23,Vehicle Repairs,£936.00,Top Gear Transmissions Liverpool Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£935.10,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£934.68,Reed Specialist Recruitment Ltd
 16-Feb-23,Vehicle Repairs,£931.63,Halliwell Jones Ltd
09-Feb-23,Payment for Services,£931.50,Redacted
 02-Feb-23,Building Reactive Maintenance,£930.98,Graham Asset Management Ltd
 02-Feb-23,Forensic Fees - General,£930.36,Redacted
 02-Feb-23,Operational Equipment,£930.00,Redacted
 16-Feb-23,Operational Equipment,£930.00,Redacted
09-Feb-23,Cleaning and Domestic Supplies,£928.16,Arrow County Supplies
 16-Feb-23,Support Staff-Temporary Staff Wages,£928.04,Redacted
23-Feb-23,Support Staff-Temporary Staff Wages,£928.04, Reed Specialist Recruitment Ltd 
 02-Feb-23,Training Course Fees,£927.50,Liverpool John Moores University
 23-Feb-23,Forensic Fees - General,£924.25,Redacted
23-Feb-23,Building Reactive Maintenance,£923.36, Redacted 
 16-Feb-23,Support Staff-Temporary Staff Wages,£918.85,Reed Specialist Recruitment Ltd
 16-Feb-23,Vehicle Repairs,£918.60,Halliwell Jones Ltd
 16-Feb-23,Forensic Fees - General,£918.00,Redacted
 23-Feb-23,Vehicle Parts,£913.13,Liverpool TPS (108631)
 02-Feb-23,Rates,£911.00,Liverpool City Council1
 16-Feb-23,Support Staff-Temporary Staff Wages,£906.09,Redacted
 23-Feb-23,Forensic Fees - General,£906.00,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£901.44,Reed Specialist Recruitment Ltd
 02-Feb-23,Medical Specialist,£900.00,Dr Andrew H Lister (Lister MLC Ltd)
 02-Feb-23,Medical Specialist,£900.00,Dr Andrew H Lister (Lister MLC Ltd)
09-Feb-23,Forensic Fees - General,£900.00,Redacted
09-Feb-23,Services and Legal Expenses,£900.00,Redacted
09-Feb-23,Services and Legal Expenses,£896.28, Redacted 
23-Feb-23,Building Reactive Maintenance,£894.72, Graham Asset Management Ltd 
 16-Feb-23,Training Course Fees,£887.40,College of Policing Limited
 23-Feb-23,Vehicle Parts,£887.40,Lookers Liverpool
09-Feb-23,Medical Equipment,£885.60,Amplivox Ltd
 16-Feb-23,Training Course Fees,£885.50,College of Policing Limited
 16-Feb-23,Forensic Fees - General,£884.10,Redacted
 23-Feb-23,Data Line Rentals,£882.88,Virgin Media Business (80352128)
 23-Feb-23,Training Course Fees,£882.00,Skills For Justice Awards Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£875.23,Reed Specialist Recruitment Ltd
 16-Feb-23,Technical Equipment,£874.20,Redacted
 23-Feb-23,Electrical Reactive Maintenance,£871.09,BAM FM Ltd
 23-Feb-23,Vehicle Repairs,£870.88,Halliwell Jones Ltd
 02-Feb-23,H/W Purchases,£868.32,Sepura Limited
 23-Feb-23,Technical Equipment,£868.32,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£863.36,Reed Specialist Recruitment Ltd
 02-Feb-23,Comp. Operations,£859.16,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£855.39,Redacted
 16-Feb-23,General Subscriptions,£852.00,Redacted
 16-Feb-23,Vehicle Parts,£851.29,eStar Truck and Van Ltd
 16-Feb-23,Training Course Fees,£846.97,Beers Timber & Building Supplies
 16-Feb-23,Forensic Fees - General,£845.75,Redacted
 23-Feb-23,Electrical Reactive Maintenance,£844.80,BAM FM Ltd
09-Feb-23,Catering Service,£843.49,BFS Group Limited t/a Bidvest Foodservice
 02-Feb-23,Payment for Services,£840.00,The Fleece Hotel (Richmond) Ltd
 16-Feb-23,Training Course Fees,£840.00,Merseyside Fire & Civil Defence Auth.
23-Feb-23,Forensic Fees - General,£840.00,Redacted
 02-Feb-23,Building Reactive Maintenance,£835.66,Graham Asset Management Ltd
 16-Feb-23,Tyres & Tubes,£833.21,Michelin Tyre PLC
09-Feb-23,Training Course Fees,£830.90,College of Policing Limited
 23-Feb-23,Hired Vehicle & Plant,£825.22,Redacted
 23-Feb-23,Hired Vehicle & Plant,£825.22,Redacted
09-Feb-23,H/W Purchases,£820.08,CBC Computer Systems Ltd
23-Feb-23,Building Reactive Maintenance,£818.10, Graham Asset Management Ltd 
 16-Feb-23,Vets Fees,£817.03,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£815.20,Reed Specialist Recruitment Ltd
23-Feb-23,Building Reactive Maintenance,£808.20, Graham Asset Management Ltd 
