columns,,Body Name,Organisation Code,Service Label,Service Code,Organisation Unit,Expenditure Category,Expenditure Code,Narrative,Date,Transaction No,Net Amount,Supplier ID,Amended Supplier Name
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404771,2892.4,27834,ROSHINI CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404771,2892.4,27834,ROSHINI CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404771,6688,27834,ROSHINI CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404771,4960,27834,ROSHINI CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404771,5040,27834,ROSHINI CARE HOME LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404950,422.4,11172,COMMUNITY HOUSING & THERAPY
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,597.8,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,1468.32,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,517.44,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,340,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,714,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,833,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,01/02/2024,23403591,478.24,27968,INVICTA CARE AND TRAINING LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,EMI RESIDENTIAL,4227,,08/02/2024,23405139,5600,10000601,GCH NORWOOD GREEN LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404774,4132,19792,ST MARTINS OF TOURS HOUSING ASSOC LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404774,4132,19792,ST MARTINS OF TOURS HOUSING ASSOC LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,EMI NURSING,4237,,08/02/2024,23404764,6521.16,13286,MD HOMES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405055,6160,29474,LOURDES HEALTH CARE GROUP
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404779,3020.04,28600,BONDCARE (LONDON) LTD THE GRANGE CARE CENTRE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404731,2160,14744,CAPITAL HOMECARE (UK) LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404885,7000,20457,ROLAND RESIDENTIAL CARE HOMES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411698,3205.44,80996,DD PAYROLL
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411698,982.6,80996,DD PAYROLL
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411653,348.4,80403,REDACTED SENSITIVE SUPPLIER
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405009,7647.2,26475,SAHARA CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405009,2692.8,26475,SAHARA CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,524.4,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,3352.52,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,874,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,349.6,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,885.08,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,524.4,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,262.2,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,1573.2,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,349.6,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,3059,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,2620,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,1245.45,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,721.05,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,305.92,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,2447.2,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,2447.2,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,437,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,1828.2,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404929,3277.4,27070,YOUTH ENGAGEMENT PROGRAMME CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404909,9240.28,26542,THE FRANCES TAYLOR FOUNDATION (ST RAPHAEL'S RESIDENTIAL HOME)
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405046,5880,27307,NEW HORIZON CARE HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23404939,5880,27307,NEW HORIZON CARE HOME
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405130,8288,10000428,HARMONY CARE SUPPORT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405113,4464,10000428,HARMONY CARE SUPPORT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,RESIDENTIAL HOMES EXTERNAL,4220,,08/02/2024,23405113,1512,10000428,HARMONY CARE SUPPORT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411697,4080,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411697,981.2,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411697,426.32,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,DISABILITIES,DIRECT PAYMENTS,4231,,19/02/2024,23411697,466.44,80764,CARE IN FINANCE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,EMI RESIDENTIAL,4227,,08/02/2024,23404753,4800,28321,GCH (SOUTH) LTD T/A KENT HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405064,5204,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404854,3260.8,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404854,2200,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405116,4388,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405116,4516,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405117,3852,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404854,4500,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404854,3264,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404854,2200,23190,INSTANT CARE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404861,2023.2,22174,BEAUMONT ALEXIS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404861,2460.68,22174,BEAUMONT ALEXIS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404861,2243.2,22174,BEAUMONT ALEXIS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,30/01/2024,23403083,1294.83,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,30/01/2024,23403083,442,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,30/01/2024,23403083,595,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,30/01/2024,23403083,959.56,27926,INFINITY CARE SERVICES LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,DOMICILIARY CARE - BLOCK,4240,,05/02/2024,23403634,458.23,27973,EXCELLENT HEALTHCARE SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405017,2828,27181,PEOPLE WHO CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405017,3501.4,27181,PEOPLE WHO CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405017,3353.84,27181,PEOPLE WHO CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405076,3224.56,29386,CALLAWAY CARE AND SUPPORT LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404923,2920.16,26875,PANACEA CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404923,2895.8,26875,PANACEA CARE LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405042,3748.8,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405042,3501,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405042,3501,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405012,3501,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405012,875.25,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405012,4180,28636,BONZA CARE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404989,2993.76,28576,LIVING HORIZON LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23404949,2396,27636,CORE PROSPECTS CARE SERVICES LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405037,2618,29301,MANSELL HOUSE HEALTHCARE LTD T/A HILL RISE HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405037,2438.32,29301,MANSELL HOUSE HEALTHCARE LTD T/A HILL RISE HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,CHILDREN & ADULTS,1,ADULT MENTAL HEALTH,SUPPORTED LIVING,4236,,08/02/2024,23405037,2618,29301,MANSELL HOUSE HEALTHCARE LTD T/A HILL RISE HOUSE
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,CAPITAL DELIVERY,Services Contracts Agency Interim Consultants,2970,,08/02/2024,41104372,16544.5,29906,TILE HILL INTERIM & EXECUTIVE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,CAPITAL DELIVERY,ADVISORY SERVICES,4060,,22/01/2024,41102930,24950,29726,MONTAGU EVANS LLP
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,17/02/2024,41104269,465725.29,28826,GREENER EALING LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,31/01/2024,41106817,57960,28454,L A SUPPORT LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,STREET SERVICES,PAYMENTS TO CONTRACTORS,4000,,02/02/2024,41103786,509.08,17829,SOLACE IN BUSINESS LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,DIRECT TRANSPORT COSTS,2000,,02/01/2024,41104309,609.44,13007,LLOYDS TSB AUTOLEASE LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,FUEL COSTS,2020,,01/02/2024,41103572,268.1,12371,MITSUBISHI HC CAPITAL UK PLC T/A NOVUNA VEHICLE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,FUEL COSTS,2020,,01/02/2024,41103575,268.1,12371,MITSUBISHI HC CAPITAL UK PLC T/A NOVUNA VEHICLE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,FUEL COSTS,2020,,01/02/2024,41103582,268.1,12371,MITSUBISHI HC CAPITAL UK PLC T/A NOVUNA VEHICLE SOLUTIONS
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,REPAIR AND MAINTENANCE,1410,,31/01/2024,41105621,475,20981,CLEARWAY ENVIRONMENTAL SERVICES (UK) LTD
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CLOTHING AND UNIFORMS,3100,,24/01/2024,41104604,476.53,29147,WESTCOAST WORKWEAR LIMITED
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,SUBSCRIPTIONS,3600,,23/01/2024,41104495,3500,9900018,GREENSPACE INFORMATION FOR GREATER LONDON CIC
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104001,2500,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104001,5652.59,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104003,250,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104003,4371.21,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104005,750,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
INSERTED DETAIL,,Ealing Council,http://opendatacommunities.org/id/london-borough-council/ealing,PLACE,6,LEISURE,CIS REPAIRS AND MAINTENANCE,1411,,28/01/2024,41104005,1760.4,25871,CENTURIAN SURFACING LTD - T/A CENTURIAN SERVICES
