Authority,Service Area,Description,Payment,Invoice Line Amount,Supplier
Bolton MBC,Housing GRF,Rent Of Buildings,01-Mar-24,"£1,822.89",Redacted - Personal Data
Bolton MBC,Housing GRF,Rent of Office Accommodation,05-Mar-24,"£2,875.00",Birtenshaw#The Birtenshaw Group
Bolton MBC,Chief Executives ,Rent of Storage Facilities,01-Mar-24,"£9,747.48",Adams Selfstore
Bolton MBC,Housing GRF,Rent of Storage Facilities,01-Mar-24,"£13,059.34",Adams Selfstore
Bolton MBC,Chief Executives ,Rent of Storage Facilities,01-Mar-24,£552.00,J W Whittle Limited#Store-Away Archive Facilities
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£26,231.52",62 Wright Street#Mencap
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£7,836.00",Abafields Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Abbey Healthcare (Farnworth) Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£13,019.20",Albert Road
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£9,068.90",Aldercroft Avenue
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£31,461.96",Bannister Farm Cottage
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Beechville Care Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,876.00",Belong Wigan#2
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",BH Residential Care Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Blackrod House Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£6,892.40",Bluebell Cottage Veedale
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£8,404.00",Bright Meadows Care Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,721.40",Brookfield Residential Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£13,711.24",Brookvale
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,530.80",Browfield Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,530.80",Carr Bank House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£21,509.44",Chorley House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£10,754.72",Chorley House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£6,995.36",Church View
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£9,103.04",Clarence House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£29,420.00",Comer Wall Way
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£12,512.52",Daisy Fieldz Care Services Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£7,835.68",DIL House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£23,615.56",DIL Place
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£9,720.84",Ellershaw House Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,530.80",Epworth Grange
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,929.08",Fosse Bank
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Glenbank Care Home Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Grange Lea Residential Care Home Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,224.00",Greenlands Residential Home Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£18,861.96",Hartington House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£8,176.00",Hazelbrook Christian Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£23,169.68",Heaton Vale
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£9,471.92",HF Trust Limited Honeysuckle House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£3,781.30",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£23,168.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,896.00",Hollands Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,508.00",Hyde Lea
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£32,466.06",Kingarth#1
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£3,236.00",Knightswood Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£15,696.57",Lever Edge Care Home
Bolton MBC,Children's Services,Residential Provision,01-Mar-24,£783.33,Lloyds CCDM
Bolton MBC,Children's Services,Residential Provision,01-Mar-24,£760.00,Lloyds CCDM
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£10,732.00",Lyngate Residential Home#Lyngate Healthcare Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£12,852.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£3,825.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£4,284.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£8,568.00",Max Potential UK Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£6,273.00",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£8,568.00",Max Potential UK Limited-Glen Avenue
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£18,333.14",Mill View Care Home#Advinia
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,672.00",Millfield Care Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£34,924.76",Morden Grange
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£6,907.29",Morgan Care Ltd
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£17,584.56",Next Steps The Elms
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,896.00",Orchid Woodlands Healthcare Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£19,336.71",Parkview Nursing & Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,184.00",Passmonds House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£26,169.15",Pocket Nook
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£11,072.16",Queens Park View#Intelligent Care
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£53,394.60",Raven
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,790.00",Rivington View Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,530.80",Rose Court Nursing Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£28,949.32",Segal Gardens
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,432.00",Sevaline Care Homes Ltd T/A Glenhomes Care Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£5,792.00",Shannon Court Care Home Limited
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£39,080.36",Somerset House
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",Southlands Residential Home#Southlands
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£14,173.93",Stanley Grange#1
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£10,718.64",Take a Break with Choices
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,651.40",The Brandles
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£2,612.00",The Clough Residential Home
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£14,555.00",The David Lewis Centre
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£6,448.00",The Lodge Buckshaw Retirement Village#The Lodge
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£13,634.16",The Meadows
Bolton MBC,Public Health ,Residential Provision,01-Mar-24,"£6,800.00",THOMAS#Those On The Margins Of A Society
Bolton MBC,Public Health ,Residential Provision,01-Mar-24,"£3,951.48",THOMAS#Those On The Margins Of A Society
Bolton MBC,Public Health ,Residential Provision,01-Mar-24,"£1,570.46",THOMAS#Those On The Margins Of A Society
Bolton MBC,Public Health ,Residential Provision,28-Mar-24,"£4,052.80",THOMAS#Those On The Margins Of A Society
Bolton MBC,Public Health ,Residential Provision,01-Mar-24,£828.57,THOMAS#Those On The Margins Of A Society
Bolton MBC,Public Health ,Residential Provision,01-Mar-24,"£1,012.53",THOMAS#Those On The Margins Of A Society
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£67,088.72",Westmead
Bolton MBC,Adult Services,Residential Provision,04-Mar-24,"£16,680.00",Withins Residential Home
Bolton MBC,Children's Services,Room Hire,01-Mar-24,£825.00,Bolton Mission Victoria Hall#Bolton Methodist Mission
Bolton MBC,Children's Services,Room Hire,01-Mar-24,"£1,250.00",Bolton Mission Victoria Hall#Bolton Methodist Mission
Bolton MBC,Children's Services,Room Hire,12-Mar-24,"£1,800.00",Lighthouse C C#The Lighthouse Venue
Bolton MBC,Environmental Services ,Sales - Goods,08-Mar-24,£789.00,Redacted - Personal Data
Bolton MBC,Children's Services,Section 24 Payments,01-Mar-24,£635.95,Lloyds CCDM
Bolton MBC,Children's Services,Section 24 Payments,01-Mar-24,£510.95,Lloyds CCDM
Bolton MBC,Children's Services,Section 24 Payments,14-Mar-24,£716.95,Lloyds CCDM
Bolton MBC,Children's Services,Section 24 Payments,01-Mar-24,£649.00,Lloyds CCDM
Bolton MBC,Children's Services,Section 24 Payments,27-Mar-24,£836.43,The Leaving Care Team
Bolton MBC,Chief Executives ,Security Cash Collection,01-Mar-24,"£3,740.53",Allpay.net Limited
Bolton MBC,Chief Executives ,Security Cash Collection,01-Mar-24,£728.19,Allpay.net Limited
Bolton MBC,Children's Services,Security Cash Collection,01-Mar-24,"£1,040.00",Security Plus Limited
Bolton MBC,Children's Services,Specialist Advice,13-Mar-24,"£13,962.28",Constellia Public Limited
Bolton MBC,Children's Services,Specialist Advice,01-Mar-24,"£13,962.28",Constellia Public Limited
Bolton MBC,Children's Services,Specialist Advice,01-Mar-24,"£1,666.67",Trueman Change Management Limited
Bolton MBC,Children's Services,Specialist Advice,28-Mar-24,"£1,666.67",Trueman Change Management Limited
Bolton MBC,Public Health ,Sport Activities,22-Mar-24,£793.32,Darren Clare Ltd T/A Portfolio
Bolton MBC,Chief Executives ,Staff Subsistence Expenses,01-Mar-24,"£4,465.41",Breeze Ltd
Bolton MBC,Chief Executives ,Staff Subsistence Expenses,01-Mar-24,"£6,062.29",Breeze Ltd
Bolton MBC,Chief Executives ,Staff Subsistence Expenses,11-Mar-24,"£3,927.00",Capita Business Services Limited
Bolton MBC,Children's Services,Staff Subsistence Expenses,08-Mar-24,£558.00,Neurobox Limited
Bolton MBC,Development & Regeneration ,Staff Subsistence Expenses,05-Mar-24,£680.00,Newsquest Media Group
Bolton MBC,Development & Regeneration ,Staff Subsistence Expenses,15-Mar-24,£722.50,Newsquest Media Group
Bolton MBC,Children's Services,Staff Subsistence Expenses,11-Mar-24,£936.00,Remtek Systems Limited
Bolton MBC,Chief Executives ,Staff Subsistence Expenses,01-Mar-24,"£2,145.96",SME HCI Limited
Bolton MBC,Chief Executives ,Staff Subsistence Expenses,01-Mar-24,"£7,406.21",SME HCI Limited
Bolton MBC,Children's Services,Staff Subsistence Expenses,05-Mar-24,"£1,378.00",Thriiver Limited
Bolton MBC,Development & Regeneration ,Staff Subsistence Expenses,01-Mar-24,"£1,430.05",Wilde Consultants Limited
Bolton MBC,Development & Regeneration ,Staff Subsistence Expenses,06-Mar-24,"£1,033.50",Wilde Consultants Limited
Bolton MBC,Environmental Services ,Staff Training Courses,01-Mar-24,£795.00,Barker Welding Supplies
Bolton MBC,Children's Services,Staff Training Courses,01-Mar-24,"£3,150.00",Psychological Minds Limited
Bolton MBC,Adult Services,Staff Training Courses,01-Mar-24,"£1,250.00",Skills for Care Solutions Ltd
Bolton MBC,Children's Services,Staff Training Courses,01-Mar-24,"£7,473.74",Theraplay UK
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,250.00",Casa Christina Properties Limited
Bolton MBC,Housing GRF,Strategic Projects,05-Mar-24,"£1,058.00",Clients Premium ME Redman Casey#Redman Casey Lettings Limited
Bolton MBC,Housing GRF,Strategic Projects,08-Mar-24,"£1,265.00",CPA Properties
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,265.00",CPA Properties
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,511.00",DH Complete Cleaning Contractors
Bolton MBC,Housing GRF,Strategic Projects,12-Mar-24,"£1,150.00",Firestorm Investments Limited
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,400.00",Fox Morris Group Properties Limited T/A Fox Morris Group
Bolton MBC,Housing GRF,Strategic Projects,27-Mar-24,"£3,070.00",Glocke Limited
Bolton MBC,Chief Executives ,Strategic Projects,13-Mar-24,"£6,000.00",Greater Manchester Poverty Action Limited
Bolton MBC,Chief Executives ,Strategic Projects,13-Mar-24,"£7,750.00",Greater Manchester Poverty Action Limited
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£5,100.00",Josephs Estate Agents
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,£815.28,Josephs Estate Agents
Bolton MBC,Housing GRF,Strategic Projects,12-Mar-24,"£1,512.00",Josephs Estate Agents
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,500.00",Lloyds CCDM
Bolton MBC,Housing GRF,Strategic Projects,04-Mar-24,£963.40,Lloyds CCDM
Bolton MBC,Housing GRF,Strategic Projects,18-Mar-24,"£1,500.00",McGowan Residential Lettings Limited
Bolton MBC,Housing GRF,Strategic Projects,05-Mar-24,"£1,615.00",Oaklee Lettings Limited
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£1,000.00",Prime Lettings & Management Limited#Prime Lettings Limited
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,£790.00,Redacted - Personal Data
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,£786.00,Redacted - Personal Data
Bolton MBC,Housing GRF,Strategic Projects,04-Mar-24,"£1,590.00",Redacted - Personal Data
Bolton MBC,Housing GRF,Strategic Projects,07-Mar-24,"£2,150.00",Romy Beddows
Bolton MBC,Housing GRF,Strategic Projects,27-Mar-24,"£2,200.00",Simply Homes & Lettings Limited
Bolton MBC,Housing GRF,Strategic Projects,04-Mar-24,"£1,800.00",The Purple Property Shop
Bolton MBC,Housing GRF,Strategic Projects,01-Mar-24,"£8,643.35",William Thomas Estate Agency Limited#William Thomas Lettings
Bolton MBC,Chief Executives ,Survey Fees,01-Mar-24,"£2,400.02",Civica Election Services Limited
Bolton MBC,Housing GRF,Telephone Allowances,01-Mar-24,£507.96,Lloyds CCDM
Bolton MBC,Housing GRF,Telephone Allowances,15-Mar-24,£507.96,Lloyds CCDM
Bolton MBC,Chief Executives ,Telephones -Direct Rental,18-Mar-24,"£5,367.52",Agilisys Limited
Bolton MBC,Environmental Services ,Test Purchases/Analysis,05-Mar-24,"£2,032.00",Campbell Associates
Bolton MBC,Chief Executives ,Text Books,01-Mar-24,£577.40,Lloyds CCDM
Bolton MBC,Children's Services,Text Books,01-Mar-24,"£1,800.00",The Learning Lady#We Love Learning Limited
Bolton MBC,Chief Executives ,Traffic Enforcement Centre,01-Mar-24,£650.00,Kays Traffic Management Systems Limited#Kays Highways Limited
Bolton MBC,Children's Services,Training Exps Tuition Fees,01-Mar-24,"£2,361.05",Consilient Consulting Limited (Lawson Thinking)
Bolton MBC,Children's Services,Training Exps Tuition Fees,01-Mar-24,£900.00,Innovative Education Limited
Bolton MBC,Children's Services,Training Exps Tuition Fees,01-Mar-24,"£4,350.00",Innovative Education Limited
Bolton MBC,Children's Services,Training Exps Tuition Fees,01-Mar-24,£550.00,Innovative Education Limited
Bolton MBC,Children's Services,Training Exps Tuition Fees,01-Mar-24,"£2,000.00",Strategy For Change
Bolton MBC,Environmental Services ,Training Exps Tuition Fees,20-Mar-24,£695.00,The Play Inspection Company Limited
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,"£1,490.00",ABC Coach Limited
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,£747.00,Leeds Commercial Limited
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,"£1,411.00",Leeds Commercial Limited
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,£830.00,Leeds Commercial Limited
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,£599.00,Melling Commercial Ltd T/A Westwood Motor Group
Bolton MBC,Environmental Services ,Transport Hire,01-Mar-24,"£1,347.51",Melling Commercial Ltd T/A Westwood Motor Group
Bolton MBC,Environmental Services ,Transport Hire,05-Mar-24,£699.00,Melling Commercial Ltd T/A Westwood Motor Group
Bolton MBC,Environmental Services ,Transport Hire,04-Mar-24,£676.00,Melling Commercial Ltd T/A Westwood Motor Group
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£650.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,"£1,440.00",Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£630.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,"£1,025.00",Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,19-Mar-24,£760.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,"£1,400.00",Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£620.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£600.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£720.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£624.60,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£754.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£805.00,Redacted - Personal Data
Bolton MBC,Children's Services,Transport Hire,01-Mar-24,£616.00,Redacted - Personal Data
Bolton MBC,Environmental Services ,Tyres,07-Mar-24,£671.45,Lodge Tyre Co Limited
Bolton MBC,Environmental Services ,Tyres,11-Mar-24,£597.95,Lodge Tyre Co Limited
Bolton MBC,Environmental Services ,Tyres,18-Mar-24,£539.95,Lodge Tyre Co Limited
Bolton MBC,Environmental Services ,Uniforms,01-Mar-24,"£1,456.00",Pennine Medical Supplies Limited T/A Pennine Workwear Limited
Bolton MBC,Environmental Services ,Uninsured Losses - Vehicles,01-Mar-24,£804.33,Malcolm Nicholson and Son Ltd
Bolton MBC,Environmental Services ,Uninsured Losses - Vehicles,01-Mar-24,£699.15,Universal Body Repairs Ltd
Bolton MBC,Environmental Services ,Uninsured Losses - Vehicles,01-Mar-24,"£2,157.70",Universal Body Repairs Ltd
Bolton MBC,Environmental Services ,Uninsured Losses - Vehicles,01-Mar-24,"£2,163.54",Universal Body Repairs Ltd
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,"£1,074.96",Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,"£2,959.55",Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,"£3,551.44",Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,£627.06,Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,"£2,323.05",Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,06-Mar-24,"£2,787.60",Northumbria Healthcare NHS Foundation Trust
Bolton MBC,Chief Executives ,Vehicle Purchase,08-Mar-24,"£5,591.10",Tusker
Bolton MBC,Chief Executives ,Vehicle Purchase,08-Mar-24,"£3,995.98",Tusker
Bolton MBC,Chief Executives ,Vehicle Purchase,08-Mar-24,£607.21,Tusker
Bolton MBC,Environmental Services ,Vehicle Servicing,01-Mar-24,£584.95,Bucher Municipal Ltd
Bolton MBC,Environmental Services ,Vehicle Servicing,01-Mar-24,"£2,071.08",Ciceley Truck & Van Centre#Ciceley Commercials Limited
Bolton MBC,Environmental Services ,Vehicle Servicing,01-Mar-24,£789.56,Faun Zoeller (UK) Limited
Bolton MBC,Environmental Services ,Vehicle Servicing,01-Mar-24,"£1,649.87",Lloyds CCDM
Bolton MBC,Environmental Services ,Vehicle Servicing,01-Mar-24,£705.00,LPW (Europe) Ltd
Bolton MBC,Environmental Services ,Vehicle Servicing,05-Mar-24,£799.00,LPW (Europe) Ltd
Bolton MBC,Environmental Services ,Vehicle Servicing,11-Mar-24,£512.23,Motorsave Ltd
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£20,001.71",4 Pure Heart Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£7,002.80",Access to Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£47,062.86",Associated Wellbeing Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,10-Mar-24,"£16,228.57",Associated Wellbeing Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,11-Mar-24,"£3,413.20",Backup North West#BYPHS
Bolton MBC,Children's Services,Vol Assoc Grants - General,11-Mar-24,"£2,057.51",Backup North West#BYPHS
Bolton MBC,Children's Services,Vol Assoc Grants - General,11-Mar-24,"£2,762.10",Backup North West#BYPHS
Bolton MBC,Children's Services,Vol Assoc Grants - General,11-Mar-24,£847.21,Backup North West#BYPHS
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,226.79",Banya Family Placement Agency Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,349.85",Banya Family Placement Agency Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,349.85",Banya Family Placement Agency Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,464.12",Barnardo's
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,360.18",Barnardo's
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£38,705.36",Bright Futures Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£2,710.60",Capstone Foster Care (North) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£8,812.99",Capstone Foster Care (North) Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£18,795.19",Care Today Childrens Services
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£13,613.34",Care Today Childrens Services
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,735.06",Care Today Childrens Services
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,735.06",Care Today Childrens Services
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,200.94",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,400.83",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,077.00",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,630.14",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,630.14",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,630.14",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,478.57",CFS Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,335.71",Choices Home For Children
Bolton MBC,Children's Services,Vol Assoc Grants - General,25-Mar-24,"£28,600.00",Choices Supported Living and Care Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,28-Mar-24,"£21,035.67",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,28-Mar-24,"£5,999.98",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,035.67",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£13,285.67",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£12,428.53",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,867.44",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,424.03",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,683.87",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,511.61",Compass Fostering North Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£24,235.59",Continuum Support Care Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£13,613.18",Continuum Support Care Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£25,907.01",Continuum Support Care Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£14,552.02",Continuum Support Care Services Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£21,257.14",CuraLiving Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£16,457.14",CuraLiving Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,04-Mar-24,"£13,800.00",Durham County Council
Bolton MBC,Children's Services,Vol Assoc Grants - General,05-Mar-24,"£39,370.00",Elm Housing Limited T/A Elm Residential Care
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,179.11",Foster Care Associates Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,098.20",Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,098.20",Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£4,181.59",Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,833.80",Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,911.81",Fostering Limited
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£5,702.14",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,803.39",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,802.46",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,961.80",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,036.36",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,485.55",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,803.39",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,407.71",Fostering Solutions Ltd#2
Bolton MBC,Children's Services,Vol Assoc Grants - General,01-Mar-24,"£3,346.05",Fostering Solutions Ltd#2
