FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Excel Fostering Limited,232095,1001832,26/04/2024,"1,007.16",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126404
LIST,Blackpool Council,Excel Fostering Limited,232096,1001832,26/04/2024,903.14,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126406
LIST,Blackpool Council,Excel Fostering Limited,232097,1001832,26/04/2024,911.42,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126407
LIST,Blackpool Council,Excel Fostering Limited,232098,1001832,26/04/2024,930.93,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126408
LIST,Blackpool Council,Excel Fostering Limited,232099,1001832,26/04/2024,816.95,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126409
LIST,Blackpool Council,Excel Fostering Limited,232100,1001832,26/04/2024,860.02,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126410
LIST,Blackpool Council,Excel Fostering Limited,232101,1001832,26/04/2024,930.93,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126411
LIST,Blackpool Council,Excel Fostering Limited,232102,1001832,26/04/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126412
LIST,Blackpool Council,Excel Fostering Limited,232103,1001832,26/04/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126413
LIST,Blackpool Council,Excel Fostering Limited,232104,1001832,26/04/2024,890.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126415
LIST,Blackpool Council,Excel Fostering Limited,232105,1001832,26/04/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126418
LIST,Blackpool Council,Excel Fostering Limited,232106,1001832,26/04/2024,"1,360.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126419
LIST,Blackpool Council,Excel Fostering Limited,232107,1001832,26/04/2024,"1,248.66",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126420
LIST,Blackpool Council,Excel Fostering Limited,232108,1001832,26/04/2024,"2,257.71",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126421
LIST,Blackpool Council,Excel Fostering Limited,232109,1001832,26/04/2024,"1,683.99",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126422
LIST,Blackpool Council,Excel Fostering Limited,232110,1001832,26/04/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126423
LIST,Blackpool Council,Excel Fostering Limited,232111,1001832,26/04/2024,"1,780.03",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126424
LIST,Blackpool Council,Excel Fostering Limited,232112,1001832,26/04/2024,"1,667.12",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126425
LIST,Blackpool Council,Excel Fostering Limited,232113,1001832,26/04/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126426
LIST,Blackpool Council,Excel Fostering Limited,232114,1001832,26/04/2024,"1,847.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126427
LIST,Blackpool Council,Excel Fostering Limited,232115,1001832,26/04/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126428
LIST,Blackpool Council,Excel Fostering Limited,232116,1001832,26/04/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126429
LIST,Blackpool Council,Excel Fostering Limited,232117,1001832,26/04/2024,"1,818.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126430
LIST,Blackpool Council,Excel Fostering Limited,232118,1001832,26/04/2024,"2,301.60",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126431
LIST,Blackpool Council,Foster Cares Ltd,232119,1002573,26/04/2024,814.32,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,150127
LIST,Blackpool Council,Foster Cares Ltd,232120,1002573,26/04/2024,879.23,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,150128
LIST,Blackpool Council,Cfs Care Ltd,232121,1004205,26/04/2024,"4,422.18",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,4092
LIST,Blackpool Council,Cfs Care Ltd,232122,1004205,26/04/2024,"4,422.18",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,4093
LIST,Blackpool Council,Foster Care Associates Limited,232123,1000192,26/04/2024,"3,286.63",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44339
LIST,Blackpool Council,Foster Care Associates Limited,232124,1000192,26/04/2024,"3,117.22",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44340
LIST,Blackpool Council,Foster Care Associates Limited,232125,1000192,26/04/2024,"3,306.30",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44341
LIST,Blackpool Council,Foster Care Associates Limited,232126,1000192,26/04/2024,"11,814.04",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44342
LIST,Blackpool Council,Foster Care Associates Limited,232127,1000192,26/04/2024,"3,245.51",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44343
LIST,Blackpool Council,Foster Care Associates Limited,232128,1000192,26/04/2024,"3,443.08",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44344
LIST,Blackpool Council,Foster Care Associates Limited,232129,1000192,26/04/2024,"3,477.60",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44345
LIST,Blackpool Council,Foster Care Associates Limited,232130,1000192,26/04/2024,"4,370.86",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44346
LIST,Blackpool Council,Foster Care Associates Limited,232131,1000192,26/04/2024,"3,139.42",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44347
LIST,Blackpool Council,Foster Care Associates Limited,232132,1000192,26/04/2024,"3,392.93",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44348
LIST,Blackpool Council,Foster Care Associates Limited,232133,1000192,26/04/2024,"4,370.86",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44349
LIST,Blackpool Council,Foster Care Associates Limited,232134,1000192,26/04/2024,"4,370.86",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44350
LIST,Blackpool Council,Foster Care Associates Limited,232135,1000192,26/04/2024,"3,226.62",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44351
LIST,Blackpool Council,Foster Care Associates Limited,232136,1000192,26/04/2024,"3,787.57",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44352
LIST,Blackpool Council,Foster Care Associates Limited,232137,1000192,26/04/2024,"3,570.52",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44353
LIST,Blackpool Council,Foster Care Associates Limited,232138,1000192,26/04/2024,"4,970.21",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44354
LIST,Blackpool Council,Foster Care Associates Limited,232139,1000192,26/04/2024,"4,006.80",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,44355
LIST,Blackpool Council,Ellis & York Ltd,232152,1001921,26/04/2024,563.77,93.96,Core St Cleansing Overhead,30197,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,CLEANS,Street Cleaning & Leaf - 3,SCLEAN1,Street Cleaning - 5,11633
LIST,Blackpool Council,Water Plus Limited,232225,1000194,26/04/2024,729.65,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV04099011
LIST,Blackpool Council,Water Plus Limited,232226,1000194,26/04/2024,"1,726.11",0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV00834683
LIST,Blackpool Council,Water Plus Limited,232227,1000194,26/04/2024,766.12,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV03534118
LIST,Blackpool Council,Water Plus Limited,232229,1000194,26/04/2024,815.85,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV03663192
LIST,Blackpool Council,Water Plus Limited,232230,1000194,26/04/2024,258.37,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV03811506
LIST,Blackpool Council,Water Plus Limited,232231,1000194,26/04/2024,753.30,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV04369032
LIST,Blackpool Council,Water Plus Limited,232233,1000194,26/04/2024,847.06,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV05237748
LIST,Blackpool Council,Water Plus Limited,232234,1000194,26/04/2024,823.70,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV01452700
LIST,Blackpool Council,Water Plus Limited,232235,1000194,26/04/2024,"1,494.57",0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV02107824
LIST,Blackpool Council,Water Plus Limited,232236,1000194,26/04/2024,796.41,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV02404577
LIST,Blackpool Council,Water Plus Limited,232237,1000194,26/04/2024,756.17,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV02649333
LIST,Blackpool Council,Water Plus Limited,232238,1000194,26/04/2024,793.09,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV02957429
LIST,Blackpool Council,Water Plus Limited,232239,1000194,26/04/2024,793.09,0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV03243194
LIST,Blackpool Council,Water Plus Limited,232240,1000194,26/04/2024,"1,066.09",0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV01138611
LIST,Blackpool Council,Water Plus Limited,232241,1000194,26/04/2024,"3,236.86",0.00,8 king Street,50065,61401,Water Charges,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,WP-INV00179952
LIST,Blackpool Council,Tarmac Lafarge Trading Limited,232250,1000571,26/04/2024,"1,020.10",170.01,Minor Work,90000,63041,VAT ADJUSTMENT,Not Applicable - 1,NA,NA,Not Applicable - 3,SCHEME1,Not Applicable - 5,9048138598
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,232256,1003817,26/04/2024,"5,113.75",852.29,Rangers Better Start,30041,62004,Running Costs Diesel,Community & Env Services - 1,BPLSER,PARKS,Parks - 3,PRKDEV1,Parks Developme - 5,40001153
LIST,Blackpool Council,Muddy Faces Ltd,232282,1001678,26/04/2024,557.12,92.85,Rangers Better Start,30041,63012,Other Equipment,Community & Env Services - 1,BPLSER,PARKS,Parks - 3,PRKDEV1,Parks Developme - 5,92594
LIST,Blackpool Council,Ee Limited,232285,1000868,24/04/2024,395.40,65.90,Kincraig - General,10135,63524,Mobile Phones - Call Charges,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED101,Kincraig Primary - 5,
LIST,Blackpool Council,Pearson Education Ltd,232287,1000325,26/04/2024,293.44,0.00,Pru Supplies And Services,10449,63404,Exam Fees & Expenses - Schools,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,IPHL68_VOC
LIST,Blackpool Council,EMOTION COACHING UK LTD,232293,1142213,26/04/2024,400.00,0.00,Sen Central Team,10430,65588,"Education, training and support",Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,804
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,232298,1003817,26/04/2024,"2,477.83",412.97,Rangers Better Start,30041,62004,Running Costs Diesel,Community & Env Services - 1,BPLSER,PARKS,Parks - 3,PRKDEV1,Parks Developme - 5,40001174
LIST,Blackpool Council,Inclusion Solutions NW Ltd,232300,1142261,30/04/2024,496.80,82.80,Pru Supplies And Services,10449,63413,Consultants,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,7901
LIST,Blackpool Council,Rosscon Training Ltd,232301,1006159,30/04/2024,"2,422.00",0.00,Pru Supplies And Services,10449,64501,Private Contractors,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,INV-1201
LIST,Blackpool Council,5-Am Contact Contract Cleaning Ltd,232320,1001018,26/04/2024,"6,360.08","1,060.01",Pru Supplies And Services,10449,61601,Consumable Supplies,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,INV-2513
LIST,Blackpool Council,The Speech Bubble Ltd,232325,1001749,29/04/2024,"1,800.00",0.00,Pru Supplies And Services,10449,63413,Consultants,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,TSBI-3488
LIST,Blackpool Council,Nathan Parker,232347,1005432,26/04/2024,350.00,0.00,Advisory Service - General,10469,63413,Consultants,Children's Services - 1,CHISER,MNGMT,Central Management - 3,MNGMT2,Central Management - 5,0260
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,232357,1003817,26/04/2024,"4,273.44",712.24,Core Highways-General Overhead,30198,62004,Running Costs Diesel,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,ENGINE1,Engineering - 5,40001066
LIST,Blackpool Council,Screwfix Direct Ltd,232359,1000130,26/04/2024,317.94,52.98,Highways & Engineering,90018,19514,VAT ADJUSTMENT,Not Applicable - 1,ZBPLSER,ZBPLSER2,Not Applicable - 3,ZBPLSER4,Not Applicable - 5,1480220965
LIST,Blackpool Council,REDACTED PERSONAL DATA,232366,1141647,26/04/2024,350.00,0.00,Sct17,10545,64516,Section 17 Carer Expense,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,BOARDING OUT - D-B/MG
LIST,Blackpool Council,Jenny-Lee Fisher T/A Fisher Freelance,232370,1005449,26/04/2024,"2,930.00",0.00,,,61901,Contributions To Funds,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,2024-17BPC
LIST,Blackpool Council,C Cabs,232374,1000437,26/04/2024,699.90,0.00,Pru Supplies And Services,10449,62201,Contract Hire,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,11494
LIST,Blackpool Council,Moss Hey Kennels,232376,1142513,26/04/2024,576.00,96.00,Sct17,10545,63801,Other Expenses,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,DB24/0001
LIST,Blackpool Council,Rhea Projects Ltd,232397,1003691,29/04/2024,"23,549.40",0.00,HUG 2,62059,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,0527-HUGRP
