FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Right Start Day Nurseries,231746,1002883,26/04/2024,"7,626.96",0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 9460 0472
LIST,Blackpool Council,Angela Rose T/A Nurture-Nannies Child Minding,231747,1003968,26/04/2024,287.62,0.00,2 Year Old Nursery Grant,10471,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 11731 0471
LIST,Blackpool Council,Angela Rose T/A Nurture-Nannies Child Minding,231748,1003968,26/04/2024,389.55,0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 11731 0472
LIST,Blackpool Council,Roseacre Primary Academy,231751,1002232,26/04/2024,"4,379.57",0.00,3&4 Year Old Addition 15 Hours Nursery Grant,10474,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 1846 0474
LIST,Blackpool Council,Roseacre Primary Academy,231753,1002232,26/04/2024,"8,639.18",0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 1846 0472
LIST,Blackpool Council,REDACTED PERSONAL DATA,231754,1003010,26/04/2024,507.43,0.00,3&4 Year Old Nursery Grant,10472,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 9948 0472
LIST,Blackpool Council,REDACTED PERSONAL DATA,231756,1003010,26/04/2024,611.26,0.00,3&4 Year Old Addition 15 Hours Nursery Grant,10474,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 9948 0474
LIST,Blackpool Council,St Bernadettes Playgroup,231757,1000109,26/04/2024,"7,928.55",0.00,3&4 Year Old Addition 15 Hours Nursery Grant,10474,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 1847 0474
LIST,Blackpool Council,St Bernadettes Playgroup,231759,1000109,26/04/2024,"1,391.44",0.00,2 Year Old Nursery Grant,10471,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 1847 0471
LIST,Blackpool Council,Arranpaul Audio Ltd,231760,1000768,30/04/2024,"1,142.76",190.46,Parliamentary By Election,61069,63401,General Services,Governance & Partnerships - 1,DEMTOT,BG,Electoral Services - 3,BG2,Electoral Services - 5,INV-12608
LIST,Blackpool Council,Hermolle Associates Ltd,231761,1000316,26/04/2024,432.00,72.00,Planning,90005,19624,Rechargeable Works Account,Communication & Regeneration BS - 1,ZAMCPI,ZAMCPI2,Balance Sheet Places - 3,ZAMCPI4,Balance Sheet Places - 5,10653
LIST,Blackpool Council,Refer-All Ltd T/A Refer All,231762,1004819,26/04/2024,600.00,100.00,Exercise Referral,30008,63012,Other Equipment,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,SPORTY1,Sports & Physic - 5,INV 1725
LIST,Blackpool Council,Technical Outdoor Solutions Limited,231771,1002874,26/04/2024,742.68,123.78,High Ropes,30028,62002,Repairs and Maintenance,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,2691
LIST,Blackpool Council,Comp Tech It Solutions Ltd,231772,1001569,26/04/2024,"4,746.29",791.05,St John Vianney -General,10215,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,INV-9083
LIST,Blackpool Council,Comp Tech It Solutions Ltd,231774,1001569,26/04/2024,714.00,119.00,St John Vianney -General,10215,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,INV-9074
LIST,Blackpool Council,Comp Tech It Solutions Ltd,231776,1001569,26/04/2024,926.40,154.40,St John Vianney -General,10215,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,INV-9079
LIST,Blackpool Council,Blackpool Skip Hire Ltd,231782,1000674,26/04/2024,420.00,70.00,Minor Work,30273,61012,Maintenance Private Contractor,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,SCHEME1,Highways Scheme - 5,057696
LIST,Blackpool Council,Comp Tech It Solutions Ltd,231783,1001569,26/04/2024,300.00,50.00,St John Vianney -General,10215,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,INV-9172
LIST,Blackpool Council,Quantum Staffing Solutions Ltd,231784,1007340,26/04/2024,"2,880.00",480.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,2612
LIST,Blackpool Council,Water 2 Business Limited,231786,1007188,30/04/2024,608.04,0.00,St John Vianney -General,10215,61401,Water Charges,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,900665368
LIST,Blackpool Council,Vision For Education Ltd,231793,1004926,26/04/2024,"1,684.80",280.80,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,661787-IVFE
LIST,Blackpool Council,Bridge Education And Training Ltd,231795,1002708,26/04/2024,720.00,120.00,Pru Supplies And Services,10449,60791,Agency Staff,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,7001793
LIST,Blackpool Council,Yorkshire Purchasing Organisation,231799,1000032,26/04/2024,399.56,66.59,St John Vianney -General,10215,61064,Delegated Maintenance,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,SI-3122992
LIST,Blackpool Council,Blackpool Transport Services Limited,231801,1000020,29/04/2024,260.00,0.00,Public Health Team,62008,60915,Conferences,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,00001249
LIST,Blackpool Council,J&F Drainage Ltd,231803,1003800,26/04/2024,"1,896.00",316.00,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,JFD-888337
LIST,Blackpool Council,Jellyjames Publishing Ltd,231804,1000985,26/04/2024,398.83,66.47,St John Vianney -General,10215,63532,Computer Running and License Costs,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,INV-130929
LIST,Blackpool Council,R T C LLP,231866,1001133,26/04/2024,"4,920.80",808.00,HRA Capital Balance Sheet,90080,99999,Major Contractual Works,Non-Repairs - 1,ZCONBS,ZCASUM1,General Management - 3,ZCASUM3,General Management - 5,12469
LIST,Blackpool Council,Rhea Projects Ltd,231870,1003691,26/04/2024,"21,281.40",0.00,HUG 2,62059,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,0525- HUGRP
LIST,Blackpool Council,Randstad Solutions Ltd,231874,1007189,26/04/2024,618.72,103.12,St John Vianney -General,10215,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,30518134
LIST,Blackpool Council,Randstad Solutions Ltd,231875,1007189,26/04/2024,475.30,79.22,St John Vianney -General,10215,60794,Supply Teaching,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED221,St John Vianney Catholic - 5,30526078
LIST,Blackpool Council,REDACTED PERSONAL DATA,231877,1002645,26/04/2024,281.62,0.00,2 Year Old Nursery Grant,10471,63701,Grants,Children's Services - 1,CHISER,EYT,Early Years Team - 3,EYT2,Early Years Team EYT2 - 5,0424 7538 0471
LIST,Blackpool Council,LGA UNLIMITED - DIRECT DEBIT - DO NOT USE,231879,1142578,18/04/2024,"33,584.46","5,597.41",Subscriptions,60005,63711,Subscriptions,Budgets Outside Cash Limits - 1,BUDOCL,GDSTOT1,Corporate Subscriptions - 3,GDSTOT3,Corporate Subscriptions - 5,
LIST,Blackpool Council,Vistor Insights Ltd,231883,1004832,26/04/2024,"10,200.00","1,700.00",Corporate Development,64021,64515,Contract Services,Chief Executive - 1,CEXTOT,CORPDU1,"Corp Dev, Eng & Comms - 3",CORPDU2,"Corp Dev, Eng & Comms - 5",INV-0302
LIST,Blackpool Council,Av-Id,231884,1004951,26/04/2024,"15,536.52","2,589.42",Pru Supplies And Services,10449,63801,Other Expenses,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,322
LIST,Blackpool Council,Adler & Allan Ltd,231889,1141514,26/04/2024,"7,587.00","1,264.50",Business SPF,50189,63401,General Services,Communication & Regeneration - 1,AMCPI,DC,Economic Development Division - 3,PTA1,Economic Development - 5,271299
LIST,Blackpool Council,Cornerstone Design And Marketing Limited,231890,1005360,30/04/2024,594.36,99.06,Dd Account,30022,63806,Advertising General,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,13850
LIST,Blackpool Council,Kingswood Office Supplies Limited,231903,1000274,29/04/2024,419.51,69.92,St Nicholas -Office,10263,63302,Stationery,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED241,St Nicholas Ce - 5,486737
LIST,Blackpool Council,Merlin Entertainments (Blackpool) Ltd,231912,1001928,26/04/2024,"1,922.16",320.36,Music Services,10402,63801,Other Expenses,Children's Services - 1,CHISER,MUSIC,Music & Cultural Education - 3,MUSIC2,Music & Cultural Education - 5,INV13026-00052495
LIST,Blackpool Council,Castle Mile Group Ltd,231913,1004087,26/04/2024,"2,340.00",390.00,Tmscp,40065,64004,Management Fees,Resources - 1,TRSTOT,DUP,Dual Use Propeties - 3,BDTM,Buildings -Municipal Buildings - 5,INV-0979
LIST,Blackpool Council,Lancashire County Council,231914,1000506,26/04/2024,"14,583.00",0.00,Director of Communications & Regen.,50164,63401,General Services,Communication & Regeneration - 1,AMCPI,DC,Economic Development Division - 3,PTC1,"A.C.E. Regen, Tourism & Cultur - 5",5201529712
LIST,Blackpool Council,Sea View Trust -  Devonshire Primary Academy,231916,1002383,26/04/2024,"4,878.00",0.00,Household Support Fund,10465,63701,Grants,Children's Services - 1,CHISER,EHOTH,Early Help Other - 3,EHOTH2,Early Help Other - 5,DPASI95
LIST,Blackpool Council,Sea View Trust -  Devonshire Primary Academy,231921,1002383,26/04/2024,"4,110.60",0.00,Priority Education Investment Area Grant,10594,63701,Grants,Children's Services - 1,CHISER,MNGMT,Central Management - 3,MNGMT2,Central Management - 5,DPASI94
LIST,Blackpool Council,CONVEYANCING DIRECT LTD,231922,1142586,8/04/2024,"47,581.56",0.00,Bonny Street - Police Station,50049,61012,Maintenance Private Contractor,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,
LIST,Blackpool Council,Business In The Community,231923,1001517,26/04/2024,330.00,55.00,Director of Communications & Regen.,50164,63605,Conferences and Short Courses,Communication & Regeneration - 1,AMCPI,DC,Economic Development Division - 3,PTC1,"A.C.E. Regen, Tourism & Cultur - 5",SIN061035
LIST,Blackpool Council,Anthony Collins Solicitors Llp,231925,1003661,26/04/2024,"3,528.00",588.00,Practice Management,61003,63807,Legal and Court Costs,Governance & Partnerships - 1,DEMTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,4152310
LIST,Blackpool Council,Five Rivers Child Care Ltd,231926,1005758,26/04/2024,"2,160.00",0.00,Looked after Children - Pupil Premium,10398,65555,Educational Support,Children's Services - 1,CHISER,VIRTUL,Virtual Hub - 3,VIRTUL2,Virtual Hub - 5,0000104428
LIST,Blackpool Council,Royal Mail Group Ltd,231927,1000143,26/04/2024,428.90,71.48,Registration Of Electors,61053,63401,General Services,Governance & Partnerships - 1,DEMTOT,BG,Electoral Services - 3,BG2,Electoral Services - 5,9070011039
LIST,Blackpool Council,Blackpool Entertainment Company Limited,231929,1002564,26/04/2024,"4,273.14",712.19,Head Of Tourism Services,50146,63401,General Services,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PPA1,Head Of Tourism Services - 5,INV007735
LIST,Blackpool Council,Cadent Gas Limited,231931,1001338,26/04/2024,"1,831.20",305.20,Energy & Sustainability,40072,61203,Gas,Resources - 1,TRSTOT,ENG,Energy - 3,ENG2,Energy - 5,33278827
LIST,Blackpool Council,Rosscon Training Ltd,231945,1006159,30/04/2024,"1,105.00",0.00,Looked after Children - Pupil Premium,10398,65555,Educational Support,Children's Services - 1,CHISER,VIRTUL,Virtual Hub - 3,VIRTUL2,Virtual Hub - 5,INV-1198
LIST,Blackpool Council,Blackpool Gateway Academy,231947,1002366,26/04/2024,"2,310.00",0.00,Early Years Inclusion Fund,10473,64403,Special Needs - Children,Children's Services - 1,CHISER,JCDA,"Physical, Sensory & Complex - 3",JCDA2,"Physical, Sensory & Complex - 5",5000000123
LIST,Blackpool Council,Rp Tyson Construction Ltd,231958,1000532,29/04/2024,"597,672.32",0.00,Housing Revenue Account,90064,65509,Retention Monies - Capital,Non-Repairs - 1,ZHRA,ZHRA2,General Management - 3,ZHRA4,General Management - 5,IN3956
LIST,Blackpool Council,REDACTED PERSONAL DATA,231961,1142413,11/04/2024,"1,625.05",0.00,,,66521,Land / Premises - Stat Pays,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,
LIST,Blackpool Council,HMRC SHIPLEY,231964,1139810,11/04/2024,"2,130.00",0.00,,,66521,Land / Premises - Stat Pays,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,
LIST,Blackpool Council,Blackpool Transport Services Limited,231971,1000020,15/04/2024,"382,438.44",0.00,Business Loans,90030,19507,BTS Zebra Loan,Balance Sheet Budgets Outside Cash Limit - 1,ZBUDOCL,ZBUDOCL2,Balance Sheet Budgets Outside Cash Limit - 3,ZBUDOCL4,Balance Sheet Budgets Outside Cash Limit - 5,
LIST,Blackpool Council,HMRC SHIPLEY,231982,1139810,16/04/2024,"1,432.00",0.00,,,66522,Land/Premises - Miscellaneous,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,
LIST,Blackpool Council,REDACTED PERSONAL DATA,231985,1142592,11/04/2024,"8,100.00",0.00,,,66521,Land / Premises - Stat Pays,Communication & Regeneration - 1,AMCPI,HJ,Growth & Prosperity Team - 3,HJA1,Growth - 5,
LIST,Blackpool Council,HALTON BOROUGH COUNCIL,231986,1142593,15/04/2024,"137,621.92",0.00,Treasury Management,60009,66415,Interest Payable Temporary Loan,Budgets Outside Cash Limits - 1,BUDOCL,FH0001,Treasury Management - 3,FH00012,Treasury Management - 5,
LIST,Blackpool Council,BOND TURNER LTD - CLIENT ACCOUNT,231987,1142589,26/04/2024,"5,600.00",0.00,"Prop, Comm & Litigation Gen",61002,63807,Legal and Court Costs,Governance & Partnerships - 1,DEMTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,H43849 - COSTS
LIST,Blackpool Council,BOND TURNER LTD - CLIENT ACCOUNT,231988,1142589,26/04/2024,"1,000.00",0.00,"Prop, Comm & Litigation Gen",61002,63807,Legal and Court Costs,Governance & Partnerships - 1,DEMTOT,LADTOT1,Legal Services - 3,LADTOT3,Legal Services - 5,H43849 - DAMAGES
LIST,Blackpool Council,REDACTED PERSONAL DATA,231989,1142594,15/04/2024,"1,176.13",0.00,Payroll General,40083,63801,Other Expenses,Resources - 1,TRSTOT,PROLL,Payroll - 3,PROLL2,Payroll - 5,
LIST,Blackpool Council,Merlin Entertainments (Blackpool) Ltd,231991,1001928,26/04/2024,"1,366.06",227.69,"Tourism,Promotions & Conferen.",90013,99687,VAT ADJUSTMENT,Not Applicable - 1,ZAMCPI,ZAMCPI2,Not Applicable - 3,ZAMCPI4,Not Applicable - 5,INV13026-00052903
LIST,Blackpool Council,Bt Business Direct Limited,232000,1000391,26/04/2024,358.40,59.73,CCTV Maintenance,30149,63041,Other Materials,Community & Env Services - 1,BPLSER,CCTV,Cctv - 3,CCTV2,Cctv - 5,IN06416741
LIST,Blackpool Council,Ad Systems (Uk) Limited,232002,1001211,26/04/2024,"1,060.42",176.74,CCTV Maintenance,30149,63041,Other Materials,Community & Env Services - 1,BPLSER,CCTV,Cctv - 3,CCTV2,Cctv - 5,INV-13099
LIST,Blackpool Council,Ad Systems (Uk) Limited,232004,1001211,26/04/2024,"1,074.00",179.00,CCTV Monitoring,30150,63003,Equipment Maintenance/Repairs,Community & Env Services - 1,BPLSER,CCTV,Cctv - 3,CCTV2,Cctv - 5,INV-13106
LIST,Blackpool Council,J S Educational Limited,232008,1002281,26/04/2024,720.00,0.00,Sen Central Team,10430,63413,Consultants,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,240006
LIST,Blackpool Council,J S Educational Limited,232010,1002281,26/04/2024,"4,320.00",0.00,Sen Central Team,10430,63413,Consultants,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,240005
LIST,Blackpool Council,Key Engineering Supplies Ltd,232023,1000771,29/04/2024,"1,243.48",207.25,Assess & Rehab Ctr (186),20017,63201,Clothing and Uniforms,Adult Services - 1,ADULTS,APDBBB,Arc - 3,APDBBB2,Arc - 5,70039
LIST,Blackpool Council,Enveco Blackpool Waste Services Ltd,232029,1003817,26/04/2024,357.11,59.52,167 Hornby Road (155),10522,62009,Running Costs MOT/HGVs,Adult Services - 1,ADULTS,JB0401,Hornby - 3,JB04012,Hornby Road - 5,40001146
LIST,Blackpool Council,REDACTED PERSONAL DATA,232032,1142591,29/04/2024,"1,157.25",0.00,Other Alternative Provision,10448,65604,Direct Payments,Children's Services - 1,CHISER,EDDIV,Education Diversity - 3,EDDIV2,Education Diversity - 5,150424-050524
LIST,Blackpool Council,Excel Fostering Limited,232056,1001832,26/04/2024,"1,875.72",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126274-126326
LIST,Blackpool Council,Excel Fostering Limited,232057,1001832,26/04/2024,"1,637.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126286-126341
LIST,Blackpool Council,Excel Fostering Limited,232058,1001832,26/04/2024,"1,711.92",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126289-126344
LIST,Blackpool Council,Excel Fostering Limited,232059,1001832,26/04/2024,"1,729.22",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126290-126345
LIST,Blackpool Council,Excel Fostering Limited,232060,1001832,26/04/2024,"1,693.06",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126305-126360
LIST,Blackpool Council,Excel Fostering Limited,232061,1001832,26/04/2024,"1,722.48",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126287-126342
LIST,Blackpool Council,Excel Fostering Limited,232062,1001832,26/04/2024,"1,637.74",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126281-126336
LIST,Blackpool Council,Excel Fostering Limited,232063,1001832,26/04/2024,"1,722.48",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,1262777-126332
LIST,Blackpool Council,Fusion Fostering Ltd,232064,1002731,26/04/2024,"3,828.08",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,47198 47848
LIST,Blackpool Council,Fusion Fostering Ltd,232065,1002731,26/04/2024,"3,828.08",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,47206 47844
LIST,Blackpool Council,Fusion Fostering Ltd,232066,1002731,26/04/2024,"4,125.96",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,47210 47852
LIST,Blackpool Council,Fusion Fostering Ltd,232067,1002731,26/04/2024,"5,999.36",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,47214 47656
LIST,Blackpool Council,Barnardo Services Ltd (Non Vat Invoices),232068,1000959,26/04/2024,"3,128.88",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,BARSI019800
LIST,Blackpool Council,Barnardo Services Ltd (Non Vat Invoices),232069,1000959,26/04/2024,"3,251.96",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,BARSI019801
LIST,Blackpool Council,Excel Fostering Limited,232070,1001832,26/04/2024,937.86,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126379
LIST,Blackpool Council,Excel Fostering Limited,232071,1001832,26/04/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126380
LIST,Blackpool Council,Excel Fostering Limited,232072,1001832,26/04/2024,781.51,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126381
LIST,Blackpool Council,Excel Fostering Limited,232073,1001832,26/04/2024,865.43,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126382
LIST,Blackpool Council,Excel Fostering Limited,232074,1001832,26/04/2024,947.17,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126383
LIST,Blackpool Council,Excel Fostering Limited,232075,1001832,26/04/2024,"1,423.90",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126384
LIST,Blackpool Council,Excel Fostering Limited,232076,1001832,26/04/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126385
LIST,Blackpool Council,Excel Fostering Limited,232077,1001832,26/04/2024,821.21,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126386
LIST,Blackpool Council,Excel Fostering Limited,232078,1001832,26/04/2024,979.93,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126387
LIST,Blackpool Council,Excel Fostering Limited,232079,1001832,26/04/2024,"1,007.16",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126388
LIST,Blackpool Council,Excel Fostering Limited,232080,1001832,26/04/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126389
LIST,Blackpool Council,Excel Fostering Limited,232081,1001832,26/04/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126390
LIST,Blackpool Council,Excel Fostering Limited,232082,1001832,26/04/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126391
LIST,Blackpool Council,Excel Fostering Limited,232083,1001832,26/04/2024,804.98,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126392
LIST,Blackpool Council,Excel Fostering Limited,232084,1001832,26/04/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126393
LIST,Blackpool Council,Excel Fostering Limited,232085,1001832,26/04/2024,818.87,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126394
LIST,Blackpool Council,Excel Fostering Limited,232086,1001832,26/04/2024,861.24,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126395
LIST,Blackpool Council,Excel Fostering Limited,232087,1001832,26/04/2024,846.53,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126396
LIST,Blackpool Council,Excel Fostering Limited,232088,1001832,26/04/2024,855.96,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126397
LIST,Blackpool Council,Excel Fostering Limited,232089,1001832,26/04/2024,864.61,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126398
LIST,Blackpool Council,Excel Fostering Limited,232090,1001832,26/04/2024,883.29,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126399
LIST,Blackpool Council,Excel Fostering Limited,232091,1001832,26/04/2024,918.54,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126400
LIST,Blackpool Council,Excel Fostering Limited,232092,1001832,26/04/2024,870.82,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126401
LIST,Blackpool Council,Excel Fostering Limited,232093,1001832,26/04/2024,"1,039.92",0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126402
LIST,Blackpool Council,Excel Fostering Limited,232094,1001832,26/04/2024,956.80,0.00,External Fostering,10540,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,126403
