FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference,Unique Reference
LIST,Blackpool Council,Autism Initiatives Uk,292243,1000025,1/08/2024,"2,665.53",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304435,1000025292243304435
LIST,Blackpool Council,Autism Initiatives Uk,292244,1000025,1/08/2024,"2,763.24",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304436,1000025292244304436
LIST,Blackpool Council,Autism Initiatives Uk,292245,1000025,1/08/2024,"1,769.09",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304437,1000025292245304437
LIST,Blackpool Council,Autism Initiatives Uk,292246,1000025,1/08/2024,393.30,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304438,1000025292246304438
LIST,Blackpool Council,Autism Initiatives Uk,292247,1000025,1/08/2024,"1,359.68",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304439,1000025292247304439
LIST,Blackpool Council,Autism Initiatives Uk,292248,1000025,1/08/2024,"1,359.68",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304440,1000025292248304440
LIST,Blackpool Council,Autism Initiatives Uk,292249,1000025,1/08/2024,"1,359.68",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304441,1000025292249304441
LIST,Blackpool Council,Autism Initiatives Uk,292250,1000025,1/08/2024,"1,253.21",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304442,1000025292250304442
LIST,Blackpool Council,Autism Initiatives Uk,292251,1000025,1/08/2024,"1,028.72",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304443,1000025292251304443
LIST,Blackpool Council,Autism Initiatives Uk,292252,1000025,1/08/2024,"3,076.00",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304445,1000025292252304445
LIST,Blackpool Council,Autism Initiatives Uk,292253,1000025,1/08/2024,"1,376.11",0.00,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304446,1000025292253304446
LIST,Blackpool Council,Autism Initiatives Uk,292254,1000025,1/08/2024,"2,167.42",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304447,1000025292254304447
LIST,Blackpool Council,Autism Initiatives Uk,292255,1000025,1/08/2024,310.50,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304448,1000025292255304448
LIST,Blackpool Council,Autism Initiatives Uk,292256,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304449,1000025292256304449
LIST,Blackpool Council,Autism Initiatives Uk,292257,1000025,1/08/2024,"1,594.24",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304450,1000025292257304450
LIST,Blackpool Council,Autism Initiatives Uk,292258,1000025,1/08/2024,"1,253.21",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304451,1000025292258304451
LIST,Blackpool Council,Autism Initiatives Uk,292259,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304452,1000025292259304452
LIST,Blackpool Council,Autism Initiatives Uk,292261,1000025,1/08/2024,"1,253.21",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304454,1000025292261304454
LIST,Blackpool Council,Autism Initiatives Uk,292262,1000025,1/08/2024,970.55,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304455,1000025292262304455
LIST,Blackpool Council,Autism Initiatives Uk,292263,1000025,1/08/2024,583.80,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304456,1000025292263304456
LIST,Blackpool Council,Autism Initiatives Uk,292264,1000025,1/08/2024,"1,253.21",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304457,1000025292264304457
LIST,Blackpool Council,Autism Initiatives Uk,292265,1000025,1/08/2024,"1,299.25",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304458,1000025292265304458
LIST,Blackpool Council,Autism Initiatives Uk,292266,1000025,1/08/2024,"4,796.04",0.00,Supported Living / Group Homes,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304459,1000025292266304459
LIST,Blackpool Council,Autism Initiatives Uk,292267,1000025,1/08/2024,"1,748.95",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304460,1000025292267304460
LIST,Blackpool Council,Autism Initiatives Uk,292268,1000025,1/08/2024,"2,526.21",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304461,1000025292268304461
LIST,Blackpool Council,Autism Initiatives Uk,292269,1000025,1/08/2024,"1,888.87",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304462,1000025292269304462
LIST,Blackpool Council,Autism Initiatives Uk,292270,1000025,1/08/2024,"3,076.00",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304463,1000025292270304463
LIST,Blackpool Council,Autism Initiatives Uk,292271,1000025,1/08/2024,"1,829.90",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304464,1000025292271304464
LIST,Blackpool Council,Autism Initiatives Uk,292272,1000025,1/08/2024,"1,114.05",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304465,1000025292272304465
LIST,Blackpool Council,Autism Initiatives Uk,292273,1000025,1/08/2024,"1,028.72",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304466,1000025292273304466
LIST,Blackpool Council,Autism Initiatives Uk,292274,1000025,1/08/2024,724.50,0.00,Homecare,20422,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304467,1000025292274304467
LIST,Blackpool Council,Autism Initiatives Uk,292275,1000025,1/08/2024,"1,773.61",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304468,1000025292275304468
LIST,Blackpool Council,Autism Initiatives Uk,292276,1000025,1/08/2024,"4,222.54",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304469,1000025292276304469
LIST,Blackpool Council,Autism Initiatives Uk,292277,1000025,1/08/2024,"1,975.85",0.00,Supported Living / Group Homes,20348,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304470,1000025292277304470
LIST,Blackpool Council,Autism Initiatives Uk,292278,1000025,1/08/2024,"1,408.02",0.00,Supported Living / Group Homes,20421,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304471,1000025292278304471
LIST,Blackpool Council,Autism Initiatives Uk,292279,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304472,1000025292279304472
LIST,Blackpool Council,Autism Initiatives Uk,292280,1000025,1/08/2024,"1,381.63",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304473,1000025292280304473
LIST,Blackpool Council,Autism Initiatives Uk,292281,1000025,1/08/2024,970.55,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304474,1000025292281304474
LIST,Blackpool Council,Autism Initiatives Uk,292282,1000025,1/08/2024,"1,887.06",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304475,1000025292282304475
LIST,Blackpool Council,Autism Initiatives Uk,292283,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304476,1000025292283304476
LIST,Blackpool Council,Autism Initiatives Uk,292284,1000025,1/08/2024,970.55,0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304477,1000025292284304477
LIST,Blackpool Council,Autism Initiatives Uk,292285,1000025,1/08/2024,"2,763.24",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304478,1000025292285304478
LIST,Blackpool Council,Autism Initiatives Uk,292286,1000025,1/08/2024,"1,589.24",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304479,1000025292286304479
LIST,Blackpool Council,Autism Initiatives Uk,292287,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304480,1000025292287304480
LIST,Blackpool Council,Autism Initiatives Uk,292288,1000025,1/08/2024,970.55,0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304481,1000025292288304481
LIST,Blackpool Council,Autism Initiatives Uk,292289,1000025,1/08/2024,"1,987.20",0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304482,1000025292289304482
LIST,Blackpool Council,Autism Initiatives Uk,292290,1000025,1/08/2024,"1,028.72",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304483,1000025292290304483
LIST,Blackpool Council,Autism Initiatives Uk,292291,1000025,1/08/2024,"1,996.70",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304484,1000025292291304484
LIST,Blackpool Council,Autism Initiatives Uk,292292,1000025,1/08/2024,"2,968.15",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304485,1000025292292304485
LIST,Blackpool Council,Autism Initiatives Uk,292293,1000025,1/08/2024,"1,954.64",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304486,1000025292293304486
LIST,Blackpool Council,Autism Initiatives Uk,292294,1000025,1/08/2024,"3,037.47",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304487,1000025292294304487
LIST,Blackpool Council,Autism Initiatives Uk,292295,1000025,1/08/2024,"1,204.40",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304488,1000025292295304488
LIST,Blackpool Council,Autism Initiatives Uk,292296,1000025,1/08/2024,"2,070.61",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304489,1000025292296304489
LIST,Blackpool Council,Autism Initiatives Uk,292297,1000025,1/08/2024,"1,570.06",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304490,1000025292297304490
LIST,Blackpool Council,Autism Initiatives Uk,292298,1000025,1/08/2024,"1,028.72",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304491,1000025292298304491
LIST,Blackpool Council,Autism Initiatives Uk,292299,1000025,1/08/2024,"1,474.85",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304492,1000025292299304492
LIST,Blackpool Council,Autism Initiatives Uk,292300,1000025,1/08/2024,"1,237.30",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304493,1000025292300304493
LIST,Blackpool Council,Autism Initiatives Uk,292301,1000025,1/08/2024,"1,034.84",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304494,1000025292301304494
LIST,Blackpool Council,Autism Initiatives Uk,292302,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304495,1000025292302304495
LIST,Blackpool Council,Autism Initiatives Uk,292303,1000025,1/08/2024,"1,149.51",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304496,1000025292303304496
LIST,Blackpool Council,Autism Initiatives Uk,292304,1000025,1/08/2024,"1,408.03",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304497,1000025292304304497
LIST,Blackpool Council,Autism Initiatives Uk,292305,1000025,1/08/2024,"1,114.05",0.00,Supported Living / Group Homes,20139,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304498,1000025292305304498
LIST,Blackpool Council,Autism Initiatives Uk,292306,1000025,1/08/2024,"1,381.63",0.00,Supported Living / Group Homes,20348,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304499,1000025292306304499
LIST,Blackpool Council,Autism Initiatives Uk,292308,1000025,1/08/2024,"2,715.95",0.00,Supported Living / Group Homes,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304501,1000025292308304501
LIST,Blackpool Council,Autism Initiatives Uk,292309,1000025,1/08/2024,"1,653.04",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304502,1000025292309304502
LIST,Blackpool Council,Autism Initiatives Uk,292310,1000025,1/08/2024,724.50,0.00,Homecare,20256,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304504,1000025292310304504
LIST,Blackpool Council,Autism Initiatives Uk,292311,1000025,1/08/2024,"1,028.72",0.00,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services - 1,ADULTS,COMPLA1,Adult Commissioning Placements - 3,COMPLA3,Adult Commissioning Placements - 5,304505,1000025292311304505
