Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
10/02/2024,60086611,24029,"1,500.00",POS Enterprises Ltd,RC509342,850 1704 54,Planning Policy,R4702,Subscriptions - Employee
13/02/2024,60086614,2690359,"1,559.50",Wilkin Chapman LLP,RC508417,127 9424 35,Revenues,R4401,Fees and Charges
13/02/2024,60086615,71038151,717.5,Optima Health,RC302388,GB 367726459,Human Resources,R4400,Professional Fees
12/02/2024,60086616,Redacted Personal Data,"18,113.42",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
12/02/2024,60086617,INV-0123,"17,447.72",Trust We Care Limited,RC302017,,ASC S&R Homecare PD,R5029,TPP - Home Care
13/02/2024,60086619,INV538758,986,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
13/02/2024,60086620,INV538759,"1,048.55",Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
01/02/2024,60086622,IW1110987,"2,705.50",New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5021,TPP - Waste Disposal
01/02/2024,60086623,IW1110988,"3,418.50",New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5021,TPP - Waste Disposal
01/02/2024,60086624,IW1110989,"3,600.98",New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5003,TPP - Recycling Contract
01/02/2024,60086625,IW1111005,824.74,New Earth Solutions (West) Limited T/A Mid-UK Recycling Ltd,RC505938,246 2500 29,Waste Management,R5021,TPP - Waste Disposal
11/02/2024,60086626,RCC0121,"9,852.75",Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
01/02/2024,60086627,SI42735,600,Unsworth Sugden Advertising Ltd,RC507915,565795485,Libraries,R4401,Fees and Charges
13/02/2024,60086628,SINVFT00026480,"1,277.44",Longhurst Group Ltd,RC502529,326027036,BCF: Assistive Technology,R4000,Furniture & Equipment
09/02/2024,60086644,SI-120201,541.83,Ian Bryers Car & Commercial Repairs,RC502875,550 9095 37,Transport Fleet,R3004,Vehicle Maintenance
14/02/2024,60086650,416,"2,116.90",Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare MH,R5029,TPP - Home Care
14/02/2024,60086651,417,"2,445.50",Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare MH,R5029,TPP - Home Care
01/03/2024,60086655,854996,"36,232.94",FCC Recycling (UK) Ltd,RC502258,637 8808 92,Waste Management,R5021,TPP - Waste Disposal
14/02/2024,60086656,1048,"2,591.00",Coram Children's Legal Centre,RC302660,974974551,Fostering - In-house,R5017,TPP - Other
14/02/2024,60086657,1502551,"4,020.00",Bioregional Development Group,RC302422,706904045,Local Plan (Started 2021-22),R4400,Professional Fees
14/02/2024,60086660,10985832,"1,127.00",The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
01/03/2024,60086662,460M01651,"123,773.03",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
14/02/2024,60086663,460M01652,"64,477.44",Biffa Municipal Ltd,RC501347,537 9116 27,Street Cleaning,R5016,TPP - Private Contractors
01/03/2024,60086664,460M01653,"24,201.67",Biffa Municipal Ltd,RC501347,537 9116 27,Waste Management,R5031,TPP - CA Site Management
01/03/2024,60086665,460M01654,"11,012.59",Biffa Municipal Ltd,RC501347,537 9116 27,Waste Management,R5032,TPP - Waste Transport
01/03/2024,60086668,460M01660,"3,248.89",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
01/03/2024,60086669,460M01661,"1,472.90",Biffa Municipal Ltd,RC501347,537 9116 27,Refuse Collection,R5002,TPP - Waste Collection
14/02/2024,60086670,SI-3485,560,Easy Read UK,RC302614,883078493,"Training, Confs & Seminars",R4405,Training Charges
14/02/2024,60086672,SLIVRL0135271,"3,100.00",Vivid Resourcing Ltd,RC302535,GB182819383,Finance,R1100,Agency Staff
14/02/2024,60086673,I0108270,"6,342.94",Midlands Partnership NHS FT,RC508170,654441580,Sexual Health,R5012,TPP - Health Authorities
01/02/2024,60086674,P25571,"6,208.40",Recycle Force Ltd,RC302063,,Waste Management,R5021,TPP - Waste Disposal
14/02/2024,60086675,697201,"22,080.00",Political Lobbying & Media Relations Ltd (PLMR),RC302035,888182178,Local Plan (Started 2021-22),R4400,Professional Fees
01/02/2024,60086676,INV253178,"2,569.00",Shelter Trading Limited,RC302674,626555624,Homes for Ukraine,R4405,Training Charges
01/02/2024,60086677,S/017543,520,Hbinfo Ltd,RC507271,800 7202 27,Benefit Processing,R4401,Fees and Charges
14/02/2024,60086681,5155096,914,Northamptonshire Healthcare NHS Foundation Trust,RC508217,654 4039 40,Sexual Health,R5017,TPP - Other
15/02/2024,60086682,Small Grant Funding Feb 2024,500,One off Invoice Payments - BACS,RC300802,,Rutland Youth Council,R5017,TPP - Other
14/02/2024,60086706,58168,"35,090.00",Leicestershire Partnership Nhs Trust,RC502063,654 9698 72,Public Health Commissioning 0-19,R5012,TPP - Health Authorities
15/02/2024,60086718,1024464575,"15,864.20",Bechtle Direct Ltd,RC508730,699 3742 67,IT Operational Support,R4530,Computing - Hardware
15/02/2024,60086719,C/BN296583,"2,142.00",Civica UK Ltd,RC501070,391 1710 65,Community Care Finance,R1100,Agency Staff
12/02/2024,60086720,DC Feb 2024,720,Climbing High Nurseries Ltd - The Day Nursery At Oakham,RC300926,,SEN Funding Maintained Schools and Academies,R5015,TPP - Other Establishments
15/02/2024,60086721,EBPRO1737,"1,440.00",Encyclopaedia Britannica (UK) Ltd,RC505311,743 5639 16,Libraries,R4701,Subscriptions
01/02/2024,60086722,INV-95066,595,Global Mediation Ltd,RC508789,740 3623 59,SEN Operations,R4400,Professional Fees
01/03/2024,60086723,INV-UK15274,"2,593.70",Bibliotheca Ltd,RC506068,100 1698 59,Libraries,R4530,Computing - Hardware
14/02/2024,60086725,MISI 92,"8,937.00",Millgate School,RC301568,333 7929 78,SEN Funding Maintained Schools and Academies,R5011,TPP - Local Authorities
14/02/2024,60086727,SINVFT00026492,"3,661.16",Longhurst Group Ltd,RC502529,326027036,"OT's, Aids & Equipment",R4000,Furniture & Equipment
16/02/2024,60086728,UI00006234,"1,014.30",Flowbird Smart City UK Ltd,RC301556,GB821077453,Parking,R4401,Fees and Charges
16/02/2024,60086734,6279,500,Big Blue Door Ltd,RC302350,GB134197122,IT Operational Support,R4534,Computing - Maintenance Agreements
01/03/2024,60086735,SI15456,"2,467.00",Avco Systems Ltd,RC500055,452 7464 38,IT Operational Support,R4534,Computing - Maintenance Agreements
06/02/2024,60086736,1,760,Birchleaf learning,RC302686,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
15/02/2024,60086743,E2018344086,580.17,Allstar Business Solutions Ltd,RC507815,747 8801 91,Pool Cars and Car Hire,R3000,Fuel
15/02/2024,60086744,E2018344087,"2,799.01",Allstar Business Solutions Ltd,RC507815,747 8801 91,Transport Fleet,R3000,Fuel
02/02/2024,60086747,EG2301,"3,098.23",The Lodge Trust,RC501110,,ASC S&R Daycare LD,R5030,TPP - Daycare
26/01/2024,60086750,1084863,847.14,Prime Life Ltd,RC502626,729 8397 74,Interim Beds (CCG),R5028,TPP - Residental Care
14/02/2024,60086751,3004597948 - 14/02/24,"2,108.01",TotalEnergies,RC507575,689638949,Ashwell Road Business Units,R2100,Electricity
14/02/2024,60086755,3004600049 - 14/02/24,"1,465.77",TotalEnergies,RC507575,689638949,Museums Service,R2100,Electricity
14/02/2024,60086759,3004600082 - 14/02/24,"1,095.15",TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity
14/02/2024,60086760,3004600093 - 14/02/24,531.87,TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity
14/02/2024,60086762,3004600115 - 14/02/24,675.62,TotalEnergies,RC507575,689638949,Oakham Castle,R2100,Electricity
14/02/2024,60086763,3004600126 - 14/02/24,"1,758.56",TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity
14/02/2024,60086764,3004665994 - 14/02/24,"7,151.63",TotalEnergies,RC507575,689638949,Admin Buildings,R2100,Electricity
14/02/2024,60086765,3005097238 - 14/02/24,"1,671.49",TotalEnergies,RC507575,689638949,Libraries,R2100,Electricity
14/02/2024,60086766,3005142481 - 14/02/24,"5,310.38",TotalEnergies,RC507575,689638949,The King Centre,R2100,Electricity
01/02/2024,60086768,14308,"1,320.00",George Walker Tree Care Ltd,RC501703,566 0980 16,Environmental Maintenance,R2076,Grounds Maintenance - Non Contract
01/02/2024,60086769,14309,"1,124.62",George Walker Tree Care Ltd,RC501703,566 0980 16,Amenity Grass (Urban Grass & Public Open Spaces),R2076,Grounds Maintenance - Non Contract
01/02/2024,60086770,14313,"1,593.75",George Walker Tree Care Ltd,RC501703,566 0980 16,Safety,R5009,TPP - Highway`s
01/02/2024,60086771,14314,537.9,George Walker Tree Care Ltd,RC501703,566 0980 16,Safety,R2076,Grounds Maintenance - Non Contract
,60086772,2442,720,LCIL Trading Ltd,RC509021,178 0810 96,Aiming High,R4400,Professional Fees
18/02/2024,60086773,04972-04976,"2,387.00",The Caring Company Rutland,RC508741,,ASC S&R Homecare OP,R5029,TPP - Home Care
14/02/2024,60086775,2202770,"4,306.88",StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
14/02/2024,60086776,2202778,540.88,StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
05/02/2024,60086778,15062,"17,193.00",Pure Homecare,RC300187,231 7071 38,Supported Living,R1100,Agency Staff
19/02/2024,60086779,INV-0103,"1,749.50",Life On Time Ltd,RC302224,,Public Health Commissioning 0-19,R5012,TPP - Health Authorities
01/03/2024,60086781,4.22002E+11,"31,299.95",North Northamptonshire Council,RC301823,,RCC Internal Audit,R4400,Professional Fees
19/02/2024,60086782,INV-8276,"15,000.00",SDSA Ltd,RC500865,110 2306 90,DBV Programme Management,R4400,Professional Fees
15/02/2024,60086783,INV-8271,"1,000.00",SDSA Ltd,RC500865,110 2306 90,SEND AP Programme,R4100,Refreshments & Hospitality
19/02/2024,60086785,Redacted Personal Data,"1,873.67",ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
19/02/2024,60086786,Redacted Personal Data,"1,978.67",ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
19/02/2024,60086788,RCC0056,"5,296.00",Bright Almond Care Ltd,RC302209,,ASC S&R Homecare OP,R5029,TPP - Home Care
19/02/2024,60086789,RCC0088,"9,515.19",A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
19/02/2024,60086792,SN64 - FEB 2024,855,D C Taxis,RC509186,,SEN Transport,R3207,Transport Contract
13/02/2024,60086801,84197,"3,080.00",Enable Access Ltd,RC302287,894014909,Capital Programme People - Adults,C1150,Capital Grant Expenditure
18/02/2024,60086806,INV_S018689,"2,896.20",P3,RC302032,,DOLS,R5017,TPP - Other
16/02/2024,60086807,239813782,"1,572.50",Reed Specialist Recruitment,RC302435,GB835515525,Contact and Referral Team,R1100,Agency Staff
16/02/2024,60086808,SI-18909,610,MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
16/02/2024,60086814,SI-18930,534,MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
16/02/2024,60086817,SI-18958,"1,083.00",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
16/02/2024,60086818,SI-19055,"1,050.68",MCS Cleaning and maintenance Ltd,RC302323,926718694,Community Learning,R2700,Contract Cleaning
16/02/2024,60086820,SI-19058,688.96,MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
16/02/2024,60086821,SI-19079,"5,291.00",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
19/02/2024,60086824,SI-4922,"4,705.00",ELR GP Federation Ltd,RC300392,,Sexual Health,R5017,TPP - Other
20/02/2024,60086853,GB02CSI045308,"1,989.00",Direct Healthcare Group,RC509045,241 6574 10,Capital Programme People - Adults,C1150,Capital Grant Expenditure
20/02/2024,60086854,GB02CSI045309,"1,989.00",Direct Healthcare Group,RC509045,241 6574 10,Capital Programme People - Adults,C1150,Capital Grant Expenditure
19/02/2024,60086855,Redacted Personal Data,"18,103.08",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
20/02/2024,60086856,1024465737,"1,139.98",Bechtle Direct Ltd,RC508730,699 3742 67,IT Operational Support,R4530,Computing - Hardware
19/02/2024,60086858,231377,"2,305.81",Bolinda UK Ltd,RC508367,110 8809 34,Libraries,R4309,Books
19/02/2024,60086859,231378,"1,918.11",Bolinda UK Ltd,RC508367,110 8809 34,Libraries,R4309,Books
20/02/2024,60086861,INV540983,984.9,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
20/02/2024,60086862,1798,"1,160.00",GHM Planning Limited,RC301996,855590787,Development Control,R4400,Professional Fees
31/01/2024,60086863,RCC 01/2/24,910,Corby Jet Carz,RC508056,,Home to School Transport,R3207,Transport Contract
15/02/2024,60086864,SI-36978,"1,901.00",The Association Of Directors Of Children's Services (Adcs),RC501050,948814381,Directorate Management Childrens,R4875,Contribution to provision
20/02/2024,60086866,INV540257,918,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
20/02/2024,60086867,037/2023/24,547.5,The Signature Brand Training and Consultancy Limited,RC301902,386 3966 39,"Training, Confs & Seminars",R4405,Training Charges
07/02/2024,60086869,511414,"14,500.00",Peterborough City Council,RC500551,121 5335 13,Licenses,R4400,Professional Fees
20/02/2024,60086873,RCC0057,"5,367.40",Bright Almond Care Ltd,RC302209,,ASC S&R Homecare OP,R5029,TPP - Home Care
20/02/2024,60086874,RCC0122,"10,714.25",Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
20/02/2024,60086876,G1272283,"1,071.04",Espo (Gas),RC501573,705180561,Admin Buildings,R2101,Gas
01/03/2024,60086877,G1272284,"1,547.71",Espo (Gas),RC501573,705180561,Oakham Castle,R2101,Gas
01/03/2024,60086878,G1272285,"1,520.17",Espo (Gas),RC501573,705180561,Libraries,R2101,Gas
20/02/2024,60086879,G1272286,753.07,Espo (Gas),RC501573,705180561,Early Intervention Youth Services,R2101,Gas
20/02/2024,60086880,G1272287,"4,058.14",Espo (Gas),RC501573,705180561,Admin Buildings,R2101,Gas
01/03/2024,60086881,G1272288,"4,682.74",Espo (Gas),RC501573,705180561,Museums Service,R2101,Gas
20/02/2024,60086883,G1272290,"12,486.99",Espo (Gas),RC501573,705180561,Oakham Enterprise Park,R2101,Gas
20/02/2024,60086884,G1272291,"3,816.81",Espo (Gas),RC501573,705180561,The King Centre,R2101,Gas
07/02/2024,60086888,5296,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
08/02/2024,60086889,5305,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
06/02/2024,60086890,5293,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
07/02/2024,60086891,5299,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
20/02/2024,60086892,7794,"1,074.61",Complete Detection Systems Limited (CDS),RC302549,364104228,Central Maintenance,R2004,R & M - Programmed
21/02/2024,60086895,418,"2,458.15",Home Straight Partnership Ltd,RC508404,,ASC S&R Homecare MH,R5029,TPP - Home Care
21/02/2024,60086897,21168,"1,625.00",Bibliographic Data Services Limited,RC508706,652431358,Libraries,R4701,Subscriptions
01/02/2024,60086899,23487jan,"2,185.00",1st Choice Royal Taxis,RC302592,,Children Looked After Transport,R3207,Transport Contract
21/02/2024,60086900,292929,730,Shaw & Sons Ltd,RC500885,701 5761 59,Elections - Police & Crime Commissioner,R4000,Furniture & Equipment
01/03/2024,60086901,1019119,"1,212.07",Askews and Holts Library Services Ltd,RC505812,153 4009 95,Libraries,R4309,Books
13/02/2024,60086904,10290682,856.8,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086908,10290686,856.6,Chubb Fire & Security Limited,RC302555,GB439475808,The King Centre,R2004,R & M - Programmed
13/02/2024,60086910,10290688,604.34,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086911,10290689,794.24,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086912,10290690,"1,658.48",Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086913,10290691,794.24,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086914,10290692,794.24,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086915,10290693,688.94,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086916,10290694,583.6,Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086917,10290695,"1,222.64",Chubb Fire & Security Limited,RC302555,GB439475808,Central Maintenance,R2004,R & M - Programmed
13/02/2024,60086919,10290697,"1,221.80",Chubb Fire & Security Limited,RC302555,GB439475808,The King Centre,R2004,R & M - Programmed
21/02/2024,60086922,SIN24LEI2731,"1,735.00",Community Dental Services CIC,RC508897,129567090,Other Public Health Services,R5017,TPP - Other
21/02/2024,60086923,SIN24LEI2732,"1,735.00",Community Dental Services CIC,RC508897,129567090,Other Public Health Services,R5017,TPP - Other
21/02/2024,60086924,10986410,980,The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
21/02/2024,60086925,SLIVRL0135950,"3,100.00",Vivid Resourcing Ltd,RC302535,GB182819383,Finance,R1100,Agency Staff
21/02/2024,60086927,INV-0374,"9,452.00",The Mighty Creatives,RC301907,,Early Intervention Youth Services,R5011,TPP - Local Authorities
20/02/2024,60086931,100253202,"2,500.00",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Obesity Programmes,R5011,TPP - Local Authorities
20/02/2024,60086932,100253259,"239,726.00",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Public Health Department,R5011,TPP - Local Authorities
20/02/2024,60086933,100255076,"1,764.66",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Other Public Health Services,R5011,TPP - Local Authorities
01/02/2024,60086941,2217298,"5,697.00",Weightmans LLP,RC502198,974 8257 69,SEN Recovery Plan Expenditure,R4400,Professional Fees
01/02/2024,60086942,2224832,"1,326.00",Weightmans LLP,RC502198,974 8257 69,SEN Recovery Plan Expenditure,R4400,Professional Fees
19/02/2024,60086945,LCPCF 01-2024,"8,750.00",Leicester City Parent and Carers Forum,RC302688,,SEND AP Programme,R4980,Miscellaneous Expenses
20/02/2024,60086946,1258,"7,069.59",Leicester City In the Community,RC301814,,Virtual School Head Resp,R4401,Fees and Charges
22/02/2024,60086947,I0108440,"6,342.94",Midlands Partnership NHS FT,RC508170,654441580,Sexual Health,R5012,TPP - Health Authorities
22/02/2024,60086948,I0108439,"6,342.94",Midlands Partnership NHS FT,RC508170,654441580,Sexual Health,R5012,TPP - Health Authorities
22/02/2024,60086949,SI-37030,911,The Association Of Directors Of Children's Services (Adcs),RC501050,948814381,Directorate Management Childrens,R4611,Conference Expenses
21/02/2024,60086950,2202785,"2,955.38",StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
21/02/2024,60086951,2202794,"2,118.51",StaffAid Limited,RC300674,246 0481 17,Supported Living,R1100,Agency Staff
09/02/2024,60086952,58107,"4,175.00",Leicestershire Partnership Nhs Trust,RC502063,654 9698 72,Safeguarding QA,R5012,TPP - Health Authorities
01/03/2024,60086954,29908,"1,384.20",Vogal Group Ltd,RC300065,551 0785 51,Central Maintenance,R2003,R & M - Emergency Works
02/02/2024,60086956,132,534.64,Redacted Personal Data,RC302683,,Mentoring Programme,R4401,Fees and Charges
01/03/2024,60086957,14367,"5,831.33",Neurobox Limited,RC302651,273181702,ASC Support and Review Staffing,R4535,Computing - Licences
01/03/2024,60086958,INV-0212,"5,231.30",Mark Bland Travel Ltd,RC502164,610 5787 48,Transport - Bus Service Improvement Plan (BSIP),R5017,TPP - Other
23/02/2024,60086959,6,"1,320.00",Rainbows - Exton,RC506365,,Early Years Inclusion 3-5yrs (DSG),R5020,TPP - Nursery Provision
23/02/2024,60086960,7,660,Rainbows - Exton,RC506365,,Early Years Inclusion 3-5yrs (DSG),R5020,TPP - Nursery Provision
23/02/2024,60086961,8,660,Rainbows - Exton,RC506365,,Early Years Inclusion 3-5yrs (DSG),R5020,TPP - Nursery Provision
23/02/2024,60086962,9,"1,650.00",Rainbows - Exton,RC506365,,Early Years Inclusion 3-5yrs (DSG),R5020,TPP - Nursery Provision
16/02/2024,60086963,100252765,"50,367.00",Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Safeguarding Boards,R4401,Fees and Charges
26/02/2024,60086971,R3781A,"34,404.48",Car Van & Minibus World Ltd,RC301544,922260258,Capital Programme Places - Highways,C1001,"Vehicle, Plant & Equipment Purchase"
01/03/2024,60086972,SI-19056,"8,698.30",MCS Cleaning and maintenance Ltd,RC302323,926718694,Central Maintenance,R2700,Contract Cleaning
01/02/2024,60086973,IN59885,"42,791.02",Matrix SCM Ltd,RC300325,249 5734 68,Childrens Social Care Staffing,R1101,Agency Staff Expenses
01/02/2024,60086974,IN59108,"40,889.92",Matrix SCM Ltd,RC300325,249 5734 68,Childrens Social Care Staffing,R1101,Agency Staff Expenses
26/02/2024,60086975,5323,"1,282.60",SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
26/02/2024,60086976,5322,"3,600.00",SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4400,Professional Fees
01/03/2024,60086977,8-015441,"8,450.00",Chandlers (Farm Equipment) Limited,RC300229,116 2587 75,Cemeteries,R4000,Furniture & Equipment
25/02/2024,60086978,04979-04984,"2,618.00",The Caring Company Rutland,RC508741,,ASC S&R Homecare OP,R5029,TPP - Home Care
23/02/2024,60086980,84329,"1,660.00",Enable Access Ltd,RC302287,894014909,Capital Programme People - Adults,C1150,Capital Grant Expenditure
22/02/2024,60086988,1907016096,"3,139.00",West Lindsey District Council,RC509442,129 3830 62,IT Operational Support,R4534,Computing - Maintenance Agreements
25/02/2024,60086993,111,"1,194.52",Redacted Personal Data,RC302137,,SEN Funding EOTAS & Tuition,R5015,TPP - Other Establishments
16/02/2024,60086999,239829798,"1,572.50",Reed Specialist Recruitment,RC302435,GB835515525,Contact and Referral Team,R1100,Agency Staff
29/02/2024,60087000,29027861,"3,344.00",Acorn Contract & Hire Ltd,RC302522,,Children Looked After Transport,R3207,Transport Contract
29/02/2024,60087001,29027862,"4,624.00",Acorn Contract & Hire Ltd,RC302522,,SEN Transport,R3207,Transport Contract
26/02/2024,60087003,Redacted Personal Data,"1,873.67",ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
26/02/2024,60087005,Redacted Personal Data,"1,978.67",ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
26/02/2024,60087007,RCC0089,"9,146.69",A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
26/02/2024,60087008,THA-0008,"2,800.00",Tara Marshall T/A These Hands Academy Ltd,RC302276,,WHZAN ASC Project,R4401,Fees and Charges
26/02/2024,60087009,Redacted Personal Data,990,Redacted Personal Data,RC301300,,EY Pathway,R4400,Professional Fees
26/02/2024,60087010,INV-0078,"5,587.60",Nanpantan Hall Nurture Cenre,RC302687,,SEN Funding - Independent Special Schools,R5017,TPP - Other
22/02/2024,60087011,INV-0081,"1,912.50",JFrostPlayTherapy,RC301930,,SEN Recovery Plan Expenditure,R4400,Professional Fees
26/02/2024,60087012,Redacted Personal Data,"18,106.38",A & R Guardian Services Ltd,RC509277,,ASC S&R Homecare OP,R5029,TPP - Home Care
26/02/2024,60087013,RCC0058,"5,524.00",Bright Almond Care Ltd,RC302209,,ASC S&R Homecare OP,R5029,TPP - Home Care
26/02/2024,60087014,Redacted Personal Data,550,Communication Lincs Ltd,RC301507,,SEN Funding Other,R5017,TPP - Other
01/02/2024,60087016,9507,"2,448.00",Take Me (Group) Ltd,RC302541,GB214060558,SEN Transport,R3207,Transport Contract
23/02/2024,60087024,55211,875,Total Environmental Compliance LTD,RC302072,669613888,Oakham Enterprise Park Service Chargeable Expenditure,R2004,R & M - Programmed
01/03/2024,60087028,210456501 - 24/02/24,"4,336.34",Anglian Water Business Ltd,RC500175,242 5074 29,Oakham Enterprise Park,R2401,Water Services
20/02/2024,60087031,1451,"6,540.00",Prodec Builders Ltd,RC500627,881 5410 24,Capital Programme People - Adults,C1150,Capital Grant Expenditure
27/02/2024,60087034,5331,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
01/02/2024,60087035,100166773,"1,521.60",Shakespeare Martineau,RC509049,110 3031 56,Legal Services,R4400,Professional Fees
01/03/2024,60087040,2694314,"4,619.30",Wilkin Chapman LLP,RC508417,127 9424 35,Revenues,R4401,Fees and Charges
27/02/2024,60087043,1024467427,544.85,Bechtle Direct Ltd,RC508730,699 3742 67,Prison Library Service - Stocken,R4000,Furniture & Equipment
27/02/2024,60087046,5327,750,SOLACE Group Ltd,RC302533,905208058,"Training, Confs & Seminars",R4405,Training Charges
27/01/2024,60087047,RCC00053,"2,149.14",Snowdrop Home Care Rutland Ltd,RC301472,,ASC S&R Homecare OP,R5029,TPP - Home Care
05/01/2024,60087051,SINA/00031531,"4,974.66",MacIntyre,RC302694,,SEN Funding EOTAS & Tuition,R4400,Professional Fees
27/02/2024,60087052,3176,"11,500.00",SOLCOM LTD,RC301815,GB717505931,BCF: Programme Support,R4535,Computing - Licences
29/02/2024,60087054,77 - FEB 24,"1,184.40",Fox Taxis,RC501652,,Home to School Transport,R3207,Transport Contract
29/02/2024,60087055,78 - FEB 24,630,Fox Taxis,RC501652,,SEN Transport,R3207,Transport Contract
26/02/2024,60087056,1,875,Redacted Personal Data,RC302631,,Prison Library Service - Stocken,R4401,Fees and Charges
27/02/2024,60087057,2509,"1,073.86",RRC (RRConsultancy) Ltd,RC301378,878258370,Directorate Management Childrens,R4400,Professional Fees
27/02/2024,60087058,INV541613,952,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
27/02/2024,60087060,INV541615,"1,033.14",Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
01/02/2024,60087061,1342,"3,199.84",Taxi Direct School Transport,RC302176,402640735,SEN Transport,R3207,Transport Contract
01/02/2024,60087069,2312197,592,Berridge Taxis,RC503277,978 4186 62,Inclusion Transport,R3207,Transport Contract
28/02/2024,60087076,2401197,740,Berridge Taxis,RC503277,978 4186 62,Inclusion Transport,R3207,Transport Contract
01/03/2024,60087091,Redacted Personal Data,"4,560.00",Super Scientists Ltd,RC301671,436 1387 92,Education Otherwise,R4400,Professional Fees
01/03/2024,60087092,Redacted Personal Data,"1,113.80",Super Scientists Ltd,RC301671,436 1387 92,SEN Funding EOTAS & Tuition,R4400,Professional Fees
