UID,Council,Contract Status,Classification,Name,STAR Category Manager,Route to Market,Contract Type Detail,Start Date,End Date,Maximum Extension Date, Annual Contract Value (average) , Value ,Supplier Name,Company Registration number,Postcode,Supplier Type,Customer Name
10913,Trafford Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Attachment and Trauma Awareness,Tim Kulewa,Exemption,Contract,44927,45716," �45,716.00 ",," �58,640.00 ",The University of Chester,,CH1 4BJ,,"STAR, TRAFF - Children, Families and Wellbeing"
10886, Trafford Borough Council,Live (On-going),"321100 - Social Community Care Supplies & Services - Children, 401603 - Social Community Care Supplies & Services - Children - Youth Services - Transition Between Children & Adults",Appropriate Adult Service - Trafford (New Contract),Tim Kulewa,OJEU Tender, Contract,45017,46477," �47,208.00 ",," �122,754.00 ",Child Action North West,,BB1 9LL,,"SMBC - PPL Adult Social Care, Rochdale Borough Council, TRAFF - Children's Services"
13019, Trafford Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,Trafford`s Sleep Support Service,Tim Kulewa,OJEU Tender (Light Touch), Contract,45292,46112," �47,208.00 "," �121,399.87 "," �510,500.60 ",Sleep and Therapy Services CIC,,M33 2JX,,"STAR, TRAFF - Children's Services"
14357, Trafford Borough Council,Live (One Off),261300 - Human Resources - Recruitment & Assessment,Trafford Interim Finance Manager,Gary Lee,RBS - Low - Quick Quote, Contract,45322,45504,," �65,000.00 "," �65,000.00 ",Castlefield Recruitment,,M2 3BB,,TRAFF - Finance and Systems
12027, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance","Grafton Centre, Altrincham � Commercial to Residential Units",Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,45327,45555,,," �1,169,786.00 ",Gallaway Construction Ltd,,M31 4UG,,TRAFF - Place
12003, Trafford Borough Council,Live (One Off),"339999 - Sports & Playground Equipment & Maintenance - Not Elsewhere Classified, 390000 - Works - Construction, Repair & Maintenance",BMX pump track � Cross Lane Park,Paul Atherton,RBS - Med/High - Advanced (Open), Contract,45293,45412,," �347,343.00 "," �347,343.00 ",Architrail Velosolutions UK Ltd,,x,,TRAFF - Place
9390, Trafford Borough Council,Live (On-going),120000 - Cemetery & Crematorium,Bereavement Related Goods Framework,Sarah Keating,OJEU Tender, Framework Agreement,45292,46753,," �50,000.00 "," �200,000.00 ",Various,,TBC,,"TRAFF - Integrated Commissioning, TRAFF - Place"
10971, Trafford Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Norwood Drive,Shirella Simms,Mini Competition (Internal), Contract,45149,45879,," �1,909,236.00 "," �1,909,236.00 ",Alternative Futures Group,, L2 2QP,,TRAFF - Adults' Services
14284,Trafford Borough Council,Live (One Off),271440 - Information Communication Technology - Software,"Installation of Open Revenues, Data PA and Civica Automation",Andrew Bottomley,Exemption,Contract,45313,45473," �45,473.00 "," �23,375.00 "," �23,375.00 ",Civica UK Ltd,,SW15 6AR,,TRAFF - Finance and Systems
9947, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Urmston Primary School,Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,45261,45596,,," �565,195.10 ",Seddon Construction,3578140,BL4 0NN,,TRAFF - Place
14269, Trafford Borough Council,Live (One Off),150000 - Consultancy,Civic Quarter DHN Detailed Project Development,Gary Lee,Mini Competition (External), Call-off Contract,45294,45550,," �227,489.00 "," �227,489.00 ",Aecom Limited ,,E1 8FA,,TRAFF - Strategy and Resources
8244, Trafford Borough Council,Live (On-going),271420 - Information Communication Technology - Services - Online Services,"eBook, eAudio, eMagazines and eNewspapers) / Trafford Council call-off",Gary Lee,Call Off (External), Call-off Contract,45078,46538," �46,538.00 "," �38,000.00 "," �126,218.00 ",Bolinda UK Ltd,,WC1N 2EB,,"Stockport Metropolitan Borough Council, SMBC - CSS Technical (IT), Trafford Borough Council, TRAFF - Strategy and Resources"
12062, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Lostock High School - Heating System,Paul Atherton,Mini Competition (Internal), Contract,45306,45596,,," �198,069.80 ",Seddon Construction,3578140,BL4 0NN,,"Trafford Borough Council, TRAFF - Children's Services"
9866, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance","Stokoe Avenue, Altrincham - Housing Development",Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,45352,45535,,," �108,845.00 ",Westshield Limited,,SK6 2SN,,TRAFF - Place
9939,Trafford Borough Council,Live (On-going),"350200 - Street & Traffic Management - Parking, 351000 - Street & Traffic Management - Parking - Car Parks",Cashless Parking ,Ed Farnworth,Call Off (External),Contract,45264,45993,,, �-   ,RingGo Limited,,RG24 8YB,,"Trafford Borough Council, TRAFF - Place"
14450, Trafford Borough Council,Live (One Off),271440 - Information Communication Technology - Software,Waterside Arts Centre Ticketing and MIS system,Andrew Bottomley,RBS - Low - Quick Quote, Contract,45383,45808," �45,443.00 "," �16,280.00 "," �18,993.00 ",Spektrix Limited,6220078,EC4M 7AN ,,TRAFF - Finance and Systems
13216, Trafford Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,"24 Hour Supported living Care (Ladybrooke Road, Timperley)",Shirella Simms,Mini Competition (Internal), Contract,45404,46498,," �953,680.00 "," �953,680.00 ",Compassionate Care Ltd,,x,,TRAFF - Adults' Services
14356, Trafford Borough Council,Live (One Off),150000 - Consultancy,Trafford Design Code Updates,Andrew Bottomley,Exemption, Contract,45310,45473," �45,473.00 "," �20,700.00 "," �20,700.00 ",Capita Property and Infrastructure Limited,,EC2V 7NQ,,TRAFF - Place
14355, Trafford Borough Council,Live (One Off),271300 - Information Communication Technology - Services - Maintenance & Support,Installation of NEC DM - Information@Work,Andrew Bottomley,Exemption, Contract,45313,45473," �45,473.00 "," �19,800.00 "," �18,000.00 ",NEC Software Solutions,,HP2 7DX,,TRAFF - Finance and Systems
9449, Trafford Borough Council,Live (One Off),"391300 - Works - Construction, Repair & Maintenance - Open Spaces",Crossford Bridge 3G Pitch Pitch Project - Works Stage,Sarah Keating,Call Off (External), Call-off Contract,45376,45523,, N/A ," �1,238,110.00 ",Field and Turf,,EH54 9DE,,TRAFF - Place
10597, Trafford Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Allingham House Care Home,Shirella Simms,Exemption, Contract,45019,46843,," �6,031,889.50 "," �6,031,890.00 ",Maria Mallaband (16) Limited,3135910,LS12 6DB,,TRAFF - Adults' Services
14304, Trafford Borough Council,Live (On-going),201800 - Financial Services - Insurance,Trafford Insurances General,Ed Farnworth,Call Off (External), Call-off Contract,45383,46477," �47,208.00 "," �718,000.00 "," �718,000.00 ",(multiple),#N/A,#N/A,#N/A,"Trafford Borough Council, TRAFF - Finance and Systems"
14402, Trafford Borough Council,Live (On-going),271600 - Information Communication Technology - Software - Customised & Bespoke,"AskSara on-line information, advice and self-assessment form - Trafford",Andrew Bottomley,Exemption, Contract,45383,47208," �47,208.00 "," �20,108.00 "," �60,325.00 ",Shaw Trust Ltd,,B69 2DG,,"STAR, TRAFF - Adults' Services"
14393, Trafford Borough Council,Live (On-going),271430 - Information Communication Technology - Software - Commercial Off-The-Shelf,Trafford SLA Online,Andrew Bottomley,Exemption, Contract,45346,46441," �46,441.00 "," �16,190.25 "," �48,570.75 ",Frontline Data Ltd,5427762,CO4 9AD,,TRAFF - Strategy and Resources
15081, Trafford Borough Council,Live (One Off),"101200 - Building Construction Materials - Fencing, 391300 - Works - Construction, Repair & Maintenance - Open Spaces",Hale Station Victoria Road Car Park � Fencing ,Paul Atherton,RBS - Low - Quick Quote, Contract,45370,45431,," �15,360.00 "," �15,360.00 ",Direct Fencing & Gates Ltd,,M26 1AL,,Trafford Borough Council
15087, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",White box works for commercial unit 108 George street,Paul Atherton,RBS - Low - Quick Quote, Contract,45413,45452,," �17,910.00 "," �17,910.00 ",Quinplex Limited ,,CW6 9UR,,Trafford Borough Council
15088, Trafford Borough Council,Live (One Off),"330000 - Sports & Playground Equipment & Maintenance, 391300 - Works - Construction, Repair & Maintenance - Open Spaces",Works for Sale Harriers � Shot Put and Disabled Access,Paul Atherton,RBS - Low - Quick Quote, Contract,45390,45420,," �15,060.26 "," �15,060.26 ",EB Sports Ltd,,PR7 4EX,,Trafford Borough Council
13128, Trafford Borough Council,Live (On-going),151510 - Healthcare - Public Health,Provision of Health Inequalities Services - Beyond Empower CIC,Peter Walpole,OJEU Tender (Light Touch), Contract,45383,46477," �47,208.00 "," �86,064.00 "," �258,192.00 ",Beyond Empower Community Interest Company,,WA14 1EP ,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
13128, Trafford Borough Council,Live (On-going),151510 - Healthcare - Public Health,Provision of Health Inequalities Services - Hidden Treasure Trust CIO,Peter Walpole,OJEU Tender (Light Touch), Contract,45383,46477," �47,208.00 "," �34,284.00 "," �102,582.00 ",Hidden Treasure Trust CIO,,M31 4EL,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
13128, Trafford Borough Council,Live (On-going),151510 - Healthcare - Public Health,Provision of Health Inequalities Services - Voice of BME - Trafford,Peter Walpole,OJEU Tender (Light Touch), Contract,45383,46477," �47,208.00 "," �32,601.00 "," �97,803.00 ",Voice of BME - Trafford,,M16 0PQ,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
13141, Trafford Borough Council,Live (On-going),151510 - Healthcare - Public Health,Rape and Sexual Abuse Support Services,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,45383,47208," �47,208.00 "," �30,000.00 "," �150,000.00 ",Trafford Rape Crisis Ltd,,x,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
13179, Trafford Borough Council,Live (One Off),151510 - Healthcare - Public Health,Provision of Domestic Abuse Professional Training,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,45383,45747," �46,112.00 "," �19,600.00 "," �18,878.00 ",Trafford Domestic Abuse Services,,M32 0PS,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
13207, Trafford Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,The Provision of Supported Accommodation ,Tim Kulewa,Exemption, Contract,45383,46112," �46,477.00 ",," �915,447.00 ","Inicio Group Ltd, ",,WA3 7BH,,"STAR, TRAFF - Children's Services, TRAFF - Children, Families and Wellbeing"
14382, Trafford Borough Council,Live (One Off),150000 - Consultancy,Project Devonshire - Morland Consultancy,Gary Lee,Mini Competition (External), Contract,45334,45747,," �16,912.50 "," �16,912.50 ",Morland Consultancy LLP,,LL13 7YT,,TRAFF - Place
12187, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Refurbishment of seven existing residential units in Trafford,Paul Atherton,Exemption, Contract,45334,45412,," �140,000.00 "," �140,000.00 ",LRP Building Services Limited,,OL9 9PP,,Trafford Borough Council
8649, Trafford Borough Council,Live (On-going),271600 - Information Communication Technology - Software - Customised & Bespoke,"Idox Planning, Building Control, Land Charges & Gazetteer solution - Trafford",Andrew Bottomley,Call Off (External), Call-off Contract,44227,46052," �46,052.00 "," �54,500.00 "," �272,500.00 ",Idox Software,3984070,RG7 4SA,,"STAR, TRAFF - Place"
10873, Trafford Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Mental Health Flexible Purchasing System,Shirella Simms,OJEU Tender (Light Touch), Flexible Purchasing System,45261,48913,," �290,000.00 "," �2,900,000.00 ",Various Suppliers,,Various,,TRAFF - Adults' Services
13087, Trafford Borough Council,Live (On-going),321100 - Social Community Care Supplies & Services - Children,SEND Youth Provision,Tim Kulewa,RBS - Low/Med - Simple (RFQ), Contract,45200,46112," �46,843.00 "," �24,700.00 "," �112,500.00 ",Sport Works (Manchester & Cheshire) Ltd,9269806,WA4 3DU,,"STAR, TRAFF - Children's Services, TRAFF - Children, Families and Wellbeing"
9880, Trafford Borough Council,Live (One Off),"390000 - Works - Construction, Repair & Maintenance",Altrincham College Expansion,Paul Atherton,Call Off (External), Call-off Contract,45419,45936,,," �9,541,161.00 ",ISG Construction,450103,EC3N 1AG,,TRAFF - Place
13220, Trafford Borough Council,Live (One Off),151510 - Healthcare - Public Health,School Food Review and Audit ,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,45380,45626," �45,626.00 "," �30,000.00 "," �35,000.00 ",Bremner & Co,,CV35 0LS,,"Trafford Borough Council, TRAFF - Integrated Commissioning"
14194, Trafford Borough Council,Live (On-going),181100 - Environmental Services - Forensic & Laboratory,Public Analyst - Food Samples (Trafford),Ed Farnworth,Call Off (Internal), No Contract,45139,,,," �9,999.99 ",Lancashire County Council (Scientific Services),,x,,TRAFF - Place
14124, Trafford Borough Council,Live (On-going),201600 - Financial Services - Debt Collection & Recovery,Trafford EA And Debt Recovery Services,Gary Lee,Call Off (External), Call-off Contract,45413,46873,," �450,000.00 "," �1,800,000.00 ",Jacobs Enforcement,,CH41 4PE,,TRAFF - Finance and Systems
9901, Trafford Borough Council,Live (One Off),"391300 - Works - Construction, Repair & Maintenance - Open Spaces",Longford Athletics Track Resurfacing,Paul Atherton,RBS - Med/High - Advanced (Open), Contract,45431,45596,," �445,227.00 "," �445,227.00 ",Bernhards Sports Surfaces Limited,,CV23 9QQ,,Trafford Borough Council
14390, Trafford Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Trafford Payroll System - Midland HR,Andrew Bottomley,Call Off (External), Call-off Contract,45382,46476," �47,207.00 "," �525,712.00 "," �2,024,138.00 ",MHR,,NG11 6LL,,TRAFF - Finance and Systems
12252, Trafford Borough Council,Live (One Off),339999 - Sports & Playground Equipment & Maintenance - Not Elsewhere Classified,Tennis Investment Project,Sarah Keating,Call Off (External), Call-off Contract,45411,45449,,," �151,636.00 ",Sportex,,FK3 9UX,,TRAFF - Place
15102, Trafford Borough Council,Live (On-going),"350000 - Street & Traffic Management, 351400 - Street & Traffic Management - Traffic Control",Events Traffic Management ,Sarah Keating,RBS - Low - Quick Quote, Contract,45444,46539,," �42,000.00 "," �42,000.00 ",Core Highways (Regions) Limited,,TQ2 8JH,,Trafford Borough Council
13094, Trafford Borough Council,Live (On-going),111200 - Catering - Food & Beverages,Supply and Delivery of Fresh Produce and Chilled Prepared Produce,Peter Walpole,OJEU Tender, Contract,45383,47573," �47,573.00 "," �2,300,000.00 "," �2,500,000.00 ",Ralph Livesey Ltd,,TBC,,"Trafford Borough Council, TRAFF - Strategy and Resources"
13107, Trafford Borough Council,Live (On-going),321000 - Social Community Care Supplies & Services - Adult,Supported Living - Orchard Road,Shirella Simms,Mini Competition (Internal), Call-off Contract,45411,46140,," �131,245.40 "," �676,227.00 ",HG Care,,SK4 2LP,,TRAFF - Adults' Services
13215, Trafford Borough Council,Live (One Off),321100 - Social Community Care Supplies & Services - Children,Virtual Headsets & Supported Learning Packages,Tim Kulewa,RBS - Low/Med - Simple (RFQ), Contract,45323,45688,,," �32,520.00 ",Round Midnight,,B7 4BB,,STAR
9840, Trafford Borough Council,Live (On-going),240000 - Horticultural,Framework Agreement for the Supply of Tree Related Services,Sarah Keating,OJEU Tender, Framework Agreement,45460,46554," �46,920.00 "," �294,000.00 "," �882,000.00 ",(multiple),#N/A,#N/A,#N/A,TRAFF - Place
14261, Trafford Borough Council,Live (On-going),271440 - Information Communication Technology - Software,School Data Collection and Reporting System - Trafford,Andrew Bottomley,Call Off (Internal), Contract,45383,46112," �46,112.00 "," �16,000.00 "," �32,000.00 ",Community Brands UK,,LE1 4SL,,"STAR, TRAFF - Children's Services"
14026, Trafford Borough Council,Live (On-going),350200 - Street & Traffic Management - Parking,Parking Enforcement and Associated Services (Collaboration),Ed Farnworth,OJEU Tender, Contract,45383,47208," �49,034.00 ",," �15,820,000.00 ",Marston Holdings Ltd,,CM16 9EB,,"Rochdale Borough Council, Tameside Metropolitan Borough Council, Trafford Borough Council, TAME - Population Health, TAME - Commissioning, TAME - Growth, TAME - Planning and Transporation, TAME - Strategic Property, TAME - Investment, Development and Housing, TAME - Adults, TAME - Childrens, TAME - Childrens, TAME - Education, TAME - Governance, TAME - Executive Support, TAME - Democratic Services, TAME - Legal Services, TAME - People and Workforce Development, TAME - Exchequer, TAME - Policy, Performance and Communications, TAME - Pensions (GMPF), TAME - Finance, TAME - Digital Finance, TAME - Operations and Neighbourhood, TAME - Quality and Safeguarding, TAME - Waste Management and Fleet, TAME - Engineering, TAME - Environmental Services, TAME - Operations and Greenspace, TAME - Community Safety and Homelessness, TAME - Cultural and Customer Services, RBC - Adult Services, RBC - Children's Services, RBC - Economy, RBC - Neighbourhoods, RBC - Public Health, RBC - Resources, TRAFF - Adults' Services, TRAFF - Children's Services, TRAFF - Children, Families and Wellbeing, TRAFF - Finance and Systems, TRAFF - Governance and Community Strategy, TRAFF - Integrated Commissioning, TRAFF - Place, TRAFF - Strategy and Resources"
14499, Trafford Borough Council,Live (One Off),"391000 - Works - Construction, Repair & Maintenance - Architect",Altrincham Leisure Centre Redevelopment � Architect Technical Advisor,Gary Lee,Call Off (External), Contract,45412,45657,," �18,900.00 "," �18,900.00 ",Pozzoni Architecture Limited,,WA14 2FH,,TRAFF - Place
14485-1, Trafford Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Trafford - Recruitment Website,Andrew Bottomley,Procured by Other, Contract,45323,46905," �48,366.00 "," �1,245.00 "," �8,492.00 ",Inploi Limited,9674409,EC1V 3QN,,TRAFF - Strategy and Resources
14485-2, Trafford Borough Council,Live (On-going),271440 - Information Communication Technology - Software,Applicant Tracking System - ATS,Andrew Bottomley,Procured by Other, Contract,45323,46905," �48,366.00 "," �10,250.00 "," �45,000.00 ",Jobtrain Limited,5032849,WA14 1EZ,,TRAFF - Strategy and Resources
4668, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Trafford centred support for rape victims (DUPLICATE),Peter Walpole,Exemption, Contract,43556,45382," �44,651.00 "," �25,000.00 "," �75,000.00 ",Trafford Rape Crisis Ltd,,x,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
8029, Trafford Borough Council,Completed,131000 - Cleaning & Janitorial - Cleaning Materials,"Supply, Maintenance and Repair of Commercial Electrical Cleaning Equipment 2",Ed Farnworth,OJEU Tender, Framework Agreement,43859,45320,," �35,000.00 "," �70,000.00 ",Shorrock Trichem Ltd,4179799,M46 9SD,,"Trafford Borough Council, TRAFF - Finance and Systems"
8433, Trafford Borough Council,Completed,270000 - Information Communication Technology,HR & Payroll Solution - Trafford,Samantha Power,Call Off (External), Contract,43922,45382," �45,382.00 "," �374,130.00 "," �1,196,320.00 ",MHR,,NG11 6LL,,"SMBC - CSS Corporate & Support Services, Trafford Borough Council, TRAFF - Strategy and Resources"
11067, Trafford Borough Council,Completed,271501 - Information Communication Technology - Services,BACS payment Solution,Andrew Bottomley,Call Off (External), Contract,44620,45349," �45,349.00 "," �41,308.59 "," �82,617.18 ",Bottomline Technologies,,x,,"STAR, Trafford Borough Council, TRAFF - Finance and Systems"
4622, Trafford Borough Council,Completed,321100 - Social Community Care Supplies & Services - Children,Care Leavers Supported Accommodation,Tim Kulewa,OJEU Tender, Contract,43556,45382," �45,382.00 "," �260,000.00 "," �1,350,050.00 ",Leaving Care Services Ltd (Trading as Pathways),,x,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
3280,Trafford Borough Council,Completed,321060 - Social Community Care Supplies & Services - Adult - Temporary Accommodation - Unsupported,Short Stay Accommodation,Shirella Simms,Modification, Contract,43191,45382,," �148,391.80 "," �590,683.00 ",Irwell Valley Housing Association Ltd,IP20684R,M16 0LN,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
3280,Trafford Borough Council,Completed,321060 - Social Community Care Supplies & Services - Adult - Temporary Accommodation - Unsupported,Short Stay Accommodation 2,Shirella Simms,Modification,Contract,43191,45382,," �330,600.00 "," �809,050.50 ",Great Places Housing Association,IP19564R,M21 7QP,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
8441, Trafford Borough Council,Completed,271440 - Information Communication Technology - Software,"Education sector purchasing, document management and training web-based ",Andrew Bottomley,Mini Competition (External), Contract,43885,45345," �45,345.00 "," �15,940.00 "," �47,820.00 ",Frontline Data Ltd,5427762,CO4 9AD,,"STAR, TAME - Education, TRAFF - Strategy and Resources"
11710, Trafford Borough Council,Completed,"150000 - Consultancy, 391500 - Works - Construction, Repair & Maintenance - Consultancy",Altrincham Leisure Centre � Stage 3 Management and Monitoring ,Gary Lee,Call Off (External), Call-off Contract,44564,45382,," �118,203.00 "," �265,957.00 ",Fraser Blair Associates Ltd.,,CH41 6AF,,"STAR, Trafford Borough Council, TRAFF - Adults' Services, TRAFF - Children's Services, TRAFF - Children, Families and Wellbeing, TRAFF - Finance and Systems, TRAFF - Governance and Community Strategy, TRAFF - Integrated Commissioning, TRAFF - Place, TRAFF - Strategy and Resources"
11784, Trafford Borough Council,Completed,271501 - Information Communication Technology - Services,eDesigner,Andrew Bottomley,Exemption, No Contract,44651,45381,,," �70,000.00 ",IEG4 Ltd,5733146,SK9 7RR,,"STAR, TRAFF - Finance and Systems"
4668, Trafford Borough Council,Completed,"151510 - Healthcare - Public Health, 151514 - Healthcare - Public Health - Specialist Services",Rape Crisis Support Service,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43556,45382," �45,382.00 "," �25,000.00 "," �125,000.00 ",Trafford Rape Crisis Ltd,,x,,Trafford Borough Council
10876, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Smoking Cessation Service for People with Severe Mental Illness,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,44880,45382," �45,199.00 ",," �49,000.00 ",Bluesci Support,,WA15 7JU,,"STAR, Trafford Borough Council, TRAFF - Integrated Commissioning"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Age UK,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �39,000.00 "," �39,000.00 ",Age UK Trafford,,x,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Liva,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �80,000.00 "," �240,000.00 ",Liva Healthcare,,W1U 6TS,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Manchester Deaf Centre,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �15,000.00 "," �45,000.00 ",Manchester Deaf Centre,,M13 9GH,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Pakistani Resource Centre,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �20,196.00 "," �60,588.00 ",Pakistani Resource Centre,,M20 6FJ,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Unlimited Potential,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �43,835.00 "," �131,505.00 ",Unlimited Potential,,M6 6FP,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
7919, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Provision of Trafford Healthy Lifestyle Services - Voice of BME - Trafford,Peter Walpole,RBS - Low/Med - Simple (RFQ), Contract,43922,45382," �45,016.00 "," �21,000.00 "," �63,000.00 ",Voice of BME - Trafford,,M16 0PQ,,"Trafford Borough Council, TRAFF - Children, Families and Wellbeing"
9640, Trafford Borough Council,Completed,"391110 - Works - Construction, Repair & Maintenance - Buildings - Construction, 391465 - Works - Construction, Repair & Maintenance - Roads - Reconstruction & Resurfacing",Altrincham Public Realm � Greenwood Street,Sarah Keating,Call Off (External), Contract,44743,45292,,," �1,869,204.00 ",Alined Construction LTD,,M14 7DW,,STAR
14074, Trafford Borough Council,Completed,171115 - Education - School Musical Instruments,Assisted Harp Purchase,Gary Lee,RBS - Low - Quick Quote, Contract,44966,45331,," �23,215.50 "," �23,215.50 ",The Harp Studio,,NP19 7BE,,"STAR, TRAFF - Strategy and Resources"
14083, Trafford Borough Council,Completed,261300 - Human Resources - Recruitment & Assessment,Berry Recruitment - Trafford Council,Gary Lee,RBS - Low - Quick Quote, Contract,44993,45358," �45,358.00 "," �24,999.00 "," �24,999.00 ",Berry Recruitment Ltd,,AL3 6PQ,,"Trafford Borough Council, TRAFF - Strategy and Resources"
10910, Trafford Borough Council,Completed,321100 - Social Community Care Supplies & Services - Children,Reducing Parental Conflict (RPC) Coordinator,Tim Kulewa,RBS - Low/Med - Simple (RFQ), Contract,44927,45382,,," �27,000.00 ",Trafford Community Collective,,M32 0LG,,"STAR, TRAFF - Children, Families and Wellbeing"
8433, Trafford Borough Council,Completed,271440 - Information Communication Technology - Software,HR and Payroll Software,-,Modification, Contract,44651,45381,,," �296,240.00 ",MHR,,NG11 6LL,,STAR
14141, Trafford Borough Council,Completed,191000 - Facilities & Management Services - Advertising,Trafford - Marketing Development Arm,Gary Lee,RBS - Low - Quick Quote, Contract,44958,45323,," �51,000.00 "," �51,000.00 ",Squad,,M4 6LN,,"Trafford Borough Council, TRAFF - Place"
9913, Trafford Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Disabled Facility Grant 18193- Abacus , Paul Atherton,RBS - Low - Quick Quote, Contract,44987,45353,," �15,000.00 "," �15,000.00 ",Gainsborough Healthcare Group,,B98 7ST,,TRAFF - Adults' Services
12039, Trafford Borough Council,Completed,180000 - Environmental Services,Allotments Maintenance, Sarah Keating,RBS - Low - Quick Quote, Contract,45170,45382,,," �13,703.02 ",Vine Facilities Management Ltd,,M16 0QG,,Trafford Borough Council
13076, Trafford Borough Council,Completed,151514 - Healthcare - Public Health - Specialist Services,Accessible Cycling Across Trafford,Peter Walpole,Exemption, Contract,45017,45382," �45,838.00 ",," �25,000.00 ",Wheels For All,,WA1 1PG,,"STAR, Trafford Borough Council, TRAFF - Integrated Commissioning"
14330, Trafford Borough Council,Completed,261300 - Human Resources - Recruitment & Assessment,ASC Urgent Care Analysts,Gary Lee,RBS - Low - Quick Quote, Contract,45271,45382,," �60,000.00 "," �71,000.00 ",Permanent Futures Ltd,, LS18 4BH,,TRAFF - Adults' Services
14308, Trafford Borough Council,Completed,290000 - Arts & Leisure Services,Waterside Arts - Christmas Production (Snow Queen),Ed Farnworth,RBS - Low - Quick Quote, Contract,45257,45294,,," �34,950.00 ",Wrongsemble,,LS11 9UD,,TRAFF - Strategy and Resources
14340, Trafford Borough Council,Completed,150000 - Consultancy,LGA Peer Review Consultancy,Gary Lee,Exemption, Contract,45278,45382,," �30,000.00 "," �30,000.00 ",We are Momentum,,x,,TRAFF - Adults' Services
9894, Trafford Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Brentwood School & College,Paul Atherton,Mini Competition (External), Contract,45222,45331,,," �4,383,654.00 ",Galliford Try,,LE10 3JF,,TRAFF - Place
12028, Trafford Borough Council,Completed,"390000 - Works - Construction, Repair & Maintenance",Crofts Bank Road � Local Authority Housing Fund scheme,Paul Atherton,RBS - Low/Med - Simple (RFQ), Contract,45260,45382,,," �448,937.00 ",Thomas Kershaw Builders Ltd,,OL15 9EW,,TRAFF - Place
