Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name ,Pro Class ID,Pro Class Description,Description of Goods or Service,Directorate / Service / Department,Expense Type,Expense Area,Net Order Value
07.10.2014,7500163209,70,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�201.50
07.10.2014,7500163209,71,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�59.50
07.10.2014,7500163209,72,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�176.00
07.10.2014,7500163209,73,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
07.10.2014,7500163209,74,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�288.00
07.10.2014,7500163209,75,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�16.00
07.10.2014,7500163209,76,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�64.00
07.10.2014,7500163209,77,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�474.00
07.10.2014,7500163209,78,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,HIGH/DRAIN WORKS MGT,�371.00
07.10.2014,7500163209,79,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,Enterprise August 20,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�40.00
07.10.2014,7500163225,1,141752,Salford City Council,201100,FINANCIAL SERVICES : Audit,Salford ICT Internal,T & R ,PROFESSIONAL FEES,SO:Internal Audit,"�8,750.00"
08.10.2014,7500163233,1,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 603 Delamere,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�16,720.00"
08.10.2014,7500163234,1,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 125 Delamere,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�16,720.00"
08.10.2014,7500163241,1,153170,Wings Education Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,EXT RES CARE FEES,CHILDREN'S HOMES,"�4,739.31"
08.10.2014,7500163241,2,153170,Wings Education Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,EXT RES CARE FEES,CHILDREN'S HOMES,"�10,158.75"
08.10.2014,7500163241,3,153170,Wings Education Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,EXT RES CARE FEES,CHILDREN'S HOMES,"�5,614.11"
08.10.2014,7500163248,1,139717,ICABS,361300,TRANSPORT : Passenger Transport,ICabs - Run SSC35 20,CFW,Internal Trans Rchrg,LD TRANSPORT,"�2,420.00"
08.10.2014,7500163248,1,139717,ICABS,361300,TRANSPORT : Passenger Transport,ICabs - Run SSC35 Se,CFW,Internal Trans Rchrg,LD TRANSPORT,"�2,420.00"
08.10.2014,7500163248,2,139717,ICABS,361300,TRANSPORT : Passenger Transport,ICabs - Run SSC35 20,CFW,Internal Trans Rchrg,LD TRANSPORT,"�18,295.20"
08.10.2014,7500163249,1,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 536 Brentwoo,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�16,720.00"
08.10.2014,7500163250,1,153166,MCR Blackcab Ltd,171011,EDUCATION : Services : Children,McrBlack Cabs Run 70,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�13,851.00"
08.10.2014,7500163255,1,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 706 Brentwoo,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�3,848.00"
08.10.2014,7500163255,2,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 706 Brentwoo,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�2,400.00"
08.10.2014,7500163256,1,153179,Colin Rea Transport (CRT),171011,EDUCATION : Services : Children,CRT Run 433 Brentwoo,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�16,720.00"
08.10.2014,7500163278,1,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�7,629.90"
08.10.2014,7500163279,1,142063,Cedar House School,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�30,091.00"
08.10.2014,7500163292,1,149426,Cransley School Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.00"
08.10.2014,7500163292,2,149426,Cransley School Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.00"
08.10.2014,7500163292,3,149426,Cransley School Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.00"
08.10.2014,7500163312,1,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�4,724.84"
08.10.2014,7500163312,2,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Design fee & asbesto,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,�299.06
08.10.2014,7500163314,1,144988,Trapeze Group (UK) Ltd,271600,ICT : Software,Home to school trans,CFW,IT PURCHASES,Home to School Tr,"�6,582.06"
09.10.2014,7500163380,1,137557,Stockport MBC (Contributions),151911,CONSULTANCY : Management : Organisation & Planning,Landscape Design - O,EGEI,EXTERNAL DAY-TO-DAY,L/Scape Arch Agency,"�9,035.83"
09.10.2014,7500163380,2,137557,Stockport MBC (Contributions),151911,CONSULTANCY : Management : Organisation & Planning,Landscape Design - O,EGEI,EXTERNAL DAY-TO-DAY,L/Scape Arch Agency,"�4,480.00"
09.10.2014,7500163399,1,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,2,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,3,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,4,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,5,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,6,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,7,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,8,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,9,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,10,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,11,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,12,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,13,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,14,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,15,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,16,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,17,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,18,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163399,19,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,727.27"
09.10.2014,7500163399,20,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
09.10.2014,7500163399,21,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
09.10.2014,7500163402,1,146389,Gibsons Joiners & Builders Ltd,391100,WORKS - CONSTRUCTION : Buildings,Gorse Hill Primary S,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�44,537.20"
09.10.2014,7500163407,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Gorse Hill Primary S,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�24,281.00"
10.10.2014,7500163438,1,138741,Dlp Services Northern Ltd,391100,WORKS - CONSTRUCTION : Buildings,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�19,027.99"
10.10.2014,7500163442,1,144546,Health Management Limited,311600,MEDICAL : Services,Health Management Co,T & R ,MEDICAL FEES,PP:OCCUPATIONAL HEAL,"�100,000.00"
10.10.2014,7500163473,1,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,�60.00
10.10.2014,7500163473,2,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,�650.00
10.10.2014,7500163473,3,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,"�2,250.00"
10.10.2014,7500163473,4,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,�190.00
10.10.2014,7500163473,5,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,�405.00
10.10.2014,7500163473,6,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,"�1,235.00"
10.10.2014,7500163473,7,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,"�3,000.00"
10.10.2014,7500163474,1,150658,Wythenshawe Private Hire Ltd,361300,TRANSPORT : Passenger Transport,Club Cars - Run 673,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�14,560.00"
10.10.2014,7500163477,1,139393,Redacted Personal Data,361300,TRANSPORT : Passenger Transport,DMC - Run 588 Delame,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�3,740.00"
10.10.2014,7500163477,2,139393,Redacted Personal Data,361300,TRANSPORT : Passenger Transport,DMC - Run 588 Delame,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�12,780.00"
12.10.2014,7500163491,1,138948,After Adoption,321100,SOCIAL CARE SERVICES : Children,After Adoption - age,CFW,Adoption - inter agency fees,PLACEMENT ADOPTION,"�9,000.00"
12.10.2014,7500163491,2,138948,After Adoption,321100,SOCIAL CARE SERVICES : Children,After Adoption - age,CFW,Adoption - inter agency fees,PLACEMENT ADOPTION,"�18,000.00"
13.10.2014,7500163500,1,139619,Kenny Bros (Civil Eng) Ltd,391400,WORKS - CONSTRUCTION : Roads,kenny bros invoice 1,EGEI,SUPPLIES/SERVICES,HIGH/DRAIN WORKS MGT,"�7,050.44"
13.10.2014,7500163514,1,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�349.98
13.10.2014,7500163514,2,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,"�4,122.37"
13.10.2014,7500163514,3,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�182.96
13.10.2014,7500163514,4,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�500.04
13.10.2014,7500163514,5,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�711.72
13.10.2014,7500163514,6,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�375.03
13.10.2014,7500163514,7,142588,United Utilities Water Standpipes,371300,UTILITIES : Water,Standpipe Invoice sp,EGEI,EXT VEH & PLANT HIR,Groundforce DSO Nth,�174.99
13.10.2014,7500163530,1,142316,Network Rail Infrastructure Ltd,391300,WORKS - CONSTRUCTION : Open Spaces,"Bridge No. 030, Shaf",EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�7,500.00"
13.10.2014,7500163538,1,137557,Stockport MBC (Contributions),151911,CONSULTANCY : Management : Organisation & Planning,Oldfield Brow Primar,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�22,764.38"
13.10.2014,7500163538,2,137557,Stockport MBC (Contributions),151911,CONSULTANCY : Management : Organisation & Planning,Oldfield Brow Primar,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�15,937.50"
13.10.2014,7500163538,3,137557,Stockport MBC (Contributions),151911,CONSULTANCY : Management : Organisation & Planning,Oldfield Brow Primar,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�4,000.00"
13.10.2014,7500163546,1,153167,Asidua (GB) Limited,271600,ICT : Software,CRM Scope Confirmati,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�20,000.00"
14.10.2014,7500163552,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�15,771.56"
14.10.2014,7500163570,1,141213,Arc,291300,LEISURE SERVICES : Performing Arts,Ticketsales - The So,T & R ,PRIVATE CONTRACTORS,Arts- Sale Waterside,"�7,180.00"
14.10.2014,7500163616,1,149327,Pulse Regeneration Limited,321000,SOCIAL CARE SERVICES : Adult,Social Enterprise Ch,T & R ,SUPP LIVING CONT,Community Strategy Refresh,"�5,000.00"
14.10.2014,7500163617,1,149327,Pulse Regeneration Limited,321000,SOCIAL CARE SERVICES : Adult,Equalities Grant 201,T & R ,SUPP LIVING CONT,Community Strategy Refresh,"�29,695.07"
15.10.2014,7500163630,1,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�369.00
15.10.2014,7500163630,2,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�296.00
15.10.2014,7500163630,3,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�277.00
15.10.2014,7500163630,4,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�38.50
15.10.2014,7500163630,5,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�154.00
15.10.2014,7500163630,6,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�120.50
15.10.2014,7500163630,7,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�31.00
15.10.2014,7500163630,8,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�38.50
15.10.2014,7500163630,9,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�38.50
15.10.2014,7500163630,10,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�16.00
15.10.2014,7500163630,11,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�256.50
15.10.2014,7500163630,12,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�63.00
15.10.2014,7500163630,13,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�144.00
15.10.2014,7500163630,14,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�44.50
15.10.2014,7500163630,15,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�484.50
15.10.2014,7500163630,16,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�115.50
15.10.2014,7500163630,17,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�77.00
15.10.2014,7500163630,18,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�64.00
15.10.2014,7500163630,19,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�64.00
15.10.2014,7500163630,20,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�302.75
15.10.2014,7500163630,21,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�210.00
15.10.2014,7500163630,22,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�585.25
15.10.2014,7500163630,23,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�71.00
15.10.2014,7500163630,24,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
15.10.2014,7500163630,25,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�53.00
15.10.2014,7500163630,26,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�154.00
15.10.2014,7500163630,27,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�201.50
15.10.2014,7500163630,28,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�201.50
