Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name ,Pro Class ID,Pro Class Description,Description of Goods or Service,Directorate / Service / Department,Expense Type,Expense Area,Net Order Value
15.10.2014,7500163630,50,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�138.50
15.10.2014,7500163630,51,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�57.50
15.10.2014,7500163630,52,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�91.50
15.10.2014,7500163630,53,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�16.00
15.10.2014,7500163630,54,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�87.00
15.10.2014,7500163630,55,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�194.00
15.10.2014,7500163630,56,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�220.00
15.10.2014,7500163630,57,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�71.00
15.10.2014,7500163630,58,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�52.50
15.10.2014,7500163630,59,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�131.00
15.10.2014,7500163630,60,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�201.50
15.10.2014,7500163630,61,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�60.00
15.10.2014,7500163630,62,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
15.10.2014,7500163630,63,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�50.00
15.10.2014,7500163630,64,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�75.00
15.10.2014,7500163630,65,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
15.10.2014,7500163630,66,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�62.00
15.10.2014,7500163630,67,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�166.00
15.10.2014,7500163630,68,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�40.00
15.10.2014,7500163630,69,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
15.10.2014,7500163630,70,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�43.25
15.10.2014,7500163630,71,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�75.00
15.10.2014,7500163630,72,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�201.38
15.10.2014,7500163630,73,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�217.37
15.10.2014,7500163630,74,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�119.00
15.10.2014,7500163630,75,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�45.50
15.10.2014,7500163630,76,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�103.00
15.10.2014,7500163630,77,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�40.00
15.10.2014,7500163630,78,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,September 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�80.00
15.10.2014,7500163659,1,142195,Manchester Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�4,394.00"
15.10.2014,7500163659,2,142195,Manchester Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�4,394.00"
15.10.2014,7500163665,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Telecare pledge Spet,CFW,CAPITAL - PURCHASE OF FURNITURE & EQUIPMENT,Capital Schemes,"�21,976.48"
15.10.2014,7500163668,1,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,832.26"
15.10.2014,7500163668,2,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,780.14"
15.10.2014,7500163668,3,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,973.12"
15.10.2014,7500163668,4,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,972.81"
15.10.2014,7500163668,5,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,854.10"
15.10.2014,7500163668,6,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,780.14"
15.10.2014,7500163668,7,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,982.57"
15.10.2014,7500163668,8,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,972.81"
15.10.2014,7500163668,9,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,960.01"
15.10.2014,7500163668,10,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,972.81"
15.10.2014,7500163668,11,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,576.78"
15.10.2014,7500163668,12,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,394.80"
15.10.2014,7500163668,13,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,960.01"
15.10.2014,7500163668,14,151369,Craegmoor Arden College,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�5,972.81"
15.10.2014,7500163669,1,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,2,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,3,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,4,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,5,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,6,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,7,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,8,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,9,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,10,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,11,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,12,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,13,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,14,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,15,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,16,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,17,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,18,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163669,19,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�4,724.27"
15.10.2014,7500163669,20,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�3,462.91"
15.10.2014,7500163669,21,151504,Ruskin Mill Trust Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,NON MAINT SCH FEES,Post 16 - Element 3,"�6,534.45"
15.10.2014,7500163671,1,152115,Keepmoat Property Services Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�5,319.59"
15.10.2014,7500163676,1,144312,Handicare Accessibility Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�10,346.00"
15.10.2014,7500163677,1,138741,Dlp Services Northern Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�21,178.00"
15.10.2014,7500163714,1,147103,Pure Innovations Ltd,261500,HR : Training & Conferences,Trafford Supported T,CFW,GRANTS TO VOL ORGS,LD DEV FUND,"�2,916.67"
15.10.2014,7500163714,2,147103,Pure Innovations Ltd,261500,HR : Training & Conferences,Trafford Supported T,CFW,GRANTS TO VOL ORGS,LD DEV FUND,"�8,750.00"
15.10.2014,7500163714,3,147103,Pure Innovations Ltd,261500,HR : Training & Conferences,Trafford Supported T,CFW,GRANTS TO VOL ORGS,LD DEV FUND,"�8,750.00"
15.10.2014,7500163718,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Direct Run SS C54 Lo,CFW,Internal Trans Rchrg,LD TRANSPORT,"�11,400.00"
15.10.2014,7500163719,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Direct - SS C45 Nat.,CFW,Internal Trans Rchrg,LD TRANSPORT,"�6,840.00"
15.10.2014,7500163720,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Run SS C6 Trafford C,CFW,Internal Trans Rchrg,LD TRANSPORT,"�11,400.00"
15.10.2014,7500163721,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,SS 3 Meadowside 2014,CFW,Internal Trans Rchrg,LD TRANSPORT,"�23,184.00"
15.10.2014,7500163721,2,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,SS 3 Meadowside 2014,CFW,Internal Trans Rchrg,LD TRANSPORT,"�12,600.00"
15.10.2014,7500163722,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,SS C15 Trafford Coll,CFW,Internal Trans Rchrg,LD TRANSPORT,"�7,600.00"
15.10.2014,7500163723,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Run SS C43 EAM/Stock,CFW,Internal Trans Rchrg,LD TRANSPORT,"�25,200.00"
15.10.2014,7500163726,1,153213,Redacted Personal Data,361300,TRANSPORT : Passenger Transport,Redacted Personal Data,CFW,CONT HIRE HOME TO SC,Home to School Tr,"�17,480.00"
15.10.2014,7500163728,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Direct Run SS C49 Ne,CFW,Internal Trans Rchrg,LD TRANSPORT,"�7,866.00"
15.10.2014,7500163728,2,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Direct Run SS C49 St,CFW,Internal Trans Rchrg,LD TRANSPORT,"�4,560.00"
15.10.2014,7500163729,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,SS C5 Trafford Colle,CFW,Internal Trans Rchrg,LD TRANSPORT,"�20,900.00"
15.10.2014,7500163730,1,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Trafford College Pas,CFW,Internal Trans Rchrg,LD TRANSPORT,"�9,120.00"
15.10.2014,7500163730,2,139244,Direct Cars Manchester Ltd,361300,TRANSPORT : Passenger Transport,Trafford College Pas,CFW,Internal Trans Rchrg,LD TRANSPORT,"�11,400.00"
16.10.2014,7500163753,1,153095,Foster Cares Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,CONT VOL BODIES,CHILDREN'S HOMES,"�15,771.56"
16.10.2014,7500163753,2,153095,Foster Cares Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,CONT VOL BODIES,CHILDREN'S HOMES,"�25,200.21"
16.10.2014,7500163754,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�22,208.76"
16.10.2014,7500163754,2,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�5,551.56"
16.10.2014,7500163755,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�9,255.74"
16.10.2014,7500163755,2,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�2,315.39"
16.10.2014,7500163756,1,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�24,025.68"
16.10.2014,7500163756,2,153174,Three Circles Fostering,322003,SOCIAL CARE SERVICES: Children : Fostering,Redacted Personal Data,CFW,CONT VOL BODIES,PLACEMENT FOSTERING,"�6,005.16"
16.10.2014,7500163784,1,139574,Quartzelec Ltd,101100,BUILDING MATERIALS : Electrical,Electrical Rewire,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�173,825.00"
16.10.2014,7500163788,1,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Oct-04,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,2,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Nov-14,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,3,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Dec-14,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,4,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Jan-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,5,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Feb-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,6,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Mar-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,7,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Apr-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,8,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,May-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,9,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Jun-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,10,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Jul-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,11,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Aug-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163788,12,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,Sep-15,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�25,820.05"
16.10.2014,7500163801,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,Ely Ave Stretford -,EGEI,Inf - Main Works Con,Capital Schemes,"�35,009.72"
16.10.2014,7500163810,1,140079,J Cooney Ltd,391400,WORKS - CONSTRUCTION : Roads,Humphrey Crescent -,EGEI,Inf - Main Works Con,Capital Schemes,"�17,883.82"
16.10.2014,7500163832,1,144276,Great Places Housing Association,202000,FINANCIAL SERVICES : Rents,performance related,CFW,RENT OF LAND,SUPP PEOPLE SCHEME,"�15,940.57"
17.10.2014,7500163849,1,139455,Streetwise UK Management Ltd,351100,TRAFFIC MANAGEMENT : Equipment,Traffic Management D,EGEI,EQUIPMENT - PURCHASE,MUFC TMP Policing,"�25,341.60"
17.10.2014,7500163859,1,145352,Stockport MBC (C&YP Psychology Serv,261500,HR : Training & Conferences,Stokcport - Ed Psy s,CFW,DEF PAYMENT GRANT,FOSTER RETENTION,"�2,400.00"
17.10.2014,7500163859,2,145352,Stockport MBC (C&YP Psychology Serv,261500,HR : Training & Conferences,Stokcport - Ed Psy s,CFW,DEF PAYMENT GRANT,FOSTER RETENTION,"�3,000.00"
17.10.2014,7500163874,1,153230,Purcell Miller Tritton LLP,151000,CONSULTANCY : Business,CONSULTANCY,EGEI,CONSULTANTS,LOCAL DEV FRAME,"�25,063.00"
17.10.2014,7500163896,1,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Altrincham Town Hall,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�43.25
17.10.2014,7500163896,2,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Redacted Personal Data,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�57.50
17.10.2014,7500163896,3,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Old Trafford Youth C,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�80.50
17.10.2014,7500163896,4,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Old Trafford Youth C,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�15.00
17.10.2014,7500163896,5,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Stretford Library IN,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�23.25
17.10.2014,7500163896,6,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Stretford & Lostock,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�221.75
17.10.2014,7500163896,7,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Trafford Council Old,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,�986.50
17.10.2014,7500163896,8,136908,HAWKESWORTH APPLIANCE TESTING LTD,271300,ICT : Maintenance,Trafford Town Hall I,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�6,010.50"
17.10.2014,7500163898,1,139592,J Fletcher (Engineers) Ltd,101700,BUILDING MATERIALS : Heating & Air Conditioning,sale west yc,EGEI,A&M PAY TO CONTRACTO,Capital Schemes,"�13,522.00"
17.10.2014,7500163899,1,139598,McCosker Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Stamford Park Infant,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�13,652.60"
17.10.2014,7500163899,2,139598,McCosker Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,Stamford Park Infant,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�6,160.40"
17.10.2014,7500163906,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,St Matthews CE Prima,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�10,823.00"
17.10.2014,7500163907,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,St Matthews Primary,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�36,003.00"
17.10.2014,7500163910,1,139582,P McGuinness & Co Ltd,180000,ENVIRONMENT : Asbestos Removal,Walting Gate Timperl,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�79,702.50"
20.10.2014,7500163925,1,135994,North Western Local Authorities Emp,261500,HR : Training & Conferences,Mobilising for Chang,T & R ,CONFERENCE EXP OFF,Training & Develope,"�20,540.80"
20.10.2014,7500163958,1,153239,Loreto Preparatory School,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.00"
20.10.2014,7500163958,2,153239,Loreto Preparatory School,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.00"
20.10.2014,7500163958,3,153239,Loreto Preparatory School,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.00"
20.10.2014,7500163958,4,153239,Loreto Preparatory School,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.00"
