DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201152,"1,099.08",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200604,594.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200605,"1,013.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180187,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180323,"1,013.96",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181013,588.52,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180904,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180905,522.32,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180560,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180663,976.96,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180664,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180328,594.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202188,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200586,995.36,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201146,"1,234.56",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180184,925.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180317,830.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180786,925.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181009,830.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180662,"1,234.56",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180587,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202243,"1,104.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201789,553.48,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201487,515.84,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180358,515.84,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201181,715.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180177,669.82,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201032,"1,127.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180359,"1,127.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201033,976.96,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202255,989.65,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180360,535.68,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201506,524.64,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4200801,"1,124.24",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202257,512.96,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201034,695.68,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201513,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202432,"1,094.88",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202433,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201797,505.88,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181040,554.24,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181041,"1,083.80",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180693,512.96,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180214,711.80,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180215,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180659,656.96,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180932,"1,196.52",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202256,"1,062.40",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180692,"1,062.40",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201788,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202240,888.88,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4181008,628.94,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180315,731.80,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201798,529.28,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180362,529.28,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202267,"1,601.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201805,"1,601.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180471,"1,601.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180814,"1,601.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202162,764.16,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202443,"1,212.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201899,"1,013.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180815,764.16,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180785,"1,013.96",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180934,"1,013.96",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202259,751.12,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4202161,969.06,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201516,769.44,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201515,594.00,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4201801,751.12,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180590,751.12,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180366,751.12,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,DERBYSHIRE CARE SERVICES,388459,07/03/2023,4180216,"1,274.32",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,DERBYSHIRE CARE SERVICES,388459,28/03/2023,4203005,628.68,0.00,N/A,N/A
People Services - Adults and Health,Emergency Planning,Commissioning,DERBYSHIRE CARE SERVICES,1207,14/03/2023,4191380,"33,041.18",0.00,Emergency Planning,Healthcare Services
People Services - Adults and Health,Public Health,Public Health,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,23/03/2023,4191798,"184,250.00",0.00,N/A,N/A
People Services - Adults and Health,Public Health,Public Health,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,09/03/2023,4184512,"120,000.00",0.00,N/A,N/A
People Services - Adults and Health,Public Health,Public Health,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,28/03/2023,4192508,"6,482.58",0.00,N/A,N/A
People Services - Adults and Health,Public Health,Public Health,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,28/03/2023,4192507,"9,205.72",0.00,N/A,N/A
People Services - Adults and Health,Public Health,Public Health,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,07/03/2023,4179353,"5,440.26",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,1821469,31/03/2023,4197539,"69,000.00",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,DERBYSHIRE COMMUNITY TRANSPORT,1711478,09/03/2023,4187129,"2,602.18",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,DERBYSHIRE COMMUNITY TRANSPORT,1711478,09/03/2023,4187131,"3,148.04",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,DERBYSHIRE COMMUNITY TRANSPORT,1711478,09/03/2023,4187132,"2,298.10",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,DERBYSHIRE COMMUNITY TRANSPORT,1711478,09/03/2023,4187130,"1,365.20",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,DERBYSHIRE COMMUNITY TRANSPORT,1711478,14/03/2023,4186832,"1,526.85",0.00,N/A,N/A
Control Accounts,Control Accounts,Control Accounts,DERBYSHIRE COUNTY COUNCIL,9786,23/03/2023,4198244,"1,200.00",0.00,Cash Income Code Error,Building and Construction and Maintenanc
Control Accounts,Control Accounts,Control Accounts,DERBYSHIRE COUNTY COUNCIL,9786,23/03/2023,4198244,"1,200.00",0.00,Cash Income Code Error,Politics and Civic Affairs Services
Corporate,Corporate,Corporate,DERBYSHIRE COUNTY COUNCIL,1042478,07/03/2023,4172283,"19,774.16",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,DERBYSHIRE COUNTY COUNCIL,1042479,09/03/2023,4184563,"281,517.04",0.00,N/A,N/A
People Services - Children & Young People,Commissioning - Schools Block,Schools Block,DERBYSHIRE COUNTY COUNCIL,1042479,09/03/2023,4184497,"2,513.34",0.00,N/A,N/A
Communities & Place,"Culture, Business Development & Tourism","Leisure, Culture and Tourism",DERBYSHIRE COUNTY COUNCIL,1042479,21/03/2023,4197711,"122,715.90",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,1042479,28/03/2023,4197447,"61,294.00",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,1042479,28/03/2023,4197443,"71,731.12",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,1042479,09/03/2023,4185717,"61,533.73",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179326,"61,533.73",0.00,Waste Disposal,Building and Construction and Maintenanc
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179326,"61,533.73",0.00,Waste Disposal,Politics and Civic Affairs Services
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,1042479,21/03/2023,4187656,"27,082.11",0.00,N/A,N/A
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179830,"1,180.14",0.00,Waste Disposal,Building and Construction and Maintenanc
Communities & Place,"Waste, Street Cleansing & Fleet",Public Protection and Streetride,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179830,"1,180.14",0.00,Waste Disposal,Politics and Civic Affairs Services
People Services - Adults and Health,Senior Management,Senior Management,DERBYSHIRE COUNTY COUNCIL,1042479,21/03/2023,4191717,"186,250.00",0.00,N/A,N/A
People Services - Children & Young People,Non Delegated Schools Budget,Schools Block,DERBYSHIRE COUNTY COUNCIL,1200479,21/03/2023,4192955,"1,300.00",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179387,"101,033.61",0.00,Waste Disposal - New Treatment Plant,Building and Construction and Maintenanc
Neighbourhoods,Neighbourhoods,Neighbourhoods,DERBYSHIRE COUNTY COUNCIL,9786,02/03/2023,4179387,"101,033.61",0.00,Waste Disposal - New Treatment Plant,Politics and Civic Affairs Services
Neighbourhoods,Neighbourhoods,Neighbourhoods,DERBYSHIRE COUNTY COUNCIL,1042479,31/03/2023,4198887,757.83,0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,DERBYSHIRE COUNTY COUNCIL,1042479,31/03/2023,4198887,"3,792.00",0.00,N/A,N/A
Neighbourhoods,Neighbourhoods,Neighbourhoods,DERBYSHIRE COUNTY COUNCIL,1042479,07/03/2023,4155251,"500,000.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,107468,09/03/2023,4172934,"7,500.00",0.00,Specialist Support,Healthcare Services
People Services - Children & Young People,Integrated Services,Non-Schools,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,107468,09/03/2023,4172933,"25,000.00",0.00,Specialist Support,Healthcare Services
People Services - Children & Young People,Integrated Services,Non-Schools,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,107468,09/03/2023,4172932,"17,500.00",0.00,Specialist Support,Healthcare Services
