DCC Supplier Payments Over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610393,"4,533.48",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610394,"7,555.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610395,"2,734.48",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610396,"2,158.80",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610397,"1,100.40",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,LIFEWAYS COMMUNITY CARE LTD,05/11/2024,00146489,610398,"4,389.56",Ordinary Lives LD Support (under 65) - DP/Mgd,40 - SME,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,WARD,05/11/2024,00147601,610403,564.30,Highways Maintenance Reactionary Works,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,SHOWSEC INTERNATIONAL LTD,05/11/2024,00146269,610408,"1,469.98",Derby Multi Use Sports Arena,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,WESTERN CARS CO,05/11/2024,00146229,610410,885.00,Fostering Allowances,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,WESTERN CARS CO,05/11/2024,00146229,610411,890.00,Fostering Allowances,40 - SME,SME
Chief Executives,Corporate Management,"Comms, Website & Engagement",Communication,PAPER AND PIXEL DESIGN LIMITED,05/11/2024,00147330,610412,585.00,Corporate Communications,40 - SME,SME
Chief Executives,Finance & Business Support,Business Support & Information Governance,Business Support,CDW LTD,05/11/2024,00146933,610414,"1,171.60",Business Support,10 - Company,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",FX LIVE LIMITED,05/11/2024,00148446,610417,"2,708.50",Derby Live - Outdoor Events,10 - Company,Company
Chief Executives,Chief Executives,Chief Executives,Chief Executives,ICS AI LTD,05/11/2024,00147916,610418,"106,624.00",Direct AI Capital Costs,40 - SME,SME
Chief Executives,Chief Executives,Chief Executives,Chief Executives,ICS AI LTD,05/11/2024,00147916,610419,"1,540.00",UPRN 20306H - Major IT Hardware Developments,40 - SME,SME
Chief Executives,Chief Executives,Chief Executives,Chief Executives,ICS AI LTD,05/11/2024,00147916,610422,"12,360.00",Direct AI Capital Costs,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BOOKER,05/11/2024,00146313,610537,508.14,Derby Live Catering - Derby Arena,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/11/2024,00147376,610641,836.54,Adoption,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,REDACTED,05/11/2024,00146555,610675,866.27,Adoption,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/11/2024,00146745,610859,640.85,Fostering Allowances,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00148436,611270,548.10,Locality 3 and 4 - Kinship,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147102,611271,"2,338.97",Residence Allowance,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147102,611272,"-1,240.73",Residence Allowance,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/11/2024,00146280,611488,725.00,Fostering Allowances,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/11/2024,00147625,611558,795.00,Mockingbird Project,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147530,611682,639.00,Special Guardianship,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147807,611805,513.38,Special Guardianship,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147088,611813,626.83,Special Guardianship,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147855,611831,688.00,Special Guardianship,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,05/11/2024,00147921,611837,708.00,Special Guardianship,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,APS GROUP,05/11/2024,00147231,611896,"1,861.70",Blue Badge,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 2,ZAYAN PROPERTIES LIMITED,05/11/2024,00147297,611898,700.00,8 - 18 MAT Team E - Locality 2,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 2,ZAYAN PROPERTIES LIMITED,05/11/2024,00147297,611899,700.00,8 - 18 MAT Team E - Locality 2,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HILBROKE HOUSE LTD,05/11/2024,00147228,611901,"1,610.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,05/11/2024,00147297,611903,980.00,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,05/11/2024,00147297,611904,980.00,Housing Options (Private),40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NOTTINGHAMSHIRE COUNTY COUNCIL,05/11/2024,00146249,611905,"1,472.46",Agency Residential,20 - Public/Government Agency,Public/Government Agency
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 3/4,HILBROKE HOUSE LTD,05/11/2024,00147228,611906,"2,660.00",Unsupported Foreign Nationals,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,05/11/2024,00147297,611908,840.00,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,EXCLUSIVE HOUSING SOLUTIONS LTD,05/11/2024,00148217,611911,"2,010.00",Housing Options (Private),40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,REDACTED,05/11/2024,00148424,611916,900.00,Fostering Allowances,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Children In Care,FAMILY FOCUSED PSYCHOLOGY SERVICES,05/11/2024,00146634,612074,600.00,Adoption Support Fund,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PSS UK,05/11/2024,00147829,612084,"1,759.64",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PSS UK,05/11/2024,00147829,612085,"1,938.12",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,PSS UK,05/11/2024,00147829,612086,"1,938.12",Preparing for adulthood 18-24 LD ? DP/Mgd,40 - SME,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,CDW LTD,05/11/2024,00146933,612160,"24,791.03",IT Infrastructure,10 - Company,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",INTER-COUNTY PARAMEDIC LTD,05/11/2024,00146368,612201,"9,683.00",Derby Live - Outdoor Events,40 - SME,SME
Communities & Place,Communities,Streetpride,Cleansing,DANLINE INTERNATIONAL LTD,05/11/2024,00146426,612253,"1,690.00",Street Cleaning,40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,GUEST TRUCK AND VAN,05/11/2024,00147966,612290,824.40,Vehicle Maintenance,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,HEARTHFIRE PROPERTY INVESTMENTS LTD,05/11/2024,00148183,612341,"3,325.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HEARTHFIRE PROPERTY INVESTMENTS LTD,05/11/2024,00148183,612466,"5,555.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,DERBY SIGN AND GRAPHICS LTD,05/11/2024,00146854,612516,"1,250.00",Fleet Hire,40 - SME,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",STAY ENTERPRISES LTD THE STAY COMPANY,05/11/2024,00148155,612518,"3,290.00",Derby Live - Outdoor Events,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 3/4,HILBROKE HOUSE LTD,05/11/2024,00147228,612521,"2,660.00",Unsupported Foreign Nationals,40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HILBROKE HOUSE LTD,05/11/2024,00147228,612522,575.00,Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HILBROKE HOUSE LTD,05/11/2024,00147228,612523,"1,840.00",Housing Options (Private),40 - SME,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,HILBROKE HOUSE LTD,05/11/2024,00147228,612524,"2,645.00",Housing Options (Private),40 - SME,SME
Communities & Place,City Growth & Vibrancy,Regeneration and Economic Growth,Regeneration Projects,"PRECISION RESOURCE GROUP LIMITED PANORAMIC ASSOCIATES, IO ASSOCIATES, PANORAMIC ",05/11/2024,00148065,612526,970.00,Regeneration Projects,10 - Company,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,LOWER GROVE GUEST HOUSE,05/11/2024,00146920,612528,"2,278.00",Housing Options (Private),40 - SME,SME
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00147122,612545,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00147370,612546,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00147671,612547,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00148420,612550,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00146946,612551,"1,190.40",IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00146946,612552,"1,190.40",IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147037,612554,714.24,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147056,612555,892.80,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147110,612556,998.10,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00147670,612559,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147539,612562,505.92,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147397,612565,595.20,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147737,612566,595.20,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147956,612568,"1,140.60",IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147956,612570,"1,140.60",IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147894,612574,"2,880.00",IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00148328,612576,595.20,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,MOTUS COMMERCIALS MOTUS GROUP UK LTD,05/11/2024,00147350,612577,511.96,Vehicle Maintenance,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00148071,612582,952.32,IDCS Direct Payments,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Commissioning,Commissioned Providers,REDACTED,05/11/2024,00148117,612583,560.00,IDCS Community Short Breaks,30 - Individual (Non Business),Individual (Non Business)
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,REDACTED,05/11/2024,00147894,612584,"2,614.80",Personal Health Budgets,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147496,612591,"-1,466.84",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147496,612593,"-1,100.13",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147496,612597,-995.36,Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612636,"-1,251.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612637,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612638,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612639,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612640,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612642,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612643,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612652,"-1,668.80",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612676,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612677,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612678,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612680,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612684,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612685,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612689,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612690,-780.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612691,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612693,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612694,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612695,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612696,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612697,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612702,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147215,612703,"-1,055.04",East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,05/11/2024,00148200,612710,-617.50,Central OP (over 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,REDACTED,05/11/2024,00148200,612712,-910.00,Central OP (over 65) Physical - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612731,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612732,"1,228.68",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612733,"1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612734,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612736,"1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612739,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612742,"1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612743,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612745,"1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612747,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00148304,612750,-856.12,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612751,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612752,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00148304,612753,903.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00146607,612757,557.10,West Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00148304,612758,-856.12,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00146419,612759,-853.80,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147010,612760,820.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00148304,612761,903.00,South Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612762,"1,785.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00146607,612765,742.80,West Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00146419,612766,902.92,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147046,612768,-780.00,East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147496,612769,"1,227.69",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147496,612770,"1,636.92",Preparing for adulthood 18-24 LD ? DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00147046,612771,-780.00,East Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612772,"1,785.60",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,REDACTED,05/11/2024,00146607,612773,-562.80,Central Adults (under 65) LD - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,REDACTED,05/11/2024,00147057,612775,"1,638.24",Ordinary Lives LD Support (under 65) - DP/Mgd,30 - Individual (Non Business),Individual (Non Business)
