DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,BROOMHOUSE,10538,07/02/2023,4159923,"4,200.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,BROOMHOUSE,10538,07/02/2023,4160120,"4,763.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,BROOMHOUSE,10538,07/02/2023,4160119,"2,400.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,BROOMHOUSE,10538,07/02/2023,4159990,"3,548.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,BWA HEALTH AND CARE SERVICE LTD,1089474,07/02/2023,4157822,590.56,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,BWA HEALTH AND CARE SERVICE LTD,1089474,07/02/2023,4158496,876.18,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,BWA HEALTH AND CARE SERVICE LTD,1089474,07/02/2023,4157503,876.18,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,BWA HEALTH AND CARE SERVICE LTD,1089474,07/02/2023,4157677,590.56,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,BWA HEALTH AND CARE SERVICE LTD,1089474,07/02/2023,4157675,727.76,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160556,"4,040.76",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4161038,"2,959.88",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4161039,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4161040,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4161153,"4,157.04",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160437,"4,157.04",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160795,"3,996.40",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160796,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160797,"4,377.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160892,570.91,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160906,"3,801.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160907,"4,157.04",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4160908,"4,157.04",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,BY THE BRIDGE LTD,1109490,07/02/2023,4161154,"5,138.23",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAMBIAN CHILDCARE LTD,1349516,07/02/2023,4160770,"30,240.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAMBIAN CHILDCARE LTD,1349516,07/02/2023,4160518,"23,800.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CANAL VUE,1446498,07/02/2023,4160063,"2,452.80",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CANAL VUE,1446498,07/02/2023,4160013,"1,147.20",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160545,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160451,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160418,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160312,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160805,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161166,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161167,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160803,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161012,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161013,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160308,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160309,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160310,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160569,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160344,"3,192.72",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160917,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161050,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161051,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160342,"3,428.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160776,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4161140,"2,004.74",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160647,"2,081.50",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CAPSTONE FOSTER CARE,1109499,07/02/2023,4160648,"3,301.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CARBREY CARE LTD,1817471,07/02/2023,4160791,"23,000.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CARE TODAY,1408486,07/02/2023,4160823,"15,718.64",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CARE TODAY,1408486,07/02/2023,4160939,"20,660.52",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160020,"1,500.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159952,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159953,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159954,"3,085.71",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159955,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160107,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160108,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160018,514.29,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160019,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160176,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160047,"3,471.43",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160048,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160049,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159984,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159985,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4159986,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160142,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CASTLE DONINGTON NH,10468,07/02/2023,4160143,"3,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158942,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158903,892.19,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158983,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158984,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158930,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158961,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158869,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158959,"1,135.52",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158980,892.19,0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158904,916.19,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158902,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158905,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158981,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158979,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158960,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158962,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158868,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158901,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158940,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158941,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158884,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158885,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158906,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158997,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158998,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158999,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158963,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158964,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158957,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158883,"1,946.61",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4158943,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CASTLE PARK NURSING HOME,10542,07/02/2023,4159000,"2,332.12",0.00,N/A,N/A
Communities & Place,"Environmental Protection, Housing Standards, Licensing, Emergency Planning",Public Protection and Streetride,CASTLEFIELD KENNELS LIMITED,1682472,07/02/2023,4128172,"1,586.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CEDAR COURT NURSING HOME,10543,07/02/2023,4159974,"2,423.68",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159314,"1,212.36",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159174,"1,195.88",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159175,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159212,"1,212.36",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159249,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159152,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159173,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159151,"1,465.88",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159097,"1,316.08",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159150,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CEDAR TREE CARE HOME,94367,07/02/2023,4159177,"1,553.92",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159122,"3,344.84",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159155,"2,332.12",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,CEDAR TREE CARE HOME,94367,07/02/2023,4159250,652.56,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,CENTRAL CARS,1615489,07/02/2023,4161308,"2,668.00",0.00,N/A,N/A
Corporate Resources,Property Design & Maintenance,Property,CENTRAL HIGH RISE LTD,187900,07/02/2023,4158673,535.00,0.00,N/A,N/A
Corporate Resources,Property Design & Maintenance,Property,CENTRAL HIGH RISE LTD,187900,07/02/2023,4158665,746.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,CHANGING LIVES UK QUALITY CARE LTD,1042485,07/02/2023,4158736,"3,329.16",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHILDCARE BUREAU LTD,1109500,07/02/2023,4161041,"2,930.28",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHILDCARE BUREAU LTD,1109500,07/02/2023,4160798,"3,300.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHILDCARE BUREAU LTD,1109500,07/02/2023,4161155,"3,300.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHRYSALIS CONSORTIUM,1109501,07/02/2023,4160474,"4,800.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHRYSALIS CONSORTIUM,1109501,07/02/2023,4160583,"4,800.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,CHRYSALIS CONSORTIUM,1109501,07/02/2023,4161070,"4,800.00",0.00,N/A,N/A
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CLOSOMAT LTD,921492,07/02/2023,4151535,"1,044.54",0.00,REFCUS - Disabled Facilities Grant 96 Act,Furniture and Furnishings
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,CLOSOMAT LTD,921492,07/02/2023,4151535,"5,803.00",0.00,REFCUS - Disabled Facilities Grant 96 Act,Furniture and Furnishings
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159045,"2,800.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159024,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159007,"1,500.00",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,CLOVA HOUSE,10572,07/02/2023,4159054,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159021,"2,414.29",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159022,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159023,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159066,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159061,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159006,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159044,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159048,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159046,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159032,"2,507.14",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159033,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159036,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159067,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159076,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159077,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159063,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159064,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159009,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159005,"2,600.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159037,"1,578.57",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159065,"1,021.43",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159001,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159038,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CLOVA HOUSE,10572,07/02/2023,4159002,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,CLOVA HOUSE,10572,07/02/2023,4159068,"2,271.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,CLOVA HOUSE,10572,07/02/2023,4159010,"2,271.04",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,COMMUNITY LINKS SUPPORT LTD,1776479,07/02/2023,4161202,551.40,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160708,"2,876.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160722,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160723,"3,081.32",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160724,"3,405.36",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160252,"4,500.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160843,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160835,"2,395.30",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160836,"2,876.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160837,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160961,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160962,"3,332.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160963,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4161085,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4161086,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4161087,"3,081.32",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4161088,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160250,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160251,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160369,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160370,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160828,882.48,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160590,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160594,"2,978.68",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160595,"3,529.92",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160596,"5,191.08",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160480,"1,134.62",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,COMPASS FOSTERING CENTRAL LTD,1702479,07/02/2023,4160368,"3,529.92",0.00,N/A,N/A
