DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1784469,31/01/2023,4152943,901.24,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1784469,05/01/2023,4132155,901.24,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,852453,31/01/2023,4153593,"1,184.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,852453,05/01/2023,4132389,"1,184.04",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,126365,31/01/2023,4153589,526.44,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,126365,05/01/2023,4131365,526.44,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,555448,05/01/2023,4131847,"2,123.16",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,470969,26/01/2023,4147980,522.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1716484,31/01/2023,4153859,766.64,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1716484,05/01/2023,4131547,766.64,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1524484,03/01/2023,4129677,"1,650.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,502424,31/01/2023,4152499,"3,550.40",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,502424,05/01/2023,4131036,"3,550.40",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,246424,31/01/2023,4152388,571.64,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,246424,05/01/2023,4131330,571.64,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1952468,12/01/2023,4138620,"2,848.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1076473,31/01/2023,4152571,960.48,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1076473,05/01/2023,4131101,960.48,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,801451,31/01/2023,4153578,662.88,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,801451,05/01/2023,4132379,662.88,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,236421,31/01/2023,4153253,"2,785.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,236421,05/01/2023,4130952,"2,785.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,31/01/2023,4153010,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148785,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148825,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148827,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148828,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148709,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148710,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148712,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148788,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148792,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148839,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148842,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148846,"6,486.86",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148728,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148770,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148824,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148741,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148750,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148752,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148753,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148748,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148767,"7,265.28",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148807,778.42,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148809,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148810,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,863451,26/01/2023,4148811,"7,516.16",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,801447,05/01/2023,4132378,792.68,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1551512,26/01/2023,4147982,506.88,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1976469,31/01/2023,4152848,610.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1976469,05/01/2023,4131308,610.60,0.00,N/A,N/A
Communities & Place,Traffic & Transportation,Planning & Transportation,REDACTED - PERSONAL DATA,1010473,24/01/2023,4139760,"7,016.78",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,2011475,31/01/2023,4153729,"2,101.80",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,2011475,05/01/2023,4130362,"2,101.80",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,2011475,05/01/2023,4131313,"2,101.80",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,2011475,05/01/2023,4130272,"2,101.80",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,2011475,05/01/2023,4130839,525.45,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,976487,31/01/2023,4153708,802.04,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,976487,05/01/2023,4131088,802.04,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1178471,31/01/2023,4153715,522.04,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1178471,26/01/2023,4148715,522.04,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1178471,05/01/2023,4132197,506.68,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,112608,31/01/2023,4152765,"1,226.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,112608,05/01/2023,4131496,"1,226.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1570477,31/01/2023,4153316,971.60,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1570477,05/01/2023,4132127,971.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,235398,31/01/2023,4153319,662.84,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,235398,05/01/2023,4131662,662.84,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,183349,31/01/2023,4153648,640.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,183349,05/01/2023,4131878,640.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1432473,31/01/2023,4152455,764.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1432473,31/01/2023,4152609,764.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1432473,05/01/2023,4131638,773.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1641477,31/01/2023,4153094,700.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1641477,05/01/2023,4131231,700.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,476425,31/01/2023,4153039,784.60,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,476425,05/01/2023,4131616,784.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,496461,17/01/2023,4139984,"2,444.92",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,187533,31/01/2023,4152957,519.68,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,187533,05/01/2023,4131487,519.68,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,125225,31/01/2023,4153677,712.52,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,125225,05/01/2023,4131860,712.52,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,192393,31/01/2023,4153564,"8,155.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,192393,05/01/2023,4131583,"8,155.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,957495,31/01/2023,4153604,634.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,957495,05/01/2023,4131950,634.60,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1189475,31/01/2023,4153778,853.44,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1189475,05/01/2023,4132300,853.44,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1551482,26/01/2023,4148350,918.00,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1462505,10/01/2023,4134301,"1,000.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,581461,31/01/2023,4153552,"1,065.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,581461,05/01/2023,4131425,"1,065.72",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1742517,12/01/2023,4138604,"1,888.00",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,1586480,31/01/2023,4153485,960.00,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,1586480,05/01/2023,4131040,960.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,992485,31/01/2023,4153379,"3,799.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,992485,05/01/2023,4132260,"3,799.92",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,653453,31/01/2023,4153291,"1,084.32",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,653453,05/01/2023,4131624,"1,084.32",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,649454,31/01/2023,4149145,754.20,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1480505,31/01/2023,4152620,543.88,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1480505,05/01/2023,4131639,543.88,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1801488,31/01/2023,4153183,"1,152.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1801488,31/01/2023,4152114,"1,152.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1801488,31/01/2023,4152118,"1,152.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1801488,31/01/2023,4152086,"1,152.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1801488,31/01/2023,4152087,"1,152.00",0.00,N/A,N/A
