Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Procurement Comment
250000,Housing Management,416617,Citizen Housing Group Ltd,People,11788,Housing Options - Homelessness Administration,R2203,Rent Bonds - Client Accomodation,3689227,202302,27/04/2023,1949.8,
250000,Housing Management,416617,Citizen Housing Group Ltd,People,11788,Housing Options - Homelessness Administration,R2203,Rent Bonds - Client Accomodation,3692011,202302,25/04/2023,2023.52,
321050,"Temporary Accommodation, Short Stay",416617,Citizen Housing Group Ltd,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3686837,202302,18/04/2023,813.1,
321050,"Temporary Accommodation, Short Stay",416617,Citizen Housing Group Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3691125,202302,31/03/2023,825.34,
321050,"Temporary Accommodation, Short Stay",416617,Citizen Housing Group Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3691126,202302,31/03/2023,841.33,
321050,"Temporary Accommodation, Short Stay",416617,Citizen Housing Group Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3691139,202302,31/03/2023,569.2,
321050,"Temporary Accommodation, Short Stay",416617,Citizen Housing Group Ltd,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3691617,202302,20/03/2023,650.48,
201700,Grants,400964,Citizens Advice Bureau,People,11076,Advice Centres,R4700,Core Funding (Grants) to external bodies,3690580,202302,18/05/2023,63381.74,
201700,Grants,400964,Citizens Advice Bureau,People,10211,Refugee Resettlement Programme,R4701,External Funding (Grants) to external bodies,3685937,202302,31/01/2023,50991.28,
171012,Examinational Fees,400967,City & Guilds Of London Institute,Place,11549,Adult Ed - ESOL,R4405,Client Costs,3692400,202302,18/05/2023,590,
171012,Examinational Fees,400967,City & Guilds Of London Institute,Place,10065,Adult Ed - English,R4405,Client Costs,3690155,202302,11/05/2023,627.75,
171012,Examinational Fees,400967,City & Guilds Of London Institute,Place,11072,Adult Ed – Work Based Learning,R4405,Client Costs,3687143,202302,27/04/2023,-1050,
171012,Examinational Fees,400967,City & Guilds Of London Institute,Place,11072,Adult Ed – Work Based Learning,R4405,Client Costs,3687143,202302,27/04/2023,1050,
171012,Examinational Fees,400967,City & Guilds Of London Institute,Place,11549,Adult Ed - ESOL,R4405,Client Costs,3690617,202302,23/02/2023,529,
361510,Taxi Services - Non Staff,425865,City Taxis Coventry Limited,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3691048,202302,01/05/2023,650,
361510,Taxi Services - Non Staff,425865,City Taxis Coventry Limited,People,11114,LAC Transport,R3204,Travel Costs - Non Employees,3689051,202302,04/04/2023,1200,
361600,Home to School,425865,City Taxis Coventry Limited,People,11768,ASC Transport General,R3204,Travel Costs - Non Employees,3690622,202302,03/04/2023,585,
361600,Home to School,425865,City Taxis Coventry Limited,People,10066,Transport External Placements,R3204,Travel Costs - Non Employees,3691272,202302,03/04/2023,2196.5,
361600,Home to School,425865,City Taxis Coventry Limited,People,11768,ASC Transport General,R3204,Travel Costs - Non Employees,3690653,202302,03/04/2023,752.5,
271200,ICT Hardware,414980,CityFibre Ltd,Place,10053,OPR0276 London Road 259 Whitley Depot,C3003,IT Hardware,3685065,202302,21/03/2023,-72000,
191600,Printing,401773,Civica Election Services Ltd,Place,10758,Individual Electoral Registration,R4300,"Printing, Stationery and General Office Expenses",3690577,202302,15/05/2023,3420.26,
301200,Postage,401773,Civica Election Services Ltd,Place,10758,Individual Electoral Registration,R4503,Comms - Postages,3690588,202302,15/05/2023,7906.22,
191600,Printing,401773,Civica Election Services Ltd,Place,10098,Municipal Elections,R4300,"Printing, Stationery and General Office Expenses",3691342,202302,28/04/2023,19825.31,
301200,Postage,401773,Civica Election Services Ltd,Place,10758,Individual Electoral Registration,R4503,Comms - Postages,3689816,202302,28/04/2023,1269.02,
301200,Postage,401773,Civica Election Services Ltd,Place,10098,Municipal Elections,R4503,Comms - Postages,3691342,202302,28/04/2023,112073.02,
281300,Legal Opinion,412305,Claire Baker,Place,10704,Legal Services,R4400,Services - Professional Fees,3686866,202302,18/01/2023,1400,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20067367,202302,23/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20067296,202302,16/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20063588,202302,09/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20063538,202302,05/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20063538,202302,05/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20063538,202302,05/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062270,202302,02/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062473,202302,02/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061839,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061849,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062224,202302,02/05/2023,558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062208,202302,02/05/2023,889.6,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062270,202302,02/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062473,202302,02/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061839,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062270,202302,02/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062009,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062208,202302,02/05/2023,889.6,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062009,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062021,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062208,202302,02/05/2023,889.6,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062075,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062075,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062208,202302,02/05/2023,889.6,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062009,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062075,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062021,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20062089,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062086,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061849,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062009,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062224,202302,02/05/2023,558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062224,202302,02/05/2023,558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062021,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062473,202302,02/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062086,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062021,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062473,202302,02/05/2023,685.71,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061849,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062086,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20062089,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20062089,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062955,202302,02/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062075,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20062270,202302,02/05/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061839,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062473,202302,02/05/2023,800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062086,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061839,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20061849,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20062224,202302,02/05/2023,558.82,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20062089,202302,02/05/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20061032,202302,25/04/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20060692,202302,18/04/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20060300,202302,11/04/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060337,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060677,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060293,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060031,202302,11/04/2023,889.6,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060677,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060293,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20060406,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060045,202302,11/04/2023,558.82,
321017,Residential Care,406055,Clarendon House,People,11301,MH Residential Care Placements,R5008,Other agencies,20060406,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060337,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20059964,202302,11/04/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060113,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,10257,LD Residential Care Placements,R5008,Other agencies,20059964,202302,11/04/2023,530.42,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060113,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060288,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060140,202302,11/04/2023,621.41,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060031,202302,11/04/2023,-800,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060288,202302,11/04/2023,-558.82,
321017,Residential Care,406055,Clarendon House,People,11947,OP Residential Care Placements,R5008,Other agencies,20060140,202302,11/04/2023,-558.82,
321014,Domiciliary Care,406055,Clarendon House,People,11450,PI Nursing Care Placements,R5008,Other agencies,3688260,202302,04/01/2023,-94830.98,
321050,"Temporary Accommodation, Short Stay",419489,Clarion Housing,People,10291,Section17 Payments Central,R2202,Rent - Client Accomodation,3686839,202302,24/03/2023,1813.3,
250000,Housing Management,419489,Clarion Housing,People,11788,Housing Options - Homelessness Administration,R2203,Rent Bonds - Client Accomodation,3689200,202302,07/03/2023,2724.25,
311300,Medical Equipment,401006,Clement Clarke International Ltd,People,10647,E & TS ICES – Medical & Paediatric Equipment,R4000,Equipment & Tools - Purchase,3685311,202302,13/04/2023,1603.6,
191600,Printing,401012,Cliffe Enterprise Ltd,Place,11024,Domestic Refuse,R4300,"Printing, Stationery and General Office Expenses",3687290,202302,23/04/2023,594,
401303,Childrens Residential Foster Care,401015,Clifford House Fostering Ltd,People,10706,Fostering - External Fees,R5008,Other agencies,3690576,202302,09/05/2023,3676.02,
401303,Childrens Residential Foster Care,401015,Clifford House Fostering Ltd,People,10706,Fostering - External Fees,R5008,Other agencies,3690575,202302,09/05/2023,3495.66,
401303,Childrens Residential Foster Care,401015,Clifford House Fostering Ltd,People,10706,Fostering - External Fees,R5008,Other agencies,3690578,202302,09/05/2023,3676.02,
