Proclass,Proclass(T),Supplier,Supplier(T) ,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comment
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092317,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092256,202305,16/08/2023,645.26,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092317,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092256,202305,16/08/2023,645.26,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091837,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092256,202305,16/08/2023,645.26,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091930,202305,16/08/2023,638.87,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092317,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091953,202305,16/08/2023,871.99,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091953,202305,16/08/2023,871.99,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091771,202305,16/08/2023,650.78,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091837,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091911,202305,16/08/2023,678.62,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092152,202305,16/08/2023,566.58,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091771,202305,16/08/2023,650.78,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091911,202305,16/08/2023,678.62,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091930,202305,16/08/2023,638.87,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091930,202305,16/08/2023,638.87,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091911,202305,16/08/2023,678.62,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091953,202305,16/08/2023,871.99,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20092152,202305,16/08/2023,566.58,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091837,202305,16/08/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091911,202305,16/08/2023,678.62,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20091771,202305,16/08/2023,650.78,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20090885,202305,04/08/2023,574.64,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20090885,202305,04/08/2023,-623.02,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,649.29,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,519.43,
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
321017,Residential Care,405761,Abbeyfield Coventry Society,People,11947,OP Residential Care Placements,R5008,Other agencies,20085961,202305,31/07/2023,"1,010.81",
181100,Forensic & Laboratory,408575,Abbott Toxicology Limited,People,10558,FDAC - Family Drug and Alcohol Court,R4401,Services - Fees and Charges,3711102,202305,09/08/2023,"1,300.89",
181100,Forensic & Laboratory,408575,Abbott Toxicology Limited,People,10558,FDAC - Family Drug and Alcohol Court,R4401,Services - Fees and Charges,3708561,202305,31/07/2023,"4,845.16",
201700,Grants,400066,ABC Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712736,202305,15/07/2023,"4,978.35",
201700,Grants,400066,ABC Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712645,202305,15/07/2023,"12,424.23",
201700,Grants,400066,ABC Nursery,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712579,202305,15/07/2023,939.96,
201700,Grants,419233,Abieyuwa Lazarus,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712982,202305,15/07/2023,649.35,
201700,Grants,419233,Abieyuwa Lazarus,People,10890,Early Years funding for non-school settings,R4701,External Funding (Grants) to external bodies,3712932,202305,15/07/2023,"1,007.10",
261520,Training,417775,ABTAC Ltd,Place,11154,Highways: Overhead,R1651,Training (Employer Costs),3710656,202305,30/01/2023,"1,120.00",
391111,Buildings Repair & Maintenance,421505,AC Building Services Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3707901,202305,01/08/2023,"2,448.00",
391111,Buildings Repair & Maintenance,421505,AC Building Services Ltd,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3709940,202305,03/07/2023,"2,940.00",
381900,Vehicle Recovery,400076,Accident Breakdown Recovery Coventry Ltd,Place,11277,Fleet Services,R3020,Vehicle R&M,3713983,202305,08/08/2023,850.00,
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20091680,202305,16/08/2023,"1,922.34",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20091861,202305,16/08/2023,"2,375.90",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091722,202305,16/08/2023,"2,762.79",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092057,202305,16/08/2023,"1,134.20",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091722,202305,16/08/2023,"2,762.79",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091687,202305,16/08/2023,"1,945.51",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092063,202305,16/08/2023,"2,996.04",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092063,202305,16/08/2023,"2,996.04",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092126,202305,16/08/2023,581.29,
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092198,202305,16/08/2023,"1,253.50",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20091861,202305,16/08/2023,"2,375.90",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091722,202305,16/08/2023,"2,762.79",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092003,202305,16/08/2023,"2,288.56",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20091861,202305,16/08/2023,"2,375.90",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092051,202305,16/08/2023,"1,085.37",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092198,202305,16/08/2023,"1,253.50",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20091861,202305,16/08/2023,"2,375.90",
321017,Residential Care,416401,Accomplish Group Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20092078,202305,16/08/2023,774.00,
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091687,202305,16/08/2023,"1,945.51",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091722,202305,16/08/2023,"2,762.79",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092198,202305,16/08/2023,"1,253.50",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092126,202305,16/08/2023,581.29,
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092051,202305,16/08/2023,"1,085.37",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092076,202305,16/08/2023,"2,069.08",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092003,202305,16/08/2023,"2,288.56",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092051,202305,16/08/2023,"1,085.37",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092198,202305,16/08/2023,"1,253.50",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092126,202305,16/08/2023,581.29,
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092051,202305,16/08/2023,"1,085.37",
321017,Residential Care,416401,Accomplish Group Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20092078,202305,16/08/2023,774.00,
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092076,202305,16/08/2023,"2,069.08",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092003,202305,16/08/2023,"2,288.56",
321017,Residential Care,416401,Accomplish Group Ltd,People,11947,OP Residential Care Placements,R5008,Other agencies,20092078,202305,16/08/2023,774.00,
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20092063,202305,16/08/2023,"2,996.04",
321017,Residential Care,416401,Accomplish Group Ltd,People,10257,LD Residential Care Placements,R5008,Other agencies,20091687,202305,16/08/2023,"1,945.51",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092057,202305,16/08/2023,"1,134.20",
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092126,202305,16/08/2023,581.29,
321017,Residential Care,416401,Accomplish Group Ltd,People,11301,MH Residential Care Placements,R5008,Other agencies,20092057,202305,16/08/2023,"1,134.20",
