Proclass,Proclass(T),Supplier,Supplier (T),Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11859,Building Control,R1100,Agency Staff,20143074,202311,29/02/2024,"1,240.26"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11859,Building Control,R1100,Agency Staff,20143074,202311,29/02/2024,"2,185.22"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11859,Building Control,R1100,Agency Staff,20143074,202311,29/02/2024,"2,067.10"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20143074,202311,29/02/2024,"1,353.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20143074,202311,29/02/2024,"1,353.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20143074,202311,29/02/2024,"1,353.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11977,Assessment and Case Management Team (Older People),R1100,Agency Staff,20143074,202311,29/02/2024,"1,353.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20143074,202311,29/02/2024,630.09
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20143074,202311,29/02/2024,630.09
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20143074,202311,29/02/2024,579.42
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11305,LAC Placements - Allocation Team,R1100,Agency Staff,20143074,202311,29/02/2024,630.09
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,927.35"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,380.98"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,927.35"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,363.05"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,416.86"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,927.35"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,"1,927.35"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11364,Multi Agency Safeguarding Hub (MASH),R1100,Agency Staff,20143074,202311,29/02/2024,538.04
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11255,Adult Ed Admin & Management,R1100,Agency Staff,20143074,202311,29/02/2024,"1,298.66"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,"1,752.85"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,"1,674.08"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,"1,634.68"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,704.59
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,670.22
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,11826,Repair & Maintenance,R1100,Agency Staff,20143074,202311,29/02/2024,"1,759.55"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,747.69"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,790.07"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,529.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,634.31"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,634.31"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,634.31"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,529.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,790.07"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,529.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,529.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,634.31"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,740.61
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,747.69"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,219.56"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,790.07"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,790.07"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,416.86"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,955.85
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,363.04"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,529.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,729.74"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,747.69"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,747.69"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,747.69"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,363.04"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,11719,East Social Worker Caseholding Team,R1100,Agency Staff,20143074,202311,29/02/2024,"1,327.17"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,279.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,548.47"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,727.13
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,548.47"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,347.92"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,347.89"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,279.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,727.14
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,548.47"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,279.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,147.54"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,548.47"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,795.41
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,347.91"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,"1,279.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,957.69
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10247,Assessment and Case Management Team (All Age Disability),R1100,Agency Staff,20143074,202311,29/02/2024,630.84
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,362.67"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,707.84"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,371.04"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,379.11"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,449.59"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,707.84"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,232.64"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,232.63"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,414.66"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,667.90"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,182.00"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,615.51"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,232.64"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,341.37"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,Place,10653,Strategic Transportation,R1100,Agency Staff,20143074,202311,29/02/2024,"1,707.84"
261400,Temporary & Agency Staff,402374,Hays Specialist Recruitment Ltd,People,10665,West Midlands Commissioning Hub,R1100,Agency Staff,20143074,202311,29/02/2024,954.31
