Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Comments
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127909,202310,07/01/2024,1352.21,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128070,202310,07/01/2024,1500,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128070,202310,07/01/2024,1500,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128137,202310,07/01/2024,978.38,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128151,202310,07/01/2024,1975,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127894,202310,07/01/2024,1417.59,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127909,202310,07/01/2024,1352.21,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127909,202310,07/01/2024,1352.21,
321016,Nursing Homes,407002,Norton Grange,People,10834,LD Nursing Care Placements,R5008,Other agencies,20128095,202310,07/01/2024,921.63,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127953,202310,07/01/2024,1463.73,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127953,202310,07/01/2024,1463.73,
321016,Nursing Homes,407002,Norton Grange,People,10834,LD Nursing Care Placements,R5008,Other agencies,20128136,202310,07/01/2024,1109.84,
321016,Nursing Homes,407002,Norton Grange,People,10834,LD Nursing Care Placements,R5008,Other agencies,20128136,202310,07/01/2024,1109.84,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127906,202310,07/01/2024,1335.61,
321016,Nursing Homes,407002,Norton Grange,People,10834,LD Nursing Care Placements,R5008,Other agencies,20128136,202310,07/01/2024,1109.84,
321016,Nursing Homes,407002,Norton Grange,People,10834,LD Nursing Care Placements,R5008,Other agencies,20128136,202310,07/01/2024,1109.84,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128137,202310,07/01/2024,978.38,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128137,202310,07/01/2024,978.38,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128007,202310,07/01/2024,1107.19,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20128007,202310,07/01/2024,1107.19,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127923,202310,07/01/2024,1440.04,
321016,Nursing Homes,407002,Norton Grange,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127923,202310,07/01/2024,1440.04,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127253,202310,07/01/2024,1566.86,
321017,Residential Care,407002,Norton Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20127224,202310,07/01/2024,1306.6,
321017,Residential Care,407002,Norton Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20127224,202310,07/01/2024,1306.6,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127549,202310,07/01/2024,1612.4,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127549,202310,07/01/2024,1612.4,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127253,202310,07/01/2024,1566.86,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127253,202310,07/01/2024,1566.86,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127549,202310,07/01/2024,1612.4,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127549,202310,07/01/2024,1612.4,
321017,Residential Care,407002,Norton Grange,People,11947,OP Residential Care Placements,R5008,Other agencies,20127253,202310,07/01/2024,1566.86,
321017,Residential Care,407002,Norton Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20127224,202310,07/01/2024,1306.6,
321017,Residential Care,407002,Norton Grange,People,11301,MH Residential Care Placements,R5008,Other agencies,20127224,202310,07/01/2024,1306.6,
311300,Medical Equipment,403766,Nottingham Rehab Supplies,People,10647,E & TS ICES – Medical & Paediatric Equipment,R4000,Equipment & Tools - Purchase,3745798,202310,15/01/2024,760.2,
311300,Medical Equipment,403766,Nottingham Rehab Supplies,People,10647,E & TS ICES – Medical & Paediatric Equipment,R4000,Equipment & Tools - Purchase,3743030,202310,05/01/2024,760.2,
311300,Medical Equipment,403766,Nottingham Rehab Supplies,People,10647,E & TS ICES – Medical & Paediatric Equipment,R4000,Equipment & Tools - Purchase,3740823,202310,15/12/2023,980,
311300,Medical Equipment,403766,Nottingham Rehab Supplies,People,10647,E & TS ICES – Medical & Paediatric Equipment,R4000,Equipment & Tools - Purchase,3737323,202310,08/12/2023,859.9,
320000,Social Community Care Supplies & Services,403766,Nottingham Rehab Supplies,People,10141,E & TS Integrated Community Equipment Service,R4000,Equipment & Tools - Purchase,3742629,202310,04/12/2023,-610,
371010,Street Lighting,403775,NPower Ltd,Place,11495,CPR0520 City Arcade 1 to 41,R2100,Energy - Electricity,3745065,202310,06/01/2024,1102.8,
371010,Street Lighting,403775,NPower Ltd,Place,11116,CPR5194 Parkside Sites,R2100,Energy - Electricity,3745064,202310,05/01/2024,865.56,
261400,Temporary & Agency Staff,403778,NSL Limited,Place,11829,Parking Enforcement,R1100,Agency Staff,3747065,202310,17/01/2024,45309.9,
261400,Temporary & Agency Staff,403778,NSL Limited,Place,10120,Bus Lane Enforcement,R1100,Agency Staff,3747066,202310,17/01/2024,3493.91,
171040,Educational Placements,418521,Nulogic Training Ltd,People,10333,14-16 Alternative Curriculum,R5008,Other agencies,3745772,202310,05/01/2024,4958.09,
171040,Educational Placements,418521,Nulogic Training Ltd,People,10333,14-16 Alternative Curriculum,R5008,Other agencies,3745770,202310,05/01/2024,4958,
101400,Building General Materials,417931,Oakdale Fencing Limited,Place,11572,Lord Mayors Hospitality - Mayoral Year 23-24,R4007,Materials,3741098,202310,30/10/2023,895.83,
321016,Nursing Homes,422734,Oakleaf Care Hartwell Ltd - Hilltop House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128011,202310,07/01/2024,1571.97,
321016,Nursing Homes,422734,Oakleaf Care Hartwell Ltd - Hilltop House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128011,202310,07/01/2024,1571.97,
321016,Nursing Homes,422734,Oakleaf Care Hartwell Ltd - Hilltop House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128011,202310,07/01/2024,1571.97,
321016,Nursing Homes,422734,Oakleaf Care Hartwell Ltd - Hilltop House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128011,202310,07/01/2024,1571.97,
261200,Professional & Advisory Services,427760,Odd Arts,People,10272,Prevent Projects,R4400,Services - Professional Fees,3741492,202310,26/09/2023,1285,
371200,Heating Oil,414167,Oil4Wales,People,11086,Outdoor Education Service - Plas Dol-y-Moch,R2102,Energy - Oil,3745624,202310,09/01/2024,1316.46,
381100,Fuel,414167,Oil4Wales,People,11086,Outdoor Education Service - Plas Dol-y-Moch,R3000,Vehicle Fuel & Oil,3741833,202310,19/12/2023,2062.03,
371200,Heating Oil,414167,Oil4Wales,People,11086,Outdoor Education Service - Plas Dol-y-Moch,R2102,Energy - Oil,3744573,202310,20/11/2023,1365.31,
182011,Waste Consumables,419042,One51 ES Plastics (UK) Ltd t/a MGB Plastics,Place,11024,Domestic Refuse,R4007,Materials,3744326,202310,30/11/2023,13824,
182011,Waste Consumables,419042,One51 ES Plastics (UK) Ltd t/a MGB Plastics,Place,11024,Domestic Refuse,R4007,Materials,3744327,202310,30/11/2023,13824,
231810,Highways Surveys,403832,Onsite Central Ltd,Place,11631,Highways Asset Management,C1005,Surveyors Fees,3746867,202310,25/01/2024,525,
231810,Highways Surveys,403832,Onsite Central Ltd,Place,11631,Highways Asset Management,C1005,Surveyors Fees,3746867,202310,25/01/2024,1250,
192211,Closed-Circuit Television,403832,Onsite Central Ltd,Place,11631,Highways Asset Management,C3006,C C T V,3745415,202310,12/01/2024,1256,
192211,Closed-Circuit Television,403832,Onsite Central Ltd,Place,11631,Highways Asset Management,C3006,C C T V,3743325,202310,11/01/2024,1250,
261200,Professional & Advisory Services,410229,Oracle Translation Ltd,People,10410,Legal Costs (LAC),R4400,Services - Professional Fees,3743594,202310,02/01/2024,1495.4,
261200,Professional & Advisory Services,410229,Oracle Translation Ltd,People,10410,Legal Costs (LAC),R4400,Services - Professional Fees,3741469,202310,22/12/2023,617.92,
261100,Interpretation & Translation,410229,Oracle Translation Ltd,People,10322,Interpreter Service,R4400,Services - Professional Fees,3741499,202310,20/12/2023,3397.1,
261100,Interpretation & Translation,410229,Oracle Translation Ltd,People,10322,Interpreter Service,R4400,Services - Professional Fees,3741124,202310,18/12/2023,3558.5,
321050,"Temporary Accommodation, Short Stay",403843,Orbit Heart Of England,People,11677,PI Other Services,R2202,Rent - Client Accomodation,3744270,202310,15/01/2024,654.07,
321050,"Temporary Accommodation, Short Stay",403843,Orbit Heart Of England,People,11677,PI Other Services,R2202,Rent - Client Accomodation,3742648,202310,15/12/2023,654.07,
321050,"Temporary Accommodation, Short Stay",403843,Orbit Heart Of England,People,11677,PI Other Services,R2202,Rent - Client Accomodation,3742647,202310,23/11/2023,654.07,
321050,"Temporary Accommodation, Short Stay",403843,Orbit Heart Of England,People,11677,PI Other Services,R2202,Rent - Client Accomodation,3742646,202310,25/10/2023,654.07,
401303,Childrens Residential Foster Care,413384,Orchard Care (North East) Ltd,People,10706,Fostering - External Fees,R5008,Other agencies,3742820,202310,31/12/2023,5518.89,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3747146,202310,19/01/2024,4624,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3747145,202310,18/01/2024,11727,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3745427,202310,12/01/2024,7775,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3743609,202310,04/01/2024,7775,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3741252,202310,28/12/2023,7775,
321117,Childrens Residential Care,427680,Ortu Specialised Home Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3742243,202310,21/12/2023,11255,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127940,202310,07/01/2024,1173.16,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127936,202310,07/01/2024,898.73,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127940,202310,07/01/2024,1173.16,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127940,202310,07/01/2024,1173.16,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127936,202310,07/01/2024,898.73,
321016,Nursing Homes,407018,Overslade House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128004,202310,07/01/2024,774,
321016,Nursing Homes,407018,Overslade House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128004,202310,07/01/2024,774,
321016,Nursing Homes,407018,Overslade House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128004,202310,07/01/2024,774,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127936,202310,07/01/2024,898.73,
321016,Nursing Homes,407018,Overslade House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20128004,202310,07/01/2024,774,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127940,202310,07/01/2024,1173.16,
321016,Nursing Homes,407018,Overslade House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20127936,202310,07/01/2024,898.73,
261200,Professional & Advisory Services,420128,Oxygen Finance Limited,Place,11292,Accounts Payable,R4400,Services - Professional Fees,3742287,202310,04/01/2024,15271.32,
391410,Highways Construction,403866,P & A Castle,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743189,202310,31/12/2023,23246.27,
391410,Highways Construction,403866,P & A Castle,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743189,202310,31/12/2023,-4622.27,
391410,Highways Construction,403866,P & A Castle,Place,11930,Highways Holding - Confirm,R2076,Highways Work,3743189,202310,31/12/2023,608,
171040,Educational Placements,409374,Paddox Primary School,People,11365,SEN Other Local Authority Placements,R5002,Other local authorities,3740669,202310,26/05/2023,8415,
211100,Domestic Furniture,425106,Pal TV & Discount Appliances Ltd,People,10323,UASC - External Funding,R4005,Furniture,3747317,202310,29/01/2024,600,
211100,Domestic Furniture,425106,Pal TV & Discount Appliances Ltd,People,11507,Care Leavers,R4005,Furniture,3745524,202310,12/12/2023,2050,
211100,Domestic Furniture,425106,Pal TV & Discount Appliances Ltd,People,11507,Care Leavers,R4005,Furniture,3742221,202310,12/12/2023,850,
261400,Temporary & Agency Staff,426497,Park Avenue Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,3742117,202310,27/12/2023,2284.8,
261400,Temporary & Agency Staff,426497,Park Avenue Recruitment Ltd,Place,11848,Commercial Property Management (Staff costs),R1100,Agency Staff,3741131,202310,19/12/2023,2856,
261200,Professional & Advisory Services,427113,Pathology Group Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3745681,202310,10/01/2024,1107.2,
261200,Professional & Advisory Services,427113,Pathology Group Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3745682,202310,10/01/2024,1107.2,
261200,Professional & Advisory Services,427113,Pathology Group Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3743068,202310,27/12/2023,1107.2,
261200,Professional & Advisory Services,427113,Pathology Group Ltd,Place,10797,Coroners,R4400,Services - Professional Fees,3743087,202310,27/12/2023,830.4,
250000,Housing Management,427912,Patrick Towey,People,11788,Housing Options - Homelessness Administration,R2203,Rent Bonds - Client Accomodation,3742028,202310,30/10/2023,3000,
391111,Buildings Repair & Maintenance,403939,Paul Court,Place,11050,Development Management,R2077,Property Repairs & Maintenance - Reactive,3743971,202310,19/12/2023,900,
391111,Buildings Repair & Maintenance,403939,Paul Court,Place,11050,Development Management,R2077,Property Repairs & Maintenance - Reactive,3743971,202310,19/12/2023,500,
321017,Residential Care,403957,Paypoint Network Ltd,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742728,202310,04/01/2024,1355.34,
321017,Residential Care,403957,Paypoint Network Ltd,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742727,202310,04/12/2023,6290.37,
321017,Residential Care,403957,Paypoint Network Ltd,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742726,202310,02/11/2023,10223.59,
321017,Residential Care,403957,Paypoint Network Ltd,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742724,202310,03/10/2023,10400.38,
321017,Residential Care,403957,Paypoint Network Ltd,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742722,202310,01/09/2023,11466.75,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3747346,202310,28/01/2024,11600,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3746089,202310,21/01/2024,590,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3746088,202310,14/01/2024,640,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3746088,202310,14/01/2024,4670,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3742734,202310,07/01/2024,2010,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3741935,202310,31/12/2023,6590,
321017,Residential Care,417317,PayPoint Plc,Place,10900,Local Welfare Provision - COVID 19 specific expenditure,R6290,Client Support,3741936,202310,24/12/2023,5190,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20129974,202310,18/01/2024,578.33,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132224,202310,09/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132224,202310,09/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132224,202310,09/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132213,202310,07/01/2024,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132213,202310,07/01/2024,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132213,202310,07/01/2024,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132213,202310,07/01/2024,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132214,202310,07/01/2024,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132214,202310,07/01/2024,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132214,202310,07/01/2024,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132214,202310,07/01/2024,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132225,202310,07/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132225,202310,07/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132225,202310,07/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132218,202310,07/01/2024,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132218,202310,07/01/2024,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132218,202310,07/01/2024,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132218,202310,07/01/2024,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20126304,202310,07/01/2024,588.84,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20126304,202310,07/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132305,202310,04/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20132306,202310,04/01/2024,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124608,202310,10/12/2023,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124616,202310,10/12/2023,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124616,202310,10/12/2023,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124616,202310,10/12/2023,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124616,202310,10/12/2023,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124608,202310,10/12/2023,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124608,202310,10/12/2023,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124608,202310,10/12/2023,662.45,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124604,202310,10/12/2023,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124604,202310,10/12/2023,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124604,202310,10/12/2023,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124603,202310,10/12/2023,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124603,202310,10/12/2023,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124603,202310,10/12/2023,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124603,202310,10/12/2023,2208.15,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20124604,202310,10/12/2023,678.3,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20126303,202310,10/12/2023,515.24,
321014,Domiciliary Care,424147,PBL Care Limited,People,10722,OP Home Care,R5008,Other agencies,20126303,202310,10/12/2023,515.24,
201700,Grants,420728,PC Barry Building Contractors,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3746086,202310,15/01/2024,500,
201700,Grants,420728,PC Barry Building Contractors,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3743442,202310,09/01/2024,780,
201700,Grants,420728,PC Barry Building Contractors,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3743040,202310,15/12/2023,14500,
201700,Grants,420728,PC Barry Building Contractors,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3740788,202310,15/12/2023,13110,
201700,Grants,420728,PC Barry Building Contractors,People,10104,E & TS Disabled Facility Grant team,C5000,Grants,3740788,202310,15/12/2023,1030,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127648,202310,07/01/2024,1741.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127575,202310,07/01/2024,1699.4,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127648,202310,07/01/2024,1741.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127345,202310,07/01/2024,566.14,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127345,202310,07/01/2024,566.14,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127575,202310,07/01/2024,1699.4,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127839,202310,07/01/2024,580.42,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127839,202310,07/01/2024,580.42,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127647,202310,07/01/2024,1591.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127647,202310,07/01/2024,1591.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127345,202310,07/01/2024,566.14,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127575,202310,07/01/2024,1699.4,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127648,202310,07/01/2024,1741.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127647,202310,07/01/2024,1591.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127647,202310,07/01/2024,1591.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127345,202310,07/01/2024,566.14,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127832,202310,07/01/2024,1200,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127832,202310,07/01/2024,1200,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127575,202310,07/01/2024,1699.4,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127839,202310,07/01/2024,580.42,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127839,202310,07/01/2024,580.42,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127648,202310,07/01/2024,1741.15,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127832,202310,07/01/2024,1200,
321017,Residential Care,409343,Peacehaven Care Home,People,11947,OP Residential Care Placements,R5008,Other agencies,20127832,202310,07/01/2024,1200,
321126,Foster Care,407918,Penderels Trust Fund,People,10232,Children´s Disability,R6290,Client Support,20129320,202310,17/01/2024,39064.21,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126914,202310,07/01/2024,1863.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126915,202310,07/01/2024,618.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126915,202310,07/01/2024,618.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126915,202310,07/01/2024,618.75,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,1915.2,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,10554,LD Direct Payments,R6290,Client Support,20126987,202310,07/01/2024,-1537.98,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,1162.73,
320000,Social Community Care Supplies & Services,407918,Penderels Trust Fund,People,11844,MH Direct Payments,R6290,Client Support,20126993,202310,07/01/2024,677.47,
