Payments for Publishing for Invoices paid between 01-NOV-2023 and 30-NOV-2023,,,,,,,
Supplier Name,Payment Number,Paid Date,Line Amount,Department ,Cost Centre,Subjective Desc,Irrecoverable VAT
ADT Wirral Ltd,160010,23-NOV-2023,"4,382.00",Neighbourhood Services,S5600,Care Provision,
ADT Wirral Ltd,153459,01-NOV-2023,"4,382.00",Neighbourhood Services,S5600,Care Provision,
ADT Wirral Ltd,161078,28-NOV-2023,"4,382.00",Neighbourhood Services,S5600,Care Provision,
ADT Wirral Ltd,156717,13-NOV-2023,"4,382.00",Neighbourhood Services,S5600,Care Provision,
ADT Wirral Ltd,154801,07-NOV-2023,"4,382.00",Neighbourhood Services,S5600,Care Provision,
ADVANCE SYSTEMS (NW) LIMITED,157386,15-NOV-2023,"2,220.00","Children, Families & Education",H4020,Hired or Contracted services,
ADVANCE SYSTEMS (NW) LIMITED,161272,28-NOV-2023,890.00,"Children, Families & Education",H4020,Hired or Contracted services,
ADVANCE SYSTEMS (NW) LIMITED,156300,10-NOV-2023,"3,884.00","Children, Families & Education",H4020,Hired or Contracted services,
ADVANCE SYSTEMS (NW) LIMITED,155859,09-NOV-2023,"1,290.00","Children, Families & Education",H4020,Hired or Contracted services,
ADVANCE SYSTEMS (NW) LIMITED,158243,20-NOV-2023,"1,140.00","Children, Families & Education",H4020,Hired or Contracted services,
ADVANCED CHILD CARE ASSESSMENTS LIMITED,157828,17-NOV-2023,802.40,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
ADVANCED CHILD CARE ASSESSMENTS LIMITED,161602,29-NOV-2023,660.00,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
AFFINITY SUPPORTING PEOPLE LIMITED,156518,10-NOV-2023,"3,153.03",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6131,Mental Health Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6131,Mental Health Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,028.57",Adults Care and Health and Strategic Commissioning,S6141,Memory & Cognition Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,710.00,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,600.00,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
AGE CONCERN WIRRAL T/A AGE UK WIRRAL,159214,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6161,Social Care Activities,
AINSLEY GOMMON ARCHITECTS,156302,10-NOV-2023,"1,440.00",Regeneration & Place,D2000,Hired or Contracted services,
AINSLEY GOMMON ARCHITECTS,157387,15-NOV-2023,"3,000.00",Capital,C0324,Contractors - Main,
AINSLEY GOMMON ARCHITECTS,154803,07-NOV-2023,"6,750.00",Capital,C2089,Contractors - Main,
AINSLEY GOMMON ARCHITECTS,154803,07-NOV-2023,"1,000.00",Capital,C2173,Contractors - Main,
AINTREE COACHES INT LIMITED T/A HELMS OF EASTHAM,154088,03-NOV-2023,"1,955.00","Children, Families & Education",E5731,School Bus Passes - Secondary,
AJ & FRIENDS LIMITED,157388,15-NOV-2023,"2,150.40",Adults Care and Health and Strategic Commissioning,E6760,Care Provision,
ALAN HIGGINS LIMITED,153472,01-NOV-2023,"6,437.30",Adults Care and Health and Strategic Commissioning,P4201,Hired or Contracted services,
Alcedo Care,154179,03-NOV-2023,143.40,Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Adults (18-64),
Alcedo Care,154179,03-NOV-2023,"2,413.90",Adults Care and Health and Strategic Commissioning,S6111,Physical Support - Older People (65+),
Alcedo Care,154179,03-NOV-2023,884.30,Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
Alcedo Care,154179,03-NOV-2023,"8,171.10",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
Alcedo Care,154179,03-NOV-2023,289.80,Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
Alcedo Care,154179,03-NOV-2023,454.10,Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
Alcedo Care,154179,03-NOV-2023,"1,133.30",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
Alcedo Care,154179,03-NOV-2023,"2,198.80",Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Older People (65+),
ALEVE MEDICAL SERVICES LIMITED,160479,24-NOV-2023,780.28,Adults Care and Health and Strategic Commissioning,S2280,Medical Service Provider,
ALINE MOBILITY,154931,07-NOV-2023,504.00,Adults Care and Health and Strategic Commissioning,S6134,"Equipment, Furniture & Materials",
ALINE MOBILITY,161237,28-NOV-2023,588.00,Neighbourhood Services,L3190,"Equipment, Furniture & Materials",
ALL TERRAIN WHEELCHAIRS LIMITED,157586,16-NOV-2023,"1,459.34",Adults Care and Health and Strategic Commissioning,S6134,"Repairs, alterations and maintenance",
ALLANDALE CARE HOMES LIMITED,159216,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
ALLANDALE CARE HOMES LIMITED,159215,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ALLANDALE CARE HOMES LIMITED,159216,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6141,Mental Health Support - Older People (65+),
ALLANDALE CARE HOMES LIMITED,159216,22-NOV-2023,"1,588.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
ALLANDALE CARE HOMES LIMITED,159216,22-NOV-2023,922.36,Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
ALLANDALE CARE HOMES LIMITED,159216,22-NOV-2023,"2,472.00",Adults Care and Health and Strategic Commissioning,S6141,Physical Support - Older People (65+),
ALLIANCE LEISURE SERVICES LIMITED,161619,29-NOV-2023,"8,000.00",Neighbourhood Services,F2025,Hired or Contracted services,
ALLIANCE UK LIMITED,161274,28-NOV-2023,510.00,Neighbourhood Services,L3950,PFI & PPP Schemes,
ALLIANCE UK LIMITED,159274,22-NOV-2023,510.00,Neighbourhood Services,L3950,PFI & PPP Schemes,
ALLIANCE UK LIMITED,161274,28-NOV-2023,510.00,Neighbourhood Services,L3950,"Repairs, alterations and maintenance",
ALLIANCE UK LIMITED,161274,28-NOV-2023,600.00,Neighbourhood Services,L3952,Cleaning & Domestic Supplies,
ALLIED PUBLICITY SERVICES (MANCHESTER) LIMITED,161275,28-NOV-2023,"2,375.67",Neighbourhood Services,F5310,Hired or Contracted services,
ALLISON ATHILL(CHILDMINDER),161620,29-NOV-2023,799.33,Schools / DSG,E1170,Services,
ALLISON ATHILL(CHILDMINDER),153474,01-NOV-2023,"2,208.67",Schools / DSG,E1170,Services,
ALPHA BIOLABORATORIES LEGAL LIMITED,160017,23-NOV-2023,972.30,Law & Governance (Monitoring Officer),A1305,Legal Service Provider,
ALS Laboratories (UK) Ltd,161647,29-NOV-2023,"1,132.99",Neighbourhood Services,H2260,General Supplies and Services,
ALS Laboratories (UK) Ltd,157121,14-NOV-2023,854.29,Neighbourhood Services,H2260,General Supplies and Services,
ALT CORPORATION LIMITED,154469,06-NOV-2023,"142,199.75",Capital,C7267,Ex-Gratia Payments,
ALTERNATIVE APPROACH,157006,14-NOV-2023,27.41,"Children, Families & Education",E7033,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,27.41,"Children, Families & Education",E7033,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,27.41,"Children, Families & Education",E7035,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,27.41,"Children, Families & Education",E7037,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,27.41,"Children, Families & Education",E7038,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"15,321.31","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,571.44","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,-0.09,"Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,0.00,"Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,571.31","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,484.51","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,571.31","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,571.31","Children, Families & Education",E7080,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"7,950.04","Children, Families & Education",E7081,Care Provision,
ALTERNATIVE APPROACH,157006,14-NOV-2023,"2,051.60","Children, Families & Education",E7081,Care Provision,
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"254,818.38",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"213,341.86",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"112,363.23",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"118,792.61",Adults Care and Health and Strategic Commissioning,S6121,Learning & Disability Support - Older People (65+),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,156.80,Adults Care and Health and Strategic Commissioning,S6131,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,39.20,Adults Care and Health and Strategic Commissioning,S6131,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"30,488.15",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"30,539.70",Adults Care and Health and Strategic Commissioning,S6132,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,705.60,Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,705.60,Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"2,430.40",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"2,430.40",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"3,893.43",Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"3,893.43",Adults Care and Health and Strategic Commissioning,S6141,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"30,897.45",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"30,897.45",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"18,781.65",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"18,605.25",Adults Care and Health and Strategic Commissioning,S6142,Learning & Disability Support - Older People (65+),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,313.60,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,313.60,Adults Care and Health and Strategic Commissioning,S6142,Physical Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,155173,08-NOV-2023,"1,176.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
ALTERNATIVE FUTURES LTD,157992,17-NOV-2023,"1,176.00",Adults Care and Health and Strategic Commissioning,S6165,Mental Health Support - Adults (18-64),
AMAS LIMITED,159259,22-NOV-2023,"482,924.49",Regeneration & Place,D3190,Rents - external,
AMAS LIMITED,159259,22-NOV-2023,"368,157.67",Regeneration & Place,D3191,Rents - external,
AMBER BUTTON COMMUNITY CIC,153477,01-NOV-2023,"5,600.00","Children, Families & Education",E6152,Hired or Contracted services,
AMEY OW LIMITED,156725,13-NOV-2023,"37,495.41",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,157129,14-NOV-2023,"15,113.46",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,161279,28-NOV-2023,"10,663.71",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,156725,13-NOV-2023,"2,671.71",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,156725,13-NOV-2023,"8,329.21",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,156725,13-NOV-2023,"1,575.78",Neighbourhood Services,V1100,Consultants,
AMEY OW LIMITED,156725,13-NOV-2023,"3,007.00",Capital,C5112,Contractors - Main,
AMORE SOCIAL CARE LIMITED,155921,09-NOV-2023,643.41,"Children, Families & Education",E6763,Agency Staff,
AMORE SOCIAL CARE LIMITED,155921,09-NOV-2023,510.40,"Children, Families & Education",E6763,Agency Staff,
AMORE SOCIAL CARE LIMITED,155921,09-NOV-2023,519.68,"Children, Families & Education",E6763,Agency Staff,
AMY ROBINSON-CHILDMINDER,161649,29-NOV-2023,"1,154.34",Schools / DSG,E1170,Services,
AMY ROBINSON-CHILDMINDER,153478,01-NOV-2023,"1,333.50",Schools / DSG,E1170,Services,
AMY'S CHILDMINDING - AMY BRENNAN,161650,29-NOV-2023,532.52,Schools / DSG,E1170,Services,
AMY'S CHILDMINDING - AMY BRENNAN,153479,01-NOV-2023,617.40,Schools / DSG,E1170,Services,
AMY'S CHILDMINDING SERVICES-AMY DINSDALE,153480,01-NOV-2023,"1,152.90",Schools / DSG,E1170,Services,
AMY'S CHILDMINDING SERVICES-AMY DINSDALE,161651,29-NOV-2023,667.78,Schools / DSG,E1170,Services,
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6131,Memory & Cognition Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,130.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159244,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6131,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Memory & Cognition Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Mental Health Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159244,22-NOV-2023,"2,548.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
ANCHOR CAREHOMES GROUP LIMITED,159243,22-NOV-2023,"2,840.00",Adults Care and Health and Strategic Commissioning,S6132,Physical Support - Older People (65+),
