BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,12,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA39                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,13,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA30                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,14,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA40                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,15,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA42                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,16,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA43                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,17,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA44                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,18,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA45                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,19,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA46                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,20,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC53                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,21,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA51                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,22,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA52                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,23,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA54                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,24,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA50                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,25,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA49                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,26,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA55                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,27,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA48                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,28,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA47                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,29,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA57                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,30,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA58                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,31,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA59                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,32,35.59,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA61                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,33,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA63                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,34,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC21                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,35,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC22                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,36,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC23                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,37,23.72,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC24                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,38,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC26                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,39,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC28                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,40,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC32                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,41,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC33                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,42,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC35                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,43,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC36                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,44,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC37                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,45,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC38                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,46,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC39                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,47,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC42                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,48,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC44                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,49,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC48                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,50,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC51                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,51,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC52                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,52,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC53                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,53,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC54                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,54,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC56                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,55,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC55                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,56,23.72,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC43                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,57,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC34                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,58,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA62                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,59,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC50                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,60,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC29                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,61,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC40                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,62,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131CC57                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,63,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL21                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,64,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL22                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,65,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL23                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,66,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL25                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,67,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL26                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,68,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL27                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,69,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL28                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,70,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL29                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,71,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL30                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,72,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL31                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,73,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL32                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,74,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL33                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,75,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL34                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,76,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL35                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,77,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL36                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,78,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL38                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,79,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL39                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,80,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL40                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,81,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL42                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,82,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL45                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,83,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL46                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,84,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL48                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,85,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL50                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,86,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL51                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,87,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL52                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,88,11.86,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL53                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,89,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL54                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,90,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL55                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,91,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL56                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,92,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,H12131HH18                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,93,17.79,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131AA41                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,94,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL24                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,95,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,H12131HH17                                   
800193138   ,ANGEL SPRINGS LIMITED         ,II-221047693          ,96,5.93,PLANNED MEP                             ,08/06/2023,,Property Department,Works - Construction,F12131LL37                                   
144431      ,NPOWER LTD                    ,IN06898181            ,1,"4,125.01",ELECTRICITY                             ,08/06/2023,"4,125.01",Property Department,Utilities,F12331AA44                                   
144431      ,NPOWER LTD                    ,IN070204231           ,1,"2,002.60",ELECTRICITY                             ,08/06/2023,"23,372.51",Property Department,Utilities,F12331CC43                                   
144431      ,NPOWER LTD                    ,IN070204231           ,2,"1,581.57",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL54                                   
144431      ,NPOWER LTD                    ,IN070204231           ,3,"1,892.75",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA48                                   
144431      ,NPOWER LTD                    ,IN070204231           ,4,"1,662.25",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA43                                   
144431      ,NPOWER LTD                    ,IN070204231           ,5,"1,538.25",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC43                                   
144431      ,NPOWER LTD                    ,IN070204231           ,6,"4,956.86",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,H12331HH34                                   
144431      ,NPOWER LTD                    ,IN070204231           ,7,"1,789.48",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA39                                   
144431      ,NPOWER LTD                    ,IN070204231           ,8,"1,523.65",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL34                                   
144431      ,NPOWER LTD                    ,IN070204231           ,9,"2,534.37",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA61                                   
144431      ,NPOWER LTD                    ,IN070204231           ,10,"1,190.29",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA36                                   
144431      ,NPOWER LTD                    ,IN070204231           ,11,"1,266.56",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL25                                   
144431      ,NPOWER LTD                    ,IN070204231           ,12,"1,433.88",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC44                                   
144431      ,NPOWER LTD                    ,IN070204232           ,1,"2,061.99",ELECTRICITY                             ,08/06/2023,"21,926.61",Property Department,Utilities,F12331LL53                                   
144431      ,NPOWER LTD                    ,IN070204232           ,2,"6,227.90",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL36                                   
144431      ,NPOWER LTD                    ,IN070204232           ,3,"1,341.48",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL40                                   
144431      ,NPOWER LTD                    ,IN070204232           ,4,701.34,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL23                                   
144431      ,NPOWER LTD                    ,IN070204232           ,5,"1,779.68",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC42                                   
144431      ,NPOWER LTD                    ,IN070204232           ,6,"2,520.66",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC50                                   
144431      ,NPOWER LTD                    ,IN070204232           ,7,"1,525.08",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA45                                   
144431      ,NPOWER LTD                    ,IN070204232           ,9,"2,684.09",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA21                                   
144431      ,NPOWER LTD                    ,IN070204232           ,10,"3,084.39",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA21                                   
144431      ,NPOWER LTD                    ,IN070204233           ,1,"6,398.59",ELECTRICITY                             ,08/06/2023,"22,700.58",Property Department,Utilities,F12331CC23                                   
144431      ,NPOWER LTD                    ,IN070204233           ,2,"1,600.91",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA38                                   
144431      ,NPOWER LTD                    ,IN070204233           ,3,"1,908.75",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL27                                   
144431      ,NPOWER LTD                    ,IN070204233           ,4,"3,875.00",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL48                                   
144431      ,NPOWER LTD                    ,IN070204233           ,5,"1,890.58",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA37                                   
144431      ,NPOWER LTD                    ,IN070204233           ,6,"5,318.21",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC45                                   
144431      ,NPOWER LTD                    ,IN070204233           ,7,"1,708.54",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC22                                   
144431      ,NPOWER LTD                    ,IN070204234           ,1,"3,554.79",ELECTRICITY                             ,08/06/2023,"24,382.30",Property Department,Utilities,F12331CC24                                   
144431      ,NPOWER LTD                    ,IN070204234           ,2,"3,443.22",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL24                                   
144431      ,NPOWER LTD                    ,IN070204234           ,3,"1,978.64",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC32                                   
144431      ,NPOWER LTD                    ,IN070204234           ,4,"1,909.10",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC21                                   
144431      ,NPOWER LTD                    ,IN070204234           ,5,"13,496.55",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC21                                   
144431      ,NPOWER LTD                    ,IN070204235           ,1,"1,568.37",ELECTRICITY                             ,08/06/2023,"21,016.30",Property Department,Utilities,F12331AA58                                   
144431      ,NPOWER LTD                    ,IN070204235           ,2,"1,839.35",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA50                                   
144431      ,NPOWER LTD                    ,IN070204235           ,3,"2,237.28",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL41                                   
144431      ,NPOWER LTD                    ,IN070204235           ,4,"4,899.82",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC36                                   
144431      ,NPOWER LTD                    ,IN070204235           ,5,"4,360.83",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL30                                   
144431      ,NPOWER LTD                    ,IN070204235           ,6,"1,583.27",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA51                                   
144431      ,NPOWER LTD                    ,IN070204235           ,7,"2,345.53",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL28                                   
144431      ,NPOWER LTD                    ,IN070204235           ,8,"2,181.85",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA54                                   
144418      ,NPOWER LTD                    ,IN07024511            ,1,"46,168.82",ELECTRICITY                             ,05/06/2023,"46,168.82",Property Department,Utilities,H12331HH17                                   
144431      ,NPOWER LTD                    ,IN07024536            ,1,"3,605.60",ELECTRICITY                             ,08/06/2023,"3,605.60",Property Department,Utilities,F12331CC48                                   
144431      ,NPOWER LTD                    ,IN07024634            ,1,"6,901.62",ELECTRICITY                             ,08/06/2023,"6,901.62",Property Department,Utilities,F12331AA44                                   
144431      ,NPOWER LTD                    ,IN070305231           ,1,"1,765.70",ELECTRICITY                             ,08/06/2023,"24,156.58",Property Department,Utilities,F12331LL26                                   
144431      ,NPOWER LTD                    ,IN070305231           ,2,"1,167.40",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA63                                   
144431      ,NPOWER LTD                    ,IN070305231           ,3,"1,118.33",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA28                                   
144431      ,NPOWER LTD                    ,IN070305231           ,4,900.49,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA42                                   
144431      ,NPOWER LTD                    ,IN070305231           ,5,"1,597.85",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA46                                   
144431      ,NPOWER LTD                    ,IN070305231           ,6,"1,038.78",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC34                                   
144431      ,NPOWER LTD                    ,IN070305231           ,7,805.86,WATER & SEWERAGE RATES                  ,08/06/2023,,Property Department,Utilities,F12361LL37                                   
144431      ,NPOWER LTD                    ,IN070305231           ,8,"4,732.93",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA47                                   
144431      ,NPOWER LTD                    ,IN070305231           ,9,400.92,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA47                                   
144431      ,NPOWER LTD                    ,IN070305231           ,10,959.73,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA61                                   
144431      ,NPOWER LTD                    ,IN070305231           ,11,"3,235.40",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC41                                   
144431      ,NPOWER LTD                    ,IN070305231           ,12,"2,394.01",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA34                                   
144431      ,NPOWER LTD                    ,IN070305231           ,13,"1,651.41",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA23                                   
144431      ,NPOWER LTD                    ,IN070305231           ,14,"2,387.77",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC54                                   
144431      ,NPOWER LTD                    ,IN070305232           ,1,"1,125.38",ELECTRICITY                             ,08/06/2023,"24,719.47",Property Department,Utilities,F12331AA30                                   
144431      ,NPOWER LTD                    ,IN070305232           ,2,"1,113.91",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC55                                   
144431      ,NPOWER LTD                    ,IN070305232           ,3,"1,093.19",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA27                                   
144431      ,NPOWER LTD                    ,IN070305232           ,4,"2,420.95",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL46                                   
144431      ,NPOWER LTD                    ,IN070305232           ,5,"1,127.76",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL39                                   
144431      ,NPOWER LTD                    ,IN070305232           ,6,"1,758.58",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA31                                   
144431      ,NPOWER LTD                    ,IN070305232           ,7,"1,902.86",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL35                                   
144431      ,NPOWER LTD                    ,IN070305232           ,8,"1,622.19",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA22                                   
144431      ,NPOWER LTD                    ,IN070305232           ,9,"1,142.14",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC37                                   
144431      ,NPOWER LTD                    ,IN070305232           ,10,"1,446.85",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC57                                   
144431      ,NPOWER LTD                    ,IN070305232           ,11,"1,830.49",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL21                                   
144431      ,NPOWER LTD                    ,IN070305232           ,12,"4,116.61",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,H12331HH27                                   
144431      ,NPOWER LTD                    ,IN070305232           ,13,"2,146.38",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL52                                   
144431      ,NPOWER LTD                    ,IN070305232           ,14,"1,872.18",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL38                                   
144431      ,NPOWER LTD                    ,IN070305233           ,1,"1,723.09",ELECTRICITY                             ,08/06/2023,"24,760.52",Property Department,Utilities,F12331LL23                                   
144431      ,NPOWER LTD                    ,IN070305233           ,2,953.57,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC51                                   
144431      ,NPOWER LTD                    ,IN070305233           ,3,"1,204.12",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC28                                   
144431      ,NPOWER LTD                    ,IN070305233           ,4,"1,757.53",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC39                                   
144431      ,NPOWER LTD                    ,IN070305233           ,5,"1,249.86",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC52                                   
144431      ,NPOWER LTD                    ,IN070305233           ,6,"1,668.99",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL33                                   
144431      ,NPOWER LTD                    ,IN070305233           ,7,"1,366.54",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL50                                   
144431      ,NPOWER LTD                    ,IN070305233           ,8,"1,511.44",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA55                                   
144431      ,NPOWER LTD                    ,IN070305233           ,9,451.92,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA39                                   
144431      ,NPOWER LTD                    ,IN070305233           ,10,"1,557.20",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC29                                   
144431      ,NPOWER LTD                    ,IN070305233           ,11,694.78,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL55                                   
144431      ,NPOWER LTD                    ,IN070305233           ,12,"2,545.75",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA53                                   
144431      ,NPOWER LTD                    ,IN070305233           ,13,994.13,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA52                                   
144431      ,NPOWER LTD                    ,IN070305233           ,14,"1,508.71",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL31                                   
144431      ,NPOWER LTD                    ,IN070305233           ,15,"2,437.76",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA35                                   
144431      ,NPOWER LTD                    ,IN070305233           ,16,"2,273.35",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA41                                   
144431      ,NPOWER LTD                    ,IN070305233           ,17,861.78,ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA57                                   
144431      ,NPOWER LTD                    ,IN070305235           ,1,"1,103.46",ELECTRICITY                             ,08/06/2023,"9,831.04",Property Department,Utilities,F12331AA59                                   
144431      ,NPOWER LTD                    ,IN070305235           ,2,"2,258.79",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331AA49                                   
144431      ,NPOWER LTD                    ,IN070305235           ,3,"1,063.25",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331CC40                                   
144431      ,NPOWER LTD                    ,IN070305235           ,4,"1,487.30",ELECTRICITY                             ,08/06/2023,,Property Department,Utilities,F12331LL51                                   
